DOY2,HR2,FC,LE,H,G_1_1_1,G_1_1_2,G_1_1_3,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,NEE,G_2_1_1,G_3_1_1
1,5.25,0.71,1.7635,1.4675,-1.6,-2.1,-2,427.059455,6.375,90.85,1.2742275,0.49385,1.5112625,0.52,1.083,94.55225,0,0,0,306.25,314.87,-2.63,0.4265,0.905,1.75925,2.57,3.455,4.833,0.26,0.940815,0.79953,0.28,1.922325,1.04825,-2.0767075,-2.00165
1,5.75,0.739,1.7965,0.9961,-1.82689,-2.1,-2,428.3784925,6.31734,90.8585,1.01273,0.471735,1.186,0.5,1.09,94.525,0,0,0,304.9108325,314.4925,-3.7118325,0.3875,0.89525,1.74,2.5685,3.485,4.84525,0.2251625,0.82108,0.7721325,0.26,2.064525,1.116,-3.07583,-2.0017125
1,6.25,0.6885,1.35944,1.1375,-2.1,-2.1,-2,428.375,6.3,90.876,1.24601,0.45844,1.0130575,0.731,1.164,94.69325,0,0,0,303.83,314.05,-3.215,0.38,0.859,1.74,2.529,3.5,4.83,0.25484,0.8446,0.8354,0.24424,2.3360025,0.996,-3.1628,-2.0017575
1,6.75,0.76,1.673575,1.45,-2.1,-2.1,-2,428.0661325,6.425,90.86775,1.08,0.44,1.27406,0.6065,1.115,94.49,0,0,0,306.15,313.5,-3.24,0.39,0.789,1.655,2.467,3.4785,4.8235,0.26217,0.75,0.84,0.25,2.00033,0.996,-3.333425,-2.0018825
1,7.25,0.6024,1.27425,1.4332575,-1.9916775,-2.1,-2,428.4329475,6.464015,90.875,1.09,0.424555,1.06896,0.3875,0.979,94.605,0.826,0,0,303.765,314.63,-2.87,0.3925,0.79025,1.62,2.47675,3.48075,4.8405,0.27,0.8,0.836445,0.26781,1.9,0.9665,-3.1373225,-2.001875
1,7.75,0.505,2.00461,0.652952292,-2.1,-2.1,-2,427.665355,6.5,90.907,1.1346219515,0.4187975,1.01441,0.36725,1.145,94.415,20.89,7.703,3.241,297.6325,314.675,-6.4879975,0.38,0.7,1.588,2.451,3.489,4.829,0.2425,0.74723,0.7735347365,0.252505,1.86625,0.98825,-3.325405,-2.00189
1,8.25,0.435,1.663395,1.075,-2.1,-2.1,-2,428.2485625,6.5,90.92,1.391539008,0.4626575,1.4909,0.4,0.76,93.25,102.9566675,62.9083325,22.5075025,299.467475,316.17,8.3053718245,0.3875,0.69,1.5425,2.411,3.448,4.843,0.216525,0.7405925,0.730765,0.2675,1.850405,0.434,-3.2226025,-2.0018925
1,8.75,0.78,3.98992,5.15,-2.1,-2.1,-2,426.4,6.7,90.93475,1.693514306,0.67615839925,1.656,0.79,1.2175,90.518335,237.33,140.23333,34.647,299.2325,318.175,52.7883325,0.3905,0.7205,1.451,2.229,3.39,4.8,0.246375,0.8666625,0.8055725,0.26143,1.87,-0.064,-3.0761325,-2.00189
1,9.25,1.109075,9.328911715,14.73325,-2.1,-2.05089,-2,423.589178575,6.777347432,90.93,2.52,0.7375,2.660915,1.537875,2.568875,88.362,388.4,214.63333,43.6,302.275,322.1475,101.65856475,0.6125,0.841,1.5235,2.259,3.42,4.78,0.303,0.8375,0.8210825,0.3345725,1.729325,-0.11475,-3.0755,-2.001755
1,9.75,0.62325,18.66275,34.0875775,-1.56015,-2,-1.7,421.862145,7.06933276,90.93,3.3675,0.57338,4.762,2.322335,3.615,87.1715,516.6975,280.5275,55.1799975,304.035,325.655,147.434378225,1.02,1.02,1.534,2.2155,3.3955,4.766,0.3573484105,0.91,0.892289107,0.38907,2.07,0.65925,0.2562125,-2.0014375
1,10.25,0.32655,23.192,58.58,-1.06372,-1.0251,-1.00035,420.25853,6.90611,90.9125,4.6670725,0.52609,6.0194375,3.31875,4.593325,83.418,616.37,336.3,66.503525,304.525,330.2833325,193.535672,1.75,1.28,1.632,2.2875,3.422,4.7795,0.42773,1.0449,0.973875,0.46026242675,2.385465,-0.0545,2.100815,-2.00113
1,10.75,0.21233175,31.160136295,81.997595,-0.7711175,-0.0341825,-1,419.4,7.0270025,90.8805,5.572585,0.523665,6.48479,4.23,5.6725,80.196,711.475,382.085,76.9833,306.19,334.1308325,224.5783325,2.485,1.698,1.707,2.3075,3.43425,4.82025,0.423,1.16405,1.058228025,0.4643,2.546178398,-0.1615,2.72387,-2.00114
1,11.25,0.177775,29.73,96.9612575,0,-0.025625,-1,419.5341703,7.11700927,90.86025,6.18530929125,0.520255,7.4391,4.98,6.34375,77.86475,796.44167,428.5,87.01167,306.665,338.5141675,262.4475,3.6575,2.353,1.889,2.39525,3.451,4.8185,0.43825,1.17287311925,1.13970007225,0.5,2.642665,-0.02675,1.767205,-2.0009425
1,11.75,0.34,33.16,103.4293049,0,0.7,-0.300115,418.6232525,7.156038102,90.80225,6.8017,0.51,7.9901275,5.65,6.8195,75.36575,852.16985,457,96.23,309.26665,343.033335,281.885,4.61125,2.8945,2.06,2.45275,3.53625,4.8655,0.4713532835,1.218475,1.175,0.552395,2.81975,-0.03825,2.39212,-2.001
1,12.25,0.2198,30.87,106.79,0,6.2042225,0.3915025,418.955235,7.17394797975,90.756,7.141375,0.491115,8.784,6.101,7.24,74.17875,873.916665,469.535,86.87,311.4,346.07,287.07,5.353,3.481,2.264,2.4545,3.5085,4.8465,0.46139,1.18,1.115,0.54677,2.655,-0.2255,2.08328,-2.00085
1,12.75,0.245,34.262,104.5,1.2522,11.70434,1.000165,418.957,7.2803319355,90.6955,7.2920875,0.477375,9.3308275,6.5487,7.52625,72.746,861.5825025,463.06,89.263335,313.03,347.87,286.629653,6.132,3.8935,2.40575,2.446,3.502,4.83,0.477635563,1.25549,1.14540477625,0.56117733075,2.717855,-0.62725,1.40045,-2.00053
1,13.25,0.100025,32.7988,101.28617,3.45508,14.6098,2.000905,418.6512439,7.2,90.6715,7.5331675,0.4394825,10.0284675,6.86,7.967,71.21,802.8635,434.17,79.517525,312.175,348.8425025,259.4333225,6.527,4.6055,2.7595,2.48,3.52,4.85,0.52,1.25,1.1896775,0.602877724,2.9416425,-0.04775,1.02544,-2.00073
1,13.75,0.155,26.93430594,91.401,5.5219475,11.86121,2.350025,418.031805,7.1,90.64,8.10182619,0.43,10.504895,7.1,8.36775,70.467,738.882,397.8825,74.3199975,314.3925,348.475,229.802475,6.3555,4.7815,3.02675,2.6075,3.5065,4.86,0.519360745,1.2800725,1.1942975,0.5725,3.1365,0.002,1.0252675,-2.00086
1,14.25,0.26075,25.01135,70.0424425,6.12387,11.45375,2.9672675,418.0561,7.257011244,90.635,8.191895,0.38,10.805345,7.58925,8.585,70.3925025,645.4,351.9667,67.97335,314.23,349.2,194.66667,6.103,4.97,3.249,2.72475,3.6105,4.908,0.5336325,1.26550781175,1.22,0.623825,3.23,-0.1165,1.0247575,-2.000475
1,14.75,0.17,21.59,53.2425,6.987875,8.5375,3.0009,417.65363,7.107383249,90.635,8.4340525,0.33543,10.6145775,7.75,8.67,71.3825,538.475,294.0249975,55.24167,312.7675,348.7475,158.35083,6.2535,5.125,3.4825,2.819,3.557,4.9,0.5429377985,1.2630925,1.123855,0.635265,3.0045,0.44775,1.0247175,-1.59258
1,15.25,0.32,17.5545,34.5,7.3721,6.847685,3.00129,417.19759,7.2,90.6645,8.6378,0.2901225,10.38948,7.838,8.87,72.154,412.8225,224.101665,45.94,308.1425,347.215,108.9475,6.128,5.21,3.72225,2.9005,3.5915,4.892,0.493,1.25095200375,1.14435,0.5932381405,2.8004295735,0.59525,1.0246475,-1.17567
1,15.75,0.17185,11.48,14.486645,5.3,5,3.00112,417.57646,7.195975848,90.667,8.48672,0.25,9.8954,7.71,8.363,74.09,263.1895,146.37,34.8124975,310.8858325,344.66,50.3425,5.6,5.026,3.822,2.946,3.572,4.8965,0.47075,1.13,1.09,0.54004,2.755,0.957,1.024745,-1.1009075
1,16.25,0.3475,8.43,2.808066559,2.5,1.62303,3.0021,417.33392,7.1,90.69538,8.1314975,0.4084675,8.35273,7.3396425,8.101,75.957,137.32,75.58575,20.7625,310.3,341.2,12.25,4.718,4.78,3.89,3.0085,3.5735,4.901,0.416595,1.02169461225,0.915115,0.458925,2.444735,1.48375,1.02492,-1.0006975
1,16.75,0.33,3.954125,1.509,0.63818,0.649105,3.0009,417.859315,7,90.73,7.087665,0.634615,6.6195,6.4080825,6.9155,79.22875,46.6225,18.8975,5.366,307.3025,335.583335,-10.95775,4.1,4.226,3.862,3.1375,3.626,4.8995,0.427,1.08389182675,0.941675,0.42,2.42333,2.19675,1.02513,-1.0008775
1,17.25,0.35,2.1696625,1.921545,0,0,2.4,418.891777675,6.922335,90.73,5.82942390125,0.7031275,5.72799,5.2065,5.821,81.3749975,7.3930025,0,0,313.66,331.175,-9.9757475,3.408,3.793,3.78225,3.2,3.6315,4.892,0.371,0.95760774525,0.92365,0.40284160575,2.3993325,2.02825,1.0251525,-1.0010125
1,17.75,0.48,1.9643,1.92251,0,0,2.00095,419.44433,6.728135,90.75,5.2620675,0.687825,4.91128,4.4677,5.129425,83.516675,0,0,0,310.155,328.3425025,-9.05225,2.712,3.283,3.67125,3.212,3.597,4.868,0.34175,0.94352,0.8823267705,0.3668975,2.3925,1.949,1.02527,-1.00105
1,18.25,0.675,1.11,1.4731,0,-0.2196,1.0674,420.55977,6.724263583,90.78,4.175,0.6295425,4.6201,3.6726675,4.4975,85.43,0,0,0,304.4925,326.417525,-8.701675,2.17,2.93,3.50825,3.22,3.575,4.8505,0.329,0.9027,0.8684975,0.376877044,2.335,1.653,1.025455,-1.00106
1,18.75,0.8175,1.98,0.96004,0,-1,0.7503,421.8,6.6765825,90.793,3.93928,0.61,3.7306575,3.284,4.48,87.27,0,0,0,306.5833325,326.3,-8.3084175,1.83525,2.64425,3.3375,3.23275,3.53675,4.849,0.37,0.97,0.93,0.39948,2.30906,1.88975,1.02529,-1.40151
1,19.25,0.699825,2.3547275,0.91725,0,-1.02523,0,424.2,6.6,90.795,3.9121,0.55806,3.13364,2.802165,4.0225,88,0,0,0,305.1525,323.425,-8.825,1.6835,2.47075,3.066,3.21025,3.54725,4.83075,0.33,0.835,0.8522325,0.3075425,2.3399525,1.6945,0.58092,-1.96895
1,19.75,0.76,1.5527619485,0.87,-0.28364,-1.0258,0,424.3,6.5298,90.82775,3.66274,0.53,3.15722,2.603,4.002,88.9583325,0,0,0,304.7325,323.1675,-9.0725,1.477,2.219,2.98425,3.1755,3.5195,4.8285,0.32,0.897335,0.73,0.28775,2.11,1.79125,0,-2.00157
1,20.25,0.666,1.282,0.355,0,-1.02579,-0.5339,423.888650375,6.4848425,90.8475,3.146928387,0.5117625,2.99765,2.4604275,3.6955,89.5750025,0,0,0,303.8525,322.6666675,-7.905,1.3085,2.12,2.8155,3.187,3.523,4.823,0.2976675,0.85505,0.80549,0.308215,2.21,1.981,-0.4103175,-2.0018325
1,20.75,0.72330225,2.08815,0.82115,0,-1.025615,-1,423.751070175,6.5,90.844,2.98,0.52069,2.55074,2.36525,3.399,89.8667,0,0,0,306.43,321.4325025,-7.3405,1.302,1.9865,2.76225,3.168,3.558,4.83,0.332279206,0.93,0.91,0.33,2.13,1.33975,-2.4098425,-2.001725
1,21.25,0.9325,1.5978975,0.36,0,-0.8420175,-1,424.5,6.4017862565,90.8575,2.8,0.52,2.5387,2.26,3.11,90.8299175,0,0,0,307.217475,320.2308325,-7.03225,1.3005,1.805,2.7,3.154,3.54375,4.831,0.294,0.87172,0.888,0.26,2.1550025,0.989,-1.5301475,-2.0020975
1,21.75,0.781675,1.56,0.271065,0,-0.47862,-1,425.1497375,6.60961,90.87,2.4,0.50735,2.1636,1.99,2.67,91.526,0,0,0,306.55,320.366665,-7.035,1.17825,1.733,2.624,3.09325,3.52875,4.81125,0.24,0.93602739,0.86604,0.25,2.03825,1.0245,-3.55516,-2.002095
1,22.25,0.9754,1.23,1.270915305,0,-0.66907,-1,424.98014,6.62866727175,90.8815,2.11977793725,0.4850175,1.75594,1.785665,2.918,92.17875,0,0,0,305.366665,320.05,-7.01,1.0855,1.67425,2.513,3.02575,3.5325,4.8095,0.23979,0.86,0.8533475,0.2475,1.977165,1.04875,-3.07827,-2.002095
1,22.75,0.705,1.9767475,0.325,0,-1.025405,-1.00015,424.857095,6.574613279,90.89,1.735085,0.4942,1.4363925,1.4125,2.64475,92.841,0,0,0,303.77,318.2225,-6.846525,0.9415,1.5755,2.447,2.968,3.547,4.818,0.24845,0.8047725,0.718764133,0.24304,2.22311,1.03,-3.0943,-2.002095
1,23.25,1.015,1.365,0.87,0,-1.0258,-1,426.34097,6.5,90.895,2.045,0.4935,1.968415,1.3485,2.34975,92.76667,0,0,0,303.7,317.525,-7.10125,0.7795,1.35925,2.318,2.93525,3.54725,4.81475,0.257315,0.79311,0.823035115,0.253985332,1.892675,1.06325,-3.53967,-2.0021
1,23.75,0.9339,1.88,1.01,-0.0798,-2.05089,-1,425.2954278,6.46694,90.8735,1.805217694,0.49063,1.891165,1.3562525,2.1225,92.6,0,0,0,300.9667,317.8775,-7.7987525,0.695,1.2875,2.326,2.893,3.5115,4.83475,0.2459825,0.80572,0.762475,0.26,1.990665,1.20025,-3.07632,-2.0021
2,0.25,1.0443,3.940345,-0.12,-2.1,-2.0508,-1,425.58851,6.4,90.56,3.3271,0.4701775,1.6369,1.8412475,2.131,91.135,0,0,0,302.8249975,320.07,-7.8335,0.952,1.792,3.126,4.0275,4.244,4.886,0.4765,1.2119222785,1.13967130225,0.54,2.733335,1.0125,-15.9501175,-2.0027575
2,0.75,1.205,3.043075977,0.043,-2.1,-2.0508,-1,424.1128825,6.263675,90.57,3.22,0.4757775,1.70377,1.9024175,2.38275,92.0735,0,0,0,301.2583325,320.063,-9.11,0.8705,1.686,3.027,3.9705,4.236,4.884,0.449,1.1725,1.11,0.55772600225,2.567165,1.0985,-15.4656875,-2.00275
2,1.25,0.97195,3.09,0.0438321865,-2.1,-2.05091,-1,424.1985325,6.2,90.57,3.1603725,0.47,1.53173,1.76775,2.1005,91.66275,0,0,0,301.005,319.7,-7.0865,0.81475,1.61,2.91475,3.946,4.23525,4.8845,0.4255348855,1.1056375,1.07,0.50607,2.286523288,1.013,-15.34324,-2.00278
2,1.75,0.99,3.815,0.15,-2.1,-2.05091,-1,424.12006,6.0102,90.575,3.195510611,0.5,1.558685,1.51975,1.753,92.4147475,0,0,0,301.88335,318.815,-6.872665,0.7505,1.537,2.835,3.876,4.2375,4.8825,0.39254,1.148895,1.108745,0.54,2.39202,1.065,-16.0027825,-2.00278
2,2.25,0.9479,3.501718338,-0.4395,-2.1,-2.05091,-1.0002,424.089595,5.98775,90.569085,2.8275,0.52,1.412995,1.483,1.61,93.13333,0,0,0,300.3,318.2925,-5.252,0.66675,1.426,2.7465,3.789,4.2665,4.88825,0.41,1.18275,1.100095,0.528655,2.45,1.12375,-16.3368225,-2.00278
2,2.75,1.0925,4.7368358415,-0.291,-2.1,-2.0508675,-1.0007825,424.58715,5.89845,90.54,2.6520975,0.485,1.36653,1.493,1.6405,92.891675,0,0,0,303.92,318.531665,-5.95,0.54575,1.309,2.635,3.70475,4.2375,4.864,0.43909,1.14,1.09638,0.55324,2.47,1.12975,-18.2548275,-2.00278
2,3.25,1.103,2.9636,-0.432,-2.1,-2.0508275,-1.000225,424.58383,5.9556685865,90.53179,2.84,0.51562986375,1.365425,1.53533,1.703,93.7985,0,0,0,303.982525,318.4175,-5.403225,0.5535,1.28075,2.5865,3.70125,4.257,4.864,0.4175825,1.125,1.08,0.49531,2.418465,1.13025,-19.4558925,-2.00278
2,3.75,0.97,4.36013,-0.123,-2.1,-2.050515,-1.001,424.643825,5.95,90.5345,3.03905,0.506884742,1.409875,1.331,1.46,93.785,0,0,0,304.1075,317.86835,-5.745,0.494,1.232,2.522,3.685,4.249,4.857,0.45,1.16,1.115635,0.545,2.58,1.07525,-19.44867,-2.00278
2,4.25,0.9275,3.24894,-0.359,-2.1,-2.05091,-1.0013,425.238295,5.9,90.51875,2.7825,0.50354,1.468995,1.1657475,1.34,93.665,0,0,0,302.86,317.625,-6.025,0.471,1.118,2.48,3.637,4.2445,4.8615,0.4205,1.28,1.13,0.49,2.61375,1.0145,-19.50501,-2.00278
2,4.75,0.87,3.7101525,0.2217,-2.1,-2.05049,-1.0014,425.047538725,6.04275,90.4949275,2.9025,0.49915,1.39578,1.2751675,1.373,93.9691675,0,0,0,301.51835,317.26,-4.8745,0.4125,1.0525,2.385,3.5905,4.229,4.866,0.43,1.1541536865,1.0829,0.52183,2.586052181,0.96,-17.5890525,-2.0027725
2,5.25,0.788975,3.28375,-0.0525,-2.1,-2.0505975,-1.00115,425.2243489,5.91545,90.496615,2.83168,0.53,1.501855,1.2968325,1.31275,93.4275,0,0,0,301.815,318.075,-5.14,0.423,1.03,2.303,3.552,4.2245,4.86525,0.41,1.16124052125,1.15,0.514645,2.454,0.95275,-18.440055,-2.00278
2,5.75,0.7795555,3.205,-0.2745,-2.1,-2.03789,-1.0006275,425.740278525,5.9952,90.515285,3.002405,0.53,1.31526,1.0985,1.2083,93.706,0,0,0,306.667525,317.9,-3.54,0.413,0.96,2.254,3.47725,4.223,4.872,0.426,1.1639775,1.067885,0.51881,2.549065,1.044,-18.86655,-2.00278
2,6.25,0.83065,3.61775,0.27225,-2.1,-2,-1.000885,424.84132,5.9,90.545,2.5448,0.4940925,1.159985,0.9245,1.24135,93.83,0,0,0,305.332475,316.87,-2.7933,0.394,0.948,2.199,3.427,4.24,4.8645,0.41675,1.12538302325,1.0272375,0.496615,2.3111175,1.057,-18.738195,-2.00278
2,6.75,0.708375,3.73904,0.246,-2.1,-2.0509,-1.0010875,425.0293325,5.9,90.5258,2.35,0.494425,1.3025275,0.858165,1.143,93.83,0.97225,0,0,305.5525,316.87,-2.340850612,0.4195,0.9,2.1445,3.38825,4.23,4.87,0.4002226045,1.15,1.0775,0.4904,2.2914187365,1.01125,-14.264175,-2.00278
2,7.25,0.6110005,3.90411,-0.19,-2.1,-2.050755,-1.001225,424.86806,6.0012,90.525,2.37,0.4886625,1.457865,0.975,1.2535,93.7333,28.1075,13.842,6.42,302.474975,316.83,-2.8,0.4,0.9015,2.0525,3.31875,4.195,4.86925,0.38,1.1207125,0.99369,0.495575,2.35442,0.7935,-9.1456675,-2.00278
2,7.75,0.620145,5.44,1.63,-2.1,-2.0378525,-1.001375,424.9,6.175,90.55,2.625,0.47681,1.54492,1.079165,1.50675,92.3,124.45,66.123335,27.37665,303.4225,318.9333,10.08,0.4625,0.8735,1.9395,3.1945,4.1275,4.83025,0.41,1.1,1.04688,0.49106,2.32183,0.471,-0.7186975,-2.00278
2,8.25,0.697,10.82545,9.50277428225,-2.1,-1.02549,-1.000725,424.45191,6.3,90.5772625,3.04,0.617985,1.988205,1.4245,2.021,89.2,275.215,143.665,38.6125,301.482525,322.43,54.59,0.618,0.9235,1.91225,3.09825,3.979,4.73775,0.4207,1.17237686975,1.0605425,0.560175,2.41759,0.285,11.151415,-2.0023975
2,8.75,0.615,22.5625,36.15000708,-2.1,-1,-1.00049,419.933975,6.5,90.565385,4.09031,0.67,3.575135,2.16475,2.625,86.0558325,438.975,232.6533325,46.7825,302.1,326.975,119.5166675,0.86675,1.0765,1.9,2.9565,3.9755,4.775,0.523825,1.28,1.1583,0.636851724,2.7735,0.097,30.137875,-2.0019275
2,9.25,0.225359,32.1694975,70.2655,-1.0641,0,-1,416.479745,6.6,90.559,4.79115,0.55878,4.394045,3.23008,3.91,82.835,601.5675,316.1608325,62.43,300.6,331.3058325,179.5208325,1.62275,1.36475,1.93525,3.06,4.032,4.82,0.57,1.368571957,1.277595,0.68114184925,2.93594,-0.033,78.1650725,-2.001495
2,9.75,0.02525,34.21575,100.93105665,0,0.2563,-1,415.2405,6.6140775,90.5525,5.72,0.5311,5.4879275,4.31725,5.075525,75.685,761.3675,400.1341675,74.687,303.615,340.395,244.9425,2.34875,1.79475,2.0725,3.05,4.044,4.834,0.58138,1.49809,1.3420375,0.7325,3.1095025,0.042,84.9134575,-2.00142
2,10.25,-0.11057025,41.694,127.8717319,2.093325,5.75,-1,414.52451,6.7,90.53,6.5575,0.51916,6.64245,5.061,5.64,73.5185,864.6667,452.43,79.26,305.09835,346.3499975,285.05,3.628,2.389,2.226,3.04425,4.07,4.88825,0.65,1.56115,1.45,0.8127,3.46825,-0.1485,123.14115,-2.001365
2,10.75,-0.28,46.355,148.1169,7.3,9.4,-0.96643,414.3450375,6.6,90.52,7.295,0.5525,7.65353,5.85633,6.573,70.1774975,998.67,522.26667,94.1,305.55,351.615,329.88333,4.743,3.22775,2.3085,3.011,4.107,4.89,0.65992,1.63,1.510985,0.8460850835,3.632665,0.14075,123.0197,-1.6832575
2,11.25,-0.282,53.44,167.0526,17.6734875,23.475,-0.0500375,414.3561,6.6720325,90.54625,8.01,0.574,8.60591,6.425,6.937,69.478,1086.975,560.875,100.05,308.07,357.9275,371.685,6.179,4.35,2.6155,3.0575,4.14575,4.924,0.66811404,1.664275,1.579375,0.84,3.66,-0.15225,145.891175,0.0248275
2,11.75,-0.27,59.08,172.104625,28.99499,32.825,0.9999025,413.6155477,6.6228,90.519915,8.6731375,0.5601,9.18696,7.168985,7.75,68.419,1138.3805,591.85,99.855,309.2,362.59,397.505,8.065,5.398,3.1605,3.182,4.2425,5.00925,0.6732975,1.66222,1.59,0.83424,3.7585,-0.03,137.485475,1.70814
2,12.25,-0.42875,60.0245,192.21675,35.5885,37.29925,1.9760525,413.92221,6.5,90.5111975,9.2825,0.59138,9.3265,7.674665,8.241,67.6185,1152.1125,604.26,110.615,307.8925,364.9,397.098335,9.62,6.28,3.466,3.20175,4.14775,4.94625,0.7375,1.71794,1.59859,0.89,3.922985,0.11275,108.3279625,2.37597
2,12.75,-0.3225,59.35099,178.67825,39.782925,40.5,2.9500975,413.043979175,6.5,90.49,9.46,0.56795,10.0371875,8.11,8.39,67.04,1121.33333,590.67,105.4174975,308.3666775,367,390.8,9.95275,7.23575,4.027,3.205,4.1625,4.967,0.710957349,1.74683,1.6781,0.9,4.03011,-0.19025,66.73673,2.9571075
2,13.25,-0.39225,58.04,159.985,38.757,33.8,3.200305,413.73360515,6.5,90.45965,9.8133525,0.5480809505,10.19476,8.14,8.5575,66.55,1088.575,560.875,95.6,308.985,368.375,369.545,10.57,7.7245,4.475,3.2975,4.18,4.9885,0.7434,1.7663689155,1.6131075,0.908365,3.948625,0.074,35.09137,3.9158075
2,13.75,-0.3239,54.22,162.2575,37.1,29.2,4.000745,413.09565195,6.45,90.45,9.8425,0.53,10.76732,8.3075,8.9325,65.73667,1036.025,533.79167,96.86,309.805,367.85,351.04,10.615,7.9995,4.8975,3.4265,4.211,5.013,0.74,1.7350475,1.63867,0.9297325,4.06575,0.14625,35.530425,4.206855
2,14.25,-0.3068055,51.009,138.1860126,31.7923025,22.625,4.7255975,413.80314,6.575,90.443225,10.15349,0.474056869,10.69047,8.546665,8.85675,66.34,905.3325,476.6775,83.6141675,307.6,367.545,310.975,10.5975,8.25,5.438,3.6235,4.3115,5.094,0.74584,1.77,1.611091194,0.92086,4.008105,0.35675,41.5455075,4.9999925
2,14.75,-0.295,45.85765,122.72323,21.9835,16.2,5.00228,413.82246,6.675,90.43,9.86,0.43,10.23601,8.381075,8.94,68.827,802.0175,419.56,67.533,306.62,365.2166675,257.4275,10.065,8.21,5.56025,3.732,4.259,5.03,0.70954,1.642695,1.541105,0.890305,3.82925,0.49975,31.3897525,5.00137
