DOY2,HR2,FC_1_1_1,SC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,PA_1_1_1,NEE_1_1_1
1,0.5,0.06,0,0.1045,-0.75,-21.6,746,747.525,750.3,753.75,-10.73,-10.955,-11.2075,-11.15,74.4,75.775,77.2,83.425,-3.18,-2.5625,-2.3625,-1.695,-3.545,-2.6625,-2.8075,-1.605,-0.7125,-0.705,-0.335,0.7125,0,0,-57.575,216.35,259.325,2.15,1.74,1.7075,97.07,0.1
1,1.5,0.1125,0,0.109,-0.9,-19.7,747.525,748.9,751.425,753.3,-10.97,-10.985,-11.33,-11.26,75.125,76.125,77.6,83.825,-3.3,-2.63,-2.4425,-1.75,-3.61,-2.7325,-2.9375,-1.7225,-0.71,-0.705,-0.3325,0.71,0,0,-55.575,216.8,258.1,2.2,1.82,1.775,97.05,0.1
1,2.5,0.11,0,0.10575,-0.7,-19.5,748.075,749,751.3,754.95,-11.085,-11.18,-11.53,-11.4475,75,76.1,78,83.6,-3.44,-2.7075,-2.5275,-1.795,-3.71,-2.96,-3.09,-1.7925,-0.7225,-0.7275,-0.3325,0.7,0,0,-56.6,217.925,257.025,2.2325,1.8425,1.83,97.05,0.1
1,3.5,0.04,0,0.108,-0.9,-19.95,750,750.9,752,756,-11.1825,-11.465,-11.9,-11.78,76.2,77.1,78.6,84.125,-3.56,-2.7875,-2.6075,-1.93,-3.7425,-3.08,-3.1525,-1.83,-0.735,-0.7675,-0.3325,0.7,0,0,-55.975,218.9,256.125,2.14,1.8,1.82,97.0425,0
1,4.5,0.09,0,0.1085,-0.775,-20.2,750.175,750.575,753.475,756.175,-11.525,-11.625,-11.7925,-11.995,76.425,77.1,78.6,84.625,-3.63,-2.84,-2.675,-1.9975,-3.8275,-3.2,-3.175,-1.9325,-0.7325,-0.7775,-0.335,0.7,0,0,-54.8,217.5,255.35,2.23,1.87,1.8925,97.01,0.1
1,5.5,0.095,0,0.115,-1.1,-19.1,750.3,751.225,752.9,757.3,-11.525,-11.7175,-11.695,-12.015,76.225,77.6,78.9,84.7,-3.75,-2.9475,-2.7125,-2.0175,-4.055,-3.25,-3.2475,-1.9675,-0.73,-0.7825,-0.335,0.6925,0,0,-54.4,213.575,256,2.16,1.79,1.82,97.0025,0.1
1,6.5,0.06,0,0.11125,-0.9,-19.875,751.2,752.1,753.7,756.8,-11.7675,-11.7975,-11.9175,-12.26,76.2,77.5,79.05,84.975,-3.97,-3.06,-2.8,-2.075,-4.24,-3.355,-3.3025,-1.995,-0.7425,-0.76,-0.3425,0.69,0,0,-53.55,214.325,254.8,2.18,1.8,1.82,97.03,0.1
1,7.5,0.06,0,0.114,-1,-21.6,750.7,751.775,753.85,756.25,-11.9225,-12.085,-12.2,-12.21,76.4,77.25,79,84.7,-3.99,-3.1825,-2.92,-2.0825,-4.4675,-3.46,-3.4375,-2.0775,-0.7525,-0.76,-0.3525,0.6925,0.6,0.9,-52.675,215.375,254.425,2.25,1.8575,1.8925,97.04,0.1
1,8.5,0.13,-0.1,0.117,0.8,-14.2,749.75,750.325,751.6,753.475,-11.68,-11.8425,-11.7125,-11.4225,75.025,75.7,77.475,83.4,-3.98,-3.23,-3.0025,-2.13,-4.405,-3.5125,-3.4625,-2.0675,-0.765,-0.75,-0.345,0.69,32.2,11.35,-17.9,213.625,259.225,2.12,1.8125,1.8125,97.0725,0.1
1,9.5,0.24,-0.2,0.15575,5.7,-2.1,745.8,746,746.225,747.7,-10.3075,-10.0875,-9.8,-9.16,70.9,71.05,72.5,79.025,-3.53,-3.12,-2.9475,-2.1525,-3.5925,-3.35,-3.4075,-2.0875,-0.7625,-0.77,-0.3525,0.6925,108.1,31.85,26.2,215.725,269.475,2.73,2.42,2.42,97.14,0.2
1,10.5,0.2675,-0.2,0.1765,9.9,5.8,740.6,740.225,740.55,740.775,-9.2175,-9.07,-8.5025,-7.7275,67.025,66.7,67.4,73.6,-2.91,-2.7475,-2.81,-2.105,-2.77,-2.86,-3.11,-2.08,-0.755,-0.8,-0.36,0.6925,180.55,50.975,53.95,217.875,277.925,3.15,2.89,2.9325,97.16,0.2
1,11.5,0.34,-0.2,0.1855,12.9,9.075,737.275,736.9,736.325,735.8,-8.31,-8.27,-7.725,-6.625,61.725,61.6,62.6,68.3,-2.3375,-2.3975,-2.4825,-2.035,-2.22,-2.44,-2.6975,-1.9825,-0.76,-0.83,-0.365,0.6825,239.125,60.65,81.2,220.95,286.175,3.35,3.03,3.18,97.13,0.2
1,12.5,0.4,-0.1,0.193,14.7,11.5,733.075,733.075,733.1,731.975,-7.5975,-7.3325,-6.825,-5.7,58.2,58,58.675,63.4,-1.97,-2.08,-2.175,-1.91,-1.64,-2.0425,-2.4325,-1.82,-0.76,-0.86,-0.3675,0.6825,278.2,64.7,91.25,222.125,290.025,3.46,3.23,3.325,97.01,0.3
1,13.5,0.32,-0.1,0.197,14.275,7.65,730.45,730.2,730.5,729.7,-7.05,-6.9,-6.3775,-5.265,55.05,54.1,55.85,59.9,-1.68,-1.7975,-2,-1.83,-1.35,-1.755,-2.1075,-1.6775,-0.75,-0.84,-0.3675,0.6825,260,58.725,83.75,225.45,292.275,3.585,3.2575,3.3525,96.94,0.3
1,14.5,0.37,-0.1,0.197,12.175,4.575,729,728.9,729.1,728.9,-6.7025,-6.47,-6.13,-5.095,52.8,52.125,53.7,58.725,-1.4925,-1.635,-1.8425,-1.74,-1.165,-1.52,-1.89,-1.5725,-0.75,-0.82,-0.365,0.68,213.35,45.725,60.775,225.65,290.05,3.745,3.34,3.41,96.92,0.4
1,15.5,0.31,0,0.194,7.1,-3.6,728.6,728.325,728.9,729.2,-6.6825,-6.4975,-6.145,-5.455,52.275,52.125,53.9,58.95,-1.485,-1.53,-1.7325,-1.62,-1.1625,-1.415,-1.79,-1.475,-0.7325,-0.7975,-0.355,0.68,131.125,29.55,26.925,224.875,285.45,3.4825,3.1325,3.2625,96.9225,0.3
1,16.5,0.21,0,0.148,2.4,-17.5,729.8,730,731.275,734,-7.09,-6.9875,-6.8825,-6.49,55.1,54.575,57.2,63.525,-1.77,-1.5575,-1.6825,-1.54,-1.315,-1.4,-1.71,-1.39,-0.7225,-0.76,-0.355,0.68,45,12.5,-19.2,220.35,278.8,3.14,2.73,2.845,96.95,0.3
1,17.5,0.02,0,0.09975,-0.05,-20.5,733.7,734.85,737.6,742.1,-7.795,-7.785,-7.87,-8.295,60.225,60.625,63.8,72.325,-1.88,-1.62,-1.6725,-1.53,-1.685,-1.4825,-1.77,-1.35,-0.71,-0.74,-0.36,0.67,1.2,1,-63.85,219.3,270.4,2.51,2.09,2.14,96.9525,0.1
1,18.5,0.05,0,0.091,-0.5,-19.725,738.1,740.3,743.75,747.625,-8.1825,-8.3825,-8.7525,-8.9925,64.425,65.75,68.6,76.925,-2,-1.69,-1.7125,-1.525,-2.065,-1.63,-1.86,-1.34,-0.71,-0.76,-0.36,0.67,0,0,-63.975,216.925,266.225,2.39,1.95,1.99,96.985,0.1
1,19.5,0.0275,0,0.098,-0.9,-20.95,741.2,743.275,745,750.7,-8.79,-8.9375,-9.46,-9.67,67.725,68.825,72,80.025,-2.14,-1.84,-1.81,-1.53,-2.255,-1.7025,-2.025,-1.32,-0.7,-0.75,-0.3625,0.67,0,0,-62.075,217.725,264.8,2.4,1.945,1.96,97.0225,0.1
