DOY2,HR2,H,LE,FC,TAU,CO2,H2O,WS,USTAR,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,G_1_3_1,NETRAD,PPFD_IN
1,0.25,-2.504335832,10.29597785,1.687841059,-0.014277983,410.12859275,10.5059376025,1.6784649505,0.17679400225,11.69157165,87.946075,97.192813465,5.0426761925,13.7020742,13.205478325,11.6551392,-5.577013,-17.325300835,-11.92094167,-40.3306949975,0.0476733
1,0.75,-11.50548864,14.25919641,2.815678693,-0.012515328,409.387433625,10.37920075,1.678730483,0.22401529675,11.9425341425,88.1981200025,97.1932899575,5.072351155,13.6312458,13.0436125,11.4404183,-5.90508083325,-18.157315,-12.008331665,-43.54182667,0.045024778
1,1.25,-9.3018709745,10.9375570075,3.091693906,-0.01163350675,408.390825825,10.4185569225,1.87259923725,0.20001354,11.8456825,87.964635,97.1934533375,5.275048205,13.50736165,12.896946675,11.2114683275,-6.14680608325,-18.9570208325,-12.2285799975,-41.780054165,0.04802438
1,1.75,-9.3555925455,10.943694295,2.3356757785,-0.0097108835,409.881264425,10.1043821425,1.94856880225,0.24695199225,11.775116675,86.48599833,97.182822935,6.6832655775,13.45395665,12.748756675,11.090765,-6.48018925,-19.001378335,-12.6788966675,-41.77501667,0.04402539525
1,2.25,-6.53513660825,16.00190211,1.8692688375,-0.009603703,408.311661725,10.0155340925,1.84935074175,0.18554263875,11.870797525,87.661015835,97.1922494175,6.1567319325,13.439511675,12.6734050025,10.907982525,-6.28539508325,-19.093213335,-13.2412183325,-43.7779649975,0.04370013
1,2.75,-4.50293176025,15.3073574825,2.43249124425,-0.0121351585,409.56707265,9.9331984295,1.73366244675,0.19283716225,11.075874225,87.5170766675,97.1837389425,5.8027527425,13.4227075,12.5672216775,10.739586675,-6.672834667,-18.89872583,-13.0416849975,-46.56274667,0.0437004985
1,3.25,-3.6963946375,10.2383969355,1.585985502,-0.009673486,408.88240755,10.07891583,1.76118682575,0.166281889,11.384675025,87.96222667,97.1843248475,5.60060221,13.3299933,12.42688667,10.550276675,-6.5934465,-20.7915141675,-13.43534583,-42.7324175,0.04305619825
1,3.75,-5.0610826345,16.64575577,1.9966855975,-0.011846302,408.2896265,10.187602915,1.720649302,0.19357973525,11.248139975,87.4775399975,97.1636096675,5.40614763,13.2977016775,12.3434666775,10.3195142,-6.60235191675,-20.7782558325,-14.1944275025,-28.400158335,0.0423762885
1,4.25,-7.946012244,16.61819898,1.710214942,-0.009841198,408.67226025,10.06616139,1.70627787625,0.20757216075,11.05671915,87.578105,97.154316075,5.9262714825,13.2270175,12.17625417,10.3036066725,-6.764718417,-17.6130775025,-13.6830175,-29.75190583,0.04535588325
1,4.75,-6.24864628025,19.13817434,2.033726821,-0.01299934475,410.021974775,10.17850369,1.70080012225,0.218801915,11.3312233575,87.4584299975,97.14770237,6.547464985,13.1656967,12.07569833,10.2477833325,-6.81283725025,-19.38141667,-13.435849165,-29.942955415,0.0397277215
