DOY2,HR2,CO2,FC,G,H,LE,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,FCH4
1,0.25,390.812025,-7.5852835,-15.54007375,-41.946005,-5.88874275,0.06521976,0.0222186375,99.451,67.24344215,-6.28800105,-77.4487502,0,0,224.58625,284.566,-6.44954,1.227408,1.570188,4.39125,-1.9368
1,0.75,390.769,-1.42992125,-16.05955,-41.301275,-5.497765,0.03302983,0.01783295,99.44325,67.2415,-6.430489075,-81.132182275,0,0,223.98025,282.71975,-5.744472,1.22774,1.596,4.388,-1.9368
1,1.25,393.662725,-1.7570375,-16.3638075,-35.9118425,-2.986504,0.0872346475,0.02089882,99.43075,66.988154875,-6.42875,-74.4914979,0,0,220.8905,283.849199925,-5.847744,1.22756525,1.58125,4.39125,-8.47965
1,1.75,393.8975,-1.142268,-16.67171,-34.579835,-5.986135,0.047841305,0.0219550025,99.4085,67.564,-6.20025,-75.46825,0,0,219.62125,282.8575,-5.8174475,1.229002,1.57425,4.42125,-15.0225
1,2.25,397.572,-1.2308875,-17.04294375,-41.877075,-6.295516,0.105796575,0.0230363,99.389625,68.5675,-6.05975,-72.41825,0,0,219.2955,282.68925,-5.858152,1.2359,1.618,4.42375,-15.3375
1,2.75,393.96135,-2.53213,-17.1455225,-27.2826,-6.8750705,0.09214,0.02122267,99.40825,64.43925,-6.98983195,-73.08575,0,0,220.48175,281.57761705,-6.01421925,1.212484,1.604,4.40125,-15.6525
1,3.25,390.2346,-1.99449,-17.258755,-31.146995,-4.85533175,0.0778347,0.0219,99.368125,63.354,-7.229340375,-74.56,0,0,224.66975,280.300081625,-6.109205,1.24138375,1.62375,4.395,-29.87625
1,3.75,384.7054,-1.9084645,-17.4256475,-46.5895375,-3.584272,0.0669459275,0.02254,99.328,67.700716125,-7.4866237,-74.84768675,0,0,224.16225,278.18059255,-6.2892975,1.26201875,1.64,4.39875,-44.1
1,4.25,399.0621,-1.90288,-17.42576,-42.7506725,-7.82457,0.06079302,0.0215945175,99.311875,68.366318,-7.368284975,-74.43875,0,0,227.1685,280.966,-6.7957225,1.24080625,1.625,4.41625,-29.8875
1,4.75,405.38685,-1.33035445,-17.01958625,-28.17186,-2.937268,0.0684367525,0.018041675,99.29575,67.92782395,-7.65775,-74.27825,0,0,229.6295,279.54425,-7.0226695,1.240908,1.628,4.392,-15.675
1,5.25,397.373525,-3.447219,-16.5452675,-30.02625,-3.7910025,0.071135,0.013940655,99.247842025,67.950588525,-7.66925,-71.5183143,0,0,229.45475,277.90525,-7.244231,1.250696,1.624,4.354,-21.9125
1,5.75,382.2623,-1.636125125,-16.41207130675,-35.44485,-15.75553,0.055945,0.0148138,99.339010625,66.161226275,-7.3185,-74.009,0,0,219.34975,276.797,-7.02216,1.261724,1.64,4.33875,-28.15
1,6.25,386.178675,-3.02831275,-16.44300548175,-35.056785,-10.240904,0.0758,0.0207,99.422901725,67.069203225,-7.6665,-70.1811375,0,0,218.20525,277.5557237,-6.92851125,1.25633625,1.60875,4.3575,-36.90375
1,6.75,396.2905,-10.7129095,-16.40358471825,-33.28185,-33.829975,0.063205885,0.02556641,99.505992975,68.5942978,-8.21755985,-71.77975,0,0,219.1365,277.3685,-7.0997195,1.22773125,1.63,4.3575,-45.6575
1,7.25,397.8275,-1.2143745,-16.38593625,-42.5136725,-11.01916,0.0874728075,0.01632322,99.5555,66.715413575,-8.08156905,-72.58675,0,0,217.9795,277.6595,-7.34763875,1.221512,1.692656,4.355,-110.57445
