DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_2_1_1,NEE_1_1_1,RH_1_1_1,RH_2_1_1,VPD_1_1_1,VPD_2_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_4,PPFD_DIF_1_1_1
1,0.25,0.0585478,374.99285,-34.819225,-0.6487906,2.1008665,2.11646,0.06234335,69.01,70.5,0.740128,0,-12.617,-0.33252165,0.1375849,1.407132,99.838,-13.01,-65.875,0,-3.149,-0.82,191.2,253.975,-1.0875,-0.6955,0.1005,-0.94,0.3275
1,0.75,0.02995475,375.28775,-35.92563,-0.7223651,1.9989,2.11043,0.0856227125,69.755,70.86,0.76981,0,-13.23625,-0.289946,0.1286489,1.292626,99.80000305,-13.5025,-65.5,0,-3.042,-0.832,192.5,253.8,-1.073,-0.702,0.101,-0.959,0.326
1,1.25,0.0323935,374.96815,-35.93101,-0.60330065,1.96403,2.046025,-0.071683905,68.05,71.6,0.7787145,0,-13.4829,-0.3447255,0.12320775,1.353229,99.8060007625,-13.42,-66.6225,0,-2.987,-0.855,193.225,253.1,-1.092,-0.713,0.1,-0.964,0.32725
1,1.75,0.06752125,376.5702,-40.13968,-0.65571815,1.911155,2.07667,0.062169995,68.4669,72.14,0.7608695,0,-13.59595,-0.3743063,0.115664625,1.25556775,99.81835,-13.725,-65.4175,0,-2.946,-0.912,190.7,252.5,-1.085,-0.727,0.091,-0.976,0.32625
1,2.25,0.069526325,375.5005,-39.926505,-0.910711,1.867245,2.063585,0.0299255375,67.2249,72.02,0.7366015,0,-13.7922,-0.3522363,0.1316704,1.3390315,99.8455,-13.75,-67.08,0,-3.034,-0.866,191.775,251.4,-1.12125,-0.75775,0.09275,-0.9985,0.326
1,2.75,0.0914062175,375.66225,-37.237325,-0.8176094,1.905184,2.0364325,0.1773389,69.428275,72.19,0.71642975,0,-13.87895,-0.34509785,0.126923525,1.289666,99.82575,-13.72,-65.4225,0,-3.006,-0.897,190.6,250.4,-1.149,-0.7505,0.10125,-1.02725,0.325
1,3.25,0.04757389,375.528,-40.3106,-0.9352203,1.947773,1.9996975,0.1045513,70.601,71.93,0.7191855,0,-13.8651,-0.3860939,0.122478675,1.264392,99.8275,-13.75,-66.4075,0,-3.039,-0.843,191,251,-1.1575,-0.763,0.095,-1.05625,0.328
1,3.75,0.0318857,375.57265,-40.027925,-0.9588755,1.95534,2.0343825,0.023079545,70.7155,72.13,0.6533545,0,-14.0389,-0.355949025,0.1184574,1.350902,99.8000022875,-14.01,-66.375,0,-3.128,-0.862,189.975,250.1,-1.1685,-0.798,0.09125,-1.053,0.327
1,4.25,0.06901326,375.506575,-41.5883425,-0.645716,1.9396655,2.0152675,0.09885707,72.13,72.03,0.653558,0,-14.28615,-0.3834523,0.12482475,1.3968665,99.8000022875,-14.105,-68.405,0,-3.171,-0.953,190.7,249.6,-1.16175,-0.8125,0.09375,-1.06,0.32425
1,4.75,0.06482465,375.748,-43.1004,-1.0157225,1.953315,1.970495,-0.00200251825,69.690175,72.32,0.663231,0,-14.34495,-0.3549076,0.12547965,1.3787515,99.8085,-14.22,-68.0825,0,-3.055,-0.92,190,249.5,-1.169,-0.846,0.0985,-1.0675,0.326
1,5.25,0.05109529,375.5364,-41.1225675,-0.970331525,1.876226,1.9155275,0.0674840675,68.8761,71.48,0.63646675,0,-14.38005,-0.39449435,0.1337508,1.3610635,99.80000305,-14.38,-66.8425,0,-3.067,-0.83,190.1,249.4,-1.19025,-0.83775,0.09325,-1.07825,0.327
