DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
3,18.25,383.93,12.25975,1.879,7.62825,-1.9005,20.973,2.146,0.286,0.838,0.989,0.4,100.315,82.044,17.6415,11.07,19.08175,0.526,22.41025,13.228,4.22,337,381.86
3,18.75,384.525,12.305,2.0395,3.594,-1.317,12.7625,1.815,0.25175,0.64,0.77175,0.32825,100.315,83.829,16.219,9.55,18.39225,0.50775,0.95625,-0.785,1.916,337,377.89
3,19.25,386.07,12.75925,2.165,0.341,-1.42525,10.896,1.70775,0.26075,0.661,0.716,0.288,100.3325,88.391,15.3915,8.7,17.243,0.492,0.62225,-0.902,2.191,339.62,373.21
3,19.75,387.3525,12.84825,2.18,-1.0905,-0.2105,9.65,1.9035,0.28075,0.687,0.7215,0.333,100.3625,87.742,15.03675,7.67,16.829,0.48125,0.62225,-0.854,2.543,336.26,371.47
3,20.25,388.6825,12.70075,2.659,-1.9595,-0.4325,11.7075,1.87075,0.2835,0.6765,0.7425,0.31175,100.3725,90.906,14.39975,7.14,16.47675,0.4985,0.6155,-0.83,2.8,336.62,368.16
3,20.75,389.2025,12.6,2.35325,-1.97075,-0.35575,12.917,2.0045,0.3015,0.7065,0.76625,0.315,100.385,92.772,14.538,6.53,16.3735,0.4665,0.6195,-0.382,2.752,331.54,368.57
3,21.25,389.96,12.4275,2.345,-2.7155,0.0035,16.93325,2.0865,0.32625,0.72725,0.85525,0.34375,100.4,93.227,14.2105,6.3,16.12075,0.47925,0.808,-0.43,2.7,333.03,370.14
3,21.75,390.43,12.52875,2.398,-3.4365,-0.06975,16.358,2.186,0.3015,0.7885,0.904,0.38,100.415,92.844,14.06275,6.31,15.677,0.4765,0,-0.312,2.466,335.69,370.25
3,22.25,390.3,12.494,2.485,-3.5485,-1.07825,13.09275,2.303,0.31,0.768,0.9085,0.37925,100.4325,92.338,14.035,6.26,15.47325,0.495,0,-0.703,2.49,330.25,369.61
3,22.75,389.75,12.565,2.246,-3.8255,-0.406,8.84975,1.9525,0.29025,0.724,0.846,0.352,100.4275,93.676,13.85,5.97,15.6905,0.497,0,-0.727,2.407,331.15,365.59
3,23.25,390.52,12.561,2.302,-4.02225,-2.62225,9.9835,1.98075,0.306,0.77525,0.879,0.3715,100.4325,94.455,13.463,5.59,15.378,0.509,0,-0.606,2.453,329.96,365.56
3,23.75,391.79,12.54475,2.6205,-4.168,-1.3675,11.1365,2.092,0.2855,0.792,0.871,0.3725,100.4025,95.901,13.295,5.14,15.428,0.5005,0,-0.73,2.468,332.55,365.6
4,0.25,404.14,15.38025,4.6435,-4.7855,-0.48925,13.012,1.87075,0.2675,0.677,0.822,0.3555,100.2175,95.193,16.78425,6.4,18.74775,0.4885,0,-0.491,2.2485,351.34,382.3675
4,0.75,409.475,15.237,4.7695,-5.42425,-1.391,12.13975,1.71775,0.257,0.641,0.766,0.3325,100.205,93.379,16.56875,5.92,18.247,0.544,0,-0.4945,2.303,352.015,381.1525
4,1.25,409.28,15.02325,4.8895,-6.828,-0.44725,13.45,1.674,0.2375,0.6725,0.78375,0.34025,100.18,94.704,16.2,5.76,18.066,0.49,0,-0.305,2.2685,349.255,379.8575
4,1.75,409.125,15.08925,4.74825,-7.01325,-1.005,10.6445,1.813,0.248,0.667,0.7675,0.335,100.1725,96.274,16.08625,5.51,17.638,0.5055,0,-0.5385,2.293,349.9575,381.66
4,2.25,409.335,15.26975,4.4375,-6.744,-0.6765,10.325,1.789,0.247,0.668,0.787,0.342,100.18,97.448,15.8335,5.15,17.274,0.493,0,-0.5125,2.2955,347.53,379.7525
4,2.75,409.57,15.4305,4.52375,-5.89175,-0.20325,9.20725,1.768,0.252,0.622,0.752,0.312,100.175,97.793,15.52625,4.73,17.087,0.441,0.464,-0.597,2.296,347.63,379.9625
4,3.25,413.15,15.3105,4.4105,-6.38025,-0.9025,10.447,1.7275,0.23825,0.63,0.765,0.316,100.205,97.53175,15.35575,4.3725,16.7345,0.421,0,-0.643,2.325,347.76,379.4225
4,3.75,413.5225,15.576,3.9475,-6.08925,-0.26275,7.56,1.7075,0.243,0.5995,0.708,0.3115,100.21,98.49275,15.2365,4.0375,16.599,0.44875,0.468,-0.524,2.33225,346.0225,379.7275
4,4.25,411.985,15.44925,4.2885,-5.5745,-0.918,8.09075,1.67225,0.239,0.599,0.709,0.327,100.2025,99.0745,15.1475,3.725,16.6765,0.441,0.062,-0.6065,2.28875,347.9425,378.1725
4,4.75,413.235,15.35475,4.0255,-5.31225,-0.7435,8.4145,1.563,0.2355,0.59875,0.71625,0.33075,100.2275,99.33575,15.04475,3.3675,16.429,0.4205,0.38,-0.4125,2.33175,350.7825,376.925
4,5.25,417.14,14.89775,3.7345,-5.45175,-0.74475,6.23375,1.5595,0.21525,0.56175,0.68175,0.30625,100.26,99.57275,14.624,3.095,16.311,0.439,0.872,-0.0525,2.44875,354.455,376.19
4,5.75,418.26,14.95,3.57925,-5.92075,-0.55575,7.9,1.619,0.213,0.551,0.69075,0.3015,100.295,99.796,14.5,2.8125,15.931,0.417,19.48,11.338,5.27325,354.4625,375.54
4,6.25,418.34,14.923,3.353,-5.587,-1.203,14.13,1.648,0.226,0.60225,0.73325,0.32075,100.3525,99.6275,14.751,2.655,16.114,0.4245,114.4,70.4525,22.44675,350.2725,378.865
4,6.75,414.005,15.72725,2.50125,-4.40425,4.9365,36.3675,1.85125,0.29825,0.6755,0.87,0.345,100.3725,99.7295,15.36025,3.105,16.594,0.608,275.1,160.27,45.7265,352.345,386.6225
4,7.25,402.465,15.6885,0.58225,-1.30075,19.6805,67.13,2.172,0.347,0.864,1.00875,0.418,100.3725,97.1355,16.117,4.3475,17.0935,0.51825,469.05,263.065,67.3675,351.57,393.0525
4,7.75,396.58,15.443,-2.1965,2.44625,43.68925,94.7785,2.45325,0.32275,0.9035,1.0915,0.443,100.3725,90.296,17.1435,5.95,18.11075,0.53975,669.85,378.145,87.12925,351.29,400.96
4,8.25,390.18,16.004,-3.5695,7.27525,67.01525,120.575,2.624,0.353,0.998,1.206,0.478,100.38,85.713,18.0955,7.45,19.21325,0.5425,869.005,479.885,103.715,353.2625,408.29
4,8.75,387.105,15.958,-4.8665,13.407,90.932,146.635,2.7835,0.374,1.088,1.269,0.492,100.38,82.293,19.376,9.23,20.388,0.591,1059.25,586.81,121.95,352.67,417.925
4,9.25,383.745,16.003,-5.5515,20.985,103.95,166,2.81,0.366,1.148,1.371,0.504,100.4,76.691,20.334,10.79,21.3845,0.613,1233,665,135.06,359.34,424.72
4,9.75,382.22,16.03275,-5.908,29.02,121.06,189,3.037,0.391,1.23325,1.401,0.5215,100.41,72.314,21.17775,12.19,22.2405,0.66425,1378.175,748.06,146.19,364.065,434.3
4,10.25,381.1175,15.93175,-6.27,38.225,141.4225,213.64,3.1125,0.3805,1.254,1.4845,0.53625,100.4,68.7295,21.71,14.005,23.005,0.692,1501.475,814.81,155.86,363.975,441.785
4,10.75,380.16,16.17275,-6.3195,44.4725,148.74,237.075,3.0075,0.39325,1.297,1.578,0.536,100.38,65.711,22.30425,15.3925,23.651,0.718,1609.125,871.19,163.84,366.4625,449.365
4,11.25,379.65,16.21325,-6.09,47.145,148.8775,247.535,3.072,0.395,1.3425,1.576,0.525,100.37,63.202,22.939,16.3975,24.242,0.7075,1667.5,909.955,166.63,370.9125,452.05
4,11.75,378.595,15.7065,-5.6885,47.80375,152.7025,262.2125,3.09825,0.40375,1.454,1.667,0.555,100.35,62.217,23.611,17.3775,24.59775,0.731,1731.475,931.5,170,373.0375,457.4425
4,12.25,377.7775,15.4415,-5.599,54.595,154.58,265.45,3.087,0.3905,1.42175,1.6735,0.5565,100.32,59.5655,24.093,18.0725,25.111,0.72475,1745,943.195,172,375.1575,461.11
4,12.75,377.87,15.043,-5.2955,57.8575,145.515,266.5425,3.29225,0.40225,1.488,1.695,0.569,100.28,57.69575,24.361,18.795,25.5775,0.7,1710.25,935,171,378.37,461.225
4,13.25,377.92,14.6385,-5.4145,58.07375,146.0925,268.1625,3.27025,0.417,1.488,1.698,0.574,100.25,56.064,24.823,20.06,26.0115,0.672,1697.1,913.6375,167.525,379.39,460.825
4,13.75,377.775,14.232,-4.77,53.52125,126.285,247,3.22375,0.409,1.49425,1.732,0.56575,100.22,53.96225,24.804,20.8175,26.233,0.673,1610.175,867,160.2825,378.0175,461
4,14.25,377.7,14.3445,-4.456,48.2075,115.22,237.01,3.21,0.399,1.412,1.6895,0.56,100.165,55.33125,24.93575,21.29,26.361,0.6165,1510,809.5,153.5075,377.045,457.825
4,14.75,378.2225,14.2,-4.6215,41.995,109.62,226.83,3.254,0.412,1.4545,1.6235,0.5585,100.13,55.498,25.195,21.595,26.13975,0.5945,1408.725,740.9275,143,372.745,456.58
4,15.25,377.04,13.82275,-4.24,37.17375,86.18325,205.32,3.184,0.414,1.4455,1.6265,0.5715,100.12,54.73175,25.59,21.5825,26.577,0.5345,1263.5,662.265,131.2775,370.395,452.5
4,15.75,376.26,13.606,-3.788,29.9275,63.6345,186.33,3.1395,0.3925,1.356,1.487,0.5585,100.12,55.53625,25.312,21.375,26.68375,0.457,1089.4,565.805,117.89,369.3975,446.75
4,16.25,376.35,13.932,-2.687,24.82625,41.3,151.92,3.168,0.381,1.31,1.4695,0.551,100.09,57.13925,25.214,21.2475,26.555,0.373,898,464.885,102.2475,368.82,442.1
4,16.75,376.84,13.69775,-1.96225,18.9575,19.31175,125.59,2.79575,0.35575,1.166,1.308,0.503,100.08,56.8215,25.1,20.7325,26.427,0.282,697,352.19,84.083,367.405,437.435
4,17.25,377.28,13.355,-0.60675,15.21875,4.3865,89.14025,2.6785,0.336,1.038,1.17025,0.47525,100.06,59.78825,24.746,19.6325,26.0395,0.28075,493.95,245.18,67.58575,364.955,432.485
4,17.75,378.35,13.611,0.657,12.1925,-3.563,59.771,2.352,0.278,0.914,1.017,0.415,100.0675,64.02275,24.171,18.1975,25.465,0.344,301.1,145.0325,48.0135,362.38,424.17
4,18.25,380.2775,13.98125,1.98925,8.681,-2.768,28.598,1.8775,0.24,0.752,0.881,0.364,100.1,68.85,23.061,15.6175,24.5595,0.518,132.9,60.1095,20.137,360.455,411.94
4,18.75,383.22,14.54725,3.2275,4.29025,1.4065,17.93525,1.5005,0.2215,0.66575,0.757,0.328,100.0775,73.33775,21.8,12.7225,23.27825,0.6435,14,8.826,3.249,354.7875,400.5025
4,19.25,390.205,14.89425,3.753,0.13275,3.0645,16.2,1.625,0.2485,0.59,0.7435,0.295,100.1125,76.98175,20.393,10.7525,22.02225,0.53,0.8965,-1.0115,1.6885,355.425,394.53
4,19.75,392.5475,15.134,3.643,-2.80525,0.797,10.143,1.5675,0.25425,0.609,0.761,0.2985,100.125,81.5725,19.382,10.0975,21.044,0.471,0.79875,-1.1085,2.1995,354.69,392.21
4,20.25,396.04,15.3085,4.56,-4.99775,1.004,12.8245,1.60125,0.259,0.627,0.7585,0.318,100.15,85.615,18.788,9.315,20.5575,0.499,0.61975,-0.6395,2.414,354.5875,391.8225
4,20.75,398.5875,15.242,4.303,-5.36175,0.239,13.779,1.7105,0.2355,0.63875,0.819,0.3205,100.1575,86.92275,18.469,9,20.218,0.508,0.60975,-0.4825,2.529,352.655,391.6225
4,21.25,398.42,15.398,4.534,-5.334,-0.382,13.7195,1.80075,0.25875,0.64675,0.80525,0.328,100.21,89.33325,18.14,8.5625,20.06825,0.4725,0.6165,-0.4525,2.547,352.7,390.7
4,21.75,400.25,15.512,4.508,-6.30075,0.13575,15.6645,1.798,0.246,0.6285,0.806,0.338,100.23,89.40625,18.11275,8.055,19.8855,0.5275,0,-0.6445,2.5105,351.9625,389.14
4,22.25,399.335,15.3925,4.69375,-6.47875,-0.2405,15.3465,1.7805,0.245,0.659,0.784,0.34,100.235,90.997,17.625,7.72,19.7065,0.51,0,-0.5335,2.396,351.265,386.5825
4,22.75,401.3225,15.38725,4.512,-6.62725,-0.974,13.70175,1.8185,0.25,0.686,0.82725,0.351,100.245,91.076,17.5,7.33,19.32225,0.48275,0,-0.452,2.4575,351.6625,385.535
4,23.25,402.4525,14.94175,4.319,-5.92325,-0.57575,11.7,1.76225,0.2345,0.65625,0.79225,0.32775,100.25,92.165,17.462,7.46,19.227,0.50775,0,-0.5195,2.499,347.705,386.2525
4,23.75,402.55,14.9045,4.75575,-5.3115,-1.74575,10.843,1.7255,0.2335,0.6495,0.78075,0.32975,100.25,93.695,17.228,7.25,19.1565,0.5,0,-0.6275,2.397,347.3875,384.835
5,0.25,413.5425,17.68475,6.671,-6.60125,-0.09025,10.444,1.37,0.287,0.56175,0.72725,0.28375,100.215,98.68875,18.435,3.795,20.126,0.42425,0,-0.40425,2.26675,365.8275,395
5,0.75,417.23,17.939,7.1205,-6.6525,0.1,9.54325,1.389,0.266,0.622,0.747,0.308,100.185,98.74825,18.2305,3.5075,19.923,0.442,0,-0.42725,2.2725,364.9425,394
5,1.25,416.2,18.149,6.735,-6.9515,0.28525,11.7815,1.46,0.2765,0.596,0.707,0.305,100.175,98.96225,18.151,3.575,19.59525,0.457,0,-0.564,2.403,363.6625,392.5575
5,1.75,414.2675,18.27225,5.851,-7.37025,-0.37525,9.386,1.434,0.26,0.55625,0.68975,0.274,100.2,99.16175,18.041,3.4575,19.571,0.4385,0,-0.475,2.29575,366.2075,391.94
5,2.25,416.0675,18.128,6.401,-7.73725,0.04425,8.38,1.4255,0.2455,0.524,0.68,0.277,100.19,99.314,17.63875,3.0125,19.05825,0.425,0,-0.549,2.237,367.535,390.915
5,2.75,417.4175,18.25775,5.29725,-8.07925,-0.427,8.67,1.3385,0.28575,0.53825,0.68325,0.273,100.21,99.48775,17.2635,2.7675,18.841,0.41125,0.8375,-0.5115,2.2175,370.015,389.8
5,3.25,419.82,18.023,5.74625,-7.7285,-0.4225,6.62,1.372,0.282,0.5375,0.704,0.2805,100.2325,99.5455,17.15025,2.385,18.5,0.414,0.85,-0.5045,2.251,369.175,388.045
5,3.75,419.7825,17.5145,5.599,-7.63475,-0.0565,7.48,1.36075,0.258,0.549,0.699,0.283,100.25,99.72375,16.904,2.175,18.274,0.415,0.842,-0.342,2.2875,369.985,387.685
5,4.25,421.635,17.4695,6.089,-8.011,-0.37,7.8405,1.39,0.2205,0.5465,0.677,0.2875,100.25,99.797,16.55,2.0475,18.25575,0.398,0.818,-0.419,2.2255,371.68,389.375
5,4.75,416.685,17.6035,5.177,-7.54275,-0.469,7.48,1.429,0.26,0.583,0.72825,0.301,100.25,99.976,16.5405,1.8175,17.86675,0.42325,0.872,-0.0895,2.2585,370.96,389.585
5,5.25,418.09,17.759,5.192,-7.256,-0.61425,9.65,1.44575,0.24975,0.5935,0.7215,0.30025,100.25,100,16.639,1.8775,18.0485,0.40575,20.051,10.1975,4.6685,370.82,389.005
5,5.75,422.3975,17.902,4.35325,-7.42225,-0.102,15.531,1.51,0.277,0.58675,0.7325,0.30925,100.2875,100,16.74575,1.93,18.1765,0.40375,106.75,60.26,18.55,372.64,393.045
5,6.25,415.4,18.0405,4.104,-5.78225,4.301,31.518,1.539,0.30675,0.673,0.816,0.342,100.3125,100,17.1625,2.195,18.4225,0.485,257.5,141,39.7,372.69,398.78
5,6.75,407.835,18.487,2.1125,-3.2705,16.76,52.7805,1.79025,0.329,0.7085,0.885,0.36325,100.36,99.856,17.969,2.9925,19.229,0.473,437.2325,233,57.777,366.08,405.58
5,7.25,395.5275,18.902,-0.162,1.01425,38.021,91.132,1.932,0.315,0.765,0.911,0.395,100.3675,97.49375,18.997,4.2,20.0145,0.508,638.99,336.5,75.974,365.07,412.055
5,7.75,388.255,19.125,-2.173,6.138,62.418,112.955,2.11525,0.30825,0.8305,0.993,0.41425,100.37,93.128,19.89025,5.855,21.045,0.53975,841.565,439.93,94.3025,365.385,420.165
5,8.25,381.89,19.3765,-3.748,10.937,83.4895,148.7225,2.30125,0.3095,0.90775,1.097,0.43,100.375,88.42525,20.69025,7.4175,21.93125,0.57925,1033.275,545.625,109.26,364.28,429.075
5,8.75,378.63,19.425,-5.044,18.36775,105.9625,179.33,2.376,0.328,0.976,1.1965,0.4535,100.38,84.1835,21.5455,9.06,22.633,0.613,1215.25,639.47,122.14,368.73,438.64
5,9.25,375.9425,19.154,-5.097,25.99625,122.13,214,2.58375,0.33525,1.05475,1.28975,0.46275,100.38,80.72375,22.31425,10.4425,23.5665,0.68225,1380,719.69,134.055,373.84,446
5,9.75,374.97,19.206,-5.99425,35.2125,137.59,244.26,2.64,0.358,1.1015,1.3275,0.487,100.38,78.797,23.32175,12.0075,24.36425,0.73275,1524.75,792.12,142.475,376,453.745
5,10.25,373.845,19.209,-6.197,43.7375,146.2025,265.7925,2.7305,0.369,1.135,1.399,0.484,100.37,76.31525,23.732,13.4975,25.0545,0.765,1643.775,858.675,151,379,461.27
5,10.75,371.4525,18.818,-5.7535,50.81875,159.65,292.025,2.7485,0.3735,1.15375,1.43025,0.48125,100.36,72.93625,24.288,14.6625,25.639,0.772,1728.975,906.585,156.88,382.27,465.825
5,11.25,370.9,18.45475,-5.96225,54.29375,154.25,299.43,2.6665,0.366,1.1945,1.454,0.4755,100.345,71.736,24.8915,15.65,26.16725,0.793,1800,950.225,160.6225,384.1875,469.075
5,11.75,369.98,18.5715,-5.7115,58.56875,159.3275,318.4775,2.73,0.3865,1.262,1.51,0.486,100.29,67.4465,25.53425,17.035,26.51525,0.776,1832.3,967.1575,162.125,388,472.735
5,12.25,370.045,18.2765,-5.246,65.13625,165.24,324.27,2.7645,0.3835,1.31,1.523,0.491,100.2625,66.716,25.87425,17.8575,27.027,0.798,1833.5,966.0425,161.89,388.685,475.5
5,12.75,369.39,17.98325,-4.764,67.925,156.7675,332.1075,2.82825,0.3775,1.29,1.488,0.5105,100.25,64.4075,26.164,18.56,27.384,0.7675,1812.825,954,160.8125,391.465,477.05
5,13.25,368.44,18.003,-4.4125,64.2375,154.685,326.87,2.8245,0.39075,1.315,1.5095,0.502,100.24,64.704,26.387,19.4575,27.73075,0.73525,1773.5,933.36,157.855,391.63,475.745
5,13.75,367.6525,17.848,-3.6895,55.72375,135.255,311.46,2.7655,0.37025,1.2715,1.46325,0.507,100.21,63.1245,26.658,20.215,27.95,0.70125,1688.55,891.5025,152.5025,390.8725,473.7925
5,14.25,367.5425,17.7035,-3.39275,50.19125,136.15,299.265,2.7545,0.36675,1.234,1.481,0.48,100.205,62.7935,26.6485,20.2425,28.03775,0.704,1603.5,837.995,147.815,389.365,471.33
5,14.75,367.8,17.753,-3.3985,42.72375,111.4075,266.3125,2.784,0.36925,1.1795,1.402,0.483,100.17,62.99475,26.815,20.58,28.013,0.6385,1480.5,764.45,138.99,389.74,469.545
5,15.25,367.86,17.9195,-3.35,34.115,104.355,260.545,2.601,0.352,1.157,1.359,0.481,100.13,62.637,26.81375,20.845,28.054,0.56,1340.5,686.185,128.045,388.96,467.06
5,15.75,368.4025,17.8865,-2.955,26.99375,74.5415,224.73,2.537,0.342,1.13875,1.2825,0.48425,100.1325,64.0135,26.74225,20.635,28.12975,0.49525,1179.5,607.755,118.595,387,462.595
5,16.25,369.035,17.779,-2.675,21.85375,59.20875,194.535,2.336,0.3285,1.07175,1.2285,0.45075,100.12,65.7855,26.74525,20.405,27.921,0.425,991.5,507.33,104.58,385.705,456.87
5,16.75,369.58,18.256,-1.78,17.575,34.787,150.17,2.201,0.31675,0.97,1.0935,0.42875,100.125,70.24,26.5215,19.58,27.82325,0.35,790.085,406.66,88.558,386.96,451.025
5,17.25,369.5425,18.668,-0.8925,13.39,15.58975,118,2.0055,0.2775,0.848,0.929,0.372,100.12,72.8165,26.15925,18.475,27.60825,0.25175,584.545,299.01,72.3075,382,444.52
5,17.75,369.345,18.8765,0.36425,10.15525,6.09275,77.75875,1.75525,0.2345,0.728,0.8,0.324,100.0825,75.8875,25.8,16.725,27.0715,0.3195,402.5,203.355,55.742,376.44,438.47
5,18.25,371.5575,19.772,2.21925,7.18725,3.72075,41.07375,1.5195,0.19775,0.5775,0.645,0.27,100.1,80.4145,24.93975,13.99,26.22325,0.515,230.05,110.755,36.2,373.02,429.395
5,18.75,377.3625,19.758,3.4875,3.82575,3.006,15.659,1.233,0.17,0.49275,0.61775,0.23875,100.1,86.3135,23.595,11.005,25.54575,0.528,88.5865,38.172,12.0675,371.04,418.31
5,19.25,386.86,20.0725,3.752,0.29425,2.35425,10.72425,1.13125,0.2265,0.491,0.582,0.231,100.1225,88.59175,22.104,8.6225,24.34,0.543,6.416,2.8285,1.768,373.815,410
5,19.75,393.525,19.865,3.49025,-2.8335,1.372,8.171,1.174,0.254,0.48375,0.631,0.25125,100.13,92.003,20.993,6.9425,22.979,0.45875,0.551,-1.002,1.53,374.63,405.525
5,20.25,397.91,19.61425,4.585,-5.49325,1.278,7.73225,1.193,0.27275,0.4885,0.644,0.248,100.1325,94.733,20.423,5.68,22.25425,0.4355,0.3995,-0.887,2.045,370.4,401.025
5,20.75,404.6925,19.346,4.58775,-5.985,0.70075,7.027,1.219,0.284,0.557,0.711,0.268,100.185,96.26875,19.907,4.7825,21.72825,0.441,0.5625,-0.7765,2.2505,369.185,399.465
5,21.25,409.4,19.241,4.63725,-7.4325,1.049,6.78,1.235,0.278,0.53725,0.703,0.289,100.215,97.33025,19.875,4.8275,21.398,0.4325,0.4085,-0.4955,2.446,371.37,399.08
5,21.75,414.2475,19.023,5.984,-7.4645,0.58075,8.31,1.323,0.3105,0.58325,0.73475,0.30375,100.24,97.6265,19.546,4.4,21.427,0.44325,0,-0.4235,2.601,371.885,398.515
5,22.25,418.905,19.01675,5.8455,-6.8135,0.251,8.814,1.2865,0.284,0.58625,0.738,0.30075,100.225,97.658,19.5,4.52,21.128,0.438,0,-0.47,2.458,369.52,398.305
5,22.75,417.165,18.8935,6.79325,-6.9915,-0.26075,9.2545,1.3335,0.27725,0.57325,0.708,0.292,100.215,98.202,19.565,4.55,20.84,0.47125,0,-0.3965,2.335,371.01,398.04
5,23.25,419.7925,18.201,5.8,-6.8865,-0.585,9.387,1.353,0.2625,0.5925,0.7275,0.2835,100.205,98.6445,19.094,4.585,20.70475,0.4315,0,-0.322,2.378,367.905,397.085
5,23.75,420.26,18.062,6.06725,-6.58325,-0.0265,9.532,1.3405,0.25575,0.5775,0.74725,0.293,100.21,98.5735,18.7495,4.36,20.57,0.441,0,-0.336,2.4255,368.04,396.33
6,0.25,429.3625,24.062,8.615,-3.48625,0.41475,7.99675,1.213,0.185,0.4865,0.649,0.248,100.0925,99.053,22.54975,4.2625,24.26975,0.41625,0,-0.40275,1.80775,400.1925,421.6525
6,0.75,430.8525,23.86,7.7625,-3.53925,-0.09475,8.5195,1.2185,0.203,0.495,0.68625,0.259,100.08,99.333,22.2675,3.805,24.1545,0.42125,0,-0.4465,1.7345,399.2725,420.835
6,1.25,433.1925,23.463,7.404,-3.33825,0.0965,8.11025,1.254,0.212,0.51125,0.6845,0.262,100.06,99.53725,21.7905,3.6175,23.758,0.4265,0,-0.439,1.71,397,420.01
6,1.75,432.51,23.39875,7.51,-3.4145,-0.11725,8.17,1.301,0.221,0.49025,0.6515,0.252,100.06,99.5605,21.727,3.6275,23.574,0.405,0,-0.364,1.8,403,420
6,2.25,432.415,23.347,7.45,-3.773,-0.0525,7.275,1.28,0.205,0.477,0.644,0.25,100.0425,99.77025,21.72175,3.25,23.387,0.42,0,-0.474,1.86575,395.7075,419.2375
6,2.75,432.9775,23.815,7.455,-3.723,0.166,7.76825,1.1805,0.219,0.46025,0.66475,0.24325,100.04,99.79675,21.4235,2.7625,23.442,0.41125,0,-0.43,1.79,394.86,417.43
6,3.25,438.95,23.31025,7.701,-3.82325,0.12,6.519,1.15075,0.1945,0.4695,0.6435,0.233,100.05,99.906,21.33625,2.4575,23.0365,0.3925,0,-0.415,1.843,395.64,415.79
6,3.75,440.2925,23.127,7.26275,-4.1055,0.515,6.245,1.17075,0.17075,0.45,0.6065,0.225,100.055,100,21.17625,2.225,22.927,0.4045,0,-0.467,1.84,395.1,415.79
6,4.25,444.665,23.22325,7.665,-4.4925,-0.144,5.80675,1.1765,0.177,0.4345,0.594,0.224,100.055,100,20.92825,1.9875,22.87525,0.387,0,-0.275,1.876,398.14,415.25
6,4.75,447.3425,23.1835,6.918,-4.312,0.093,6.06075,1.12675,0.18075,0.44025,0.601,0.22525,100.0475,100,20.86925,1.8075,22.60975,0.41625,1,0.454,2.131,400,414.96
6,5.25,446.615,23.16125,8.30325,-4.191,0.11,7.168,1.1995,0.21575,0.4265,0.64325,0.225,100.0675,100,20.709,1.81,22.733,0.3865,35,15.74,5.226,402.01,415
6,5.75,448.7275,23.189,7.8025,-4.36875,2.0095,15.97475,1.24,0.221,0.467,0.623,0.254,100.09,100,20.9655,2.005,22.897,0.434,132.25,67.901,19.975,400,418
6,6.25,427.495,23.935,8.044,-3.0035,10.897,35.759,1.4615,0.23,0.518,0.661,0.2765,100.105,100,21.49,2.64,23.41725,0.46725,277.8875,144.81,36.454,403.21,424.91
6,6.75,411.13,23.821,4.70175,-1.468,30.52825,66.6495,1.6255,0.257,0.5905,0.69975,0.3105,100.12,100,22.35675,3.33,24.1845,0.463,452,230.19,49.6,405.38,429.19
6,7.25,396.39,24.1415,2.506,0.30975,44.105,93.047,1.7985,0.242,0.677,0.77125,0.3305,100.14,98.606,23.24,5.155,24.862,0.49675,639.55,329.04,66.4,402.97,438
6,7.75,387.14,24.32325,0.291,2.66525,63.451,124.51,1.923,0.254,0.75575,0.87875,0.36575,100.175,95.984,24.367,7.3,25.8425,0.53725,834.065,426.74,80.923,404.84,447.77
6,8.25,380.0425,24.473,-0.61,8.50925,94.525,160.5925,2.03125,0.27925,0.818,0.965,0.378,100.1775,91.4675,25.19575,9.19,26.7065,0.62,1021.4,520.34,90.642,402.41,453.7
6,8.75,376.0975,24.643,-1.358,14.2875,118.93,197.425,2.07775,0.28975,0.8655,1.026,0.3945,100.15,87.596,26.07975,11.1475,27.394,0.66875,1197.525,617.21,106.6,403.31,464.5
6,9.25,371.61,24.6025,-1.004,18.75625,132,214.9975,2.227,0.304,0.958,1.1665,0.407,100.15,83.74825,26.63525,13.5025,28.10525,0.7075,1359,695,116.83,408,476
6,9.75,367.97,24.41775,-1.6655,18.05,145.17,248.92,2.28275,0.3165,1.0005,1.13725,0.41575,100.145,80.36375,27.27,15.095,28.8,0.7485,1490.5,749.825,123.7075,408,482.895
6,10.25,364.745,24.31225,-1.915,22.20875,158.435,276.24,2.3985,0.327,1.0365,1.251,0.434,100.1475,77.36725,27.78125,17.33,29.514,0.8165,1602,826.0075,132,411.865,489.4925
6,10.75,363.21,24.32575,-1.36975,25.44625,169.7475,295.15,2.372,0.339,1.093,1.252,0.44025,100.16,75.334,28.379,19.08,29.9075,0.8595,1687.5,878.965,139.0975,415.0675,496.8625
6,11.25,361.7175,23.96425,-1.48,29.97875,179.99,312.065,2.37275,0.33,1.1505,1.30375,0.448,100.14,72.942,28.943,20.12,30.5445,0.9185,1754,912.5575,142.975,418.575,505.2825
6,11.75,360.665,24.025,-0.84025,42.19125,188.635,315,2.372,0.348,1.15125,1.36175,0.447,100.13,71.884,29.288,21.59,31.0855,0.92575,1792,927.12,142.135,420.4325,510.945
6,12.25,360.615,23.9755,-0.965,50.8275,187.915,336.065,2.408,0.351,1.186,1.392,0.457,100.1075,71.06125,29.6875,22.2825,31.449,0.912,1790.5,924.75,145,423.0375,512.7875
6,12.75,359.66,23.261,0.2875,59.55125,182.5625,336.885,2.407,0.352,1.16,1.367,0.452,100.07,68.795,30.02125,23.1575,31.802,0.918,1790.75,924.6625,147.5325,424.045,512.6875
