DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
1,0.25,0.695505,-1.697375,3.7505,0.91769,0.80945,-4.236575,0.876485,1.16,1.1,89.68,98.8255,415.885,-7.92925,0.017,-0.29625,1.02635,291.8275,310.048,4.74025,0.254295,1.592,2,2.942,3.92075,5.7,6.9667
1,0.75,0.688,-1.85775,3.707,0.9327625,0.812,-4.383625,1.013,1.1755,1.1,90.156,98.7915,415.8825,-7.9195,0.017,-0.259275,0.9859425,294.1195,309.219,4.68245,0.2962375,1.65,2.058,3,3.967,5.733,7
1,1.25,0.69675,-1.90235,3.7111,0.85692,0.8023725,-3.42365,0.929145,1.181,1.1,90.542,98.7875,416.035,-7.336425,0.017,-0.25239,0.92684,292.945,309.307,4.626775,0.26131,1.667,2.05,3.008,3.967,5.767,7
1,1.75,0.69575,-2.032275,3.709,0.92596,0.8416875,-3.616,1.149325,1.1745,1.1,90.254,98.786,416.03,-7.2505,0.017,-0.2465,1.15025,292.96625,308.54,4.69275,0.2953025,1.642,2.058,3,4,5.767,7
1,2.25,0.70521,-2.0514,3.767,0.957,0.839,-4.189725,1.074,1.173,1.1,90.29375,98.7715,416.1125,-6.935475,0.01723675,-0.21883,1.08785,290.34125,309.505,4.6885,0.2832,1.658,2.033,2.983,3.9835,5.75,7.033
1,2.75,0.665525,-1.87525,3.716775,0.90698,0.79775,-3.684,1.0975,1.168,1.1,90.19375,98.8065,416.085,-7.58575,0.018,-0.27204,1.119075,291.7375,308.6525,4.623,0.302225,1.65,2.025,2.992,3.9915,5.733,7
1,3.25,0.69075,-1.9852,3.693,0.926495,0.767,-3.4826,0.824,1.163,1.1,90.36425,98.835,416.1225,-7.0553,0.017,-0.257,1.0705,292.445,309.03,4.58425,0.2747225,1.633,2.042,2.992,3.9915,5.733,7
1,3.75,0.6843275,-1.9755,3.740425,0.961,0.80558,-2.78695,1.023175,1.16,1.1,90.20975,98.816,415.98,-6.4818,0.017,-0.253,1.046325,292.8725,308.8275,4.5773,0.25669,1.642,2.042,2.983,3.983,5.733,7
1,4.25,0.68992,-2.037075,3.73585,0.925065,0.7838525,-3.23345,0.6520475,1.1605,1.1,90.15675,98.806,415.9475,-6.89,0.017,-0.266805,1.03015,292.421,308.78,4.59125,0.2880675,1.633,2.033,2.967,3.983,5.767,7
1,4.75,0.65785,-2.1119,3.5531,0.911,0.78375,-3.27455,0.79425,1.155,1.1,90.17075,98.831,415.8925,-7.29095,0.017,-0.250245,0.883355,291.7,307.67,4.5797,0.33091,1.633,2.025,2.992,3.9915,5.717,7.033
