DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1
1,0.25,376.6269,375.91366,360.541335,376.260125,376.27435,376.34175,376.48955,0.241076975,0.283731435,0.244991355,0.248098055,-1.06399115,-0.88143014,-12.944,-68.4008735,-4.5445391,-18.8279175,-12.91003225,1.0776769,0.2,0.1536192,92.53802,-25.761,-23.3541,-23.4325,-23.3445,-23.6712,-24.703,-23.8209,-24.774,-24.87925,-24.2698,-24.9655,-24.924,-14.99825,-2.199425,-1.7017,-1.467125,-1.094425,0.663525,1.647975,-67.6456375,-0.04758171825,0,0,-2.827225,-1.07838175,62.9004825,-3.4046376,-1.2862002,158.45332,211.96162,78.61466,78.23466,0.363324275,0.6361228
1,0.75,376.5149,375.907975,360.381305,376.33425,376.36465,376.35465,376.4102,0.242739,0.28332759,0.24309629,0.2459855,-0.854,-0.8117215,-13.27825,-65.4502625,-4.730327675,-16.4310475,-9.794851425,1.1781732,0.2,0.14936818,92.6172675,-25.718415,-23.617625,-23.5944,-23.425,-23.8014,-24.92775,-24.0328,-24.931875,-25.027625,-24.4285,-25.12875,-25.15525,-14.93475,-2.2002,-1.7111,-1.4805,-1.093,0.648475,1.62635,-66.62022,-0.045489458,-0.00075,0,-1.27355,-0.91208958,63.258,-3.4399504,-1.3095918,160.16462,212.13486,79.80167,78.82034,0.36383895,0.6378987
1,1.25,376.6758,376.054025,360.39442,376.638625,376.38795,376.50715,376.5539,0.2370848925,0.2831412,0.250396955,0.243686555,-1.238349,-0.772330875,-13.66975,-69.2822385,-4.52250135,-17.017806,-6.785557625,1.07909325,0.2,0.142705245,92.6138135,-25.85734,-23.6957,-23.74845,-23.495,-24.1038,-25.095,-24.0427,-25.1275,-25.1925,-24.6858,-25.28,-25.385,-14.8675,-2.1855,-1.713575,-1.4826,-1.08975,0.6355,1.62925,-66.108495,-0.046967656,0,0,-2.1301,-1.2918835,62.393904,-3.5329748,-1.285067,159.72128,212.05614,80.81667,76.48633,0.362302475,0.6358216
1,1.75,377.227,376.132275,360.68135,376.506875,376.43305,376.66265,376.7634,0.2330773075,0.281960635,0.24570591,0.240828445,-1.114671475,-0.68358676,-13.71795,-68.773455,-5.590499375,-16.9600025,-6.898719,1.0221304,0.2,0.125,92.5473735,-26.19259,-23.943425,-23.90665,-23.8075,-24.4217,-25.3675,-24.5115,-25.37875,-25.4225,-24.7629,-25.49875,-25.5925,-14.72125,-2.19525,-1.71635,-1.4761,-1.09,0.62825,1.60075,-66.03592,-0.044756958,-0.01605,0,-3.064325,-1.7197218,62.42264275,-3.5311554,-1.3248004,158.974,209.9357,81.17,75.93967,0.362419575,0.6353056
1,2.25,376.9341,375.6693625,360.9566425,376.626125,376.4022,376.5839,376.70325,0.231011385,0.281028655,0.2416362,0.23992749,-0.85775,-0.733303885,-14.460325,-70.496736,-4.233054125,-16.38576425,-6.119445,1.115794975,0.2,0.12219135,92.400265,-26.55157,-24.301025,-24.460975,-24.1475,-24.4995,-25.6725,-24.6316,-25.63,-25.69,-24.9912,-25.7375,-25.78,-14.5,-2.19225,-1.7256,-1.4648,-1.0855,0.61125,1.57375,-67.12392,-0.049171714,-0.01035,0,-3.5701,-0.9185853575,62.1586395,-3.4291872,-1.2656,158.59986,208.07946,78.695,76.94801,0.363192525,0.634819225
1,2.75,377.124125,376.159875,361.01638,376.642,376.44555,376.49735,376.64235,0.23188124,0.28472559,0.241480845,0.2396479,-1.149849,-0.922933195,-14.59175,-71.96063575,-4.49842645,-15.315727,-4.6379014,1.120325,0.2,0.0951662575,92.46785,-26.622265,-24.187275,-24.315325,-24.215,-24.6833,-25.86625,-24.8884,-25.79375,-25.855,-25.1349,-25.9125,-25.855,-14.63875,-2.18375,-1.72445,-1.4881,-1.10375,0.60775,1.588,-66.459565,-0.045492502,-0.008975,0,-2.1648,-1.02561775,62.6854395,-3.7784606,-1.3344664,156.05474,207.425,77.51035,76.83468,0.3614142,0.634867525
1,3.25,376.9378,376.02115,360.7470425,376.634375,376.5886,376.6557,376.7556,0.2285416075,0.281743145,0.241853655,0.237535345,-1.6968004,-0.6718888875,-14.37145,-74.81527425,-5.0348495,-15.600542,-5.804103375,0.8643,0.2,0.08126094075,92.40424,-26.71795225,-24.45015,-24.638375,-24.415,-24.8205,-26.06,-24.7644,-26,-26.075,-25.3572,-26.1275,-25.9275,-14.875,-2.17775,-1.723475,-1.4977,-1.12425,0.60525,1.606,-65.8104,-0.046233326,0,0,-3.06875,-2.0216941,61.061372,-4.070806,-1.2798666,154.72992,206.38558,77.61234,77.26366,0.361559875,0.63539725
1,3.75,376.86675,375.99235,361.4267475,376.7245,376.59895,376.72565,376.8186,0.2283241075,0.278978255,0.23865379,0.2351743,-1.422439125,-0.621461695,-14.332925,-70.40112,-4.610102,-15.76108625,-5.643223,0.8903830675,0.2,0.084773075,92.384795,-26.74231675,-24.4828,-24.537775,-24.64875,-24.7387,-26.22375,-25.0051,-26.24125,-26.3075,-25.3859,-26.3625,-25.9625,-15.15875,-2.17425,-1.70945,-1.5034,-1.116,0.59825,1.616,-64.791425,-0.04603901,0,0,-2.04025,-1.2471525,59.2703715,-3.760333,-1.2860666,157.18418,206.06862,77.81532,77.42033,0.360591075,0.6347968
1,4.25,377.0735,376.14685,360.5211275,376.904625,376.66385,376.8092,377.0113,0.236246115,0.27643079,0.234024835,0.232067635,-1.6135286,-0.83774325,-14.1816,-70.330597,-6.385397,-17.06300625,-5.64658725,0.898242675,0.2,0.09124828,92.3660225,-27.007653,-24.581825,-24.7254,-24.6625,-25.0255,-26.395,-25.0071,-26.4825,-26.54,-25.5795,-26.5975,-25.9125,-14.9175,-2.172,-1.695425,-1.5034,-1.10325,0.59225,1.59575,-63.810025,-0.044932402,-0.006525,0,-3.319575,-1.5570952,60.23301,-3.6329856,-1.512667,157.747,206.1012,78.35701,78.423,0.3610348,0.6327325
1,4.75,377.131,376.237375,361.0164375,376.931,376.8665,376.8559,377.029,0.2371781,0.2749396,0.2341491,0.2272523,-1.20765435,-0.878657525,-14.330175,-79.0051035,-6.45284275,-17.992045,-4.9046198,0.850675,0.2,0.1045,92.406975,-27.11928775,-24.606675,-24.69425,-24.805,-25.157,-26.68,-25.3751,-26.55625,-26.56,-25.795,-26.565,-25.83125,-14.91875,-2.18375,-1.704175,-1.4824,-1.12,0.5875,1.594,-66.170556,-0.046410954,0,0,-2.08365,-1.4693687,61.34757875,-3.5496978,-1.504067,157.7729,206.05104,79.33701,79.33633,0.36201635,0.6313703
1,5.25,377.24985,376.417,360.8916,376.80225,376.7986,376.84385,377.1068,0.2406886,0.273665835,0.23352779,0.223431145,-1.2956798,-0.6547108975,-13.869875,-67.449713,-4.710602575,-17.3599575,-5.2487824,0.96963731,0.2,0.119,92.4274,-27.2535,-24.6734,-25.027875,-24.87,-25.1768,-26.6725,-25.2818,-26.775,-26.76,-26.188,-26.93,-25.6525,-14.92,-2.1835,-1.7168,-1.462875,-1.12825,0.5865,1.584,-64.674035,-0.04696694175,0,0,-2.586575,-1.3648584,60.340198,-3.63273355,-1.47685855,158.6586425,205.46002,80.15701,80.49833,0.3610185,0.632290025
1,5.75,377.18205,376.287,360.5933,376.8625,376.8088,376.9188,377.0253,0.2430963,0.275716255,0.22746978,0.22545049,-1.41890415,-0.7065268625,-14.0024,-70.672979,-4.7227051,-17.22248625,-4.2422796,0.86185,0.2,0.103585975,92.391455,-27.238,-25.0237,-25.301675,-24.89625,-25.3786,-26.67125,-25.5238,-26.75125,-26.7925,-26.0434,-26.985,-25.325,-15.10625,-2.183,-1.74085,-1.489875,-1.12725,0.576,1.5735,-64.82065,-0.0422087295,0,0,-1.601,-1.410204,62.600864,-3.860083825,-1.37303355,159.3252775,206.278545,81.29668,81.67334,0.359349825,0.6340557
1,6.25,377.18375,376.4113,361.0408,376.859625,376.80735,377.0005,377.17425,0.244494275,0.2761823,0.223990335,0.2202313,-0.7658977,-0.83768498,-14.334,-56.234456,-4.55381365,-17.66034125,-4.882422,1.1767206,0.2,0.1174,92.4048675,-27.389,-25.241325,-25.383725,-24.9225,-25.5202,-26.73,-25.6214,-26.7925,-26.825,-26.4657,-27.035,-24.7125,-15.345,-2.18175,-1.73175,-1.485375,-1.121,0.56925,1.5615,-64.9495,-0.0429449,-0.00435,0,-2.349275,-0.8841643,63.2507545,-3.8454724,-1.38695855,159.34841,206.737745,82.20334,82.84999,0.35995245,0.6330942
