DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,371.050606825,4.891043741,0.947784251,7.477502417,-1.70597687675,0.2801838265,3.644369456,0.946422618,0.93378601,0.38002678,98.8882276775,-0.8337006575,0.88191205,3.4002645,0.6133369,-2.00998,-2.1819995,-2.626251
1,0.75,369.7708497,4.89171985,1.06524,7.3350684795,-1.7186518555,0.27970161425,3.47251,0.974187791,0.938200705,0.390657411,98.87123857,-0.914839001,0.81471865,3.494902,0.60754245,-2.139992,-2.18213,-2.69419
1,1.25,368.952069825,4.89014205975,0.9978782555,7.203584383,-1.58799,0.273941393,3.59658605125,0.93872002475,0.89509988075,0.372125899,98.8514983625,-0.89856758725,0.8005782,3.39943175,0.60022355,-2.232405,-2.32946225,-2.61019425
1,1.75,368.88977845,4.89216179,0.95299574675,7.5764409935,-1.10100201,0.271329434,3.46829834,0.916409352,0.885969722,0.369727478,98.84408073,-0.94117,0.773442025,3.28673225,0.609870975,-2.32194825,-2.07477,-2.49424825
1,2.25,369.56445905,4.8616036325,0.9897885155,7.2618045605,-0.75298691925,0.275127973,3.546415348,0.912862466,0.890633482,0.370710335,98.85580741,-1.085820646,0.771836275,3.1696605,0.607747275,-2.33175125,-2.16446,-2.3199985
1,2.75,369.99763795,4.909166887,0.96249673075,8.393089036,-1.109193069,0.274215246,3.557583695,0.923696099,0.902915263,0.376064482,98.872414385,-1.16498,0.77007285,3.14017925,0.60618905,-2.24716025,-2.13366525,-2.590227
1,3.25,370.448844525,4.94589272725,0.939626159,7.56321,-1.23705956,0.27626522125,3.58987324725,0.953203428,0.91303216475,0.3778682805,98.88488594,-1.244114535,0.768023075,3.139075,0.60429465,-2.2254285,-2.325674,-2.805197
1,3.75,369.6386534,4.9445690335,0.982828382,7.176929757,-1.284178872,0.272284804,3.458676614,0.92094194475,0.88794577825,0.36405700375,98.87253247,-1.233792902,0.76813145,3.30349325,0.60175465,-2.084993,-2.328264,-2.72730825
1,4.25,369.542809325,4.856133741,0.993894479,7.0524679565,-1.017368103,0.26973942475,3.48035278625,0.90283475525,0.9025728335,0.36528522275,98.86604164,-1.370946311,0.764352725,3.21659175,0.600754325,-2.193752,-2.35883225,-2.922129
1,4.75,368.997665,4.6908936145,0.9857952405,6.7189703635,-1.102278506,0.2607245285,3.53405866675,0.9086125,0.91535248075,0.36725823475,98.856448785,-1.362480559,0.7636626,3.129118,0.5939119,-2.1872435,-2.5101375,-2.97854925
1,5.25,368.327414775,4.7010366,1.0157780645,6.383029292,-1.16275531575,0.253037005,3.5148340185,0.9076824755,0.890430745,0.3644920905,98.858814365,-1.45006721,0.7589498,3.121708,0.5922213,-2.3264745,-2.4798825,-2.922533
1,5.75,368.4881748,4.83031564875,0.98506724625,7.4609,-0.88168693375,0.253963216,3.45976137625,0.8803400875,0.8746774255,0.3637463225,98.8621392725,-1.4171606865,0.75436235,3.16402325,0.591129775,-2.2718045,-2.40817525,-2.972996
1,6.25,368.97952865,4.91788300125,0.98983190275,6.117270171,-0.925745606,0.253538272,3.51898930125,0.88094929725,0.87009759475,0.3690158555,98.85726157,-1.40547663025,0.755047075,3.133529,0.591794525,-2.00621125,-2.552249,-3.0004275
1,6.75,368.072683725,4.927393168,0.947776748,6.7948067025,-0.8316,0.2638210815,3.5822858335,0.87857046,0.8998305865,0.360590712,98.86264425,-1.620343638,0.750527575,3.11001075,0.594096775,-1.97492725,-2.68449175,-2.9765
1,7.25,367.7312129,4.85144879,0.88725,5.5121061595,-0.435852049,0.256735614,3.51225341375,0.8990642625,0.8762262765,0.35651106325,98.880030045,-1.72010475,0.745075775,3.0899615,0.593896525,-2.09668275,-2.71101425,-2.992166
1,7.75,368.278090775,4.8002824265,1.013571796,6.758817268,-0.54712,0.25705567825,3.53465523025,0.8885643505,0.88949924675,0.37004933925,98.897690505,-1.866694942,0.70834255,3.061529,0.594025625,-2.39890425,-2.44064,-2.9798775
1,8.25,368.283474825,4.6907572375,0.924222226,7.7423514975,-0.42739489075,0.257487734,3.64294664,0.92968794225,0.918435801,0.3663609575,98.9005892175,-1.79697912725,0.6493812,3.046546,0.5956705,-2.3318635,-2.652246,-2.969044
1,8.75,368.217534775,4.7086682065,0.93593934175,7.93483653725,0.8481,0.27114,3.73503418775,0.93081100725,0.934117088,0.36471202475,98.88567742,-1.8923792595,0.7192874,3.108736,0.5880237,-2.120195,-2.55981125,-2.91580475
1,9.25,368.472471225,4.709977669,1.08808274925,12.1821199575,3.752464203,0.290512144,3.9021879435,1.0109011275,1.0055244845,0.388078984,98.88421409,-1.62113,0.7938688,3.132329,0.5840782,-1.93702,-2.34482,-2.88745
1,9.75,368.27663445,4.781523809,1.04739177875,14.69676414,8.48858636525,0.30173979875,3.8603377635,1.0526569675,1.069358345,0.4103268235,98.88878028,-1.3615093975,0.89060625,3.150133,0.5808745,-1.5758,-2.236472,-2.82935
1,10.25,368.980455075,4.75819466,1.005143506,19.1710381225,15.977765,0.3202750495,4.02472219,1.1136139335,1.087775,0.427469695,98.8985774075,-0.97905220525,0.8982526,3.148341,0.58883105,-1.191797,-2.14361,-2.6425045
1,10.75,368.23055195,4.766663576,0.94167571275,21.8162384925,20.8751361225,0.325483189,4.218751673,1.157720317,1.148535724,0.442043271,98.91167317,-0.787831656,0.8978,3.158829,0.5884897,-0.84625865,-2.0348185,-2.29689975
1,11.25,368.036916725,4.715696493,0.819657001,25.656431475,25.36577173,0.337457553,4.313450404,1.202015456,1.1731360175,0.4479727485,98.920398315,-0.605649329,0.9310085,3.301574,0.5867769,-0.23136585,-1.833595,-1.474877
1,11.75,368.2034244,4.65512043725,0.816326092,27.0604591475,30.6391821775,0.35917,4.35174392825,1.236731987,1.2553819325,0.46091239675,98.89966241,-0.12971421875,0.9325468,3.351988,0.5891153,0.093109055,-1.825475,-0.883022
1,12.25,368.4182101,4.687222281,0.71899077625,30.47167793,37.19923129,0.35282353675,4.476020082,1.25025843175,1.26493449075,0.454048898,98.8748430625,0.1591150445,0.916707,3.447853,0.5892692,0.1351994,-1.61781,-0.709415
1,12.75,368.63826835,4.66562489325,0.80027587475,29.256446935,34.399464815,0.37064816925,4.5606406105,1.334684475,1.2651668225,0.47496538075,98.8400270075,0.3607949305,0.9043415,3.456325,0.5894895,0.1952875,-1.57369,-0.2866212
1,13.25,369.1313534,4.882191084,0.59465857975,31.12089196,34.57871037,0.36412188825,4.573064824,1.297292892,1.29615,0.468000228,98.810804425,0.46763356075,0.9249606,3.579442,0.5836288,0.26436935,-1.0944775,0.0030309
1,13.75,369.466158825,4.9060355,0.614986236,30.62164175,34.1478098575,0.36822215675,4.53330809875,1.2838586055,1.26340996,0.4767327965,98.79815993,0.727137061,0.9260648,3.69271325,0.5894734,0.2992699,-1.3217005,0.08466099
1,14.25,369.1248652,4.77362387075,0.618416581,28.7278,26.074560995,0.3687192905,4.50369099675,1.27935615175,1.253826977,0.4788207525,98.7975,0.955676048,0.91504655,3.787763,0.5928846,0.378045075,-1.022017,0.0736426175
1,14.75,370.35526935,4.88416355175,0.658926378,26.7733234225,22.0294,0.3625515315,4.399413482,1.293318308,1.276798189,0.486847595,98.77887334,1.274372177,0.922787425,3.733307,0.600239,0.498563,-1.054065,0.063790115
1,15.25,369.58460525,4.97495150625,0.74535489,24.73026531,16.5718658225,0.34245051125,4.37158509575,1.215665111,1.2319531355,0.458934596,98.76659928,1.201736795,0.9285167,3.829112,0.6040834,0.3923282,-1.09452,0.08867718
1,15.75,368.823284225,4.9335518495,0.7086310025,21.5485670425,10.88986111,0.3459,4.212042509,1.2056402885,1.2075349175,0.4602348015,98.7579961575,1.1725724845,0.9276564,3.894418,0.5952,0.2530837,-1.12875,-0.036611085
1,16.25,369,4.86299146125,0.74557798625,17.821125235,3.81207,0.32519,4.071155478,1.151912125,1.162150316,0.449849378,98.7626334625,1.16786,0.926622,3.881309,0.6095441,0.14475575,-1.109921,-0.134008875
1,16.75,368.93309905,4.842337946,0.794576642,15.33255998,-0.453375559,0.310337185,4.01389745,1.08442,1.1111,0.430700032,98.78186532,0.96894,0.8782988,3.637013,0.61148935,0.1185349,-1.2575695,-0.31907765
1,17.25,368.536510075,4.87394181325,0.83077157775,11.03198888,-2.25935,0.28091114,3.831041878,1.04549840925,1.0287828345,0.40405220575,98.815273345,0.81551935025,0.87117255,3.5274665,0.5967818,-0.005981037,-1.3861485,-0.4459562
1,17.75,368.27998045,4.9474924505,0.8006068195,8.94432086725,-2.256699942,0.277786083,3.64100713725,0.97889965075,0.9762804055,0.39599043125,98.8234449675,0.30877657975,0.79745915,3.494472,0.6120435,-0.3283974,-1.5415935,-0.707486
1,18.25,369.0749813,4.977957932,0.832509633,8.61120306,-2.847727403,0.264429413,3.6207128755,0.99291286875,0.942441499,0.38352705225,98.8440881775,0.15616,0.78762155,3.49223875,0.60093775,-0.7810717,-1.49222475,-1.0605084
1,18.75,369.957859675,4.9182545255,0.847496318,8.180319036,-2.3034649655,0.26946675025,3.59313141,0.962901235,0.943843949,0.38418,98.8607929325,0.09097575375,0.77099665,3.43200575,0.59531355,-0.9663494,-1.54425375,-1.34683
1,19.25,368.519750375,4.8538722365,0.87944122075,8.49554392725,-2.0613585635,0.2821398625,3.734302343,0.9733334135,0.9776897695,0.375491264,98.8691026125,-0.2198629975,0.7588752,3.374507,0.58974025,-1.112079,-1.5553655,-1.5336275
1,19.75,368.686251075,4.87830842225,0.9190639115,7.2799951345,-1.959501648,0.27287903425,3.6787989985,0.975330776,0.9503656905,0.3854778775,98.87839134,-0.2611704615,0.76031475,3.363067,0.57927395,-1.280001,-1.56344675,-1.623413
