DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT
1,0.25,0.881466,84.10657,14.810035,21.2697875,5.94731875,0.8173728,11.26215,453.683425,11.2144175,2.5327575,2.01254125,1.40819,0.517504,-0.192014845,-0.100369593
1,0.75,0.8562209,96.21707,61.5573425,15.370695,6.473508,0.9522347,10.767905,455.370975,10.210788,2.480084,2.058866,1.330413,0.841938,-0.116538375,-0.0201651495
1,1.25,0.7233813,93.3755,162.6360825,20.372535,6.92052,0.8908921,10.9474625,454.0247,7.5173785,2.69129375,2.22928125,1.379585,1.078341125,-0.11285222,-0.0215607295
1,1.75,0.6830527,78.3729125,89.7135399999999,18.21081,7.2366645,1.0333915,12.7684125,497.4199,11.2945495,2.717915,2.05179875,1.55292875,1.2436435,-0.11048522,-0.0502148880000001
1,2.25,0.7449967,52.64202,14.9348,6.27886625,6.78114875,0.9255617,13.03434,459.69305,13.7787185,2.662013,1.973674,1.569792,0.67191125,-0.137615695,-0.0816480735000003
1,2.75,0.755967125,60.7838,35.95032,6.2874955,7.182127,0.887116,12.117425,467.0026,13.0575975,2.35341625,2.02987125,1.40100875,0.77247085,-0.0339797645000001,0.00348714649999992
1,3.25,0.757495625,94.522025,45.4395449999999,3.76346875,6.534979,0.878617,9.9997675,471.3455,7.968019,2.41236375,1.8904175,1.43621,0.603809375,0.00326381899999966,0.0370081290999999
1,3.75,0.443546,56.931575,13.74043,15.300945,6.02008875,0.79847075,9.93966799999999,483.894225,8.161211,2.34591875,2.07187625,1.43826625,0.409267375,-0.119073695,-0.0200573335000001
1,4.25,0.544351875,82.62125,13.684645,20.060065,5.83352875,0.877202625,9.90224199999999,464.28315,24.1924,2.24225375,2.01352125,1.51336125,0.485114375,-0.1155356965,-0.0148827885000002
1,4.75,0.8415554,62.6529675,40.2100325,53.179075,6.09647875,0.8154019,9.58273199999999,461.590925,9.52281549999999,2.5028275,1.869875,1.564822,1.3579338,-0.169868995,-0.0935215585000004
1,5.25,0.6868145,85.70255,11.086704,12.992369,5.9094525,0.77977975,9.53899899999999,465.7612,8.006396,2.270065,1.8352725,1.56824375,0.89859875,-0.13426411,-0.0787754455000003
1,5.75,0.866124875,82.3055625,16.658815,3.82021549999999,5.7936205,1.018705,9.46592875,467.7233,8.55769625,2.194875,1.9938,1.2805,0.883228,-0.127718606,-0.0370012311000002
1,6.25,0.5972994,102.45367,29.03623,3.4084155,5.453001,0.831981,5.26210025,454.57025,8.0446225,2.33547,1.945346,1.346929,0.6449743,0.0661824499999996,0.0923034789999999
1,6.75,0.932565,104.49379,33.10517,39.1577014999998,5.240705,0.8747189,5.3517535,457.3896,8.052449,2.13085,1.819123,1.312276,0.6934417,0.00540308549999978,0.033267164
