DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,0.00383,-5.95846,20.71585,9.09339,3.06465,0.279884,21.99735,20.64355,100.491,100,6.89959,468.451,19.6899,0.913184,0.7382865,0.389478,0.3835145,0.0113,0.37955,0
1,0.75,-0.000955,-5.3867575,15.1387,8.4561675,3.20055,0.27324,21.416225,20.215975,100.45875,100,6.490335,468.483,19.6883,0.91910425,0.70323025,0.3871195,0.34767175,0.01235,0.35935,0
1,1.25,-0.00402,-7.693535,14.9,8.48039,3.33601,0.277825,21.097775,19.6876,100.441,100,6.5329,471.062,19.63045,0.81257075,0.69465,0.364475,0.35145625,0.009175,0.2341,0
1,1.75,0.00327,-5.929025,12.54295,8.526195,3.161625,0.2698435,21.09605,19.5096,100.4195,100,6.1387225,467.92425,19.7104,0.83680725,0.68403675,0.35541675,0.3445905,0.0088,0.21055,0
1,2.25,0.00382,-5.1343,14.526025,9.00816,3.1917,0.267204,20.6147,19.2513,100.4055,100,6.26008,460.5655,19.09635,0.762557,0.688622,0.351272,0.315614,0.00735,0.20845,0
1,2.75,0.000825,-4.175,13.6247,7.76122,3.1713,0.281331,20.5349,19.1463,100.40275,100,6.24535,461.39275,19.218075,0.856844,0.700077,0.352667,0.3301,0.00875,0.18625,0
1,3.25,-0.00100575,-4.899425,8.764525,8.20722,2.9249225,0.245775,20.4891,18.950225,100.415,100,6.1885525,454.9205,18.9973,0.71114025,0.6420275,0.3354665,0.30639675,0.00775,0.12905,0
1,3.75,0.00135,-3.7025,7.5680825,8.0645375,2.9167075,0.2319305,20.3347,18.7621,100.4,100,6.041555,459.596,18.95175,0.73692,0.60725425,0.30169375,0.313831,0.00585,0.1421,0
1,4.25,0.00691,-2.2287375,6.2953,8.3364525,2.8100775,0.25746475,20.100175,18.50025,100.40225,100,5.542105,457.72875,18.775275,0.72377925,0.60417325,0.312475,0.30988975,0.00545,0.15565,0
1,4.75,0.006075,-4.01177,7.392105,8.41585,2.78823,0.233251,19.9459,18.3538,100.407,100,4.6489525,458.0515,19.028,0.7454,0.650559,0.297417,0.328048,0.0066,0.1773,0
1,5.25,0.00511,-4.2123725,7.06798,8.691295,2.91884,0.257939,19.6939,18.1829,100.4425,100,5.2352325,463.6075,18.684125,0.7376,0.6873,0.331594,0.3407,0.0063,0.18395,0
1,5.75,0.0025,-3.821025,6.1872,8.738455,2.864575,0.2565485,19.7403,17.9514,100.47525,100,4.1165175,465.6605,19.318175,0.7655435,0.686489,0.3251,0.2772185,0.0074,0.210575,0
1,6.25,0.001,-2.79982,12.5187,7.6287975,2.61909,0.25138,19.7336,18.1455,100.5,100,4.403685,474.329,18.99355,0.789775,0.652557,0.3459,0.293337,0.0082,0.2247,0
1,6.75,-0.008405,-0.12485,23.49235,4.12507,2.8502,0.267475,19.8368,18.44145,100.5,100,4.5639325,467.753,18.63025,0.827091,0.64402875,0.359989,0.35792075,0.011525,0.2854,109.5
1,7.25,-0.022225,9.58522,48.28165,3.0287,3.42958,0.314125,20.48375,18.940575,100.508,100,5.51754,455.0485,18.4579,0.90457975,0.75794575,0.39646875,0.49413625,0.0066,0.3587,284
1,7.75,-0.0316,27.7653,80.446775,1.5363,3.8332,0.364971,21.3305,19.96455,100.57025,100,6.251965,450.125,18.70835,1.03336,0.835897,0.45648,0.524418,0.00525,0.47385,520
1,8.25,-0.047825,40.54825,115.8595,0.9344,4.4169575,0.4074475,22.32835,20.75215,100.55725,100,7.7713775,438.206,18.852175,1.1471375,0.9130145,0.4788475,0.498723,0.003625,0.49885,728
1,8.75,-0.06375,66.2183,151.458,0.12535,4.62515,0.41474225,23.504675,21.976725,100.574,100,9.233785,426.9565,19.362875,1.23355,1.0150225,0.50251875,0.53521025,0.00305,0.621475,954.25
1,9.25,-0.065375,82.3808,175.23325,1.2958825,5.22865,0.455825,24.546825,22.918175,100.5715,98.9649,9.93978,420.00275,20.38375,1.30709,1.0394125,0.53661325,0.560693,0.0025,0.62385,1166.75
1,9.75,-0.0647,96.14275,221.537,-0.1604,4.905145,0.460457,25.3212,23.5749,100.594,97.164225,11.009175,411.40675,20.9264,1.29042,1.088255,0.5302005,0.599953,0.0026,0.6366,1367.5
1,10.25,-0.082525,112.9975,253.3215,0.51280675,5.013325,0.463781,26.040675,24.254275,100.576,92.797075,12.798275,407.599,21.0265,1.296855,1.160825,0.52166075,0.63421025,0.0028,0.7381,1549.5
1,10.75,-0.08295,121.4925,283.839,-0.87335,4.8561,0.4662095,26.9278,25.18345,100.543,89.82005,14.5299,405.42075,21.75075,1.28805,1.178435,0.5439065,0.670215,0.0027,0.8091,1709.5
1,11.25,-0.0952,135.66125,315.206,-0.9783,4.7643975,0.452125,27.743375,25.758325,100.52375,87.215975,15.0883,402.238,21.63205,1.316075,1.22948,0.5362195,0.7032055,0.0028,0.8761,1832.5
1,11.75,-0.09025,133.85325,347.458,-4.695,4.895325,0.44446575,28.06045,26.179325,100.5105,84.255625,16.491225,398.204,21.34745,1.3324825,1.25202,0.54410425,0.71066725,0.0027,0.9157,1965
1,12.25,-0.099175,134.3915,377.533,-0.77091,4.68805,0.45575075,28.5363,26.749675,100.5,82.266425,17.62935,399.785,21.45545,1.368175,1.2926225,0.53058175,0.7390325,0.0029,1.0021,2025.25
1,12.75,-0.093175,141.34925,398.122,-1.8616775,4.826315,0.44412925,29.135675,27.37415,100.497,78.91465,18.801575,398.98725,21.1433,1.3635025,1.307205,0.536873,0.737406,0.0027,1.0509,2092.5
1,13.25,-0.08585,142.97725,399.5,-1.8437775,4.778235,0.444264,29.925925,28.09695,100.48025,76.483475,19.95785,399.4835,20.9252,1.3839425,1.36011,0.52212975,0.74285275,0.0031,1.2126,2134.75
1,13.75,-0.097375,148.07975,422.334,0.64895,4.841295,0.458425,30.07325,28.277,100.45425,75.5316,20.414,398.9885,21.1922,1.42459,1.3657,0.541916,0.730375,0.0027,1.101,2122.6525
