DOY2,HR2,FC_1_1_1,LE_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_2,LE_1_1_2,CO2_1_1_2,H2O_1_1_2,H,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.42653,0.58469802,395.194935,6.9224982,0.34194,0.0855820665,407.584675,2.98249705,-16.8019605,0.34841726,-2.91109,58.67196,71.96748,2.04927,2.4771104,-80.096869,0.34504755,0,221.75157,1.772269,293.80227
1,0.75,0.474145,0.99427005,395.32248,6.9020557,0.348035,0.2275998,407.495895,2.9373942,-18.903451,0.31849167,-2.8806,56.74449,71.96326,1.9660412,2.57945805,-80.018964,0.2972617,0,220.54324,1.6317,292.88393
1,1.25,0.29894,0.565860725,404.043815,6.6124739,0.33155,0.50922475,407.5531,2.9357466,-15.591194,0.343956135,-2.98331,55.90397,71.97164,1.90042165,2.4755092,-81.0700855,0.32725637,0,221.67781,1.6883855,293.2125
1,1.75,0.23244,0.26324432,406.44919,6.81238585,0.2899,0.23870202,407.663885,2.9229959,-16.0369075,0.31492721,-3.01772,55.86195,71.95724,1.85386765,2.369756,-81.185865,0.29960447,0,219.57024,1.674935,293.33851
1,2.25,0.31072,1.4177478,399.65267,6.9186659,0.32992,0.42091331,407.56509,2.8349778,-18.405857,0.330080025,-3.12443,56.01816,71.95076,1.72054465,2.4691976,-81.352772,0.33333274,0,219.48066,1.660583,292.56835
1,2.75,0.27273,0.87194309,405.165555,6.7567269,0.37248,0.33065738,407.74905,2.921892,-17.173374,0.3423595,-3.21435,56.82794,71.9633,1.7380427,2.5249477,-81.6658915,0.31616904,0,219.55425,1.630347,291.12779
1,3.25,0.30981,0.749046685,401.3091,6.6190892,0.33504,0.45475975,407.633525,2.8828888,-17.050805,0.3260218,-3.43788,57.31587,71.93084,1.7558439,2.370921,-81.469008,0.31445961,0,218.76793,1.638898,291.73447
1,3.75,0.33579,0.779024755,403.33903,6.80533945,0.33644,0.262669095,407.56533,2.8767734,-17.5731455,0.34980085,-3.25536,57.83756,71.93352,1.7656438,2.4520648,-82.2116265,0.32216293,0,216.71047,1.767006,291.08777
1,4.25,0.35549,0.13146987,401.98136,6.7936549,0.36526,0.25205277,407.46245,2.7615649,-19.137573,0.33172911,-3.32893,58.65721,71.921735,1.93040565,2.4370551,-81.221459,0.29712756,0,214.986465,1.652839,290.920055
1,4.75,0.27682,0.44646142,396.82916,6.94812915,0.403815,0.31822273,407.48764,2.76689035,-18.685157,0.317686035,-3.43725,58.793085,71.91395,1.9173579,2.4630843,-81.008639,0.287035455,0,218.19813,1.643721,291.50209
1,5.25,0.29682,0.91652313,404.84803,6.87649455,0.38384,0.28677752,407.57372,2.7409443,-19.739,0.32440133,-3.4541,57.48187,71.909575,1.903061,2.34755875,-80.707043,0.289160605,0,219.650355,1.6178585,291.015525
1,5.75,0.32413,0.34646689,413.59179,6.86256045,0.32927,0.3440445,407.52226,2.6832526,-20.100093,0.35037133,-3.490805,57.061945,71.91762,1.8731176,2.2968212,-79.7542595,0.273609945,0,218.35194,1.629964,290.45815
1,6.25,0.314925,0.38032489,412.4558,6.9347282,0.30334,0.12005146,407.629555,2.6888151,-16.581177,0.33468691,-3.40009,56.611875,71.935065,1.89404645,2.336713,-79.565644,0.28982911,0,220.255305,1.582834,291.139535
1,6.75,0.37054,0.13743344,413.854605,6.9383571,0.36572,0.088363199,407.33379,2.7282117,-17.690704,0.33026464,-3.4337,57.106215,71.95137,1.9429325,2.3781792,-78.9940015,0.44439226,0,220.04416,1.694847,291.308915
