DOY2,HR2,TA,RH,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2,H2O,FC,LE,H
4,3.25,-0.895095,72.2865,0.01068925,-0.026137,1.0908,0.01,-0.239245,-0.0665415,0.501095,-13.461,-17.094,396.040425,4.1097,0.013638,-0.543425,-20.4854
4,3.75,-1.192,71.4845,0.010783,-0.01395325,0.9812325,0.02170125,-0.2760575,-0.08935975,0.510655,-12.199,-16.797,396.8251,4.25285,0.166895,-0.4630175,-22.766525
4,4.25,-1.54725,71.813,0.010731,-0.0006444125,1.02708,0.0119385,-0.274305,-0.08935775,0.22178,-11.795,-15.222,397.1049,4.228575,0.1631875,-0.511615,-21.741
4,4.75,-2.1877,71.958,0.01235375,0.431295,1.159175,0.03406375,-0.2688375,-0.07030825,0.1598985,-14.346,-14.701,397.5347,4.294525,0.0502345,-0.70561,-17.957275
4,5.25,-1.89395,72.5945,0.09612175,3.34155,1.1183,0.04303125,-0.242945,0.016982225,0.638395,-4.7002,-10.576,397.147425,4.427025,0.112375,-0.30743,-15.825125
4,5.75,-1.3863,73.8575,3.38785,10.157325,1.6926,0.0968995,-0.2223025,0.04239075,1.6669,-3.9398,-7.7307,397.204925,4.577225,0.41264,0.49468,-11.139675
4,6.25,-0.495845,71.0345,33.587,18.53025,2.017075,0.12524,-0.2203975,0.02859325,2.8982,-3.1095,-4.6003,396.8151,4.56965,0.398035,1.7317,-2.481325
4,6.75,0.32659,69.1305,88.529,26.82975,2.4321,0.169455,-0.2011275,0.007218825,3.84525,-4.597,-3.1384,396.3453,4.00055,0.4938825,6.454525,4.19505
4,7.25,0.44848,65.944,163.35,39.5375,2.80005,0.17672,-0.1863975,0.0082925,4.81755,-1.9265,-1.1185,393.876475,4.47395,0.59135,8.5295,14.3394
4,7.75,1.40035,61.124,263.0375,44.63325,2.743875,0.1658675,-0.2022325,0.0002915,5.282,-1.3225,1.3398,394.6261,4.5785,0.5718325,19.2449,24.84685
4,8.25,2.0561,57.618,373.6675,44.54975,2.82645,0.19819,-0.20345,-0.006032,6.08715,2.5895,9.1279,392.8869,4.3769,0.5842725,23.06885,43.773
4,8.75,2.7831,53.182,507.1925,46.8735,2.343425,0.1922575,-0.207545,-0.023859,7.06175,17.95,20.38,392.6776,4.2923,0.684985,25.544,43.305975
4,9.25,3.37805,52.198,537.9975,50.447,2.5778,0.20572,-0.2179425,-0.066796,7.7691,31.334,31.969,392.6977,4.2747,0.856955,28.77295,61.2232
4,9.75,3.76535,50.7215,606.625,78.139,2.86385,0.2144725,-0.20319,-0.078078,8.41485,33.754,32.407,391.7437,4.3116,0.7932525,36.46735,60.824525
4,10.25,4.07515,47.3235,648.5225,80.1025,2.762325,0.21739,-0.22066,-0.070615,9.17045,37.364,37.651,391.1011,3.9199,1.0222225,36.162,82.732675
4,10.75,4.331,44.515,811.61,85.97325,3.21435,0.2128825,-0.213955,-0.054639,9.90435,36.421,23.373,390.601825,3.8364,1.0599,38.825925,96.4798
4,11.25,4.5728,39.94175,902.22,95.305,3.15325,0.2008625,-0.2060675,0.021293,10.13325,36.071,27.44775,390.5086,3.68595,1.15365,36.3639,96.20495
4,11.75,4.9505,39.258,967.06,112.8375,3.091225,0.24746,-0.19511,0.039449,9.60985,31.323,14.654,389.925475,3.5787,1.2877,34.5732,121.9832
4,12.25,5.1487,35.3715,994.9675,102.84,2.953275,0.25261,-0.19593,0.04599525,9.7319,29.276,4.537333,390.84725,3.8284,1.196475,44.7864,84.1268
4,12.75,5.2588,35.13575,1016.65,97.996,3.2659,0.260065,-0.172905,0.079134,9.78645,32.573,1.884285,390.6793,4.056,1.12492,41.2912,85.8649
4,13.25,5.399225,32.95025,954.83,94.244,3.3608,0.23612,-0.173705,0.13151,10.1012,30.819,25.27,390.25255,4.1437,1.17675,36.841,63.359775
4,13.75,5.855525,31.70475,828.865,85.217,2.9089,0.236855,-0.18702,0.17078,10.16475,30.60125,10.54725,390.1873,4.12775,0.88124,28.6145,53.46705
4,14.25,5.549825,30.89625,734.1325,77.939,2.9728,0.263015,-0.166365,0.23092,10.2178,23.9565,3.068175,390.5688,3.929875,0.89534,26.92055,66.446975
4,14.75,5.168175,29.7655,725.655,62.91,3.2337,0.20842,-0.136745,0.28528,10.32445,20.557,2.377625,390.2375,3.963675,0.96577,25.63005,31.19225
4,15.25,4.90715,30.03725,731.01,47.092,3.3502,0.20344,-0.1410775,0.33436,10.4363,14.37025,0.2264675,389.8257,3.9356,0.923095,16.7784,27.20905
4,15.75,4.80225,30.087,674.04,39.5345,2.991475,0.226175,-0.1216125,0.32795,10.50335,12.9205,-8.8051,389.5747,4.001825,0.7224425,18.06115,11.9629
4,16.25,4.6247,30.04575,471.1175,23.634,3.2322,0.215575,-0.1095025,0.40429,10.6015,9.54965,-10.47325,390.60315,4.13235,0.5691075,12.2435,5.07695
4,16.75,4.622375,31.49325,388.9175,24.989,2.6018,0.18205,-0.08709375,0.44445,10.5085,1.471125,-16.6015,390.88285,4.0731,0.50025,11.8333,-3.9185
4,17.25,4.1602,34.49775,258.2625,11.34,2.3238,0.152005,-0.1128925,0.47043,9.9428,-6.59085,-24.93975,390.7929,4.1763,0.39939,6.142375,-17.8642
4,17.75,3.70025,39.838,189.4975,5.3376,1.7071,0.06143525,-0.11193,0.49022,8.925,-15.23125,-30.167,390.8364,4.250175,0.308355,1.3682825,-26.33095
4,18.25,3.003825,41.97475,114.665,1.0626,1.5632,0.0388165,-0.09420925,0.49898,7.80525,-20.3865,-35.51175,392.0973,4.2058,0.1506825,-0.0787925,-28.8582
4,18.75,2.722075,46.62375,53.69025,0.031657,1.5579,0.03143275,-0.15246,0.50469,6.99935,-27.24825,-42.68,393.6505,4.4771,-0.04559975,-0.5748,-32.12075
4,19.25,2.3338,50.9035,9.00695,-0.0076011,1.4677,0.0257315,-0.18329,0.34447,5.9737,-23.67725,-45.44925,394.1463,4.922825,0.192305,-0.58258,-27.77885
4,19.75,1.589775,53.8195,0.236135,-0.01794,1.3266,0.01745825,-0.196645,0.34782,5.30575,-23.008,-46.034,394.912725,4.929425,0.0492495,-0.659795,-31.738875
4,20.25,1.332225,55.94725,0.0139735,-0.019834,1.2856,0.042207,-0.2220825,0.34168,4.33035,-20.503,-40.468,395.86555,5.009,0.099786,-0.813145,-28.0057
4,20.75,1.155625,55.49,0.00960895,-0.018939,1.2883,0.0269485,-0.22308,0.21281,4.5124,-19.07125,-28.65725,396.2453,4.744425,-0.049435,-0.0304095,-33.38855
4,21.25,1.0592,60.5735,0.009924825,-0.027925,1.7544,0.0458885,-0.22108,0.19324,4.2422,-18.88625,-25.8755,396.65765,4.7581,-0.0162996,-1.103025,-32.046325
4,21.75,0.40857,60.31375,0.01085625,-0.022836,1.6461,0.02300575,-0.2186225,0.16954,3.6729,-19.877,-25.48225,396.3553,4.778625,-0.023843,-1.1727,-26.766025
4,22.25,-0.31203,61.05575,0.01053425,-0.022288,1.6123,0.0452405,-0.22383,0.18513,3.0734,-16.849,-21.3285,396.137925,4.8252,0.2263525,-0.6620525,-28.793625
4,22.75,-0.4696275,60.53075,0.01115425,-0.028021,1.6381,0.07373425,-0.2195525,0.18053,2.3661,-15.58425,-20.01925,395.613175,4.595575,0.215385,-0.5884275,-31.881275
4,23.25,-0.45363,64.4175,0.01121875,-0.024934,1.5482,0.02594625,-0.224155,0.16432,2.2004,-15.248,-17.012,395.27275,4.268125,0.23374,-0.29748,-36.415875
4,23.75,-0.424995,61.7765,0.01223575,-0.023544,1.5531,0.0220235,-0.2249725,0.046592,2.2348,-16.12275,-18.678,395.6416,4.164225,0.085857,-0.256685,-35.659775
5,0.25,4.9854,67.101,0.0150735,-0.019908,1.36625,0.044901,7.0136,6.9012,6.9458,-24.297,-21.263,398.7228,7.274975,0.40664,-0.9135625,-17.70745
5,0.75,4.583875,69.86625,0.015463,-0.022063,1.53925,0.035262,6.974,6.8426,6.5548,-23.485,-21.23,399.124475,7.5362,0.4523125,-0.658,-11.728275
5,1.25,4.6282,71.5775,0.0172205,-0.019919,1.6737,0.047017,6.9173,6.7784,6.8752,-24.707,-21.184,401.114025,7.6199,0.2126,-0.94374,-12.768
5,1.75,4.510875,73.705,0.0147735,-0.022804,1.361275,0.04098975,6.8365,6.7148,6.26065,-24.547,-20.22,400.641,7.593025,0.6107,-0.70472,-17.437925
5,2.25,4.36795,73.6995,0.0161995,-0.019588,1.3988,0.01,6.7558,6.6504,5.7621,-24.526,-20.208,400.7436,7.620725,0.28188,-1.0239925,-16.37625
5,2.75,4.171975,73.021,0.0176625,-0.018971,1.5195,0.037668,6.6811,6.59,5.887325,-24.175,-20.432,399.893225,7.83845,0.52932,-0.6318,-13.67155
5,3.25,3.870725,74.15025,0.019344,-0.0048193,1.3392,0.0284045,6.5735,6.5245,5.629775,-24.104,-18.754,399.71055,8.124,-0.55176,-0.7037875,-11.5883
5,3.75,3.574775,74.65425,0.028537,0.25346,1.3257,0.01,6.464,6.4575,5.6613,-22.23,-19.119,400.6475,7.987475,0.387705,-1.4071,-18.7937
5,4.25,3.48495,76.5335,0.17402,1.3202,1.516325,0.01,6.3407,6.4549,5.835475,-18.222,-18.596,399.484,8.16565,0.43374,-0.754995,-16.09015
5,4.75,3.375825,79.4275,2.77525,3.5713,1.2113,0.051086,6.234,6.444,6.1281,-9.4913,-13.329,399.111475,8.346825,0.3809485,-0.2253175,-9.322675
5,5.25,3.448075,78.8215,20.2925,5.5773,1.57745,0.099525,6.1402,6.441,6.5277,-5.7487,-7.8927,398.64175,8.566175,0.6921,0.80972,-3.1012
5,5.75,3.6788,75.93975,55.978,10.672,2.24645,0.12472,6.0429,6.4096,6.69315,-0.46461,-3.706,398.301975,8.554425,0.92651,1.6532,-1.0839425
5,6.25,4.2928,73.028,91.427,14.158,2.5241,0.1546525,6.0022,6.3029,7.2458,1.6893,-1.3846,397.9425,8.4922,0.92149,3.1779,7.61485
5,6.75,5.49465,69.48825,176.885,16.925,2.495925,0.149195,5.9358,6.2574,7.80695,3.6395,1.8781,397.244075,8.7915,0.5044,5.7256,14.503225
5,7.25,5.664,64.31225,262.74,19.881,2.4747,0.17144,6.0392,6.2295,8.3404,4.3844,1.9628,396.9,8.08035,0.9801625,20.879725,17.589375
5,7.75,6.416325,59.15425,290.51,27.919,3.1116,0.154595,6.19,6.2064,8.3784,7.022,5.5172,394.1628,7.15125,0.9277975,23.583,24.412575
5,8.25,7.1945,56.48325,340.505,36.949,2.9233,0.18301,6.2868,6.1955,8.9013,8.6043,7.5898,392.0043,7.0237,1.0033,30.019975,46.963975
5,8.75,7.30165,52.31075,466.08,42.5885,2.975625,0.207275,6.29,6.1935,9.2554,9.2631,10.501225,390.95,6.86365,0.8518,35.9781,59.45375
5,9.25,7.9121,48.72575,607.855,46.866,3.1507,0.2113975,6.3884,6.2073,9.5064,15.013,13.464,390.380625,6.8521,1.069925,48.4524,64.3844
5,9.75,8.222475,48.754,677.545,46.762,3.0192,0.224035,6.7003,6.2022,9.8912,13.287,14.332,389.62135,6.82025,0.73495,49.0642,57.43335
5,10.25,8.498,46.1245,707.175,53.047,3.0569,0.22374,6.8055,6.2193,10.328,13.73,15.503,389.23025,6.7551,0.764945,57.02595,54.255975
5,10.75,8.85345,41.324,700.28,48.232,3.1624,0.22255,7.2268,6.236,10.68875,9.4306,14.819,388.66325,6.6909,0.67818,44.234925,61.6697
5,11.25,9.0902,40.06825,731.6025,49.613,3.5977,0.2660425,7.3413,6.2704,10.79175,12.66,14.106,388.586125,6.4327,0.752795,53.9413,45.5264
5,11.75,9.395,41.4915,791.0175,58.423,3.4895,0.2714225,7.4917,6.4037,11.049,13.601,14.071,388.44,6.583175,0.74771,49.52745,53.5233
5,12.25,9.86545,39.7675,760.76,44.75,3.6101,0.27013,7.7787,6.5069,11.316,11.111,13.288,388.34455,6.85595,1.0015375,50.0799,45.44405
5,12.75,10.077,40.785,820.3825,49.34,4.1357,0.276945,8.04,6.5983,11.35525,8.245,10.02,388.02825,6.85965,0.783395,47.84095,36.7416
5,13.25,10.33325,38.476,650.85,35.87075,3.964975,0.2754925,8.06315,6.67315,10.68925,2.9172375,8.74525,387.61655,6.94715,0.6908675,41.252275,35.352675
5,13.75,10.272,36.384,675.83,43.921,3.8173,0.2718225,8.2035,6.8311,10.73775,1.6464,10.488,387.528625,6.926325,0.851015,32.87845,26.7628
5,14.25,10.03605,32.954,519.0475,38.38825,3.523725,0.2560875,8.22355,6.96985,11.0555,4.6722,8.283875,387.473475,6.929825,0.8252325,30.98125,27.424025
5,14.75,10.0336,32.71275,667.735,36.056,3.7408,0.26158,8.173825,7.071875,11.4125,2.966,8.4518,387.478875,6.8884,0.6946,34.17035,29.25505
5,15.25,10.22525,31.939,576.465,29.2495,3.711325,0.2405,8.1666,7.145,11.4595,3.525875,6.6778,387.3655,7.0138,0.83673,35.7807,13.1402
5,15.75,10.37,32.3485,518.16,23.771,3.526525,0.23195,8.254775,7.177425,11.751,0.33303,4.3389,387.33035,6.8242,0.834665,32.0893,16.2233
5,16.25,10.571,31.308,434.7275,21.30875,3.5722,0.2378975,8.318575,7.187325,11.826,-1.4339,3.000825,387.264475,6.84655,0.57284,30.23665,4.9748
5,16.75,10.8115,30.583,362.7325,17.6925,3.473,0.2079175,8.359225,7.181025,11.9195,-5.5786,1.3707,387.39815,7.1365,0.742935,27.2854,1.6182
5,17.25,10.7955,32.0155,327.815,11.9735,3.503475,0.20866,8.35025,7.1772,11.8225,-7.8567,-2.18755,387.7019,7.062175,0.54367,19.157675,-2.216375
5,17.75,11.0195,32.561,292.8275,7.3422,2.91255,0.17171,8.332225,7.17495,11.5005,-12.878,-5.611725,387.63265,6.98805,0.61181,13.53235,-10.45715
5,18.25,10.887,35.1135,182.765,3.71625,2.6174,0.12075,8.3112,7.18555,10.944,-17.491,-10.356,388.2721,7.04155,0.62087,6.6479,-18.6056
5,18.75,10.559,41.0285,114.025,1.4833,2.0669,0.10021,8.27395,7.2508,10.4365,-23.2235,-13.4205,389.951275,6.92165,0.52577,1.34535,-22.7136
5,19.25,10.051,43.507,52.11525,0.1806525,1.9123,0.067664,8.231875,7.29195,10.0775,-25.52725,-18.26625,391.7736,7.1745,0.47526,-0.070955,-21.5906
5,19.75,9.5085,45.61,21.14975,-0.011749,1.7407,0.04548575,8.170775,7.299325,9.697625,-26.4225,-21.5435,393.1295,7.32635,0.248,-0.144705,-17.463825
5,20.25,8.91945,50.1275,2.039,-0.02128175,1.6176,0.045965,8.096275,7.299325,9.437825,-25.591,-22.8445,394.79745,7.3661,0.37105,-1.1597,-16.8912
5,20.75,8.03445,54.929,0.10687,-0.025251,1.6502,0.0441565,7.998275,7.29095,9.281425,-26.549,-23.067,395.891,7.6076,0.3962375,-0.4260375,-21.376
5,21.25,7.54795,58.38,0.01806275,-0.02399675,2.01,0.0575045,7.888275,7.272125,8.714075,-24.40725,-23.48,396.197325,7.3822,0.20074,-0.430445,-19.514
5,21.75,7.3032,58.209,0.01620925,-0.0205515,1.884,0.0528985,7.77385,7.240175,8.373625,-24.1985,-23.177,397.18635,7.3907,0.18146,-1.6249,-24.2032
5,22.25,6.66035,59.8935,0.015542,-0.02363575,1.819,0.0516705,7.66285,7.203175,7.798875,-25.4095,-23.06225,397.23425,7.4315,0.279315,-1.254025,-21.1988
5,22.75,6.3579,63.5775,0.0178935,-0.01876675,1.6558,0.036796,7.53855,7.190525,7.413825,-24.00775,-22.29925,398.1103,7.4282,0.23419,-2.2287,-13.8735
5,23.25,6.11985,65.2525,0.016206,-0.0224575,1.9683,0.046914,7.3678,7.1618,7.22465,-22.85675,-21.063,396.8766,7.2391,0.458605,-0.70465,-19.53155
5,23.75,5.83995,64.9365,0.0152605,-0.020921,2.0385,0.049524,7.213025,7.11715,6.772875,-23.753,-20.46875,399.36065,7.0531,0.37479,-0.48975,-19.2739
6,0.25,10.269,79.4555,0.01721375,-0.01145975,1.02895,0.019116,12.59925,12.1815,11.00625,-22.4755,-20.3805,393.4544,9.9544,0.52925,-0.5363825,-12.8087
6,0.75,10.078,81.251,0.016434,-0.01276,1.0049,0.01,12.45625,12.11475,10.728,-22.40125,-21.52675,393.83525,10.0529,0.73181,-0.7938775,-12.405325
6,1.25,9.895725,81.0535,0.018466,-0.02101875,1.242825,0.013596,12.298,12.03825,10.68975,-21.3935,-21.383,395.84295,10.187,0.7387775,-0.952255,-13.65405
6,1.75,9.44425,81.913,0.01805175,-0.0216845,1.1935,0.01399275,12.12325,11.9565,10.41425,-23.32475,-22.47825,395.25895,10.000675,0.75807,-0.66072,-16.50445
6,2.25,9.51295,83.595,0.0194975,-0.01726,1.14065,0.020518,11.9455,11.88225,10.53225,-23.177,-22.889,396.4204,10.474,0.54471,-0.085354,-13.4579
6,2.75,9.084675,84.684,0.01803575,-0.002174075,1.22165,0.0219165,11.771,11.80825,10.60375,-23.85475,-23.22575,396.27335,10.45,0.16313,-0.8917775,-6.363075
6,3.25,9.05465,83.5095,0.0249715,0.000901245,1.146325,0.0210125,11.5935,11.7035,10.3145,-24.247,-23.898,396.5488,10.866,-0.323825,-0.220535,-6.9384
6,3.75,8.920325,82.267,0.203775,0.004781525,1.10205,0.01,11.47825,11.596,10.0395,-21.8115,-22.82375,396.582925,10.114925,0.401465,-0.5070425,-9.201875
6,4.25,8.58105,83.44,2.2406,0.5273225,1.1517,0.0124945,11.33025,11.48625,9.63135,-18.18975,-18.422,395.68295,10.17705,0.535035,-0.2166,-10.2191
6,4.75,8.692275,83.01175,14.986,2.959975,1.20165,0.0520115,11.19375,11.408,10.473,-14.59225,-13.7315,396.1295,10.39225,0.28822,-0.19713,-11.0014
6,5.25,8.864775,82.98125,44.146,6.62335,1.39185,0.035699,11.073,11.319,11.1455,-9.626325,-8.373775,394.438325,10.447,0.59115,0.9246575,-6.32375
6,5.75,9.57135,83.282,96.308,10.3435,1.5571,0.077437,10.9815,11.2475,11.3925,-2.146275,-3.202275,391.4491,10.4005,0.36348,3.5746,-0.905895
6,6.25,10.02725,81.37675,138.4775,20.073,1.78,0.12272,10.92625,11.18275,11.8825,2.8186,2.361525,388.0469,10.8485,-0.3511725,8.959325,0.17561625
6,6.75,10.95875,79.31225,192.2775,21.43725,1.850375,0.144935,10.9235,11.133,11.9995,7.2817,6.83415,387.2414,11.04975,-0.39014,11.9581,5.5945
6,7.25,11.9665,74.2965,325.6425,25.728,2.099025,0.132055,10.99525,11.08175,13.21675,12.541,8.72775,384.564575,11.30225,-0.38604,19.754275,18.5391
6,7.75,12.59675,71.40325,373.165,25.9135,2.38935,0.15172,11.085,11.04175,13.7205,14.884,9.894625,383.4982,11.03425,-0.8565325,31.0296,29.3285
6,8.25,12.7755,67.70075,445.1725,31.113,2.5599,0.1650975,11.17525,10.947,14.19375,19.544,13.667,380.678925,11.0685,-0.38225,43.04025,28.827325
6,8.75,13.3305,66.031,461.145,38.275,2.7636,0.17671,11.37025,11.01325,14.4145,18.77475,15.00775,379.13615,10.9675,-0.1643045,58.980225,38.7215
6,9.25,14.19425,62.13675,482.015,45.58225,2.7622,0.18553,11.6075,11.0005,15.022,25.9435,17.7135,378.493925,10.547,-0.044453,81.613525,53.724875
6,9.75,14.59575,61.03675,742.155,54.9045,2.767775,0.20572,11.9555,11.044,15.25875,28.8505,20.39675,378.07225,10.524,-0.08047875,71.745525,54.2361
6,10.25,15.03875,56.43225,770.1125,68.8005,2.708175,0.1871,12.1975,11.1185,16.0895,30.32825,21.79375,377.173,10.4865,-0.147785,88.6284,58.989525
6,10.75,15.1565,54.89075,755.955,74.15,2.7738,0.20574,12.7225,11.191,16.3035,30.128,22.11,377.07255,10.58175,-0.0390495,100.59615,76.5381
6,11.25,15.7255,51.7855,1002.4775,78.20825,2.715025,0.20045,12.87475,11.305,16.464,32.393,23.164,375.790875,10.429,-0.264765,114.38505,61.6653
6,11.75,15.98475,49.79175,1015.825,75.353,2.8376,0.21436,12.979,11.346,16.828,28.685,23.046,375.8878,10.651,0.14782125,108.812125,64.97175
6,12.25,16.11325,48.51525,908.35,63.0655,2.83655,0.21628,13.23875,11.519,17.221,27.07025,20.67175,375.5423,10.77775,0.1292135,91.86305,34.60405
6,12.75,16.38725,48.64875,970.6775,61.228,2.862925,0.217575,13.5625,11.65225,17.368,23.556,20.00675,374.8285,10.807,0.17543,93.59705,42.3585
6,13.25,16.44975,47.396,871.7825,63.13325,3.309475,0.217725,13.8955,11.7995,17.453,18.52025,16.91275,374.8533,10.898,0.398535,91.5808,39.801
6,13.75,16.612,47.868,827.05,53.0215,3.0059,0.221545,14.1465,11.949,17.43,15.5365,13.0735,374.34875,10.765,0.0969515,80.89855,41.78635
6,14.25,16.62375,46.31475,900.4075,45.841,3.015,0.236295,14.2715,12.08375,17.44275,13.552,11.837,374.0523,10.914,0.1280825,71.4477,29.397425
6,14.75,16.77425,45.833,810.8,44.19175,2.9993,0.21432,14.30825,12.19075,17.42975,11.338,11.94,373.194425,10.6425,0.119755,69.1058,33.7673
6,15.25,16.381,45.66025,695.545,40.72725,3.0809,0.22289,14.43575,12.25475,17.438,8.6589,8.414725,373.77485,10.4475,0.4956,84.7164,18.0162
6,15.75,16.144,44.3735,661.43,38.9045,2.948,0.20022,14.494,12.32475,17.408,4.2694,6.3109,373.6584,10.5805,0.4809225,68.3396,12.3627
6,16.25,16.38125,44.9125,591.205,31.67975,2.677975,0.1888475,14.5755,12.4485,17.40775,1.4765625,5.893025,373.7933,10.51625,0.4490025,61.680525,7.0545
6,16.75,16.4125,44.49625,512.4375,24.011,2.5405,0.1890425,14.63575,12.51575,17.48325,-2.4425,3.566,372.8851,10.455,0.5232725,47.6448,7.8325
6,17.25,16.225,47.04825,414.2525,18.31875,2.377875,0.17425,14.672,12.572,17.4075,-2.4974,-1.7103025,373.2319,10.172,0.4782525,43.539825,1.4616
6,17.75,16.074,47.81975,321.2625,14.55025,2.13795,0.1347,14.637,12.61575,17.02775,-5.285575,-4.2643,373.2215,9.8395,0.492285,30.0572,-2.6894
6,18.25,15.883,51.11225,220.485,8.8153,1.81935,0.09986175,14.6235,12.6475,16.93975,-9.063975,-8.795075,373.94685,10.355,0.5578575,17.3824,-6.29795
6,18.75,15.67025,53.31125,177.0475,4.489025,1.722875,0.0701905,14.63875,12.666,16.412,-14.0755,-13.35175,375.145525,10.646,0.72719,10.0486,-7.5463
6,19.25,15.33475,55.97225,109.5975,1.605875,1.461775,0.057715,14.5695,12.66425,15.93975,-15.88425,-14.12875,379.51805,10.837,0.6249625,1.660475,-8.44565
6,19.75,14.854,58.258,55.458,0.3692975,1.49525,0.057333,14.34925,12.63575,15.09225,-17.8925,-16.65825,380.06505,11.031,0.980795,1.9262,-12.0523
6,20.25,14.5675,65.866,19.028,0.0005876675,1.45505,0.0475815,14.119,12.63675,14.284,-20.41775,-21.29075,381.9529,11.25775,1.0686,1.9569,-12.965875
6,20.75,13.6505,71.4975,2.67815,-0.01536275,1.307475,0.03621075,13.93525,12.65875,13.4165,-23.284,-23.695,384.40035,10.8965,0.92842,-0.015033,-15.80965
6,21.25,12.7945,75.58375,0.2563175,-0.016183,1.37435,0.03637875,13.7515,12.6775,13.00875,-25.12725,-24.4425,385.894725,10.88775,0.911705,0.177765,-14.5343
6,21.75,12.025,77.599,0.020134,-0.022554,1.195575,0.03998225,13.56475,12.6875,12.6815,-24.826,-24.27975,386.142925,10.93675,0.6929075,-0.35111,-14.722425
6,22.25,11.828,77.838,0.01940525,-0.01757325,1.14855,0.03271175,13.45925,12.687,12.24875,-24.131,-24.41275,388.837125,10.714,0.4029325,-0.70465,-14.908225
6,22.75,11.504,80.16825,0.01739225,-0.0183835,1.18165,0.03849925,13.38175,12.64825,11.92975,-23.205,-22.08675,390.3584,10.53525,1.0288375,-0.2215625,-18.65545
6,23.25,11.136,79.9995,0.01782125,-0.015795,1.225475,0.043141,13.26875,12.59625,12.0695,-22.673,-20.5815,391.240975,10.277,1.0703,-0.46114,-17.7072
6,23.75,10.81825,78.9685,0.01972225,-0.01507125,1.11745,0.0482715,13.1415,12.53775,11.75775,-22.183,-19.826,392.2878,10.286,0.77885,-0.423675,-17.8091
7,0.25,12.46725,81.00775,0.01934425,-0.009745075,0.80613,0.021745,17.688,17.37075,13.4615,-28.0715,-28.44625,382.32445,13.2625,2.9247,-0.90964,-31.320875
7,0.75,12.033,80.55225,0.0197925,-0.0096325,0.91048,0.023499,17.52375,17.3225,13.1185,-28.4365,-28.375,382.7763,13.1525,3.435675,-1.640225,-26.598275
7,1.25,11.85975,82.56275,0.021079,-0.01014445,0.790765,0.0252605,17.379,17.26425,12.818,-28.2885,-27.86675,382.450525,12.93,2.2076,-1.94725,-27.696425
7,1.75,11.698,83.79875,0.0242235,-0.00827195,0.8766325,0.040378,17.2825,17.2255,12.15125,-27.3195,-27.55125,384.5939,12.714,3.372875,-1.380525,-24.752825
7,2.25,11.2455,86.7225,0.02159725,-0.009875825,0.960445,0.017832,17.0735,17.16475,12.401,-27.0045,-26.7255,384.71,12.8415,3.5898,-1.97435,-27.468625
7,2.75,11.295,87.6275,0.0243245,-0.00637205,0.8347,0.0349,16.86375,17.0825,12.238,-26.647,-26.0145,391.3722,13.4485,3.635425,-1.0215,-21.43915
7,3.25,11.2705,88.53425,0.02581475,-4.82895e-05,0.98739,0.027331,16.755,17.016,12.8845,-26.397,-25.923,391.7437,13.4045,2.671975,-1.5423,-18.02865
7,3.75,11.51725,88.69675,0.05035725,0.0002978475,0.9053875,0.045863,16.635,16.94775,12.902,-26.06725,-26.23075,391.34285,12.876,2.7648,-1.66985,-27.68415
7,4.25,11.7055,87.573,0.3518325,0.284555,0.94957,0.05487525,16.48825,16.87575,12.855,-22.23025,-23.51425,388.874725,13.0755,2.0001,-0.97024,-24.210625
7,4.75,11.533,88.80625,5.574025,1.821775,0.8665325,0.047938,16.343,16.81425,12.5545,-17.27825,-19.75675,387.16235,13.47,0.1769735,-0.8586975,-29.1009
7,5.25,11.621,87.55575,31.44125,7.212475,0.9524775,0.08047475,16.224,16.75575,13.874,-10.17475,-14.8715,384.26805,13.565,-2.265,2.11055,-19.2898
7,5.75,12.641,84.91875,73.963,13.92525,1.32825,0.08352525,16.12,16.6785,15.2505,-1.9842,-9.065,382.004375,14.001,-5.35715,4.5621,-11.36155
7,6.25,14.17575,82.1275,160.95,23.5435,1.526125,0.1361275,16.03325,16.58675,15.4855,0.5041425,-1.959875,380.8437,14.15825,-6.9231,11.701375,-6.677325
7,6.75,14.8555,78.01375,229.265,31.12525,1.855825,0.1723375,15.99775,16.484,16.3245,8.469725,5.0335,377.56645,14.307,-7.4024,23.7199,0.38519
7,7.25,15.822,74.93125,332.6525,40.94,1.8188,0.21294,15.9895,16.37025,17.19625,13.94875,8.536175,376.123625,14.40575,-10.30175,41.44685,0.5594
7,7.75,16.53125,73.7085,459.5975,37.5535,2.17475,0.19918,16.01175,16.2745,17.78075,18.61725,14.03,373.1512,14.5515,-12.306325,61.0788,6.58845
7,8.25,16.9555,70.42625,521.9375,64.04475,2.18735,0.22494,16.112,16.203,18.2775,24.43025,17.11775,370.0332,14.27025,-14.380425,87.7093,23.966
7,8.75,17.637,67.62175,635.47,64.04425,2.172475,0.232725,16.2295,16.16,19.204,28.647,26.44375,367.99405,14.28925,-15.7234,97.3322,26.78115
7,9.25,17.847,64.97225,889.585,80.471,2.2551,0.2685225,16.37825,16.1335,19.79775,32.58525,34.26475,366.76635,14.5845,-15.43925,94.7327,32.64575
7,9.75,18.58975,61.7635,984.6075,87.4115,2.5536,0.239335,16.527,16.178,19.8115,34.994,39.1505,364.6106,14.5865,-18.0351,119.80675,44.234325
