DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_6_1
1,0.25,3.02837438149068,-5.01217227883757,0.167727504960314,0.469308158223629,0.149750726880889,0.495796197485556,0.473742483630663,0.384739706059581,0.509734524659731,-2.60803377146879,0.282636453000091,0.900526875736511,2.46,1.9,1.21,0.775,0.26,-5.18445,-4.891,-5.172225,-5.28265,-5.35155,-5.3414,-6.2037,96.624435,88.02,0.716275,-3.45,-3.165,-3.4225,-2.8925,-1.675,1.3,-0.76,2.7,0.235,285.2,295.375,302.8,301.7,0.1575,0.17,0.39,0.24,0.0875,0.19,0.17,0.16,0.0375,0.14,0.31625,0.33725,1.4065,1.8665,2.572,2.983,3.56625,4.07125,5.51425,0.10275,0.15175,0.39525,1.5005,2.303,2.736,3.477,3.76525,5.17525,0.464,1.05075,1.299,2.06,2.426,2.8115,3.5475,3.616,5.2535,1.124,1.048,1.572,1.84475,2.104,2.60225,3.3635,4.03475,5.12275,0.109,0.2845,0.638,1.25775,1.98375,2.4575,3.355,3.65,4.6935,-3.99625,-5.21325,-4.401,-5.11,3.9857452863879,3.66330523966719,3.59596482738517,3.67324373509806,4.02067962935874,4.0365017681695,3.71071467030866,424.123373032745,429.014010154013,427.672574679969,429.142906028622,427.171801258407,429.581005808694,428.125078812527,424.876653712275,428.76200617961,425.313648832555,430.142729751257,435.710084554355,434.867220014968,2050.73010202423,2051.22357527131,2043.03982184508
1,0.75,2.96524409477285,-4.95537708571257,0.152311284861742,0.468813837361021,0.095887636651582,0.390805618518,1.24880445283244,0.422848685842571,0.505130772632042,-2.47553069271306,0.810003253428156,0.923358332487324,2.295,1.82,1.15,0.77,0.2425,-5.280325,-5.0905,-5.250925,-5.3496,-5.34075,-5.3663,-6.09855,96.64572,87.84,0.6906,-3.5,-3.2825,-3.615,-3,-1.7925,1.4,-0.7375,2.7,0.2275,286.55,295.125,302.675,301.775,0.1575,0.17,0.39,0.24,0.08,0.19,0.17,0.15,0.03,0.14,0.318,0.33375,1.40575,1.8565,2.57575,2.98275,3.56525,4.07025,5.51375,0.082,0.1325,0.395,1.499,2.29575,2.72975,3.47625,3.7645,5.17575,0.455,1.05075,1.297,2.05925,2.426,2.812,3.54725,3.615,5.2525,1.126,1.062,1.572,1.856,2.1005,2.60125,3.36325,4.0325,5.122,0.109,0.2825,0.63,1.25575,1.98375,2.4575,3.35475,3.64925,4.692,-3.96425,-4.66425,-4.406,-4.7625,3.92601726171105,3.65089362375291,3.59116119981641,3.634890143025,4.03207102771199,4.06939397947329,3.67015467918835,424.431856887027,428.780671593878,427.130795496601,429.121682479583,427.30925954312,429.225559775997,427.728641317045,424.739648706324,428.977579521383,425.256559443365,427.166473556117,435.725313843791,434.816409118588,2049.87479869851,2052.11662930837,2042.73369013529
1,1.25,2.97362135169618,-5.08349483293653,0.155453939744765,0.494703814510698,0.0793334579599427,0.436818746989294,1.63742135500637,0.354174799308118,0.512413189738037,-2.04776532730387,0.930582543775589,0.876836904732274,2.4025,1.89,1.16,0.77,0.2325,-5.276525,-5.0785,-5.233025,-5.269025,-5.2555,-5.3948,-6.12245,96.6376,88.3675,0.6696,-3.63,-3.545,-3.69,-3.21,-2.1725,1.4,-0.69,2.7,0.2,285.4,294.575,302.425,301.75,0.16,0.17,0.39,0.24,0.08,0.19,0.17,0.16,0.03,0.14,0.31125,0.33,1.407,1.8585,2.57475,2.98225,3.56425,4.0695,5.51275,0.082,0.12425,0.39275,1.497,2.29425,2.7295,3.476,3.76425,5.17325,0.447,1.065,1.294,2.111,2.42575,2.812,3.54625,3.6145,5.25225,1.127,1.0595,1.5645,1.85475,2.10025,2.6075,3.363,4.033,5.121,0.1035,0.28075,0.623,1.255,1.98375,2.4575,3.354,3.61825,4.68575,-3.93275,-4.1385,-4.404,-4.815,3.9581896106489,3.60258555814217,3.48988503683118,3.63553794317783,3.8914887554983,3.9309436531152,3.55597277965543,424.318708707475,428.89583774383,427.061947648896,428.969120640423,427.19516701974,429.354689735108,427.563431864063,425.249849138551,429.626992124307,425.402464251926,427.840661996873,435.905843516507,435.065194425366,2046.71687394374,2047.36513482938,2044.66681868305
1,1.75,3.12590823950614,-5.0279039386296,0.167048659633388,0.487216591347584,0.126541853093211,0.563247066541233,0.391307834211241,0.883901504545742,0.522808146505385,-2.1052884133998,1.49592092996018,0.977053519919261,2.495,1.95,1.2,0.775,0.2525,-5.21285,-5.08075,-5.1705,-5.259275,-5.2528,-5.3163,-5.879625,96.6418975,88.3425,0.6769,-3.49,-3.6125,-3.51,-3.04,-2.1525,1.4,-0.785,2.7,0.23,284.975,294.425,301.85,301.65,0.16,0.17,0.39,0.24,0.0875,0.19,0.17,0.16,0.03,0.14,0.3095,0.32575,1.408,1.867,2.574,2.9835,3.564,4.0685,5.511,0.06,0.1145,0.39175,1.495,2.301,2.72875,3.475,3.763,5.17225,0.4385,1.066,1.291,2.163,2.42475,2.81125,3.54525,3.614,5.25125,1.12375,1.05625,1.565,1.852,2.10025,2.60675,3.36225,4.0315,5.12,0.09775,0.28,0.623,1.25375,1.98375,2.4575,3.358,3.64725,4.6915,-3.983,-2.91,-4.429,-6.4975,4.02369093721367,3.59311440182384,3.40605876706055,3.55742172834662,3.88301795623852,3.87395336137147,3.49795724806575,424.490213926665,428.842317077515,427.247523598554,428.907994331984,427.36562614113,429.053828406899,428.426191316478,425.22507914433,428.849710167086,425.372801640513,427.014810663152,435.0337873508,434.129740240559,2047.54338723478,2046.5054781413,2044.38744066201
1,2.25,3.14545775570864,-4.89362066221504,0.156970218786928,0.466897623169108,0.194520594902751,0.445841445108672,0.641569313686302,0.547321438302619,0.51833184023942,-1.82082135331209,1.01156254989897,0.957576919510736,2.425,1.86,1.12,0.7525,0.24,-5.2554,-5.057,-5.224125,-5.35105,-5.32255,-5.49835,-5.774825,96.64546,88.42,0.6444,-3.57,-3.735,-3.7125,-3.03,-1.94,1.4,-0.72,2.7,0.2375,283.95,293.625,302.05,301.725,0.1575,0.17,0.39,0.24,0.09,0.19,0.17,0.16,0.03,0.14,0.30925,0.32175,1.409,1.882,2.568,2.984,3.563,4.06775,5.511,0.051,0.09025,0.38975,1.4945,2.3,2.7285,3.47425,3.762,5.17275,0.431,1.069,1.287,2.1625,2.428,2.8105,3.545,3.613,5.25025,1.12525,1.055,1.56475,1.854,2.0995,2.606,3.362,4.0305,5.119,0.09275,0.27775,0.622,1.2535,1.983,2.4565,3.358,3.6465,4.69025,-4.0135,-4.6215,-4.4,-6.25,4.05444094959076,3.60657607480259,3.55817874723046,3.58855096653197,3.85901981688479,3.80968619635271,3.48555377074254,424.461728017425,428.585777525461,427.231903022848,429.154340659411,427.252193756627,429.211332029763,427.410153888235,425.567734495684,428.806315882059,425.662883471918,428.581803111867,435.628147940679,433.185299968225,2046.9545244117,2047.21439216444,2044.50809884528
1,2.75,3.09447068898658,-4.96682213315839,0.166473170979863,0.468581203059577,0.216154708982834,0.544110674681992,0.741504463060373,0.654044624897808,0.547431167481985,-1.92735488828924,0.376073238034978,0.96751693608402,2.485,1.92,1.19,0.7975,0.245,-5.2338,-5.018,-5.3143,-5.415225,-5.5416,-5.4584,-6.12975,96.6989725,88.15,0.6498,-3.83,-3.8975,-3.7625,-3.22,-1.9825,1.4,-0.7275,2.8,0.23,284.05,293.925,301.4,301.45,0.16,0.17,0.39,0.24,0.0875,0.19,0.17,0.16,0.03,0.14,0.306,0.31625,1.4095,1.8765,2.567,2.9815,3.56225,4.06675,5.50975,0.0285,0.0895,0.3875,1.49325,2.299,2.7205,3.474,3.7615,5.17025,0.43175,1.068,1.283,2.16225,2.428,2.80975,3.544,3.613,5.25,1.126,1.053,1.5645,1.8505,2.0995,2.605,3.361,4.032,5.118,0.098,0.27625,0.621,1.2535,1.983,2.4565,3.357,3.64625,4.6895,-4.0095,-2.988,-4.44,-6.145,3.96558162440721,3.49950206261676,3.37672773547257,3.38670586151175,3.82839285158945,3.72848546996813,3.39766528760305,424.261991376732,428.543471140248,427.217663647566,428.728669349037,427.79754594919,429.069907443557,428.187845073639,425.330309038955,429.901766145946,426.076830314071,427.126179196714,433.13389228964,433.757279049458,2047.30076105895,2047.88494929679,2045.13627022387
1,3.25,2.97259236474343,-5.12331999538986,0.157794634035004,0.446482146952346,0.111188229452193,0.455781160782273,1.11263951754121,0.403608995042156,0.517529042330748,-1.90765666795033,1.1911466959939,0.943428921681431,2.28,1.77,1.14,0.7825,0.2325,-5.234,-5.04975,-5.341225,-5.4625,-5.71315,-5.642525,-6.04015,96.706755,88.6,0.6352,-3.79,-3.8175,-3.705,-3.22,-1.9475,1.4,-0.73,2.7,0.2175,283.625,293.85,300.75,300.925,0.1575,0.17,0.39,0.24,0.0875,0.19,0.17,0.16,0.04,0.14,0.289,0.3095,1.41,1.87575,2.567,2.9805,3.561,4.06575,5.50875,0.01225,0.091,0.38775,1.492,2.2915,2.72025,3.473,3.7605,5.1715,0.434,1.065,1.277,2.1075,2.428,2.80875,3.543,3.6115,5.249,1.127,1.05,1.566,1.852,2.09925,2.608,3.36,4.031,5.118,0.10375,0.2755,0.62,1.25375,1.98375,2.4565,3.35275,3.6455,4.6885,-3.945,-3.071,-4.43525,-6.515,3.90386200602126,3.51243026591368,3.443368078447,3.48563305375044,3.80505212277638,3.78117475776757,3.40086249639645,424.373259704295,428.700064682155,427.174276886584,428.553870416354,426.999971721024,428.819380324558,427.338991300033,425.262983659517,429.934916654556,426.076028294987,430.166079275183,434.46491213566,432.82256613225,2048.21699249751,2046.08161309436,2043.22092598175
1,3.75,3.09651777962462,-5.16235064668734,0.172152259188232,0.471849674710323,0.163945946256492,0.555375322167391,1.53967098077169,0.796567445993918,0.528150476246558,-1.67071025856673,0.929997990179772,0.915665675730464,2.3125,1.81,1.12,0.8,0.235,-5.466625,-5.16775,-5.3047,-5.483125,-5.7724,-5.56885,-6.09385,96.69853,88.8175,0.61995,-3.83,-3.8025,-3.7825,-3.21,-2.2125,1.4,-0.76,2.7,0.1975,283.475,293.35,300.8,300.55,0.1575,0.17,0.39,0.24,0.08,0.19,0.17,0.16,0.04,0.14,0.276,0.30725,1.411,1.879,2.566,2.98025,3.56075,4.065,5.50775,0.00875,0.094,0.38725,1.489,2.29075,2.71925,3.47275,3.76,5.172,0.437,1.05025,1.276,2.16125,2.428,2.80725,3.5425,3.6105,5.249,1.12775,1.049,1.5675,1.84325,2.0985,2.607,3.36,4.031,5.117,0.0975,0.275,0.62275,1.2555,1.983,2.45625,3.352,3.6445,4.68825,-3.92525,-3.5985,-4.411,-5.99,3.87366884697749,3.48252471775027,3.40078328699962,3.45234980565939,3.77904411241396,3.69009860748393,3.35609079395857,424.674875859173,428.730004953255,427.55805618901,428.725711245113,427.720304125188,429.033848270724,427.946868137994,426.364902045401,429.331848080835,426.513438718537,428.453361983514,434.095610998274,433.654505544564,2048.06659018881,2045.39462309776,2043.36208256651
1,4.25,2.9368170110011,-5.02181010777019,0.161697427558653,0.418399181153696,0.1701276352865,0.415090558113861,0.511979859346917,0.647369333254459,0.496265356139104,-1.73484939049669,0.910840848119224,0.948300917121245,2.235,1.72,1.07,0.75,0.2125,-5.31515,-5.094,-5.2913,-5.354125,-5.67195,-5.4281,-6.1592,96.70095,88.88,0.5924,-3.76,-3.7525,-3.9725,-3.13,-2.295,1.3,-0.745,2.7,0.1775,284.375,293.375,301.175,300.05,0.15,0.17,0.39,0.24,0.08,0.19,0.17,0.16,0.05,0.14,0.266,0.31075,1.411,1.877,2.57025,2.97975,3.55975,4.064,5.50675,0.01075,0.09875,0.38625,1.48625,2.28975,2.72675,3.472,3.7595,5.1635,0.44,1.047,1.272,2.161,2.4275,2.80625,3.5425,3.6105,5.24775,1.12875,1.051,1.566,1.8425,2.0985,2.607,3.359,4.0265,5.116,0.092,0.27425,0.61875,1.2555,1.983,2.45625,3.352,3.6295,4.6875,-3.91725,-5.12975,-4.39175,-4.85,3.89358516910826,3.5894029204565,3.46003809132668,3.59971558806852,3.69804066883906,3.70318759275765,3.39382433698307,424.617688765995,429.161626281565,427.606986519186,429.60073765407,427.606978389306,429.33519954298,428.055946876586,426.148526396602,429.416116834913,426.263809872297,429.435810840291,434.630277004302,433.634128720081,2049.62936075142,2051.43753016053,2044.82138418108
1,4.75,3.04061899294439,-5.11781210943093,0.151471381144547,0.55535918280337,0.0865379895221599,0.431277850146698,1.0626097094471,0.6307598911141,0.52679746789354,-2.02517089449393,1.56389843585195,0.909958285133244,2.3225,1.81,1.15,0.8,0.24,-5.375625,-5.1095,-5.3115,-5.2913,-5.293,-5.3195,-6.36775,96.6949675,89.19,0.5826,-3.88,-3.85,-4.055,-3.3,-2.3075,1.3,-0.6975,2.7,0.18,283.725,293.025,300.925,300.3,0.15,0.17,0.39,0.24,0.08,0.19,0.17,0.16,0.05,0.14,0.28075,0.31575,1.41175,1.876,2.565,2.978,3.559,4.06375,5.50575,0.01275,0.1005,0.38575,1.4835,2.289,2.72575,3.4695,3.7575,5.16775,0.443,1.044,1.272,2.216,2.427,2.8055,3.54125,3.6095,5.247,1.1305,1.052,1.5665,1.841,2.0985,2.603,3.3595,4.027,5.115,0.094,0.2725,0.61625,1.256,1.983,2.45625,3.35175,3.64275,4.6865,-3.935,-2.946,-4.40675,-4.1525,3.90247246611593,3.58389534556083,3.48266258083299,3.5860012140519,3.66291067270129,3.62504231768749,3.41298121417281,424.830189118766,429.642338971021,427.453378553986,429.878242578318,427.74409117059,429.809019089457,428.200666601103,426.611358563449,427.293864690535,426.961120530124,426.538984342933,435.485911424402,433.666745221972,2053.01742230424,2052.42452434914,2042.81368082723
