DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.797875,0.550175,-1.99690000000001,3.25235,0.402325,4.6535,92.8852,376.38,0.735999999999999,2.7937,4.52,0.413399999999998,0.848025,1.4073,3.511625
1,0.75,1.112025,0.5435,-1.1934,3.110525,0.489825,3.94325,93.0232,377.167,0.753499999999999,2.948,4.095,0.534899999999999,0.844075,1.3336,3.64165
1,1.25,0.446974999999999,0.5324,-0.833500000000003,3.017225,0.4124,5.62,93.2302,377.11,0.748499999999999,1.4037,4.3167,0.3375,0.8508,1.2332,3.641
1,1.75,2.96607499999999,0.550375,-0.914550000000004,2.90625,0.572925,6.0915,93.192,376.466,0.726,1.9806,4.367,0.28715,0.885175,1.3969,3.43885
1,2.25,1.775975,0.542175,-0.752850000000004,3.033625,0.28575,5.40225,93.0652,376.6405,0.7265,3.1335,4.3398,0.463699999999988,0.831375,1.6179,3.329775
1,2.75,0.710199999999999,0.510675,-0.179850000000002,2.880325,0.461499999999999,6.31375,93.2172,376.941,0.713,3.87779999999999,4.295,0.663699999999998,0.805325,1.6096,3.5278
1,3.25,1.20195,0.50775,0.536899999999998,3.014875,1.2266,11.37325,93.058,378.372,0.686,3.808,4.5423,0.407849999999992,0.82885,1.6208,3.75805
1,3.75,1.871025,0.514875,0.589049999999995,3.096875,0.426499999999999,11.59325,92.327,378.074,0.6935,3.7231,4.3969,0.508799999999992,0.829175,1.6765,4.0311
1,4.25,0.3836,0.497,-0.163150000000008,2.7365,0.164,8.6443,92.40655,395.010275,0.774,2.8344,4.0388,0.555199999999996,0.839,1.6117,2.87225
1,4.75,0.28875,0.53415,-0.828050000000011,3.12335,0.152,7.6418,92.406,391.05085,0.796,3.99879999999999,4.5344,0.40315,0.861725,1.8072,3.120275
1,5.25,0.371,0.52235,-1.27365000000001,3.03395,0.5675,8.23235,92.46645,386.893525,0.786,3.455,4.3967,0.569199999999997,0.872325,1.8137,3.331175
1,5.75,0.656825,0.5449,-1.73360000000001,3.0541,3.040725,19.671125,92.5352,383.8141,0.76,3.0509,4.5125,0.332999999999994,0.805025,1.7654,3.9128
1,6.25,0.91645,0.58775,-3.18775000000003,3.15675,0.914025,14.6696,91.7158,383.2243,0.718,2.974475,4.658075,0.211949999999994,0.812075,1.352775,4.084375
1,6.75,0.9457,0.5986,-4.54357500000003,3.4581,0.9234,23.889825,91.12915,384.51175,0.716,2.29092500000001,4.676625,0.0794999999999915,0.888775,1.3744,4.1388
1,7.25,0.9757,0.6039,-5.47047500000004,3.462,0.8488,9.244725,90.9191,382.802875,0.724,3.08020000000001,4.801625,0.163424999999991,0.845875,1.380375,4.1036
1,7.75,0.90215,0.6122,-5.76495000000004,3.4944,0.53475,13.692,90.87755,380.66225,0.734,2.663125,4.81115,0.372374999999994,0.86195,1.449225,4.1944
1,8.25,1.357375,0.65905,-5.87312500000004,3.65215,0.67125,36.181,90.9424,381.8534,0.714,9.255025,5.7722,0.435274999999997,1.424875,1.828,2.1012
1,8.75,0.2924,0.6882,-5.90537500000004,3.573775,0.526,10.9288,91.04215,380.398,0.676,9.973775,21.764875,10.579125,6.1801,7.81862500000001,2.103825
1,9.25,1.2182,0.678,-5.81045000000004,3.6963,0.822000000000001,13.6836,90.6998,381.9729,0.742000000000001,15.45165,70.881175,76.1708999999999,16.671625,28.5581,2.57755
1,9.75,2.8847,0.651225,-5.80255000000004,3.704725,0.503825,32.5376,90.8682,380.1708,0.878000000000001,19.5074,167.839825,134.890325,30.98375,47.94545,2.59135
1,10.25,1.83625,0.72245,-5.70630000000004,3.85265,0.522,35.048,90.8485,378.744575,0.975249999999999,36.350025,275.0323,189.556475,48.5003,64.156575,2.6061
1,10.75,1.3257,0.70265,-5.60717500000005,3.7092,0.63745,61.439375,91.05925,381.3603,1.13775,57.86965,366.067575,234.4068,63.1955,92.415425,2.61405
1,11.25,4.52825,0.75395,-5.51307500000005,3.88735,0.7089,81.395125,91.22925,379.9546,1.23375,60.554775,445.631725,272.0664,78.522225,100.0256,2.6412
1,11.75,5.1951,0.7336,-5.20890000000005,3.9718,0.3666,80.5402999999999,90.9884,378.7903,1.377,70.00385,522.5831,301.0192,88.007075,129.6543,2.679
1,12.25,4.56765,0.7361,-4.70795000000005,4.2489,0.497,82.8681999999999,91.1538,377.8102,1.564,72.81985,543.72545,304.73435,96.525375,132.3177,2.7205
1,12.75,2.6478,0.69875,-4.20157500000005,3.956625,0.694900000000001,82.6077999999999,91.316,376.9725,1.649,79.195175,560.8668,306.849775,94.510275,124.83715,2.788
1,13.25,2.86655,0.656125,-3.58867500000005,4.079625,0.6592,91.2165999999999,91.3396,376.2517,1.754,84.907375,555.13385,304.4876,92.42395,129.8655,2.8595
1,13.75,2.8563,0.716375,-2.72475000000004,4.24625,0.35765,87.6572,91.4686,375.549,1.782,77.0815,505.126025,279.775075,86.52365,120.90045,2.926
1,14.25,3.0433,0.7215,-2.06152500000004,4.149,0.4883,77.74575,91.3704,375.06425,1.819,70.0021750000001,464.418375,249.2884,71.17855,113.74255,3.006
1,14.75,3.04255,0.749875,-1.90482500000003,4.092,0.53435,52.175425,90.2762,374.5951,1.7815,54.744125,385.308875,208.5829,56.57155,84.753025,3.0155
1,15.25,2.18245,0.676875,-1.83815000000003,3.781625,0.3817,26.69495,89.0146,374.2265,1.634,33.8452,297.06465,157.951375,40.443425,60.09735,3.0275
1,15.75,1.25755,0.60725,-2.18765000000003,3.446,0.40115,16.2742,89.9076,373.87575,1.5625,17.491325,199.6396,103.971825,31.86105,38.836875,3.0185
1,16.25,0.7317,0.676,-2.34432500000003,3.666125,0.2997,10.24645,90.5542,373.60645,1.444,9.871075,90.58,48.1430499999999,16.4781,22.615925,3.009
1,16.75,1.07835,0.6163,-2.50570000000003,3.64835,0.39215,10.01705,91.3216,373.45215,1.2545,9.7366,23.454925,11.641625,7.142325,6.578125,2.992
1,17.25,1.14695,0.65465,-2.79865000000003,3.5154,0.31525,5.731625,92.338,373.3063,1.1005,7.31105000000001,4.91675,-0.0940750000000017,1.740225,1.522125,2.9775
1,17.75,0.814600000000001,0.5776,-3.00100000000002,3.3003,0.24585,5.162875,92.4722,373.18525,1.0375,7.2092,4.6379,-0.207000000000001,0.864925,1.2713,2.9635
1,18.25,0.71015,0.7078,-3.15350000000002,3.8816,0.3334,6.063625,92.6248,373.05735,1.041,7.075925,4.2231,-0.128550000000002,0.815,1.411575,2.9785
1,18.75,1.2671,0.6938,-3.03787500000002,3.94155,0.37995,5.5025,92.9998,372.8988,1.032,7.37270000000001,4.1154,0.103449999999999,0.858075,1.38875,3.0645
1,19.25,1.47375,0.67905,-2.99945000000002,3.9145,0.26565,3.35165,92.61,372.6821,0.996,4.198525,4.26295,0.512674999999998,0.805325,1.502525,2.991
1,19.75,1.13515,0.7199,-2.92415000000002,3.78525,0.80145,1.513725,92.7056,372.55065,0.9375,6.80947500000001,4.19825,1.84219999999999,0.8282,1.3448,2.9395
1,20.25,2.45725,0.6622,-3.13940000000002,3.49385,0.41945,4.8717,92.8244,371.9534,0.9015,6.27022500000001,3.7332,1.07889999999999,0.844775,1.39885,2.750675
1,20.75,1.0349,0.6727,-3.27640000000002,3.49435,0.318,3.657675,92.8272,372.45375,0.846,6.413775,3.405175,0.312399999999994,0.882775,1.436125,2.672
1,21.25,3.3276,0.6883,-3.37872500000002,3.71865,0.5006,3.729525,92.7668,372.4041,0.8075,5.60052500000001,3.11285,0.500549999999999,0.86355,1.40015,2.608525
1,21.75,2.1237,0.6378,-3.60095000000002,3.53515,0.4721,4.186475,92.5094,372.34575,0.8,7.32425,3.357725,1.0149,0.856875,1.537975,2.4265
1,22.25,17.824875,0.65115,-4.56637500000003,3.58165,0.4327,7.0272,92.3844,372.23145,0.7675,6.97967500000001,3.2022,0.553099999999997,0.838675,1.45095,2.656
1,22.75,3.01374999999999,0.58205,-3.66722500000002,3.33985,0.706724999999999,9.88190000000001,92.4794,372.2385,0.739,7.60757500000001,3.49,0.632174999999993,0.8288,1.7681,2.7135
1,23.25,2.1498,0.535675,-2.84647500000002,3.25375,0.39335,6.9178,92.3812,372.305,0.727,8.15535000000001,4.87325,0.990124999999999,0.841275,1.540275,2.754225
1,23.75,3.04487499999999,0.601275,-2.79837500000002,3.304825,0.32315,4.511325,92.6998,372.34975,0.735,4.19537500000001,4.9774,0.507699999999998,0.85155,1.365125,2.9435
2,0.25,2.4458,0.644025,-5.94025,3.78765,0.2676,4.9780999999999,93.2226,373.746,0.4015,2.75525,2.677625,0.0211999999999995,0.829275,1.211875,3.5301
2,0.75,2.447125,0.648375,-6.043125,3.8701,0.440225,13.0781,93.1716,373.834,0.41,4.59225,3.51125,1.0605,0.85,1.780625,3.1549
2,1.25,0.5676,0.6155,-6.09075,3.6898,0.303,42.9128249999986,93.1738,373.953,0.4285,3.3015,2.48125,0.439524999999999,0.8503,1.089,3.13985
2,1.75,0.42325,0.6208,-6.118875,3.6872,0.7831,11.6387,93.081,374.222,0.4725,4.184875,3.340875,1.059475,0.771675,1.46925,3.263
2,2.25,1.203225,0.5657,-6.04675,3.371125,0.287775,3.47774999999999,93.0328,374.2795,0.505,2.3025,3.352,1.4806,0.836975,1.785,3.18595
