DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,SW_IN
1,0.25,3.46697960571364,-27.9434780341371,0.250880923665645,-13.317825,-54.12328,-8.890114,-9.5464545,75.331790792686,0.53677280081183,65.81694,0.8145444,14.2447,399.833833134825,2.80168770353557,-7.35204,0.003221
1,0.75,2.67361323372192,-25.6646845647691,0.290294054297982,-12.966082,-52.307395,-8.934957,-9.560497,76.1602495935846,0.536793853711267,65.79733,0.8215935,14.01529,399.726903800792,2.75686275543804,-7.346376,0.003362
1,1.25,3.29534276861234,-23.5812589424842,0.35168851407924,-12.90348,-53.1545,-8.933089,-9.5301245,76.4059390927415,0.56178344641758,65.80102,0.81328105,14.32059,399.716113701595,2.75493406831534,-7.402911,0.00364483333333333
1,1.75,3.6307479216812,-24.2384171408277,0.444438338443365,-12.7805625,-51.26551,-8.8625,-9.5754695,75.5342712931362,0.589339750318126,65.7922,0.8158763,14.53297,399.692932487257,2.71176740548513,-7.443006,0.00336516666666666
1,2.25,2.92782434400167,-23.9857567731947,0.175200030354338,-12.670745,-53.32056,-8.9862315,-9.7307805,75.0572730868695,0.572618226130778,65.79527,0.81334825,14.23886,400.021062071768,2.75723070587654,-7.520886,0.00289783333333333
1,2.75,2.85616403792515,-21.681652298339,0.360317248020744,-12.85106,-55.24,-9.018198,-9.601585,75.6525740646622,0.573732668837392,65.79478,0.8133481,14.280955,399.755739878555,2.71958253457746,-7.641201,0.00383483333333334
1,3.25,2.91873239547494,-25.3780704735239,0.303160535161202,-12.5769075,-52.59432,-8.858213,-9.595282,74.6752184218315,0.572438260152585,65.794405,0.81151915,14.093465,399.944456786291,2.67249538392238,-7.611216,0.004019
1,3.75,4.07938255706846,-24.788818360852,0.254484375755297,-11.99912,-51.786625,-8.968686,-9.606501,75.6360480588307,0.592681671194755,65.75983,0.8218901,14.28944,399.682897693352,2.68300883805253,-7.66453,0.00439516666666667
1,4.25,3.32229226834711,-22.6231569093587,0.346523596689894,-11.27783175,-52.84465,-9.001693,-9.806401,75.3721906034417,0.59974588152126,65.75339,0.8137737,14.44963,399.868262876823,2.6648181104876,-7.746964,0.0053305
1,4.75,3.79806219827897,-27.037124484992,0.343549475372725,-11.4254,-52.16362,-9.139049,-9.8303235,75.4756175018538,0.578491027906707,65.762065,0.83332005,14.550545,399.763874847698,2.59602355216143,-7.825825,0.004768
