DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-0.03306555,-10.9575,22.042175,2.0130625,12.0972,3.917135,0.45452825,21.839925,413.89675,16.74855,2320.125,1.0685775,0.76393525,0.5106205,317.614987080104,316.208609271523,0.0676485660066667,94.892975,-1.15974166932988,-1.4510247666906,0.933813870352717,14.315425,102.625
1,0.75,-0.03314535,-10.098875,28.700375,2.0680375,18.2977375,3.87524,0.43308,21.78635,414.691,17.0736,2320.125,1.021505,0.801735,0.513383,319.532299741602,316.422392384106,0.0677888183766667,95.476575,-1.09796734814614,-0.874011127063891,1.90477597712106,14.115925,102.6215
1,1.25,-0.04611025,-9.242415,28.8368,1.95622,24.498275,4.01609,0.461335,21.8374,415.2255,17.2412,2320.125,1.08738,0.767004,0.5227095,321.16451335056,318.108029801325,0.0672559384,96.103475,-1.08013999334135,-1.1085175879397,1.9786391801716,14.3016,102.6125
1,1.75,-0.050327,-8.02529,22.06575,2.040235,25.2567430555556,3.980415,0.448959,21.8602,417.4455,17.4008,2320.125,1.19178,0.8046375,0.5045635,316.026485788114,319.033319536424,0.0660611136666667,95.904475,-1.11022442287699,-0.920030509691313,1.80058627264061,14.423875,102.596
1,2.25,-0.0478671,-7.95993,23.9201,2.16075,26.0152111111111,4.132325,0.4934665,21.5128,417.866,17.529925,2320.125,1.139225,0.7984965,0.549811,316.016365202412,318.775041390729,0.0665347957333333,95.8582,-1.16173426149542,-0.848645010768126,1.99912535748332,14.345525,102.6005
1,2.75,-0.0372854,-11.83215,24.9383,2.20663,26.7736791666667,4.228545,0.4506615,21.61875,416.305,16.65025,2320.125,1.112255,0.7633515,0.5399705,317.545004306633,319.541183774834,0.0673354122733333,96.046,-1.35544932274062,-1.10940775305097,2.07104146806482,14.4551,102.5965
1,3.25,-0.036740975,-9.7305975,20.525,2.28958,27.5321472222222,4.051915,0.461643,21.17745,415.887,15.991775,2320.125,1.12957,0.7991285,0.5386245,320.914944013781,318.748965231788,0.0673270401033333,95.874025,-1.23127013420637,-0.846993898061738,2.00506196377502,14.314525,102.5885
1,3.75,-0.04481975,-11.2284,22.419,2.591,28.2906152777778,3.93011,0.4489885,21.2177,416.143,16.210975,2320.125,1.0733,0.779264,0.5259,320.734496124031,317.909561258278,0.0668544940833333,95.5989,-0.992349919623962,-0.801988513998564,1.85512154432793,14.170725,102.589
1,4.25,-0.04087185,-9.2897375,20.83475,2.4671675,29.0490833333333,4.145845,0.47809075,21.187675,417.83025,16.7978,2320.125,1.1501,0.82571975,0.54879075,323.514857881137,319.744619205298,0.0671298619166667,95.365975,-0.867364285560313,-0.512451543431443,1.78956863679695,14.2566,102.597
1,4.75,-0.0411436,-8.419705,21.0049,2.306125,29.8075513888889,4.163745,0.465825,21.2968,418.446,16.6034,2320.125,1.1592675,0.832935,0.5285045,324.947459086994,314.191225165563,0.06849531592,95.828,-1.186764630178,-0.544526920315865,1.86223069590086,14.0115,102.57975
1,5.25,-0.05123745,-13.665425,22.5499,2.67113,30.5660194444444,4.268545,0.506942,21.19955,417.93125,16.25685,2320.125,1.1996825,0.88912,0.5511145,322.546942291128,315.663907284768,0.0665078269733333,95.8717,-0.968474598924047,-0.71218808327351,2.02489990467112,13.8552,102.60075
1,5.75,-0.0462432,-9.7537275,30.5264,2.71142,31.3244875,4.38878,0.50069075,21.1012,420.38425,16.1448,2320.125,1.25226,0.88596025,0.56666375,320.483204134367,313.306291390728,0.06821258848,95.9518,-1.34770270390493,-0.777616654702082,2.08225929456625,13.7129,102.632
1,6.25,-0.050787,-8.09608,32.818,2.7668375,32.0829555555556,4.32551,0.5098965,20.560725,418.782,15.93065,2320.125,1.1866,0.90108725,0.55761575,319.363479758829,314.221026490066,0.0838013220533333,95.897,-0.950387338435348,-1.20701363962671,0.923600571973308,13.619,102.65175
1,6.75,-0.0406208,-9.8512325,32.673,2.83771,32.8414236111111,4.3425925,0.51794575,20.6645,419.49,15.596,2320.125,1.2263,0.870448,0.58244225,318.800172265289,313.882450331126,3.99741234533333,96.286,-0.142485762600302,0.625835606604451,2.26009532888465,13.6834,102.6375
1,7.25,-0.046451625,-10.121165,36.6981,2.2879375,33.5998916666667,4.285525,0.51052375,20.750175,421.72825,15.38615,2320.125,1.23137,0.86254825,0.57280375,315.747631352283,313.769867549669,56.6908031866667,95.8317,29.8724662396827,43.2040201005025,10.7243088655863,13.6043,102.71375
1,7.75,-0.0671154,5.14521,42.970375,1.5018,34.3583597222222,4.7463525,0.52713325,20.467425,418.93875,15.15615,2320.125,1.2961325,0.95467375,0.60279275,314.877691645133,316.905629139073,181.208334133333,94.7102,111.963714527971,132.585068198134,20.6213536701621,14.1927,102.75875
1,8.25,-0.0734059,32.633125,61.54475,0.9841025,35.1168277777778,4.5218,0.53355475,20.0205,417.893,14.7434,2320.125,1.308465,1.0133025,0.60696775,318.441860465116,322.420529801325,304.6106624,94.5704,208.797581397386,239.02656137832,30.238894184938,14.7703,102.77375
1,8.75,-0.097461775,74.554875,75.78365,-0.1136883,35.8752958333333,4.5876375,0.53689425,20.986425,415.7865,15.12135,2320.125,1.2628275,0.9766225,0.59811825,320.062876830319,327.922185430464,442.297542666667,91.0367,305.831454425881,347.587221823403,40.078360343184,15.5687,102.73975
1,9.25,-0.105081,99.4252,86.5998,-1.106275,36.6337638888889,4.34684,0.5231435,21.7745,416.82175,15.73565,2320.125,1.23592,0.994634,0.602295,317.063738156761,328.228476821192,601.137611866667,89.3173,396.513086746548,443.183058147882,48.449857006673,15.624,102.789
