DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.0383127595192151,-0.959678967886139,0.0911329507508588,-21.0940865243639,0.367386865605675,420.000843944061,0.292268887081486,412.613245107216,0.417170572627609,0.372552768424535,412.737996742803,0.389054050596227,0.365621915185619,412.83876390941,0.391930484494097,0.369158756565818,412.843016376996,0.365693203476015,0.311038364793862,2.07840124464835,-22.4415916601517,0.240740643436726,1.295,1.18,-15.24175,-29.078,-17.389575,-17.0425,89.889235,51.0875,0.751875,-27.49,-12.595,-14.68,0.7,-3.3575,1.8,-1.1825,-1.0825,172.275,195.25,233.875,252.2,-0.22,-0.1,-0.46,-0.2175,-0.28,0.03,-0.09,-0.21,-3.448,-2.914,-2.1795,-4.35725,-3.79725,-2.878,-2.67875,-2.493,-2.2105,-1.5905,-6.758,-5.60725,-4.098,-3.556,-3.277,-2.018,-1.6195,-6.229,-5.3745,-4.8445,-3.955,-3.8165,-3.314,-9.64725,-9.32275,-5.237,-8.07525,-4.3505,-39.24
1,0.75,-0.0210134630408501,-1.12428536155196,0.0940075043898995,-23.0126513363795,0.410802935656498,420.044366827764,0.281109796453906,413.238094396686,0.40857629921872,0.362367186079595,413.201256144349,0.379991898084141,0.35393037243039,413.418516676504,0.377052911104392,0.337380707395029,413.537189212901,0.382173221819803,0.288631398158298,2.08245335353093,-22.6667142255662,0.252881183839104,1.2275,1.34,-14.79135,-28.964,-15.507425,-16.4044,89.89061,51.7,0.725025,-28.1,-12.47,-14.7275,0.7,-3.7275,2.1,-1.21,-0.98,172.7,193.9,234.8,252.25,-0.22,-0.1,-0.47,-0.23,-0.275,0.03,-0.09,-0.215,-3.443,-2.9085,-2.1975,-4.379,-3.8055,-2.881,-2.676,-2.483,-2.2015,-1.599,-6.75225,-5.58875,-4.125,-3.58575,-3.28275,-2.02175,-1.644,-6.2315,-5.374,-4.844,-3.955,-3.7905,-3.314,-9.6485,-9.3235,-5.503,-8.034,-4.3535,-50.2575
1,1.25,-0.0427423160501121,-1.50550055532943,0.085159767354955,-16.2623425160488,0.39607313558487,420.080603160735,0.291981645260763,412.99606267595,0.394469955551568,0.349253860361363,413.061140274643,0.379808382298359,0.381655109849538,413.034614254077,0.374474765292023,0.360922563091874,413.162179926865,0.387713838850974,0.294094655508487,1.75055418254582,-22.2373345149918,0.254123456901015,1.19,1.285,-14.993,-28.621,-15.6232,-16.4893,89.893535,52.56,0.831525,-28.2,-12.31,-14.7925,0.7,-3.5,2.2,-1.22,-0.95,173.8,194.6,236.45,252.35,-0.22,-0.1,-0.47,-0.22,-0.29,0.03,-0.09,-0.22,-3.438,-2.9035,-2.199,-4.3865,-3.803,-2.8855,-2.6785,-2.483,-2.2025,-1.5995,-6.747,-5.57875,-4.129,-3.59125,-3.2875,-2.02325,-1.646,-6.234,-5.373,-4.844,-3.9555,-3.791,-3.314,-9.6475,-9.3235,-5.444,-8.0615,-4.36525,-40.86
1,1.75,0.000723979115737557,-1.68357127331954,0.101738576244851,-16.922407469172,0.393942441489631,420.045799385082,0.296888020932444,413.218920513391,0.387485890967534,0.395638645479616,413.221006429034,0.3800266210673,0.394833554201173,413.294801627433,0.370977068107,0.374354788508067,413.264621036468,0.38258760660833,0.289976412973039,1.84560402479135,-22.0251171312131,0.295661678615532,1.33,1.335,-14.7312,-28.806,-15.56755,-16.247625,89.87472,53.475,0.8882,-28.39,-12.18,-14.725,0.7,-3.525,1.8,-1.2,-0.99,174.1,194.6,237.625,252.35,-0.22,-0.1,-0.47,-0.22,-0.265,0.025,-0.09,-0.21,-3.434,-2.8985,-2.2005,-4.3945,-3.805,-2.8885,-2.681,-2.484,-2.2035,-1.5995,-6.743,-5.57275,-4.1335,-3.5985,-3.29175,-2.0245,-1.6485,-6.237,-5.3735,-4.8435,-3.955,-3.7915,-3.3135,-9.648,-9.323,-5.1545,-7.83,-4.0315,-38.19
1,2.25,0.0187971022879541,-0.66872009454817,0.0898966138153838,-17.4017216431742,0.396962026053026,420.042304835961,0.283468368316336,413.262240547219,0.383944636794237,0.368187632998147,413.362155444005,0.378142934498785,0.380389059694295,413.37440955903,0.379552399354475,0.35877179406093,413.602024929056,0.357620900837127,0.302592063215948,2.02223763244436,-22.1286583890053,0.262844484558671,1.31,1.36,-14.865225,-29.006,-15.8689,-16.3824,89.83899,55.775,0.9854,-29,-12.18,-14.775,0.6,-3.46,1.8,-1.25,-0.93,172.5,192.4,238.525,252.3,-0.22,-0.09,-0.46,-0.22,-0.28,0.03,-0.09,-0.21,-3.429,-2.8935,-2.202,-4.402,-3.8075,-2.892,-2.6835,-2.484,-2.204,-1.6,-6.753,-5.57025,-4.139,-3.604,-3.296,-2.02575,-1.65075,-6.239,-5.373,-4.8435,-3.955,-3.792,-3.314,-9.6485,-9.323,-5.21,-7.90125,-4.41975,-40.325
1,2.75,0.0162397712157618,-0.94296498904989,0.107385680347111,-21.4631126009913,0.389312010704388,419.997342738701,0.301803830302208,413.097445842499,0.363886795985667,0.376612759239567,412.733256351463,0.373478055527415,0.385382428551171,412.937888180227,0.367385265765444,0.376540690289833,413.315006252889,0.344020609723747,0.290790943887106,1.78686719859367,-22.5822176598241,0.261607600778826,1.05,1.135,-14.64045,-29.411,-15.842275,-16.416,89.8170075,55.44,1.0017,-29.37,-12.16,-14.7875,0.8,-3.44,1.8,-1.22,-1.02,170.2,193.4,238.95,252.25,-0.22,-0.09,-0.46,-0.22,-0.28,0.03,-0.09,-0.21,-3.4285,-2.889,-2.2035,-4.409,-3.81,-2.896,-2.685,-2.486,-2.2045,-1.601,-6.76175,-5.5675,-4.144,-3.612,-3.3,-2.027,-1.65275,-6.2425,-5.3725,-4.8435,-3.955,-3.7915,-3.3135,-9.6485,-9.322,-5.508,-7.964,-4.359,-41.64
1,3.25,0.00985909371411092,-2.2244324256452,0.105794502354388,-17.1031095188147,0.426046946566824,420.015356740917,0.286610288703979,412.697821413029,0.38260873459217,0.374902872245665,412.83334626776,0.382179233092338,0.403806585199702,412.811288975844,0.375519050101424,0.401886278721862,412.973603771317,0.36045105939659,0.291570082189107,1.72866357868579,-22.7218552731612,0.249719269124923,1.25,1.31,-14.1381,-29.384,-16.29175,-16.205,89.8137775,52,1.00395,-29.28,-12.14,-14.78,0.8,-3.635,2.3,-1.24,-0.75,170.4,193.7,239.2,252.275,-0.22,-0.1,-0.47,-0.21,-0.28,0.035,-0.09,-0.21,-3.431,-2.883,-2.2045,-4.41,-3.813,-2.9,-2.6855,-2.488,-2.2055,-1.601,-6.77025,-5.577,-4.149,-3.605,-3.304,-2.035,-1.6545,-6.2445,-5.3725,-4.843,-3.955,-3.792,-3.314,-9.6475,-9.322,-5.3765,-7.91,-4.078,-42.49
1,3.75,-0.013251859436992,-1.79212475756949,0.105924846198201,-22.4569259399083,0.419948241552307,419.772667381201,0.291288235270077,412.890247560323,0.383580425349635,0.391925822077726,412.799621186646,0.374889271134231,0.396392750901242,412.99734997757,0.374476318594125,0.426115600824677,413.070748418369,0.331210327205216,0.284569787773856,1.93257951254613,-21.8969266029437,0.267449763791143,1.16,1.23,-14.1032,-29.418,-16.1752,-16.1651,89.82301,53.345,1.025325,-29.21,-12.22,-14.7625,0.6,-3.435,1.8,-1.21,-0.96,171.5,193.6,239.475,252.675,-0.22,-0.09,-0.46,-0.22,-0.28,0.02,-0.09,-0.21,-3.4335,-2.8765,-2.2065,-4.4105,-3.815,-2.9035,-2.6855,-2.49,-2.2065,-1.6015,-6.77925,-5.584,-4.15375,-3.618,-3.308,-2.029,-1.6565,-6.247,-5.372,-4.8425,-3.955,-3.792,-3.314,-9.647,-9.3215,-5.383,-7.914,-4.096,-38.36
1,4.25,0.00572003561071119,-1.74481411231108,0.092697675262118,-8.78993191166709,0.39086717043706,419.81647368328,0.334429034238579,413.078255325926,0.390522334121527,0.39043923376137,412.577013922359,0.38630772026421,0.398451738386788,413.142005691888,0.370177353245549,0.396464482787892,413.263369527666,0.342159794372422,0.327563563170581,1.73863070998439,-22.5407002206076,0.26633519409862,1.05,1.0375,-14.2043,-29.223,-15.5664,-15.846225,89.82478,54.145,0.9597,-28.46,-12.36,-14.71,0.8,-3.595,2.1,-1.2,-1.1,172.5,193,239.3,252.575,-0.22,-0.1,-0.47,-0.22,-0.27,0.02,-0.09,-0.21,-3.436,-2.871,-2.208,-4.4245,-3.815,-2.9075,-2.686,-2.492,-2.207,-1.6015,-6.7785,-5.5955,-4.15875,-3.626,-3.31275,-2.03075,-1.65875,-6.2495,-5.372,-4.843,-3.955,-3.793,-3.314,-9.6465,-9.321,-5.4025,-8.11725,-4.37425,-38.07
1,4.75,0.0130524428777672,-0.658893561926527,0.0893431258233572,-15.6867911973264,0.372677541641522,419.917021943572,0.300107901955485,412.737631315286,0.396056274025801,0.395033214569857,412.759310431129,0.392191052423713,0.393726784147394,412.833835857912,0.382725801613561,0.425180746663819,412.934823173683,0.41075128626186,0.31620634004717,1.83368110815876,-22.2273292079695,0.247788691607239,1.05,1.01,-14.2141,-29.375,-15.69375,-16.3342,89.79725,54.225,0.9696,-27.87,-12.43,-14.665,1,-3.55,2.2,-1.22,-1.01,173.3,194.4,239.35,252.475,-0.22,-0.09,-0.47,-0.22,-0.28,0.03,-0.09,-0.215,-3.4365,-2.8645,-2.2095,-4.426,-3.8125,-2.911,-2.685,-2.494,-2.208,-1.6025,-6.77625,-5.606,-4.163,-3.636,-3.317,-2.03125,-1.66075,-6.252,-5.372,-4.843,-3.955,-3.793,-3.314,-9.6465,-9.3205,-5.132,-7.934,-4.068,-43.565
