DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_6_1
1,0.25,3.34176346384166,0.923317845679264,0.144738035346109,1.01939652029905,0.0811534653317856,0.902820634276345,4.63565055177388,0.415123873252072,0.510122568838246,-21.3815796355939,-3.38266616875493,0.935958179144936,2.69,2.245,1.15,0.93,0.4,0.56665,1.206,1.3513,1.90335,1.3455,1.81105,1.7093,97.56806,60.53,2.1416,1.27,1.24,0.61,1.55,1.64,1.4,-2.43,3.1,-0.94,0.5,270.5,320.1,304.6,316.6,0.06,-0.05,-0.12,-0.16,0.04,0.13,-0.07,-0.01,0.06,0.06,2.588,2.971,3.885,4.671,6.041,7.579,8.978,9.9235,10.574,3.262,3.493,4.504,5.188,6.1205,7.6815,8.846,8.992,10.7005,3.143,3.578,4.642,5.263,6.2065,7.599,8.783,9.672,10.411,1.894,2.543,3.497,4.209,5.318,7.054,8.232,9.8325,10.633,2.832,2.98,3.632,4.704,6.054,7.798,8.945,10.168,10.679,-7.182,-5.626,-5.615,-57.87,3.12653342384119,3.66087096922994,3.91679244287516,3.62456242184271,4.00066108981221,3.63485082309317,4.25245745087611,3.49224064534712,4.48339731523026,3.60767825247163,3.78733561143128,3.87974394942768,4.17786708976934,427.797040016074,425.628992959176,423.916794281267,427.409959314245,424.699338180823,426.051464614063,423.816288062429,426.378146486061,419.649679497905,426.026283644018,423.688768347329,428.69034286767,425.221164972481,2041.48371572857,2047.83871258817,2050.24340338106
1,0.75,3.3129871708653,0.725639129486808,0.140061135564487,0.690403260406018,-0.0568659408851484,0.557465260695567,6.02892930791554,0.396775556660919,0.490215973140626,-22.3662599406739,-3.27789875855477,0.912102274962854,2.66,2.23,1.23,0.935,0.4,0.4191,1.059,1.2743,1.51645,1.2636,1.7369,1.3999,97.55526,59.93,2.09475,1.37,1.06,0.55,1.51,1.55,1.4,-2.4,3.1,-0.96,0.51,274.4,319.6,303.8,315.9,0.06,-0.05,-0.08,-0.16,0.04,0.13,-0.06,-0.01,0.06,0.05,2.578,2.997,3.88,4.613,6.044,7.5795,8.976,9.9215,10.573,3.241,3.4565,4.49,5.1805,6.119,7.6825,8.846,8.992,10.7,3.136,3.553,4.59,5.265,6.209,7.5965,8.7805,9.669,10.401,1.833,2.541,3.47,4.202,5.312,7.054,8.232,9.8305,10.632,2.84,2.965,3.653,4.696,6.053,7.795,8.943,10.166,10.677,-7.1545,-5.599,-5.688,-56.31,2.95097592080656,3.48171867843829,3.87833345086902,3.50334447881324,3.93178601801137,3.50866777262981,4.05381914413884,3.48690003386128,4.15333455402479,3.52549750919951,3.50200179613964,3.83545310695491,3.78570019891368,427.338007589759,426.227510304719,422.139756127949,428.41034309526,423.400532881304,426.120405780523,422.533405484983,426.369182005001,419.621409988463,426.910707694978,423.136469061206,429.696049329434,425.678711601102,2038.57263566738,2042.54616698839,2030.94833582214
1,1.25,3.44343846747193,1.14977360513387,0.14152929507303,1.25910405139689,0.0941214217296572,0.800537338922683,6.46187418491536,-0.00907671164987051,0.477816116804186,-30.5749717269317,-0.789395430349164,0.929901119078376,2.64,2.16,1.11,0.9,0.39,0.3416,0.874,1.18145,1.53345,1.0267,1.75805,0.91075,97.53298,60.94,2.0933,1.47,1.18,0.3,1.13,1.49,1.4,-2.35,3.1,-0.93,0.49,274.3,319.4,302.4,314.2,0.06,-0.04,-0.08,-0.16,0.04,0.13,-0.07,-0.01,0.06,0.05,2.575,2.997,3.87,4.585,6.046,7.5795,8.972,9.92,10.573,3.223,3.473,4.4805,5.1765,6.1165,7.684,8.846,8.9915,10.699,3.168,3.554,4.577,5.251,6.203,7.602,8.7785,9.665,10.399,1.812,2.533,3.48,4.19,5.308,7.053,8.232,9.825,10.632,2.839,2.949,3.662,4.673,6.052,7.792,8.942,10.164,10.675,-7.2405,-5.962,-5.861,-51.4,2.93737643304666,3.58898135193011,3.75025988696652,3.53081782598347,3.42068710204267,3.68532927184604,3.92130551889143,3.64118039128951,4.592500054824,3.62658070253615,4.2103653531487,3.83694590936974,4.49074186385636,427.242053330295,426.048229530355,423.46574840909,427.845371876344,424.057981379838,425.594506168735,423.321858077599,425.947960948455,419.466515091176,426.016012677149,423.267603472516,428.07240220298,427.548015768791,2043.9869800622,2038.4703031121,2052.37037423508
1,1.75,3.36536073380784,0.697530544567514,0.154412237061288,1.29764310888361,-0.0812094888559291,1.3142555517215,6.27814229012346,-0.594661553137906,0.512076549720756,-33.4988219775779,-0.212758277059693,0.930253555022176,2.64,2.23,1.17,0.95,0.41,0.3591,0.612,0.7668,1.3614,0.5972,1.50915,1.02535,97.54171,62.075,2.0632,1.46,1.03,0.46,1.22,1.51,1.5,-2.28,3.15,-0.93,0.52,280.2,320.4,305.1,315.2,0.07,-0.05,-0.09,-0.16,0.05,0.13,-0.06,-0.01,0.06,0.05,2.584,2.981,3.878,4.584,6.043,7.5795,8.969,9.919,10.572,3.2225,3.4635,4.4815,5.1625,6.1135,7.681,8.8455,8.9915,10.698,3.147,3.542,4.614,5.25,6.198,7.595,8.7765,9.664,10.397,1.823,2.532,3.512,4.194,5.301,7.051,8.227,9.824,10.631,2.83,2.945,3.666,4.651,6.051,7.79,8.943,10.161,10.674,-7.43,-6.0925,-6.0555,-49.62,2.8720410396781,3.52149637220387,4.49999991853115,3.52981338823463,4.65175163272368,3.61723310604409,4.66348464923544,3.55058387870501,4.72886537637338,3.59880364488784,3.72400374453906,3.88348008476409,4.03891808871291,427.433874160767,426.183170618456,423.597062162979,428.695247722014,423.758095892733,426.094944183627,422.631014084933,426.563033772748,419.163317929953,426.790620319245,422.273741017401,428.653253328084,426.077875643877,2045.15229896026,2045.55263985934,2038.55255959562
1,2.25,3.43693575411673,0.563811564819787,0.160791223646624,0.949920902921283,0.0753164371011052,0.620976589944797,5.33763890913542,0.0447301600494625,0.550520503616023,-24.7623094886304,-3.1259250225535,0.972955770299298,2.61,2.16,1.15,0.91,0.42,0.30365,0.3455,0.5799,1.36395,0.6571,1.36875,0.89615,97.57812,62.11,2.067,1.53,1.07,0.44,1.17,1.53,1.5,-2.45,3.16666666666667,-0.98,0.53,270.2,321.1,303.2,314.9,0.07,-0.05,-0.12,-0.16,0.04,0.02,-0.07,-0.01,0.06,0.05,2.593,2.989,3.873,4.619,6.04,7.5775,8.965,9.918,10.571,3.242,3.449,4.478,5.163,6.111,7.678,8.845,8.991,10.697,3.112,3.54,4.575,5.252,6.193,7.5945,8.774,9.6625,10.395,1.789,2.513,3.529,4.168,5.296,7.049,8.227,9.822,10.63,2.833,2.915,3.664,4.646,6.05,7.787,8.948,10.159,10.672,-7.593,-6.069,-6.337,-48.33,2.77524406446062,3.33577583873702,3.42513340649614,3.28711722287582,2.93781899211749,3.38717159056998,3.83464294099837,3.34678177932062,4.59000002559762,3.38901317342803,4.49900127395686,3.66878362154117,4.26083207030744,427.240606740662,425.327867677105,423.626998158919,426.521568988141,425.907142342121,425.000329922828,424.069274416896,425.631472133379,420.965070726638,425.910783702207,421.692566269135,427.516791020812,425.610989079908,2044.42819457074,2052.63497660657,2066.22820860348
1,2.75,3.50083272723827,0.48078632651962,0.166156322467997,0.772917488126039,0.0302340251971714,1.13771277106065,5.74319165696498,-1.10538682433867,0.522990820439442,-25.0184545788502,-3.30298624961729,1.0144468105177,2.67,2.13,1.13,0.88,0.39,0.1095,0.1405,0.70675,1.12885,0.3093,0.9489,0.7385,97.57015,61.63,1.9998,1.06,0.72,0.34,1.16,1.55,1.4,-2.38,3.18333333333333,-0.97,0.535,275.2,319.5,302.2,314.7,0.07,-0.04,-0.1,-0.16,0.04,0.13,-0.06,-0.01,0.06,0.05,2.597,2.951,3.876,4.653,6.052,7.5745,8.962,9.917,10.571,3.241,3.4585,4.4605,5.169,6.1075,7.676,8.845,8.991,10.696,3.101,3.535,4.557,5.269,6.188,7.5935,8.7715,9.6615,10.4025,1.819,2.534,3.47,4.16,5.292,7.047,8.2295,9.821,10.626,2.809,2.897,3.6465,4.642,6.049,7.787,8.952,10.157,10.67,-7.657,-5.956,-6.104,-50.37,2.6578022969297,3.33996182568155,4.47636373779073,3.27525846085304,4.47746096205218,3.35051248928472,4.28622689544335,3.37003977454995,5.15535772405316,3.48118821855784,3.64406853135,3.72978564832711,3.91364096097554,427.036307223376,425.73108667267,422.878247220991,427.29777656993,421.716940426271,425.60091617452,424.913862367441,426.117244017402,420.494483194159,426.631745502602,423.637351665205,427.428833687116,425.023632792759,2029.5239275703,2037.1258355561,2035.573158673
1,3.25,3.15242740588737,0.625500225090207,0.144350486095585,1.21806036911949,-0.141037745510267,0.741691596521207,8.3356925516807,-1.17150281899561,0.483439914334199,-24.8668237881315,-2.49399600470984,0.911146891164296,2.425,1.95,1.07,0.82,0.38,0.4494,0.247,0.6904,1.0103,0.4614,1.1114,0.8863,97.55562,61.8,1.9743,1.2,0.85,0.4,1.45,1.56,1.5,-2.32,3.2,-0.99,0.47,278.4,319.2,303.5,314.6,0.06,-0.05,-0.09,-0.16,0.05,0.13,-0.06,-0.01,0.06,0.05,2.501,2.898,3.887,4.659,6.061,7.572,8.959,9.915,10.57,3.2315,3.4505,4.453,5.17,6.1065,7.674,8.845,8.991,10.695,3.111,3.5,4.54,5.259,6.188,7.593,8.77,9.661,10.4005,1.833,2.534,3.483,4.143,5.287,7.046,8.23,9.82,10.629,2.783,2.892,3.6485,4.638,6.048,7.784,8.949,10.155,10.671,-7.78,-5.93,-6.117,-49.28,2.45083046686043,3.33777797496501,4.14163948271058,3.18673766519198,4.65387097486378,3.4016358342461,4.73937507508317,3.35636538261098,4.54916679017399,3.40573442932204,3.7417248278075,3.56904126965951,4.34248199709129,427.195623135804,425.916187740457,423.814032030657,426.752707089869,424.210614896911,425.524448058521,423.350931759957,425.98184089071,420.256141342851,426.159032863593,422.869042837857,427.01535829404,424.80903261624,2039.24816470831,2076.41809379297,2074.89314844813
1,3.75,3.03681313957985,1.01236997749095,0.148297681449601,0.951800303060878,-0.209781584463968,0.776129076153077,4.45780214785482,-1.14240853110127,0.513315748047691,-24.7645976963203,-4.45036932041939,0.975795602134736,2.57,2.18,1.15,0.86,0.38,0.1228,0.4295,0.83205,0.98455,0.48995,1.17475,0.6427,97.51139,62.64,2.0754,1.38,1.1,0.38,1.52,1.56,1.5,-2.55,2.45,-0.96,0.46,279.7,319.6,303.8,314,0.07,-0.05,-0.09,-0.16,0.04,0.13,-0.06,-0.01,0.06,0.05,2.525,2.909,3.89,4.627,6.062,7.5695,8.955,9.914,10.57,3.2325,3.4485,4.443,5.168,6.104,7.6715,8.848,8.991,10.694,3.131,3.545,4.5585,5.24,6.187,7.592,8.7675,9.661,10.399,1.856,2.538,3.495,4.12,5.283,7.044,8.23,9.819,10.628,2.772,2.87,3.651,4.635,6.047,7.787,8.947,10.1515,10.674,-7.622,-5.989,-6.121,-50.86,2.3847427175327,3.44888924790901,3.73536616739331,3.33391012888454,3.74436373809622,3.47585271190263,3.75272662704977,3.38034128818295,5.48964499620422,3.42743238173599,5.74706896688535,3.63302367819133,4.29526108877983,426.76087766185,426.065547780924,423.243928221712,426.764752363583,423.310323803487,425.757874417057,423.440207914752,426.167051773847,422.0715879904,426.476854775115,424.612194709182,427.649182690296,426.829315643134,2029.65811281074,2066.6107743725,2039.06246979866
1,4.25,3.14384525653251,0.897303440139209,0.157721501241084,1.21791414544688,-0.266457308202675,0.949370808746127,4.77558080116798,-0.59887726547547,0.473516858030099,-26.4971753528814,-1.9253841016367,0.969262165166875,2.355,1.99,1.02,0.81,0.38,-0.0617,0.2115,0.7517,0.9688,0.2566,1.2633,0.78965,97.50323,62.33,2.0623,1.24,0.95,0.56,1.25,1.46,1.4,-2.4,2.5,-1.01,0.51,279.4,318.1,302.4,314.1,0.07,-0.05,-0.08,-0.16,0.05,0.13,-0.06,-0.01,0.06,0.04,2.528,2.925,3.879,4.637,6.057,7.566,8.952,9.913,10.569,3.2545,3.484,4.4455,5.163,6.0995,7.67,8.8495,8.9905,10.693,3.145,3.58,4.578,5.218,6.1875,7.591,8.765,9.6605,10.397,1.835,2.575,3.513,4.124,5.278,7.042,8.232,9.818,10.627,2.769,2.862,3.659,4.61,6.046,7.788,8.9455,10.1485,10.672,-7.824,-6.3895,-6.165,-52.89,2.56256686202866,3.38263868227664,4.03868705137103,3.26966689758595,4.08636714289459,3.44533385402977,3.93060986030437,3.44250377754883,4.80923117124352,3.41202583788097,3.96905161236836,3.62694489706108,4.29420356563645,426.701461085956,425.45311899839,424.491336298574,426.467863690928,425.350079840685,425.406533433045,424.791584739873,425.647078883362,421.493286892907,426.098615010428,424.687729781986,427.420622129166,426.991612851877,2040.63084881528,2056.80345495203,2035.23929858407
1,4.75,3.05569656176285,1.0509315209008,0.158436352709012,0.836814999715469,-0.277913860093217,0.671369195271556,8.8492573115107,-0.549608006941098,0.454521017626072,-20.5641206535523,-2.01230020522106,0.927672800534597,2.34,1.94,1.045,0.785,0.37,-0.1758,0.18,0.47025,1.001,0.3396,1.0803,0.7869,97.49276,61.96,2.0983,1.08,0.95,0.41,1.3,1.26,1.4,-2.29,1.7,-0.96,0.52,278.1,317.6,303.4,312.8,0.07,-0.04,-0.08,-0.16,0.05,0.13,-0.06,-0.02,0.05,0.05,2.468,2.901,3.868,4.644,6.054,7.564,8.949,9.912,10.568,3.2525,3.494,4.4515,5.161,6.095,7.668,8.853,8.9905,10.692,3.114,3.572,4.508,5.215,6.1855,7.5905,8.761,9.66,10.384,1.859,2.547,3.488,4.122,5.273,7.04,8.2455,9.817,10.627,2.757,2.84,3.635,4.598,6.044,7.788,8.942,10.1455,10.671,-7.676,-6.342,-6.0365,-50.32,2.55765480360825,3.18478891270264,3.57055696327697,2.75127018502989,4.05898147832005,3.34806511367536,3.77039437228524,3.19201704856759,4.79660319181829,3.25241860714765,3.66817616083754,3.52848210328953,3.63280309073691,426.788751107263,426.144257665167,423.165734992851,427.026678937542,423.602003586768,425.837313703828,420.807697895195,426.06646440136,422.132684390966,426.284287603723,424.968181954859,427.797515310015,426.065539755502,2039.84174557327,2054.12808745002,2048.91846763964
