DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT
1,13.75,0.3636975,56.863875,18.56345,4.5231425,4.747515,0.666701,2.493185,434.104,5.882495,1.7581575,1.650955,0.95838375,0.483634,362.647,304.0137
1,14.25,0.40362275,48.0531,12.4898,5.52227,4.698785,0.6484195,1.943535,432.68275,5.856325,1.6896725,1.6009175,0.93602525,0.44847675,309.22465,259.2279
1,14.75,0.3384655,49.14895,15.1166,5.878475,4.728235,0.643213,2.149965,430.392,5.8782,1.71911,1.539125,0.917213,0.4087235,277.0802,232.28055
1,15.25,0.2872085,41.3868,13.4323,5.7684075,4.65826,0.6589445,2.1342,430.56025,6.0421775,1.76016,1.57958,0.895697,0.3667575,236.79235,198.50725
1,15.75,0.27012925,42.20465,14.8297,5.42059,4.4406575,0.60419275,2.06946,431.525,6.05334,1.67697,1.4165375,0.8680515,0.379047,167.5666,140.54095
1,16.25,0.21276075,29.346175,15.6558,6.1391375,4.0695125,0.581037,2.0634375,433.086,6.07741,1.66289,1.3561425,0.84829825,0.385787,110.4671,92.60345
1,16.75,0.1862925,26.7699,12.6199,4.0926825,4.183645,0.5827065,1.9052875,432.613,6.021675,1.412515,1.332515,0.822219,0.316485,57.55303,48.24347
1,17.25,0.1128535,34.69105,15.6004,4.12517,3.8268975,0.539432,1.88965,433.1995,6.15386,1.46955,1.236145,0.7891815,0.3568535,14.4035,12.1484
1,17.75,0.1315115,35.5014,9.77919,2.83161,3.838945,0.5513955,1.95058,432.841,5.82169,1.380995,1.22656,0.813773,0.326424,0.27121415,0.2862023
1,18.25,0.14152425,22.48225,10.5429,2.38188,4.3630475,0.5916715,1.7565175,435.078,6.311,1.47524,1.2915475,0.87868275,0.35176325,-0.8185121,-0.62425335
1,18.75,0.1346135,24.79305,9.4217275,2.1465225,4.07659,0.60370125,1.594495,434.992,5.786155,1.490655,1.3290425,0.78675075,0.37522375,-0.7876811,-0.6142871
1,19.25,0.09887875,16.71195,7.70867,2.73353,3.88558,0.65309275,1.27392,434.4835,6.1128025,1.46442,1.23061,0.86273325,0.2745465,-0.66662495,-0.4865767
1,19.75,0.0839,16.462,8.267655,2.17332,4.17036,0.5798765,1.193929,434.051,5.90309,1.563275,1.069231,0.839748,0.343744,-0.76370915,-0.59866385
1,20.25,0.0931,21.76375,7.3564625,2.05221,3.88037,0.647467,1.023175,433.148,5.7005625,1.53337,1.270475,0.8136115,0.323438,-0.82943115,-0.63031905
1,20.75,0.0851,17.65195,7.824655,2.20875,3.943565,0.612795,1.011982,434.424,5.727555,1.477105,1.30012,0.816836,0.2566935,-0.78738145,-0.5989688
1,21.25,-0.0216,16.7808,6.8437475,1.6825,3.9649275,0.6104025,1.5186,434.823,5.76575,1.49863,1.29037,0.780406,0.27632925,-0.7072841,-0.57942795
1,21.75,-0.03015,22.3244,7.1936175,2.30711,3.7729,0.60265,1.408515,435.11275,5.79738,1.51724,1.19506,0.773871,0.2659195,-0.6768466,-0.52511595
1,22.25,0.00355,19.53285,6.9916925,1.5922475,3.985975,0.526727,0.0875685,433.2665,5.60387,1.4646475,1.082005,0.7561405,0.257714,-0.6776134,-0.55057555
1,22.75,-0.032675,25.089025,5.909075,1.1774225,3.612575,0.54175825,0.868677,433.242,5.68976,1.3242175,1.01943,0.82340075,0.270267,-0.70972355,-0.5237959
1,23.25,0.06815,19.29745,7.27967,1.10894,3.55032,0.540545,0.620085,432.74075,5.722325,1.41599,1.07374,0.824626,0.265302,-0.72447015,-0.5391833
1,23.75,0.17049525,20.588225,6.3770425,1.2084825,3.44668,0.512503,-0.244661,433.972,5.7579675,1.3972125,1.0941275,0.90246925,0.2221585,-0.66358985,-0.48932235
2,0.25,0.1474245,18.0785,7.08464,0.92540225,3.688925,0.5069635,2.40042,430.8755,6.28675,1.343225,1.07578,0.728052,0.2401355,-0.500087,-0.3982388
2,0.75,0.118822,13.3931,5.31498,1.361355,3.86991,0.496038,2.14143,432.3875,6.64128,1.34591,1.04309,0.75647875,0.2174715,-0.5116571,-0.3981115
2,1.25,0.129707,13.672375,4.9462325,0.72400525,3.6207975,0.530353,1.77468,432.3175,6.59625,1.37311,1.18431,0.776778,0.20681325,-0.4638959,-0.3659508
2,1.75,0.013825,17.303375,6.517785,0.963645,3.53029,0.5119675,1.9822775,428.8685,6.5167275,1.3892275,1.166205,0.7182925,0.202009,-0.4590501,-0.3887483
2,2.25,0.128344,19.700075,5.864365,0.474517,3.70359,0.519677,1.79819,428.491,6.499605,1.39316,1.18466,0.750688,0.251014,-0.371692,-0.3034689
2,2.75,0.11586925,17.08,4.5468225,1.77793,3.61351,0.5033375,1.674255,431.54,6.37528,1.34852,1.229355,0.75922425,0.22267,-0.3717065,-0.2985015
2,3.25,0.14154825,12.5032,4.6472,0.674139,3.62229,0.5222775,1.3871875,429.344,6.407805,1.4086,1.195275,0.7983135,0.255983,-0.3475545,-0.2956627
2,3.75,0.15948275,16.2885,4.34999,0.33661025,3.735595,0.552634,1.518465,428.925,6.24924,1.401345,1.02857,0.78848625,0.2419995,-0.3679022,-0.2851576
2,4.25,0.154756,14.0448,4.319135,0.9485695,3.38495,0.475643,1.4130825,428.08575,6.1842925,1.335625,1.0489575,0.775738,0.254449,-0.4176298,-0.3234987
2,4.75,0.19605925,15.07645,6.786455,0.794761,3.64362,0.522933,1.44577,429.9005,6.04856,1.35901,1.1502,0.874712,0.2464,-0.3835105,-0.2820672
2,5.25,0.06785,16.7874,5.393035,0.77239475,3.684755,0.51380175,1.22052,430.693,6.21076,1.4181425,1.1713525,0.8279925,0.266988,-0.4090507,-0.2902232
2,5.75,0.214608,14.0355,5.35044,1.4045025,3.70602,0.498637,1.46812,432.315,6.06043,1.33467,1.09119,0.852227,0.322355,-0.4513652,-0.3371296
2,6.25,0.136974,15.6585,8.0666075,1.9905675,3.6932925,0.49618875,1.40044,433.9515,6.5823825,1.3716725,1.1095275,0.887877,0.3159185,-0.4457259,-0.3134487
2,6.75,0.176399,14.0615,4.3964375,1.67519,4.08777,0.48982925,1.1807475,431.035,6.38272,1.406905,1.17821,0.749772,0.267056,-0.582795,-0.4621593
2,7.25,0.208378,12.0082,11.4826,3.33092,4.17714,0.59711425,1.044438,433.2045,6.02657,1.3785725,1.14159,0.9310925,0.278915,0.2319849,0.1921014
2,7.75,0.2212915,15.3376,16.129575,2.956645,4.05715,0.52972675,0.912261,434.115,6.0545475,1.364625,1.14698,0.87407875,0.25682775,12.867,10.84982
2,8.25,0.2108635,25.3888,10.0930525,3.5514,4.09295,0.55825,1.59345,433.543,6.331825,1.53509,1.187715,1.03828,0.320858,49.48341,41.53512
2,8.75,0.3297995,38.192925,10.0171,2.51784,4.19693,0.5900265,1.73804,432.53675,6.20972,1.56587,1.361025,0.9822485,0.38062,97.32392,81.58562
2,9.25,0.3005505,38.8147,11.8075,4.00746,4.2241225,0.658083,1.7704,434.7145,6.25797,1.6098475,1.31512,1.024515,0.420893,169.6111,142.250575
2,9.75,0.30846,43.89365,10.73102,4.60934,4.159685,0.63571,2.06296,435.6975,6.6016725,1.64774,1.395875,1.085205,0.40225,254.5093,213.3977
2,10.25,0.3874945,49.6289,8.99785,3.23991,4.422265,0.62496,1.71503,432.531,6.5958725,1.7019175,1.403405,1.013241,0.38699725,292.0968,244.90055
2,10.75,0.28371225,49.501375,12.126975,3.30354,4.46456,0.67993825,2.112745,433.2865,5.84444,1.72541,1.4526975,1.1267175,0.38833475,360.73345,302.44195
2,11.25,0.359554,69.27285,15.47165,3.72055,4.45532,0.694691,2.728165,430.0765,6.08035,1.758845,1.54596,1.13485,0.452281,425.16335,356.491325
2,11.75,0.3130525,60.4915,16.1391,3.960245,4.567725,0.674797,3.042585,429.19525,6.650905,1.87638,1.60927,1.15088,0.4279215,491.123225,411.736825
2,12.25,0.302786,66.26175,21.424875,5.63485,4.5250525,0.7123825,3.505765,431.347,6.154825,1.7380175,1.61641,1.177725,0.4634485,557.75145,467.5763
2,12.75,0.281271,59.7439,21.5394,4.4947725,4.605485,0.6912695,4.129555,430.499,6.307835,1.810415,1.621025,1.0944825,0.482354,577.471,484.10815
2,13.25,0.389254,65.65535,19.0137,3.61947,5.04773,0.6895065,4.558535,429.27725,6.68626,1.83768,1.698565,1.084875,0.4215965,543.6044,455.7889
2,13.75,0.4183395,70.86465,16.9241,5.13171,4.783585,0.730992,4.834675,428.93925,6.8045025,1.79343,1.66467,1.114795,0.4702615,512.0636,429.34815
2,14.25,0.30585825,79.837475,20.2258,4.66706,4.88895,0.7275625,4.74222,429.2985,6.7462525,1.96351,1.722055,1.0670425,0.443454,450.13235,377.3973
2,14.75,0.309679,68.6397,27.3447,3.83243,4.6578,0.6953005,4.66476,428.93,6.5808875,1.920935,1.63246,1.051525,0.436501,423.0905,354.7304
2,15.25,0.402059,59.8249,17.3553,4.0967725,5.363445,0.6863525,4.4554975,427.84075,6.7201175,1.9766675,1.65954,1.0984125,0.36921425,341.63025,286.439
2,15.75,0.340207,48.3645,11.8214,5.01759,5.0494,0.703456,4.38114,428.635,6.7483475,1.93686,1.61838,1.00977,0.382956,273.637775,229.4622
2,16.25,0.19707425,40.0323,13.2722,5.0705575,4.9793475,0.680204,4.29839,429.1265,6.26767,1.95084,1.61996,1.01207,0.332794,188.69745,158.25265
2,16.75,0.233084,28.0333,10.3878,3.550995,4.80575,0.639633,4.24326,429.91775,6.03045,1.78121,1.47867,0.971193,0.285183,151.172675,126.7441
2,17.25,0.2647835,32.1427,10.412525,3.7638425,4.273315,0.555823,4.0880225,431.212,6.5346475,1.625135,1.47368,0.8425175,0.31169825,79.941885,67.0139475
2,17.75,0.232333,27.5886,11.317215,3.33442,4.1361,0.516643,4.06168,430.8665,6.216695,1.58305,1.22688,0.893348,0.325002,26.266165,22.0155
2,18.25,0.168787,26.1886,11.1592,2.580645,3.77459,0.48892,3.7929,431.872,6.201925,1.46141,1.30797,0.812712,0.283207,3.39078025,2.86078375
2,18.75,0.200183,21.7786,7.3595825,2.4875,4.0804425,0.5158,3.69853,431.87925,6.13824,1.537155,1.298685,0.854731,0.30479325,-0.5749782,-0.4849647
2,19.25,0.243883,18.114425,8.623085,2.371655,3.74837,0.536855,2.62908,432.21825,6.01351,1.4821,1.29538,0.874572,0.276536,-0.685925175,-0.555641225
2,19.75,0.243679,17.7988,7.6246575,1.4750675,3.80482,0.531271,2.69661,431.728,6.063845,1.52293,1.19708,0.823069,0.212708,-0.6214905,-0.51013085
2,20.25,0.079975,21.472525,8.7958825,1.66462,3.8135925,0.51305275,3.0026075,432.02,6.3795,1.380295,1.2531275,0.789241,0.264812,-0.592410825,-0.46701965
2,20.75,0.174628,19.064425,7.431975,1.90046,3.86583,0.483307,2.8670075,432.87575,6.8622225,1.36933,1.14998,0.814966,0.225729,-0.62945675,-0.468540625
2,21.25,0.147738,12.495125,7.834715,1.6358075,3.649715,0.53915625,2.99354,432.1545,6.84644,1.447975,1.1293475,0.784521,0.22814525,-0.59112925,-0.49853845
2,21.75,0.1040285,14.041725,5.56515,2.53707,3.6921275,0.562852,3.14839,430.94925,6.3645075,1.3471225,1.1235525,0.832179,0.2449505,-0.4093557,-0.309032
2,22.25,0.0982,19.5111,8.212995,1.2286675,3.76024,0.512184,2.55176,432.88425,6.432785,1.36584,1.11788,0.868922,0.259296,-0.453879,-0.359742625
2,22.75,0.086,22.5195,8.09965,1.0561645,3.54483,0.510987,2.4483,432.572,6.4651,1.33303,1.01254,0.876392,0.25838,-0.510151975,-0.382245675
2,23.25,0.0679505,16.49865,5.87826,1.484595,3.46185,0.504889,2.22459,429.4225,6.42562,1.230645,1.027835,0.819869,0.2226335,-0.538535425,-0.389381925
2,23.75,0.09315,15.8958,5.2685625,0.82442025,3.61401,0.4732795,2.24391,431.45625,6.4219225,1.26572,1.06211,0.8070365,0.22880525,-0.581413325,-0.440100325
3,0.25,0.14213925,11.056675,5.688,0.770035,3.60575,0.49345775,4.4642625,438.10925,7.09884,1.38633,0.94073125,0.79517275,0.22389425,-1.062656,-0.862694975
3,0.75,0.128788,11.0136,4.0850725,1.1403,3.64654,0.502263,4.401065,439.919,7.063085,1.33087,0.9448905,0.784735,0.2112905,-1.102668,-0.859611325
3,1.25,0.128921,11.5923,5.92927,0.81798075,3.50663,0.534784,3.553605,439.967,7.349665,1.2302475,0.9158295,0.784118,0.266051,-0.89595405,-0.724302825
3,1.75,0.128985,9.610945,3.986545,1.0573795,3.25997,0.53959875,3.62878,439.672,7.26696,1.2854225,1.01486,0.7747195,0.272353,-0.97408755,-0.739233225
3,2.25,0.07705,8.2498825,4.952125,1.580855,3.4325,0.466122,3.2587275,439.116,7.1198775,1.1310775,0.93037275,0.746992,0.22631025,-1.13203675,-0.905970625
3,2.75,0.082975,8.70798,4.01434,1.467895,3.2498275,0.502318,3.4147025,437.91325,7.2817075,1.198495,0.92033625,0.824091,0.208317,-0.873949375,-0.65521795
3,3.25,0.0973,9.65953,6.7787,0.636632,3.3693825,0.472277,3.36072,438.1155,7.0197425,1.2487325,0.96261675,0.805764,0.29363575,-1.06976525,-0.825279925
3,3.75,0.0683,7.89934,4.919325,0.761256,3.577565,0.520021,3.57331,439.81225,7.0049375,1.27891,1.074605,0.771001,0.24977175,-0.9135076,-0.68755895
3,4.25,0.09315,11.28595,5.84821,1.2020975,3.496,0.457178,3.49522,441.0305,7.05358,1.2545125,1.0636075,0.7172,0.268374,-0.90648785,-0.6897351
3,4.75,0.1240455,10.5457,5.22009,1.18464,3.44354,0.47018,2.5753825,440.832,6.504635,1.26273,1.013895,0.673965,0.3093175,-0.7881572,-0.60321515
3,5.25,0.07615,11.36,6.66788,0.962481,3.25771,0.45466525,3.155595,440.2285,6.642825,1.2050725,0.9881175,0.66289725,0.28275225,-0.769618775,-0.623640375
3,5.75,0.1223975,12.062675,6.565525,1.721815,3.3548475,0.444787,3.018175,441.2785,6.783785,1.164965,1.0271275,0.6805035,0.308263,-0.8368416,-0.675590025
3,6.25,0.119963,16.02555,6.99351,2.21596,3.4975825,0.492901,2.64492,443.759,7.008645,1.3083,1.05573,0.7446455,0.355478,-0.756764975,-0.626724675
3,6.75,0.1372155,19.1436,7.83212,2.50416,3.4792,0.5068965,3.1218,445.72425,7.04218,1.347095,1.082045,0.7470195,0.319899,6.44379325,5.40954825
3,7.25,0.1889215,25.43345,6.0313225,2.25195,3.7067275,0.52824675,3.1390525,443.3155,6.7433775,1.4813675,1.15572,0.81528275,0.40745075,44.136635,37.0715425
3,7.75,0.251238,35.81745,8.8625,2.29222,3.9148325,0.59404825,3.161355,440.28125,6.90465,1.6418375,1.198075,0.921155,0.445582,113.304825,95.0318825
3,8.25,0.33651925,42.028925,11.3556,2.64658,4.3668075,0.6311225,3.5266,437.17325,7.141765,1.6709325,1.321235,0.97657375,0.467151,208.647575,174.9318
3,8.75,0.35929125,53.96115,12.5936,3.94212,4.46322,0.67779975,4.00385,435.886,7.058465,1.6738325,1.35408,1.0314925,0.45786975,309.31155,259.3616
3,9.25,0.3804485,56.2304,16.5191,3.04275,4.5269125,0.6973625,4.3665325,434.692,7.16692,1.76355,1.475295,1.14483,0.50049,417.98985,350.488325
3,9.75,0.33252925,57.61525,16.767325,3.3520125,4.7187725,0.74439475,4.88851,433.3105,7.216745,1.84127,1.588335,1.1777625,0.54194925,475.68105,398.7743
3,10.25,0.47103075,70.81875,19.6163,3.4741375,4.89515,0.73122225,5.19503,432.82975,7.33618,1.8919075,1.7131125,1.1063325,0.54511275,574.704175,481.80545
3,10.75,0.526733,80.1979,20.4898,3.6588,4.703915,0.788474,5.6507375,432.402,7.23689,1.91226,1.74236,1.26197,0.586316,642.393575,538.60995
3,11.25,0.412752,105.255,20.303175,4.600085,4.56491,0.736108,5.81559,432.43325,7.492475,1.978335,1.6737375,1.17132,0.594936,672.3525,563.70945
3,11.75,0.526752,111.612,21.8533,3.82399,4.66781,0.75679075,6.3769275,433.30425,7.017685,2.0023,1.766915,1.2603175,0.6336495,712.646,597.4265
3,12.25,0.611281,114.473,25.8187,5.26856,4.887265,0.82798875,7.0224125,433.073,6.80923,2.00316,1.7291075,1.31802,0.64082075,748.283325,627.325875
3,12.75,0.462548,102.064,23.634275,5.61342,5.036565,0.796461,7.1840725,431.9635,6.96364,2.073605,1.804375,1.22019,0.627763,740.70535,620.952
3,13.25,0.312373,110.1075,24.557775,4.9982775,5.0605025,0.80646775,7.7621225,431.16775,6.9690025,2.0464325,1.885795,1.2255975,0.60835675,744.53515,624.249475
3,13.75,0.43878275,106.05025,20.5973,4.5944525,5.28091,0.811754,7.5844375,430.95275,6.94052,2.1120125,1.83673,1.2452,0.607893,714.5774,599.06975
3,14.25,0.367169,103.65475,20.3678,4.251075,5.1437,0.799157,7.95283,429.58025,7.2548175,2.07309,1.79161,1.25787,0.570235,678.933425,569.1672
3,14.75,0.481605,110.85,20.2189,3.37299,4.98872,0.744029,8.2182325,429.36775,7.429855,2.0093,1.80424,1.13233,0.55471425,627.49945,526.112925
3,15.25,0.406102,78.89155,18.438,3.781165,5.09528,0.759011,8.24153,429.186,7.31068,2.00254,1.72421,1.21523,0.52404,588.30685,493.266025
3,15.75,0.481265,82.45095,18.080725,4.04363,4.6868,0.742388,8.28929,429.05,7.23734,1.91264,1.73658,1.22305,0.497908,498.4104,417.8501
3,16.25,0.47390575,62.5021,14.7479,3.47186,4.79946,0.722519,8.24905,430.295,7.25791,1.87589,1.69447,1.12277,0.439547,406.884325,341.116125
3,16.75,0.433842,44.5959,10.99785,2.968695,4.6052,0.7136835,8.26092,430.568,7.4140675,1.740885,1.486195,1.13082,0.410317,316.4046,265.27
3,17.25,0.399304,33.75925,10.71635,3.7324375,4.7483,0.711403,8.3104975,431.1815,7.2555625,1.69739,1.52036,1.06533,0.328873,226.208,189.654925
3,17.75,0.36008,25.17395,10.358,1.814455,4.29184,0.641843,7.87182,431.178,7.2695975,1.64095,1.36261,0.969108,0.306787,121.824725,102.188825
3,18.25,0.236011,17.7819,9.10051,1.92942,4.1498325,0.590455,7.4811225,432.3925,7.2832925,1.56711,1.24088,0.909261,0.2744075,46.8570275,39.2988675
3,18.75,0.21584675,14.1741,5.71346,2.0634425,3.77473,0.52787175,7.013995,433.2405,7.30709,1.429365,1.1583025,0.852313,0.256687,7.03439575,5.92685775
3,19.25,0.168727,14.0381,5.8789,1.714675,3.85951,0.528758,6.67225,432.757,7.3270975,1.466925,1.07232,0.772567,0.226601,-1.06399,-0.817791025
3,19.75,0.217105,11.7769,6.081735,1.4057175,3.48209,0.5270125,6.5062925,433.845,7.35036,1.4661025,1.064755,0.8092925,0.23452325,-1.078596,-0.855948
3,20.25,0.1447315,13.93555,7.043285,1.348885,3.72283,0.552508,5.95552,435.149,7.63199,1.4571125,1.0886825,0.8339725,0.2306225,-1.02225,-0.791100775
3,20.75,0.16352925,10.7602,6.54658,1.26705,3.4014675,0.52507775,5.46554,436.502,7.36372,1.3325025,1.0554175,0.8458775,0.243911,-1.11361175,-0.9083113
3,21.25,0.2843135,11.770325,4.6186325,1.2039575,3.5827825,0.5447495,4.80552,436.401,7.50933,1.364085,1.028425,0.8872875,0.241392,-0.965664425,-0.796670225
3,21.75,0.2401515,10.074565,6.889765,1.538575,3.53675,0.536034,4.68896,437.28575,7.21814,1.387455,1.07247,0.873216,0.2206605,-0.996271075,-0.8380534
3,22.25,0.1776075,11.62575,5.278305,0.813684,3.52801,0.512457,4.93372,436.256,7.0909,1.38478,1.0733475,0.83951,0.2256715,-1.03136675,-0.823588825
3,22.75,0.220881,11.0629,4.43635,1.1024975,3.58576,0.511135,4.77475,436.308,7.3742925,1.35171,1.04001,0.833863,0.22551,-1.0917615,-0.837428275
3,23.25,0.1713345,10.747775,5.35255,0.69732,3.55551,0.478702,4.19325,435.54975,7.119555,1.31611,1.01466875,0.8275055,0.186253,-1.25887025,-0.9929787
3,23.75,0.172995,12.431675,5.7666725,0.4763285,3.546855,0.50226575,4.4366975,438.00975,7.2711,1.3389525,1.0315275,0.8065445,0.1795455,-1.10292825,-0.8741746
4,0.25,0.22843275,10.3685,5.1718525,1.17357,3.19395,0.496786,8.67274,439.157,8.69158,1.24005,1.00802,0.774736,0.20816,-0.830093225,-0.62750745
4,0.75,0.1497645,9.3025425,6.185005,1.68508,3.16138,0.49335875,8.44361,437.7,9.047235,1.2398225,0.98928,0.77232475,0.224142,-0.758477825,-0.60375745
4,1.25,0.1491455,8.5747,6.75617,1.463535,3.3040325,0.488539,8.249435,438.5205,9.25909,1.244955,0.969014,0.746905,0.21678575,-0.877192525,-0.6616377
4,1.75,0.182102,6.24796,4.80706,1.84838,3.16947,0.5085965,8.0008375,437.53825,9.1129725,1.1892025,0.85888525,0.790478,0.20258875,-0.884270325,-0.714458025
4,2.25,0.144328,3.91893,4.73856,1.1234075,3.31565,0.490547,7.60162,438.3705,8.6205525,1.2513,0.906381,0.811412,0.201655,-0.717171925,-0.553336925
4,2.75,0.18029725,6.808515,5.19964,1.3331775,3.2528,0.474835,7.34302,438.61225,9.500515,1.33408,0.837952,0.80621975,0.200928,-0.7250445,-0.5386223
4,3.25,0.161997,9.29649,5.1505,0.928875,3.20252,0.463225,7.27434,438.723,8.310045,1.25951,0.900159,0.818841,0.210261,-0.763311925,-0.6296632
4,3.75,0.156055,7.0741675,5.2550475,0.553765,3.3053,0.464925,6.65715,443.1985,8.97305,1.21771,0.884432,0.779351,0.225585,-0.839100425,-0.6226884
4,4.25,0.1933815,7.2153125,5.1428875,0.853995,3.20856,0.467778,6.91522,442.82275,8.43434,1.2672125,0.87095975,0.76636525,0.241845,-0.720118625,-0.54980605
4,4.75,0.170639,9.04322,4.6112075,1.271,3.53825,0.476406,6.87344,442.98,9.198785,1.27456,1.00663,0.749413,0.22326,-0.6047343,-0.456398875
4,5.25,0.1213025,5.141295,5.12782,1.84481,3.63651,0.488813,6.90076,444.325,8.483175,1.3579625,0.9484385,0.738415,0.254552,-0.581706725,-0.407452625
4,5.75,0.140023,9.01207,8.0390175,1.95845,3.451645,0.5011285,6.89432,443.5665,8.401855,1.3388,1.040635,0.778339,0.211968,1.709102,1.500536
4,6.25,0.2185145,15.63975,4.6045975,2.8872425,3.70891,0.5433995,6.82502,444.675,8.34868,1.386635,1.0610675,0.8466395,0.258286,21.8045125,18.354915
4,6.75,0.21363775,20.87845,11.437925,3.65656,3.78507,0.5373145,7.26625,443.118,8.7402175,1.5242175,1.10094,0.856008,0.352727,74.533125,62.4971025
4,7.25,0.29829875,34.216,10.75,4.170365,4.0846,0.581225,7.85673,438.62125,8.44168,1.53681,1.20019,0.915436,0.391062,162.1559,135.9368
4,7.75,0.28015075,43.409725,15.10585,3.2457825,3.99603,0.6568505,8.28265,435.08325,8.6521625,1.54639,1.261395,0.93659725,0.449142,269.8218,226.215525
