DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,3.35578191919781,-10.1622098831246,0.084500745260734,0.320980433522309,0.0258165909844736,0.251067164600403,0.0109290012950093,-0.484571625143194,0.41566313237835,-9.40391366270429,-1.32668707985947,0.759363681031197,2.22,1.665,0.97,0.77,0.41,-11.1957,-10.899,-11.2044,-11.0616,-11.22795,-10.73355,-11.2718,95.43377,82.475,0.385,-8.13,-8.02,-8.14,-8.13,-2.63,0.6,-1.31,3.75,-0.68,-0.15,253.7,273.3,281.5,283.3,-0.23,0.09,-0.17,0.1,-0.25,0.01,0.1,0.07,-0.06,0.01,0.132,0.1315,0.653,1.109,1.305,2.284,3.283,3.705,4.722,0.535,0.7695,1.228,1.553,1.809,2.6525,3.744,3.718,5.254,0.522,0.518,1.101,1.37,1.7145,2.757,3.156,3.877,4.913,0.583,0.644,1.269,1.728,1.7995,2.668,2.971,4.336,4.682,0.159,0.428,0.534,1.285,1.834,2.56,3.17,4.066,5.115,-3.021,-4.099,-3.071,-16.83,2.23301771969968,2.16191840497756,2.72904774360914,2.13809383411646,2.47326653517645,2.39824120926618,2.44018965158236,2.59721607817229,2.30565231530628,2.27622302992009,2.54921672573068,2.10475825368247,2.70590920715837,418.732623499844,421.644781948579,419.290537942382,421.694162316045,420.553453487405,420.773685241909,419.027799246358,419.618009697265,419.027320111812,420.618041576026,419.418540694903,423.607605009448,422.125148960817
1,0.75,3.32348382590327,-10.1526112080551,0.0797199604879767,0.308139711687575,0.0550915641878619,0.360369451505146,-0.288053595653687,0.0276291766225782,0.445475938903559,-9.07219615388169,-1.39161709393283,0.775769145866051,2.16,1.64,0.97,0.73,0.42,-11.4373,-10.841,-11.2543,-11.22805,-11.15885,-10.9323,-11.3962,95.424405,82.15,0.357,-8.24,-8.21,-8.22,-8.11,-2.6,0.6,-1.29,3.75,-0.68,-0.16,252.1,272,281.5,284.3,-0.23,0.09,-0.18,0.1,-0.25,0.01,0.1,0.07,-0.06,0.01,0.127,0.132,0.6525,1.111,1.31,2.288,3.282,3.704,4.722,0.534,0.7695,1.226,1.552,1.807,2.652,3.744,3.718,5.253,0.523,0.5135,1.096,1.3675,1.714,2.757,3.1555,3.877,4.913,0.583,0.643,1.2595,1.713,1.7675,2.673,2.971,4.335,4.682,0.16,0.429,0.534,1.284,1.834,2.559,3.169,4.065,5.114,-3.0715,-4.0825,-3.0645,-16.02,2.15306102630195,2.1644170507134,3.01881947920775,2.17161270353926,2.75150948537708,2.54480146922026,2.89133346503358,2.63789539348361,2.81404762540579,2.4959566206258,3.20786451986725,2.2346737936477,3.36826575266822,418.701959301313,421.654653074947,420.813992660213,422.036306708493,421.08415846823,420.674466565309,421.114220230292,419.759626369521,419.979079132072,420.571252732619,420.510271136783,423.403285055916,422.874113164824
1,1.25,3.41870202842518,-10.3929929535357,0.0761751056877977,0.317761122364479,0.0414564533528653,0.344419349274523,-0.0402832064630188,-0.243100307666124,0.467174634606431,-8.02349924498818,-1.68922900024936,0.780024375789013,2.19,1.69,0.96,0.73,0.425,-11.6872,-10.987,-11.4412,-11.41335,-11.3394,-11.25835,-11.47175,95.409045,82.42,0.36325,-8.45,-8.4,-8.32,-8.18,-2.74,0.6,-1.22,3.75,-0.675,-0.14,252.4,271.2,281.3,283.5,-0.23,0.09,-0.18,0.1,-0.25,0.01,0.1,0.07,-0.06,0.01,0.127,0.131,0.6525,1.108,1.3045,2.288,3.281,3.705,4.721,0.533,0.784,1.225,1.552,1.818,2.65,3.743,3.719,5.253,0.522,0.509,1.096,1.365,1.7135,2.757,3.155,3.876,4.912,0.584,0.6395,1.268,1.741,1.781,2.6675,2.97,4.335,4.681,0.162,0.428,0.534,1.283,1.834,2.559,3.173,4.065,5.113,-3,-4.0715,-3.0745,-16.21,2.20025258598863,2.17670789185653,2.93664564958019,2.18505108895383,2.88333329228732,2.48809744839767,2.48382977858321,2.67141582457202,2.47412990598569,2.45485175105232,2.84509101083457,2.21949630918655,3.10944448491594,418.628327240571,421.588422349158,419.696340548357,421.938830947268,421.290140104991,420.458908947261,418.735757234621,419.837204451881,419.288320330673,420.863644452773,420.55256026748,423.617868218377,421.548410569381
1,1.75,3.44965648657988,-10.7835585438485,0.080147388625699,0.302893518532147,0.045127621962285,0.343623205839452,-0.0874585039896758,0.0551307339114676,0.420690664515891,-8.11240936163708,-1.47685580506433,0.778127766626975,2.27,1.7,0.97,0.77,0.425,-11.6002,-11.175,-11.55225,-11.516,-11.42445,-11.491,-11.59145,95.40654,83.75,0.354,-8.59,-8.51,-8.51,-8.39,-2.79,0.5,-1.28,3.75,-0.67,-0.16,252.1,271.2,281.8,281.9,-0.23,0.08,-0.18,0.1,-0.25,0.01,0.09,0.07,-0.06,0.01,0.128,0.131,0.654,1.108,1.3035,2.287,3.281,3.704,4.72,0.533,0.784,1.223,1.574,1.817,2.65,3.743,3.718,5.252,0.521,0.5125,1.096,1.36,1.7135,2.757,3.1545,3.876,4.912,0.579,0.639,1.2575,1.741,1.7665,2.6755,2.97,4.335,4.68,0.164,0.426,0.534,1.282,1.834,2.558,3.172,4.064,5.113,-3.04,-4.082,-3.092,-16.5,2.1771849677816,2.12447541238166,2.96849998006092,2.18605895635731,2.61309529743,2.34606558084045,2.93851856529274,2.48870376475817,3.0613097029469,2.32072971026458,3.13000001394289,2.05602459847231,2.93090923726321,418.714846693563,421.700272679372,420.887072628889,421.805591155768,421.25360914759,420.481099424267,421.224660477504,419.671383965046,421.050250611648,420.408012822348,421.214975511636,424.164060260726,422.571978407566
1,2.25,3.33476619710583,-10.7363631999304,0.0855712929939177,0.353614111660996,0.0258461253743143,0.333719798844012,-0.255251836886571,0.281895776273106,0.426447930022434,-7.90232813979716,-0.866942736546826,0.768872314843889,2.13,1.64,0.93,0.72,0.43,-11.6471,-11.218,-11.5548,-11.49125,-11.49745,-11.62675,-12.114,95.446855,84.285,0.334,-8.78,-8.74,-8.8,-8.58,-2.69,0.6,-1.27,3.75,-0.67,-0.14,250.6,270,281.7,281.3,-0.23,0.08,-0.18,0.1,-0.25,0.01,0.08,0.07,-0.06,0.01,0.128,0.129,0.6515,1.107,1.309,2.286,3.28,3.704,4.72,0.532,0.783,1.221,1.574,1.829,2.649,3.743,3.718,5.251,0.522,0.55,1.097,1.3555,1.713,2.7565,3.153,3.876,4.911,0.577,0.638,1.245,1.74,1.7795,2.677,2.97,4.335,4.68,0.162,0.424,0.533,1.282,1.834,2.558,3.172,4.063,5.112,-3.0395,-4.0935,-3.0805,-16.75,2.23337417573563,2.14192639833643,2.98878053765699,2.15148707591776,2.58125091979655,2.18787836677183,3.11066667970004,2.50504802314805,2.62458335670856,2.23379642739797,2.90738766318678,2.05621894752001,3.20558004066607,418.769916305073,421.701569427124,420.900299361073,422.202769182382,421.699905527903,420.119831506217,420.778307284324,419.655833784212,420.172454320186,420.391900100936,421.278809676785,424.117003869748,421.80172324939
1,2.75,3.34239113245039,-10.818880090311,0.0763044614791401,0.28843125950344,0.0608804868663431,0.438058515127404,-0.278844733997508,-0.268507325591154,0.438733935081115,-7.0457076298387,-1.2424362036389,0.761738536612881,2.16,1.68,0.95,0.79,0.45,-11.71795,-10.879,-11.2283,-11.42815,-11.3991,-11.6125,-12.1752,95.415125,84.535,0.34505,-8.92,-8.79,-8.93,-8.64,-2.71,0.6,-1.2,3.75,-0.685,-0.16,248.6,269.8,281.6,282.2,-0.23,0.09,-0.18,0.1,-0.25,0.01,0.08,0.07,-0.06,0.01,0.129,0.129,0.6515,1.109,1.3115,2.285,3.28,3.704,4.72,0.532,0.7675,1.22,1.573,1.8145,2.648,3.742,3.717,5.251,0.521,0.548,1.097,1.3525,1.713,2.756,3.153,3.875,4.911,0.576,0.637,1.2555,1.676,1.787,2.6795,2.969,4.3335,4.679,0.157,0.423,0.532,1.281,1.834,2.558,3.171,4.062,5.111,-3.054,-4.073,-3.056,-16.09,2.22744066274245,2.12283958123617,2.92482640438039,2.14290011408999,2.98034491354567,2.20852593658995,2.43814162116059,2.48770675460742,2.49714287188781,2.21095485504265,2.98525348255988,2.04070392293573,2.69464291894611,418.914643358205,421.549282623336,420.261137210893,421.85457946052,421.192831320444,420.233979948146,420.094137199941,419.633121591299,418.074762629074,420.292884320663,421.009902904738,424.611450721381,423.292917003682
1,3.25,3.28278154361157,-10.878601084528,0.0775628268729316,0.282126454508973,0.0220451023383125,0.349346963269628,-0.291314904478425,-0.0072085107699867,0.415057638854275,-8.74222383090999,-1.30532844217695,0.744769979719037,2.1,1.64,0.91,0.75,0.425,-12.2141,-10.675,-11.3815,-11.3866,-11.6272,-11.92525,-12.2057,95.38719,85.275,0.3392,-8.955,-9.06,-8.99,-8.82,-2.71,0.6,-1.26,3.75,-0.67,-0.2,250.1,269.4,282.5,280.1,-0.23,0.09,-0.18,0.1,-0.25,0.01,0.08,0.07,-0.06,0.01,0.129,0.13,0.651,1.1085,1.3115,2.285,3.28,3.703,4.72,0.531,0.767,1.219,1.5615,1.813,2.6475,3.742,3.717,5.25,0.52,0.511,1.094,1.36,1.705,2.756,3.152,3.874,4.91,0.5775,0.6365,1.254,1.6915,1.8,2.674,2.969,4.333,4.679,0.156,0.424,0.532,1.28,1.834,2.558,3.167,4.062,5.111,-3.0795,-4.1165,-3.092,-17.12,2.23492913647663,2.12963848297441,2.65229164383161,2.14326034883705,2.55143618864707,2.21957769248736,2.8094999874753,2.40406306679884,2.46761925623939,2.22755913148229,2.62557997325661,2.12380919139552,3.20306125849224,418.97866381534,421.444944123432,421.416610251728,421.782830327947,421.727741213242,420.208131519507,420.536894405459,419.841830729663,419.039354747251,420.393733000407,421.087937272858,424.903047877875,423.102775243862
1,3.75,3.3873596752373,-10.8349455794824,0.0776798211938922,0.288536366809148,0.0201602954122062,0.274699398657207,-0.235735613220365,0.149252192507551,0.448927716755728,-8.40554475427653,-0.627410444856209,0.77664031349939,2.17,1.675,0.93,0.79,0.485,-11.73185,-10.794,-11.23325,-11.21005,-11.63215,-11.72525,-12.1007,95.35711,85.395,0.3376,-8.885,-8.99,-8.91,-8.73,-2.69,0.6,-1.27,3.75,-0.68,-0.19,251.3,269.7,281.5,280.2,-0.23,0.09,-0.18,0.09,-0.25,0.01,0.09,0.07,-0.07,0.01,0.129,0.13,0.652,1.11,1.31,2.284,3.28,3.703,4.72,0.53,0.7665,1.217,1.55,1.798,2.647,3.742,3.717,5.249,0.521,0.5095,1.096,1.358,1.704,2.755,3.151,3.873,4.91,0.581,0.63,1.267,1.672,1.799,2.6725,2.968,4.3325,4.679,0.153,0.424,0.531,1.279,1.835,2.557,3.17,4.061,5.11,-3.0675,-4.104,-3.0685,-16.6,2.19580410165663,2.12599964141018,2.99385711804966,2.11176249545633,2.87211371622172,2.26121222054867,2.19361540655105,2.40282885774505,2.60763166495781,2.27099657984036,2.92407198074638,2.07740526535096,2.78228085647645,419.206533408768,421.330001255469,420.70914663079,421.628028237102,420.929126289222,420.109773888674,419.433525280336,419.692975120734,419.30954821352,420.380136012324,421.468991419731,424.645895407819,423.102621065143
1,4.25,3.34665734562429,-10.8014201032756,0.0738341852274862,0.289780955479701,0.0536136824370136,0.349996099265961,-0.248251483121521,-0.165412695953571,0.43374001353513,-7.94172569117022,-1.02027495829256,0.823562435929095,2.21,1.59,0.93,0.75,0.44,-11.58545,-10.724,-11.3084,-11.29645,-11.48265,-11.5101,-12.1059,95.3291,85.39,0.3289,-8.835,-9.03,-8.98,-8.7,-2.78,0.6,-1.25,3.75,-0.65,-0.21,250.7,270,280.8,280.5,-0.23,0.09,-0.18,0.1,-0.25,0.01,0.09,0.07,-0.07,0.01,0.129,0.1285,0.652,1.1115,1.31,2.284,3.279,3.702,4.719,0.528,0.752,1.216,1.549,1.796,2.646,3.741,3.717,5.249,0.521,0.508,1.095,1.371,1.7115,2.754,3.15,3.873,4.909,0.578,0.63,1.2515,1.707,1.799,2.671,2.968,4.333,4.678,0.15,0.425,0.531,1.278,1.835,2.557,3.1725,4.06,5.109,-3.056,-4.07,-3.072,-16.33,2.19198220704515,2.19089515045056,2.80214287286294,2.18813773574325,2.77236371469547,2.38582845475529,2.90090913421457,2.41788241621001,2.86956253349474,2.31686639436736,2.78782410793858,2.24567743683976,2.68836595783726,419.283691863838,421.545709029944,421.177940479656,421.779291012929,421.556614903028,420.176608260525,421.105067982146,419.167572909362,421.0628380378,420.282010916644,421.163989473903,424.836991915212,423.928528738975
1,4.75,3.22128991248937,-10.7763311716894,0.0891864987786442,0.313580253994554,0.0387637212552539,0.331490161641952,-0.263983638186633,0.0925954274126525,0.424739757832517,-8.49774649780595,-0.51588994370608,0.741857829708053,2.05,1.565,0.89,0.72,0.43,-11.6476,-10.645,-11.1694,-11.3749,-11.57875,-11.5472,-12.2455,95.350165,85.53,0.33195,-8.61,-8.97,-8.82,-8.67,-2.72,0.6,-1.28,3.75,-0.66,-0.18,249.2,271.4,280.4,281.8,-0.23,0.09,-0.18,0.09,-0.25,0.01,0.08,0.07,-0.07,0.01,0.129,0.1285,0.651,1.115,1.309,2.284,3.278,3.702,4.719,0.524,0.752,1.214,1.549,1.795,2.646,3.741,3.716,5.248,0.522,0.525,1.094,1.356,1.7115,2.753,3.149,3.8835,4.909,0.579,0.63,1.2745,1.7225,1.791,2.671,2.967,4.333,4.678,0.146,0.426,0.53,1.277,1.835,2.557,3.172,4.06,5.109,-3.014,-4.0385,-3.054,-16.27,2.20783224966812,2.15236391570441,3.04111112893148,2.13789679754933,2.67436203869072,2.29236340827022,2.22413548338297,2.54813592071403,2.32694442073913,2.26304466344703,3.2454545094189,2.06370026693545,3.05124463973652,419.363140283672,421.759179684589,420.788958506665,422.087598692299,421.232764859745,420.315650503572,421.342008451125,419.916496568198,419.437041330935,421.119862073961,421.114869353254,425.347275877533,422.517579153854
