DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,1.6865,5.64325,15.366,15.46625,99.2545,-0.035,2.535,-0.0179999999999973,16.14575,29.11,53.65775,3.5355,7.306
1,0.75,1.664,5.42375,15.16575,15.462,99.1825,0.1075,2.17,-0.3,22.99975,28.6,71.6820000000001,5.195,7.24
1,1.25,1.67,5.592,15.16325,15.333,99.1925,0.0875,2.33,-0.180249999999999,13.0085,38.204,63.828,3.61,7.19
1,1.75,1.562,5.2365,14.856,15.147,99.2125,0.1075,2.655,0.727000000000006,14.535,42.39,66.36125,3.65525,7.076
1,2.25,1.586,5.19675,14.62525,15.06175,99.028,0.0675,2.375,-0.86000000000001,16.3635,36.3874999999997,69.1905,3.5825,7.035
1,2.75,1.552,4.853,14.851,15.083,98.908,-0.0325,2.57,-0.900000000000008,17.5395,30.378,55.21,3.78825,6.995
1,3.25,1.504,4.663,14.76525,14.84,98.56,-0.21,2.395,-0.936000000000002,18.62975,35.38375,52.8985,4.188,6.9575
1,3.75,1.459,5.1805,14.80025,14.92375,98.47,-0.0725,2.68,-1.264,22.89775,56.9765,58.0475,3.43,6.9175
1,4.25,1.53,5.23425,14.85575,14.9135,98.442,-0.145,2.44,-1.85575,14.44675,30.14,48.625,4.088,6.89
1,4.75,1.475,5.098,14.673,14.691,98.44,0.1,2.5,-1.0315,21.932,32.3219999999999,49.14,4.096,6.8725
1,5.25,1.4945,5.19275,14.503,14.57575,98.354,0.0675,2.14,-1.223,16.964,43.5024999999999,60.85425,3.276,6.84
1,5.75,1.52325,5.205,14.5525,14.7875,98.358,0.4,2.32,-2.39675,9.8545,39.9947499999999,79.991,4.008,6.8
1,6.25,1.5475,4.9195,14.78825,14.809,98.508,-0.06,1.755,-1.974,15.5355,34.8939999999999,67.777,3.42175,6.735
1,6.75,1.6065,4.84725,14.5115,14.624,98.214,1.4575,2.53,-1.49675,13.91325,42.975,59.7879999999999,3.396,6.685
1,7.25,1.6275,5.345,14.6025,14.6675,98.244,26.15,6.235,3.94925000000001,14.37525,41.34325,72.6675000000001,2.661,6.6375
1,7.75,1.61,5.51,14.586,15.18,98.196,68.1425,12.815,20.1395,10.36925,31.814,78.427,4.0735,6.6025
1,8.25,1.545,5.505,15.4115,16.03,98.286,196.4225,24.825,63.19075,16.63725,62.22125,72.17,2.345,6.5625
1,8.75,1.611,5.474,15.94325,16.03875,98.344,387.465,46.88,184.615,11.68875,52.074,118.2485,2.1205,6.56
1,9.25,1.61,5.1125,16.34575,16.2925,98.408,482.49,73.04,246.40375,27.22575,96.704,117.81875,2.30199999999999,6.6125
1,9.75,1.5,5.22725,16.71625,16.611,98.462,560.655,92.1,304.51625,26.43125,139.39125,149.59375,2.765,6.76
1,10.25,1.484,4.74,16.9025,17.26,98.454,624.025,107.635,361.56625,46.061,186.7025,159.166,2.032,6.9275
1,10.75,1.49,4.3455,17.50675,17.40425,98.36,673.7875,123.485,397.552,43.944,217.355,160.03875,1.3615,7.1375
1,11.25,1.376,4.576,17.7145,17.556,98.536,707.3,130.73,423.971,62.96625,264.14,184.8525,1.834,7.3675
1,11.75,1.3925,4.88075,17.75125,17.63075,98.592,725.2425,139.94,449.634,58.6845,304.205,244.754,1.0905,7.5925
1,12.25,1.354,4.434,17.9315,17.626,98.694,734.31175,145.235,449.7855,63.56625,319.336,310.107,1.465,7.755
1,12.75,1.31,4.58,17.5705,17.465,98.52,711.72325,137.265,438.26,36.201,325.836,171.606,1.27,7.8975
1,13.25,1.25,3.79,17.66975,17.4375,98.50025,678.59625,116.605,409.7155,78.53,330.336,216.41875,1.50525,8.025
1,13.75,1.3925,3.93375,17.59,17.68875,98.69125,628.1075,115.24,374.422,80.71225,330.932,234.832,2.9475,8.13
1,14.25,1.3625,4.282,17.68125,17.355,98.5725,558.1825,80.42,316.57775,62.649,293.636,189.47,1.14275,8.22
