DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,5.25,1.44009935138715,-4.23096495769636,0.397855678885234,0.191407152036306,-0.024111550925375,-0.0893145468478352,-0.161724713173437,0.110920208664094,-6.39116608690533,-0.21396744698832,0.496036859368328,1.48,1.33,0.61,-4.44235,-4.8155,-5.0473,-5.5204,-6.6265,82.15805,79.01,0.9488,-5.99,-4.48,-4.585,0.5,-3.37,1.3,0.43,221.65,286.65,225.45,286.6,0.05,0.04,0.11,0.02,0.11,0.06,-0.05,-0.18,-1.592,-0.412,0.5295,1.016,1.9415,4.113,5.4575,8.677,9.9355,-1.6365,-0.634,0.4755,1.8225,2.674,3.6705,5.471,8.319,9.5475,-2.05,-0.802,0.121,1.002,1.5815,3.3435,4.1855,7.964,8.6305,-2.017,-0.9195,0.32,0.7805,1.4605,2.807,4.819,8.06,9.605,-2.3065,-1.572,-0.24,0.5985,1.1365,3.098,5.028,10.1295,-13.816,-19.9455,-36.791,-61.9,3.93371502120787,3.8603822346795,3.85736613238232,3.71735795278766,3.639435822471,418.854415776314,421.306717069722,416.114916129648,420.835464859725,415.866901950043,421.252699312001,416.049037394732,421.662629073427,416.696308081286,2025.49420829645,2022.27216589351,2034.89443828293,2021.78098950901
1,5.75,1.63596140968694,-4.11903378822558,0.423943673845068,0.118565477413858,-0.00729052540555807,0.0562897418244543,-0.203970712617892,0.117675146670367,-4.69594773851821,0.0619273467883759,0.495878552671177,1.55,1.3,0.61,-4.30155,-4.6465,-4.6889,-5.1189,-6.73745,82.15965,79.91,0.921,-6.175,-4.49,-4.7,0.5,-3.38,1.3,0.51,222.15,286.65,226,286.15,0.05,0.03,0.11,0.02,0.11,0.06,-0.05,-0.18,-1.6575,-0.426,0.5055,1.021,1.9365,4.1115,5.457,8.749,9.933,-1.688,-0.688,0.4575,1.805,2.667,3.671,5.4725,8.318,9.546,-2.035,-0.8395,0.0995,1.004,1.5715,3.347,4.185,7.9625,8.6295,-2.0335,-0.9785,0.2945,0.7765,1.4595,2.808,4.822,8.059,9.6155,-2.274,-1.608,-0.2535,0.5935,1.138,3.098,5.046,10.1285,-14.949,-21.551,-35.192,-62.385,4.12522667107651,3.70774219008961,3.78985413739988,3.52619505727872,3.60222580069904,418.863860712823,420.789328627734,416.279508528001,420.310959477212,414.263633794206,421.409205937485,416.428269525377,421.800760621025,417.06722013169,2035.7906092525,2013.28728075697,2014.8454836675,2021.06144249814
1,6.25,1.80244907906737,-4.19002064566325,0.356652648337213,0.158360060076103,0.0346687405582372,0.258492426534444,-0.229953563870263,0.12664552899218,-4.96125152225561,-0.14878083961056,0.512118749328324,1.48,1.31,0.6,-4.53265,-4.7295,-4.85925,-5.3719,-7.025,82.187805,79.25,0.9635,-6.46,-4.41,-4.82,0.5,-3.46,1.25,0.53,222.3,285.35,227.45,285.3,0.05,0.04,0.11,0.02,0.11,0.06,-0.05,-0.18,-1.7155,-0.4445,0.498,1.02,1.932,4.11,5.4605,8.674,9.9855,-1.732,-0.7695,0.443,1.7855,2.6595,3.67,5.473,8.317,9.545,-2.0955,-0.8625,0.0715,1.001,1.5695,3.346,4.184,7.961,8.628,-2.0705,-1.0315,0.2895,0.7765,1.458,2.8095,4.8205,8.057,9.614,-2.2685,-1.6855,-0.268,0.5875,1.138,3.1015,5.045,10.128,-14.1565,-25.49,-35.47,-60.81,3.95532866777921,3.78095706332816,3.82207207620146,3.65514955631881,3.58754137276316,419.120778646847,421.176566589404,415.990829254453,420.621545246785,414.6833966572,421.485491982071,416.497382731377,422.309382580802,416.884358607016,2035.04535151923,2015.05306646001,2035.83762590574,2020.95284247369
1,6.75,1.61215341479178,-4.21382170698445,0.340421875340844,0.126166313158836,0.00866513771353955,0.415050533924773,-0.251765802943085,0.118423034714263,-4.84587350073646,0.231731916745701,0.460307521608326,1.455,1.355,0.63,-4.44635,-5.043,-4.9262,-5.4422,-7.01055,82.21801,80.34,0.9545,-6.47,-4.52,-5.055,0.5,-3.36,1.3,0.515,221.75,284.8,228.35,284.6,0.05,0.05,0.11,0.03,0.12,0.06,-0.05,-0.18,-1.806,-0.475,0.491,1.0155,1.928,4.1085,5.4585,8.69,9.9295,-1.849,-0.811,0.4355,1.769,2.652,3.6685,5.4705,8.316,9.543,-2.1745,-0.889,0.076,0.991,1.5675,3.3425,4.1835,7.959,8.627,-2.1245,-1.0535,0.275,0.766,1.456,2.81,4.82,8.056,9.6125,-2.3795,-1.772,-0.2735,0.584,1.144,3.1015,5.045,10.1275,-15.334,-25.169,-34.917,-60.72,3.91467857562924,3.68475916031108,3.69986712178001,3.54640003466224,3.60954112833423,418.934026852342,421.205119109485,415.990922869812,420.926614888899,415.350856695393,421.823048440335,416.444397643394,422.838821251279,416.490354308589,2023.39694821991,1997.76545816608,2020.18526101932,2013.96612071725
1,7.25,1.48540483832876,-4.53590732413324,0.404566006918678,0.175119490562076,0.00737125807455006,-0.266666443444557,-0.0698747941807427,0.120516377112837,-6.65443361274556,-0.411947498881166,0.480774171786288,1.38,1.25,0.58,-4.5728,-5.0405,-4.78725,-5.3523,-7.01175,82.23963,78.18,0.89005,-6.355,-4.59,-5.07,1.35,-1.875,2.1,0.865,224.95,284.9,232.55,284.4,1.89,1.845,1.855,1.735,0.74,1.24,1.6,1.44,-1.856,-0.5285,0.4595,0.999,1.9245,4.108,5.437,8.688,9.908,-1.9315,-0.915,0.424,1.756,2.6435,3.6695,5.471,8.315,9.5425,-2.1995,-0.907,0.069,0.983,1.5655,3.3425,4.1815,7.9575,8.625,-2.1785,-1.107,0.257,0.765,1.454,2.811,4.8195,8.0545,9.611,-2.422,-1.8295,-0.2965,0.5725,1.144,3.104,5.044,10.127,-14.908,-21.73,-33.756,-56.335,3.89073426239843,3.6589210421921,3.69682428807931,3.38560128947868,3.59478472213391,418.955676312458,420.977416901944,416.19446344208,420.240741983331,415.588954898432,421.132468549368,416.217883330729,421.821121793914,416.520018026827,2024.36718867075,2026.23628912331,2021.46932265449,2020.87932451054
1,7.75,1.54660532260629,-4.87669582623871,0.406568390508132,0.320464915712862,0.038851157497762,0.897750203425127,-0.0150298944222441,0.0992661521870945,-3.81814497459606,0.674621867777156,0.487428566606273,1.44,1.29,0.59,-4.7598,-5.0385,-5.2973,-5.9862,-6.987,82.25313,78.64,0.90815,-6.025,-4.45,-4.815,11.1,15.645,14.15,6.1,230,285.65,231.25,285.2,33.675,32.765,33.055,32.305,9.755,20.905,28.965,27.915,-1.891,-0.531,0.4305,0.986,1.921,4.1065,5.456,8.693,9.943,-1.999,-0.993,0.4095,1.7415,2.637,3.6695,5.4705,8.314,9.541,-2.1945,-0.945,0.0585,0.971,1.564,3.342,4.18,7.9555,8.624,-2.2715,-1.141,0.2385,0.7645,1.442,2.8115,4.818,8.053,9.609,-2.5385,-1.903,-0.3235,0.5675,1.144,3.104,5.043,10.126,-17.452,-24.8705,-34.797,-44.405,3.93332119981534,3.45822906772755,3.58429070243879,3.41418977291887,3.54687127569825,418.83645980978,421.051853052025,416.513758649132,420.729736387517,415.972959980338,421.559976724877,417.748988248887,422.508476591514,417.739917303396,2033.09308046914,2028.63065901853,2044.8343403692,2037.99363305741
1,8.25,1.4639665629833,-4.98945930657845,0.377372887695294,0.227386810890111,-0.0160433965812844,1.39350372824539,1.2896701233684,0.118759051328066,-3.92992162844898,2.72029366546278,0.518945805099486,1.49,1.22,0.57,-4.9499,-4.9195,-5.3035,-5.6026,-5.70085,82.27713,75.56,0.9297,-4.79,-3.26,-3.7,32.95,77.605,64.5,23.89,226.7,290.1,236.2,292,136.275,135.805,141.1,137.265,37.445,73.37,109.9,107.285,-1.834,-0.566,0.4255,0.977,1.9165,4.104,5.469,8.674,9.942,-1.9575,-1.016,0.3935,1.704,2.63,3.668,5.47,8.313,9.5395,-2.137,-0.954,0.052,0.968,1.5375,3.343,4.179,7.954,8.626,-2.2455,-1.1165,0.2365,0.7685,1.439,2.8125,4.818,8.038,9.619,-2.413,-1.8955,-0.3315,0.5625,1.14,3.104,5.042,10.1255,-15.937,-23.498,-30.828,-3.035,3.92796923686346,3.53899866917246,3.69548047756559,3.55983651765816,3.73002672860972,419.080146864182,421.452881143347,416.611765588412,420.797116895553,415.842894316368,422.30959979788,417.15938707679,422.428728468016,417.209740988813,2025.10436147312,2023.85843820853,2025.74473234675,2040.85198209332
1,8.75,1.32059912228342,-4.33287317946815,0.378061749455518,0.33324102480266,-0.067608373906648,5.31547538483491,1.34876241197748,0.122987619482431,2.89875310588008,4.92240008837534,0.482864440416208,1.34,1.175,0.62,-4.2889,-4.051,-4.4254,-4.48895,-4.04925,82.309205,74.93,1.1079,-3.155,-1.73,-1.49,53.25,147.035,103.1,44.925,232.4,300.35,241.6,302.5,285.22,272.69,294.92,282.105,72.545,136.04,225.82,212.32,-1.648,-0.517,0.44,0.9735,1.914,4.1015,5.469,8.6775,9.991,-1.7495,-0.965,0.4065,1.6635,2.625,3.6655,5.47,8.3115,9.538,-1.914,-0.879,0.06,0.965,1.528,3.343,4.18,7.9525,8.625,-1.8535,-1.0565,0.239,0.767,1.437,2.813,4.819,8.036,9.617,-1.8235,-1.755,-0.323,0.5595,1.137,3.103,5.0405,10.125,-15.9665,-20.185,-18.709,29.835,4.10663027762596,3.61414690045623,3.85474794815331,3.83563695748133,4.02355239310534,419.272012280991,421.480350907136,416.422145271404,421.03277866765,415.502163723293,421.425001871778,416.641958293824,421.419630717371,416.79448538053,2031.26280532843,2037.16023281173,2037.26022438444,2023.85522271285
1,9.25,1.35482015726854,-3.13176542767076,0.369475201372372,0.413318913532913,-0.0674135342746098,9.10993627871219,0.892137574290497,0.123396275132986,13.3206494105808,4.97281385790802,0.465525999571997,1.43,1.32,0.675,-2.99665,-2.319,-3.0939,-3.0184,-2.3745,82.31194,70.02,1.57585,-0.945,0.4,0.38,77.6,234.65,230,64.79,233.5,309,240.5,312,466.21,467.26,487.91,463.155,106.87,239.83,365.575,342.86,-1.2925,-0.3595,0.4825,0.9765,1.9115,4.0995,5.468,8.711,10.039,-1.3135,-0.7815,0.415,1.647,2.6195,3.665,5.4685,8.3105,9.5365,-1.259,-0.784,0.0795,0.966,1.527,3.3405,4.1815,7.951,8.62,-1.1155,-0.822,0.2625,0.761,1.436,2.814,4.8175,8.048,9.6045,-1.3445,-1.312,-0.296,0.56,1.1345,3.101,5.04,10.1245,-14.397,-15.8055,-5.489,69.77,4.23557613201034,3.78877258611668,4.06684680802966,3.98508773238121,4.13473225133668,418.814797554738,421.765911767437,416.681030195053,420.391597175989,415.449450762832,421.889328906015,416.693328685801,421.895582036999,417.248950253024,2020.48627356006,2025.5416865106,2029.45785188386,2019.45310960123
1,9.75,1.3903757153798,-2.32084705559251,0.336565956744302,0.242502333495313,-0.0557558159785121,13.025714303206,0.682047209559782,0.121959122818421,20.9536454201008,4.58181591594629,0.464470362891934,1.41,1.28,0.67,-2.1618,-1.244,-2.1513,-2.17455,-1.24715,82.33297,65.73,1.7251,0.51,1.635,1.695,82.6,319.14,317.9,82.67,230.3,317.3,241.15,318.1,636.09,625.525,657.475,638.41,131.48,330.75,514.76,454.3,-0.8675,-0.231,0.5425,0.9825,1.9095,4.097,5.4525,8.709,10.059,-0.872,-0.5405,0.4445,1.66,2.6235,3.6645,5.469,8.3095,9.5355,-0.74,-0.5735,0.129,0.967,1.52,3.34,4.1795,7.949,8.618,-0.4845,-0.534,0.298,0.762,1.4365,2.8145,4.8175,8.047,9.603,-0.7,-0.876,-0.247,0.5645,1.131,3.101,5.039,10.124,-10.8795,-11.7515,1.386,102.8,4.44339528408515,3.9761197001511,4.10940145982228,4.12519963021181,4.37741970629612,418.839247151154,420.934660760239,415.778093820232,419.801247116297,414.747035279857,421.273067505007,416.329723297846,421.207612865127,416.373032999953,2030.58881952613,2011.80125891959,2023.93128284588,2028.81327478333
