DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,G,SG,USTAR,H,LE,FC,SC,NEE,H2O,CO2,U_SIGMA,V_SIGMA,W_SIGMA
1,5.25,1.4325,69.6,1.537,85.528,0,0,-69.4925,-2,2,241,307.01,2.07,-1.54665,4.11,4.83,6.024,7.603,8.575,11.165,-26,-4.49095,0.0979815799015,-11.1,0.2335,-0.023,-0.008793,-0.0430822,6.28515,398.62,0.4888751926315,0.435889894354,0.141421356237
1,5.75,1.359,69.596,1.485,85.54,0,0,-69.5875,-2,2,239.5,307,2.025,-1.885,3.9665,4.73,5.9075,7.5,8.555,11.16,-26,-4.5685,0.0937673184004,-11,0.05,-0.028083,-0.0071884,-0.05177,6.2543,397.45,0.4652952947495,0.424264068712,0.140405128111
1,6.25,1.2,70.453,1.47,85.566,0,0,-70,-2,2,238.955,306,1.96,-1.9333,3.83,4.5995,5.814,7.425,8.545,11.165,-26,-4.3975,0.095,-11.1,0.142,-0.028083,-0.0094442,-0.0341537,6.1392,397.61,0.479583152331,0.434741302386,0.135946680724
1,6.75,1.204,70.3,1.435,85.592,0,0,-69,-2,2,238.935,306,1.955,-2.19,3.702,4.465,5.69,7.3235,8.53,11.17,-26.027,-4.262,0.093,-9.99,0,-0.045,0.0057857612,-0.0211152414,6.1287,397.415,0.489897948557,0.435889894354,0.140405128111
1,7.25,1,70.15,1.4255,85.6,7,1,-66.316,2,3,239.105,306,1.895,-2.025,3.5805,4.33,5.537,7.2265,8.52,11.17,-26,-3.664,0.095,-9.99,0.4,-0.054945,0.017129,-0.016214385,6.05535,398.01,0.469041575982,0.412310562562,0.135946680724
1,7.75,1.7,69.75,1.31,85.6,93.84,22,-52.280185,46,29.06,236.03,311.165,1.865,-0.51667,3.51,4.235,5.4345,7.14,8.5,11.17,-24.969,-1.116,0.1133925302655,-7.77,3,-0.045,0.029034466,-0.025230744,6.2762,398.475,0.469041575982,0.4224921891105,0.148922127301
1,8.25,3.3,66.2,1.0385,85.614,281.52,61.2,-8,138.95,60.98,233,324,2.42,2.705,3.706,4.226,5.315,7.061,8.415,11.135,-19.831,8.736,0.134,6.556,15.016,0,0.0027011,0.014991,6.6992,398.99,0.4472135955,0.424264068712,0.184390889146
1,8.75,5.701,57.1785,1.05,85.662,491.232,93.5825,53,242,74.995,234,339,3.67,5.96165,4.2375,4.4515,5.3465,7.0035,8.44,11.16,-12.0085,17.813,0.15,36,28.57765,0.111111,-0.0262078965,0.09900795,6.81415,399.015,0.489897948557,0.465832587954,0.238746727726
1,9.25,7.7,47.69,1.9315,85.6965,695.64,119,123.005,342,86,235.33,352,5.295,8.91665,4.93,4.846,5.4365,6.9635,8.42,11.165,-3.488,26.371,0.218,72.657,32.889,0.295,-0.0192065385,0.30601,6.86015,398.47,0.663324958071,0.632455532034,0.316227766017
1,9.75,9.3,40.2,2.77,85.7,883.32,137.93,189.835,435,98,239,363.535,6.665,11.4365,5.8,5.375,5.6495,6.935,8.39,11.175,6.484,32.771,0.292,109.89,32.687,0.5,-0.00434592395,0.52326222,6.5498,398.8,0.818229739527,0.788035532194,0.398854164932
1,10.25,10.42,35.45,3.125,85.7,1052.64,153.8,251,517.4075,108,242.085,374.185,7.72,13.45,6.8835,6.0645,5.9345,6.917,8.365,11.18,16.8875,40.2665,0.3237222851065,144.86,32.0346,0.638583,0.0020145129,0.70032,6.3904,398.565,0.911043357914,0.9013867521315,0.445178624003
1,10.75,11.5,32.4,3.415,85.7,1184.61,168.57,297.55,581.23685,116,247,384,8.65,14.767,7.845,6.917,6.3215,6.927,8.34,11.185,28,41.982,0.357158662222,176.49,30.376,0.8624025,0.0116815,0.9007247205,6.2572,398.785,0.994987437107,1.01488915651,0.47539457296
1,11.25,12.39,30.1,3.6825,85.689,1290.048,178,333.825,634,122,250.74,393.83,9.635,15.65,8.79,7.688,6.73,6.98,8.32,11.19,37.105,38.597,0.384551361979,198,32.0346,1.25,0.01009,1.270288107,6.205,399.37,1.07098085884,1.09726933795,0.507453347609
1,11.75,13,28.553,4,85.602,1360.033626,179,360.885,667.15,127,253,399.95,10.345,16.8915,9.615,8.52,7.26,7.0805,8.32,11.205,43,34.0875,0.404,213.81,32,1.068375,0.01097414285,1.0874270085,6.13005,399.205,1.15325625947,1.15973934707,0.540370243444
1,12.25,13.615,27,4.11,85.6,1396.689774,181.5,367.67,685.6,129,256,405.245,11.02,18.37,10.385,9.135,7.72,7.1985,8.315,11.2,45.578,27.836,0.4165,217.34,31,1.455,-0.0013163601,1.4343652323,6.0081,399.44,1.187644709365,1.210576947385,0.551361950084
1,12.75,14,25.7,4.16,85.523,1385.16,184.005,364,679.35,129.15,257.265,408.5,11.6,19.43,10.96,9.615,8.235,7.355,8.305,11.21,46.3725,22.1825,0.416079161619,218,29.5704,1.545,-0.017173365,1.497574815,5.8645,399.385,1.22474487139,1.243985124635,0.556108892214
1,13.25,14.365,24.4,4.112,85.5,1347,177,348.95,661.35,127,259,410.59,12.26,19.9085,11.385,10.08,8.635,7.53,8.28,11.2,45.2645,18.142,0.419319019364,209.5,29.5704,1.455,-0.018179,1.45172,5.7393,399.09,1.226782722065,1.2409673646,0.554075807088
1,13.75,14.55,23.6,4.1795,85.487,1271.174,170,311.5,625.87565,122.5,260.695,408.805,12.525,19.84,11.715,10.465,8.975,7.7365,8.27,11.21,41.9985,13.5035,0.426,199,27.409,1.205,-0.00601384115,1.208902332,5.6683,399.21,1.21490740388,1.2124355653,0.556108892214
1,14.25,14.7,23.4,4.13,85.45,1157.34,158.86,269,568,116.85,261,406.685,12.705,19.3815,11.855,10.835,9.3,7.93,8.25,11.21,37.2215,7.2845,0.422,172.05,26,1.045,0.00020943813,1.050578,5.5817,398.93,1.18215902284,1.209338220525,0.544918434263
1,14.75,14.9,23.291,4.113,85.4425,1020,142.01,222.18935,502,107.6,262,402,12.675,18.4665,11.88,10.96,9.65,8.15,8.26,11.21,33.7225,1.553,0.4243202058075,145.585,22.1778,0.8509025,-0.0058901469,0.828462998,5.69385,399.21,1.17898261226,1.1874342087,0.549999812171
1,15.25,14.76,23.35,4.09,85.4385,851.34,124,159.81315,419,95,260.845,396,12.61,17.1415,11.765,11.055,9.86,8.325,8.26,11.21,28.7235,-4.852,0.411944061737,109.89,19.684,0.638583,-0.010116,0.69242,5.5769,399.165,1.14192685077,1.12694276696,0.5366563146
1,15.75,14.62,23.8,3.9735,85.43,662.592,103.25,96,328,82.6,260,388.725,12.48,15.555,11.585,11.035,10.005,8.51,8.275,11.21,23,-9.547,0.395087015732,68.981,15,0.4241805,-0.014076909,0.426611,5.61505,399.085,1.067697555375,1.03440804328,0.518652099196
1,16.25,14.2,24.5,3.8085,85.4655,455.98,77,31,227,67.05,257,379.85,11.955,14.055,11.295,10.9,10.045,8.66,8.275,11.205,16.7525,-13.1905,0.377,26.92,12.314,0.227,-0.0116675,0.219793,5.6637,399.22,0.98488578018,0.894986033411,0.49266997067
1,16.75,13.5,26.1,3.372,85.5,250.41,47,-25.7225,125,46.94,255.65,369.605,11.18,11.883,10.945,10.67,10.04,8.795,8.3,11.205,10,-17.1885,0.332,-6,7.3926,0.023,-0.000865615,-0.012054,5.7355,398.31,0.883176086633,0.734846922835,0.439817803187
1,17.25,12.1,29.1,2.855,85.5,80.8962,15.5085,-71,39.495,17,254,357.465,9.745,9.21835,10.425,10.4,9.99,8.9,8.315,11.2,2.869,-21.128,0.2544360381315,-21.494,3.6963,-0.091,0.00076787,-0.119911968,5.98115,398.235,0.678232998313,0.556776436283,0.352763518522
1,17.75,10.6,32.7025,2.4615,85.5,7,1,-89.284,0,2,255,346.295,8.55,6.95,9.89,10,9.91,9.01,8.32,11.2,-4.032,-24.593,0.189641767551,-25,1.741,-0.068,0.0055141,-0.073802,6.1863,398.06,0.548634668974,0.479583152331,0.273861278753
1,18.25,9.6,36.15,2.31,85.5,0,0,-89.1505,-3.3015,1.119,253.55,341,7.395,5.5,9.39,9.615,9.735,9.065,8.335,11.2,-9.491,-23.3005,0.170677590796,-23.335,1.2321,-0.054945,0.011102,-0.0546765,6.2591,398.235,0.538516480713,0.476969312718,0.22803508502
1,18.75,8.4,40.131,1.99,85.5155,0,0,-86.843,-3,1.801,251,336,6.29,4.59,8.905,9.27,9.5,9.115,8.365,11.195,-12.3865,-19.679,0.1385,-21.1175,1.2321,-0.023,0.0190631815,-0.002362635,6.3652,397.675,0.538516480713,0.469041575982,0.192353840617
1,19.25,7.27,44.05,1.97,85.55,0,0,-84.437,-3,1.9525,248.42,331,5.465,3.74165,8.525,8.905,9.31,9.13,8.4,11.19,-14.989,-17.985,0.126427845034,-18.87,1,-0.023,0.01903475,-0.001245605,6.46645,398.37,0.529150262213,0.476445169983,0.1788854382
1,19.75,6.3695,48.7,1.849,85.57,0,0,-82.014,-3,2,247,328,4.765,3.07665,8.15,8.665,9.1,9.1,8.425,11.175,-17,-15.648,0.117,-15.54,0.8455,-0.028083,0.0184965,-0.0154639,6.4819,398.08,0.529150262213,0.469041575982,0.1610497184245
1,20.25,5.6,50.6,1.71,85.5955,0,0,-80.0395,-3,2,245,325,4.34,2.325,7.786,8.34,8.905,9.05,8.44,11.175,-18.9825,-14.502,0.11,-14.41,0.365,-0.028083,0.016326,-0.012934,6.4768,398.4,0.522486131867,0.469041575982,0.1523302250145
1,20.75,5,53.6,1.651,85.6,0,0,-79.076,-2.7395,2,243,322.97,3.85,1.79165,7.49,8.02,8.71,8.98,8.46,11.17,-20,-13.1255,0.109,-13.32,0.448,-0.028083,0.011224,-0.0241326,6.5899,398.45,0.5123473059405,0.4472135955,0.151657508881
1,21.25,4.4,56.067,1.61,85.6,0,0,-78.9365,-2.2755,2,242.505,320,3.35,1.3333,7.184,7.745,8.51,8.92,8.47,11.17,-21.283,-11.641,0.11,-13.398,0.8585,-0.023,0.0050435,-0.017144975,6.5202,399,0.50545822096,0.469041575982,0.148922127301
1,21.75,3.8985,58.25,1.595,85.6,0,0,-77.8985,-2,2,242.865,318.895,3.2,0.83,6.85,7.48,8.305,8.86,8.51,11.16,-22.11,-10.8575,0.105,-12.21,0.2775,-0.023,-0.0026630604,-0.0175595,6.5238,399.26,0.509901951359,0.466904701197,0.144913767462
1,22.25,3.837,59.352,1.55,85.6,0,0,-77,-2,2,241.545,317,3.015,0.621665,6.558,7.24,8.125,8.785,8.53,11.16,-23,-9.68265,0.1015711380135,-12.21,0.266,-0.028083,-0.006977,-0.0390755,6.5838,399.25,0.503968501984,0.4472135955,0.148323969742
1,22.75,3.5,61,1.5495,85.6,0,0,-75.882,-2,2,241.33,315,2.885,0.401665,6.32,6.9925,7.9605,8.71,8.555,11.155,-23.385,-8.96,0.104,-12.1355,0.8,-0.023,-0.01146954005,-0.028083,6.5292,399.18,0.509901951359,0.458257569496,0.1486230485215
1,23.25,3.2,62.124,1.5455,85.6,0,0,-75,-2,2,240.94,314.28,2.785,0,6.105,6.78,7.8045,8.63,8.555,11.155,-24.0915,-8.4994,0.1,-12,0.457,-0.0255415,-0.0059775,-0.045701,6.48245,399,0.5,0.4477719154645,0.140913242174
1,23.75,2.9195,63.327,1.6,85.6,0,0,-75,-2,2,241,313,2.725,-0.195,5.885,6.554,7.62,8.555,8.565,11.15,-24.732,-7.8775,0.1,-11.607,0.548,-0.028083,-0.00388635,-0.044122,6.5642,399.11,0.509901951359,0.4472135955,0.141421356237
2,0.25,3.8,57.577,1.78,85.471,0,0,-79,-2,2,241.8,318,3.21,0.98,6.95,7.65,8.73,9.66,9.29,11.3,-23.463,-9.008,0.113,-13.687,1.2321,-0.023,-0.0107963952,-0.0159091745,6.6081,401.33,0.5094111886795,0.469041575982,0.156977705423
2,0.75,3.562,57.8,1.85,85.45,0,0,-78,-2,2,242,317,3.15,0.8,6.74,7.49,8.57,9.55,9.29,11.29,-24.519,-8.6613,0.112731495156,-14.0235,1.2321,0.023,-0.0095524935,-0.0063235,6.7204,401.095,0.5,0.458257569496,0.153002941148
2,1.25,3.5,58.47,1.842,85.443,0,0,-77,-2,2,242.415,316.25,3.1,0.71667,6.528,7.32,8.41,9.46,9.3,11.29,-25,-7.9,0.111,-13.188,1,0,-0.0102118209,-0.0060236814,6.65795,401.24,0.505955739799,0.435889894354,0.153961137498
2,1.75,3.3,59.138,1.8,85.43,0,0,-77,-2,2,240.79,316,3.06,0.46667,6.35,7.143,8.24,9.36,9.3,11.28,-25.314,-7.519,0.112,-14,1,0,-0.009603,-0.010089,6.6504,400.83,0.509901951359,0.458257569496,0.156977705423
2,2.25,3.4,59.8,1.75,85.41,0,0,-76,-2,2,241,315,2.95,0.29,6.19,6.951,8.08,9.28,9.3,11.28,-25.846,-7.168,0.114,-13.611,1,0,-0.013501,-0.0258590706,6.4954,400.84,0.5,0.458257569496,0.156977705423
2,2.75,3.149,60.7,1.697,85.4,0,0,-76,-2,2,241.735,314,2.79,-0.03,6,6.764,7.96,9.18,9.3,11.28,-26,-6.954,0.104302972153,-14,1,0,-0.0105385731,-0.0264845,6.5384,400.82,0.5,0.4472135955,0.151657508881
2,3.25,3.1,60.8,1.75,85.4,0,0,-75,-2,2,242,314,2.82,-0.13333,5.82,6.64,7.83,9.1,9.29,11.28,-26,-6.5707,0.103249406778,-13.32,1,-0.023,-0.00611820375,-0.0259926,6.5135,400.43,0.471168759576,0.4472135955,0.156977705423
2,3.75,3,60.2,1.75,85.4,0,0,-75.229,-2,2,242.01,313,2.77,-0.21667,5.65,6.46,7.678,9.03,9.28,11.29,-26.064,-6.272,0.11,-13.32,1,0,-0.00298527325,-0.01411045,6.48275,400.335,0.489897948557,0.458257569496,0.153002941148
2,4.25,2.7,61.4,1.66,85.4,0,0,-74.034,-2,2,241.96,312,2.72,-0.41,5.48,6.3,7.57,8.94,9.27,11.29,-26,-6.075,0.1,-12.614,0.813,-0.023,0.00076602,-0.028638,6.4883,400.795,0.473286382648,0.435889894354,0.148323969742
2,4.75,2.6,60.8,1.694,85.4,0,0,-74,-2,2,241.51,311.75,2.65,-0.65,5.29,6.177,7.435,8.84,9.26,11.29,-26,-5.843,0.095874449151,-12.194,1,0,-0.00364394285,-0.017940191,6.5541,400.81,0.479583152331,0.435889894354,0.148323969742
2,5.25,2.5,61.5,1.61,85.4,0,0,-73.02,-2,2,241.51,310.95,2.6,-0.81667,5.18,6.01,7.28,8.75,9.26,11.3,-26,-5.7435,0.0969280145262,-12,0.971,-0.0115,-0.00613256515,-0.021975,6.499,400.93,0.479583152331,0.4472135955,0.144726293395
2,5.75,2.5,62.9,1.638,85.4,0,0,-74,-2,2,241,310.6,2.58,-0.9,5.02,5.85,7.17,8.66,9.23,11.3,-26,-5.376,0.102195841403,-12.21,1,-0.023,-0.002396,-0.0378873745,6.44525,400.775,0.489897948557,0.4472135955,0.148323969742
2,6.25,2.3,62.6,1.61,85.4,0,0,-73.01,-2,2,240,310,2.48,-1.05,4.884,5.74,7.036,8.57,9.23,11.3,-26.151,-5.2213,0.097,-12,0.553,-0.023,-0.00091955,-0.009097,6.4665,400.685,0.469573973462,0.425440947724,0.146618868602
2,6.75,2.1,63.5,1.59,85.438,1,0,-72,-1,2.057,240,309.13,2.48,-1.0167,4.78,5.54,6.92,8.47,9.22,11.3,-26.044,-4.7787,0.1,-12.1265,0.467,-0.023,0.00790054155,-0.0007657,6.4641,400.85,0.469041575982,0.424264068712,0.148323969742
2,7.25,2.3,64,1.48,85.461,36.72,7.171,-65,17,13,241,312.11,2.45,-0.51667,4.69,5.45,6.82,8.37,9.17,11.3,-26,-2.79,0.11,-10,1.2321,-0.023,0.0142485,-0.0148962,6.5411,400.825,0.479583152331,0.4472135955,0.151657508881
2,7.75,3.673,62.3,1.27,85.5,185,40,-30,92,47,238,323,2.73,2.3333,4.81,5.424,6.76,8.28,9.15,11.3,-22,1.521,0.130642106535,-1.786,9.8568,0,0.001756,0.0142125,6.8609,401.165,0.469041575982,0.423673992369,0.178982122012
2,8.25,5.778,53.846,1.228,85.5,399,77,31,198,67,239,338,3.88,5.65,5.2,5.53,6.666,8.21,9.09,11.27,-14.973,13.133,0.153910272396,23,23.7525,0.114,-0.021443,0.1011364,7.0893,400.585,0.479583152331,0.4566150480695,0.232835564294
2,8.75,8.2,45.4,1.617,85.5,628.524,107,106.86,312,80,239.64,353.39,5.57,9.2167,6.05,5.98,6.735,8.14,9.09,11.31,-6,22.337,0.2006154933395,63.819,32,0.227,-0.035848,0.2366745,6.9148,399.995,0.632455532034,0.5882170326125,0.3089255837215
2,9.25,9.8,38.52,2.561,85.51,860.88,126.74,186.15,423,93,242,368,7.1,12.29,6.866,6.51,6.889,8.11,9.08,11.31,4.494,32.499,0.275,108,34.302,0.360195,-0.0126835,0.385363473,6.5241,399.58,0.830661513928,0.7990613987845,0.3914962217265
2,9.75,11,34.1,3.32,85.53,1065.9,144,256,523,106,246,380,8.01,14.733,8.04,7.29,7.182,8.07,9.07,11.32,15.23,39.82,0.341,152.07,35.7309,0.659,-0.00033113,0.682166595,6.5047,399.92,0.979285453788,0.964365076099,0.458257569496
2,10.25,12,31,3.8,85.53,1236.24,160.345,320,607,116,249,392,9.01,17.067,9.1,8.21,7.59,8.06,9.06,11.32,27,45.587,0.3852756809895,194.125,35.7309,1.072972,0.012072,1.0968496,6.3156,399.51,1.080508519945,1.09430321679,0.515816630022
2,10.75,12.75,28.1,4,85.52,1385.16,173.47,375,679,124,253,402,10.07,18.71,10.15,8.94,8.07,8.08,9.05,11.35,38.013,46.293,0.40456910411,222,36.963,1.275945,0.016277,1.287694,6.12675,400.24,1.17898261226,1.2,0.548299553164
2,11.25,13.6,26.1,4.28,85.518,1505.52,184,421.555,738,133,257.48,411,10.83,19.63,11.19,9.75,8.56,8.18,9.02,11.35,48.886,44.24,0.421,246.58,37.278,1.611639,0.00428210825,1.604798564,5.92495,400.19,1.256980509,1.28840987267,0.568686931819
2,11.75,14.2,24.2,4.37,85.5,1595.28,193,446.7,781.5,138.5,260,419,11.77,21.07,12.12,10.5,9.07,8.31,8.99,11.35,54.9,39.023,0.436088032684,266.2,37,1.614,0.0154935,1.6536549,5.8301,400.47,1.3040321941,1.33809564871,0.575614591787
2,12.25,14.8,22.874,4.49,85.48,1636.08,195.635,465,802,140,263.45,426,12.43,22.61,13.01,11.3,9.62,8.48,8.97,11.35,58.89,32.968,0.4515,280.64,38.1951,1.8617915,0.00544680605,1.897877,5.6914,401.04,1.3693051766,1.38202749611,0.589683004726
2,12.75,15.1,21.499,4.56,85.417,1640.16,196.96,464,803,143,265,429.8,13.12,23.5,13.53,11.94,10.14,8.71,8.96,11.35,58.303,26.873,0.463784382563,278.505,36,1.727,-0.020842,1.762373171,5.5745,400.73,1.4,1.41950586412,0.60821909225
2,13.25,15.46,20.7,4.652,85.4,1607.52,190,443,786,137.5,268,431,13.94,24.24,14.1,12.47,10.62,8.92,8.94,11.35,56.11,21.504,0.473,271.65,35,1.705,-0.013654443,1.69851,5.5509,400.42,1.40712472795,1.44568322948,0.61725197448
2,13.75,15.8,19.6,4.71,85.36,1548.36,191.12,421.2213,758,137,268.02,431,14.09,24.217,14.46,13,10.98,9.14,8.93,11.35,53.72,14.1795,0.4699450786885,264.59,34.24,1.5,0.001427,1.522496,5.56,400.53,1.408189925175,1.44913767462,0.618061485614
2,14.25,15.96,19.302,4.77,85.322,1440.24,178,376,706,131.1,269,426.99,14.35,23.3415,14.65,13.3,11.29,9.38,8.92,11.34,48.464,5.376,0.4695,239.76,32.0633,1.554333,-0.0023498,1.517231694,5.4514,400.58,1.40356688476,1.43178210633,0.602902624617
2,14.75,15.98,18.9,4.82,85.31,1297.44,162,322,636,122,267,422,14.23,22.365,14.58,13.42,11.69,9.6,8.91,11.34,43.156,-0.8315,0.4694450786885,207,27.369,1.3525,-0.0122839615,1.3412255,5.4858,400.32,1.364734099035,1.39821200219,0.6067939709035
2,15.25,15.9,19.029,4.69,85.301,1128.12,147.12,264,555,110,267,415,14.3,21.1785,14.43,13.41,11.83,9.77,8.91,11.35,38.109,-6.7672,0.454,170.8,25,1.136,-0.012007,1.120668,5.33875,400.11,1.32287565553,1.34536240471,0.583952052826
2,15.75,15.7,19.337,4.58,85.3,933.14,129.9,198,458.5,98,265,406,14.11,19.383,14.11,13.34,12,10.01,8.93,11.34,32.14,-11.159,0.4455,133.1,22,0.886,-0.0119341761,0.905829375,5.3495,400.22,1.26095202129,1.25299640861,0.5835236211555
2,16.25,15.38,19.841,4.52,85.3,716.04,107.73,119.02,352,82,263,397,13.79,17.567,13.78,13.19,12.09,10.15,8.94,11.34,25.17,-14.223,0.44,83.722,17.8295,0.636,-0.012198,0.632127,5.4785,399.89,1.18237050031,1.15758369028,0.572484584945
2,16.75,15,20.8,4.246,85.3,481.44,79,40.81,238,64,261.36,386,13.07,15.3415,13.37,13.06,12.14,10.28,8.95,11.34,17.069,-18.282,0.419319019364,35.801,14.01,0.3256665,-0.01353,0.2997164,5.5264,399.65,1.12694276696,1.03923048454,0.545893762558
2,17.25,14.2,22.472,3.95,85.32,261.12,46.928,-25,130,44,259.53,376,12.23,12.9635,12.82,12.73,12.05,10.44,8.99,11.33,9,-22.183,0.372,-4.44,9.8568,0.114,-0.0013871,0.118708062,5.5954,399.21,0.994987437107,0.854400374532,0.500999001995
2,17.75,12.95,24.996,3.31,85.338,78,14,-74.52,38,15,258,363.75,10.94,10.4265,12.26,12.36,11.9,10.51,9.03,11.33,2,-25.068,0.300266131956,-26.64,5.4095,0,0.00308,-0.0260694585,5.7255,398.985,0.801872807869,0.648074069841,0.409347773904
2,18.25,11.6,28.352,2.78,85.371,6,1,-96,-1,2,259.91,353,9.35,8.14165,11.53,11.86,11.74,10.56,9.07,11.33,-5.553,-26.569,0.227785060531,-28.86,2.4642,-0.045,0.0059345,-0.055255125,5.94855,399.075,0.621687990287,0.5,0.312971214904
2,18.75,10.4,31.532,2.57,85.4,0,0,-94,-4,1.573,257,347,8.08,6.82835,10.83,11.26,11.47,10.6,9.09,11.33,-10.35,-24.31,0.182266809924,-26.053,2.258,0,0.0067311,-0.00053,5.9616,398.86,0.547722557505,0.469041575982,0.255541190418
2,19.25,9.3,34.95,2.3795,85.4,0,0,-90,-3,2,254,342,7.215,5.815,10.28,10.875,11.16,10.615,9.11,11.325,-13,-21.751,0.1636513165845,-23.901,2,0,0.017033,0.028083,6.13455,399.17,0.556776436283,0.489897948557,0.221359436212
2,19.75,8.5,37.6,2.192,85.4,0,0,-88,-3,2,251.86,337.62,6.465,4.95835,9.85,10.465,10.91,10.575,9.135,11.32,-15.968,-19.3355,0.143115662832,-21.9985,1.849,0,0.014494491,0.019837,6.3191,399.83,0.549999812171,0.489897948557,0.194935886896
2,20.25,7.464,40.6865,2.0725,85.4125,0,0,-86.746,-3,2,250.525,333,5.755,4.21,9.43,9.95,10.64,10.505,9.15,11.325,-18,-17.455,0.126,-18.394,1.2321,0.023,0.010255,0.028083,6.4326,399.97,0.556776436283,0.469041575982,0.173205080757
2,20.75,6.8,43.5055,1.9215,85.445,0,0,-83.499,-3,2,249.115,330,5.21,3.64335,8.95,9.68,10.39,10.465,9.165,11.325,-19.348,-15.5445,0.120106452783,-16.65,1.2321,0,0.010134,0.0090169629,6.525,400.265,0.556776436283,0.5,0.164316767252
2,21.25,6.1,46.5,1.884,85.47,0,0,-82.803,-3,2,247.99,327.53,4.8,3.13335,8.64,9.34,10.16,10.39,9.18,11.32,-20.949,-14.261,0.1185,-15,1.2321,0,0.014976786,0.0353685,6.5016,400.86,0.565685424949,0.479583152331,0.158113883008
2,21.75,5.6,48.4,1.89,85.49,0,0,-82.544,-3,2,246,326,4.38,2.75,8.24,8.96,9.85,10.28,9.2,11.31,-21.644,-13.292,0.1185,-15.2675,1.2321,0.023,0.018032,0.033917,6.5517,400.84,0.563021226997,0.489897948557,0.158113883008
2,22.25,5.1,50.9,1.85,85.5,0,0,-82,-2.679,2,245,323.3,4.04,2.21335,7.97,8.7,9.61,10.16,9.23,11.31,-22.509,-12.338,0.11,-15,1.2321,0,0.00944384675,0.014400403,6.6601,400.965,0.538516480713,0.473286382648,0.158113883008
