DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,H,SH,LE,SLE,PA,T_SONIC,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,423.258,0.0448529625148049,6.17731,1.43746937501175,7.60377,-0.123874,-0.515756,-2.3806,3.819005,-0.0627469,99.2764,0.665999999999997,-0.250203,0.445374,0.987344924532455,0.82677626961591,0.600642156362672,3.26328
1,0.75,422.745,0.0442713110068317,6.18995,1.46174006396125,6.7547,-0.00455,-0.366499,-2.42678,3.94785,-0.07144145,99.2484,0.628000000000043,-0.238433,0.437275,0.981268057158695,0.798919270014186,0.555751743137167,3.45948
1,1.25,422.939,0.0419492792700431,6.17987,1.45712639501308,6.74541,-0.2074645,-2.68162,-1.96408,4.06219,-0.2355485,99.1691,0.547000000000025,-0.236273,0.430421,1.01808152915177,0.804036068842686,0.594473716828591,3.7532
1,1.75,422.955,0.0415932686861708,6.01727,1.49775126990003,6.704,0.04982785,-2.1545,-1.8221,3.93758,-0.110622,99.1802,0.757500000000022,-0.2337355,0.431186,1.04512942466296,0.81884238400688,0.594611193688339,3.50203
1,2.25,423.186,0.0437035467668243,6.190785,1.47998047968756,6.5859,0.1477965,-2.21093,-1.68434,4.26016,-0.294991,99.1866,0.64100000000002,-0.23864,0.433725,0.990761390830705,0.809689097030121,0.601282679956973,3.59859
1,2.75,423.1175,0.0410383700234445,6.1649,1.49177075986896,5.686415,0.06785,-1.25805,-1.11647,4.21397,-0.291765,99.1762,0.524000000000058,-0.244619,0.437161,0.986326011012586,0.812237034368663,0.62208038065832,3.78735
1,3.25,423.258,0.0423083916026124,6.094575,1.34285415910156,4.9683,0.0902,-1.16039,-1.54835,3.06248,-0.243002,99.2007,0.555000000000007,-0.260629,0.45657,0.990287836944391,0.84747271342504,0.607402667099841,3.58373
1,3.75,423.665,0.0407241942208185,6.05475,1.24784874776366,5.44577,0.012028865,-1.086295,-1.22948,3.530475,-0.53406,99.1561,0.243500000000012,-0.2533195,0.444637,0.99055430529588,0.818951512356112,0.605854458037269,3.55069
1,4.25,423.7855,0.0442718872423573,5.89117,1.32031814347906,5.54685,0.08368895,-1.659115,-1.877285,2.79953,-0.376432,99.1327,0.17900000000003,-0.256704,0.436777,1.01795874179654,0.812124990380175,0.584922217051122,3.42663
1,4.75,424.1685,0.0482321986629973,5.92669,1.28527039956579,6.524745,0.1417015,-0.873041,-0.9400795,3.13154,-0.0963,99.0975,-0.314499999999981,-0.223122,0.41826,1.01244265896716,0.799930846616648,0.573226178897114,3.23576
1,5.25,424.095,0.0581977535115725,5.78872,1.25079174925325,7.34298,0.0668721,0.276514,-1.206785,3.65097,-0.517825,99.1069,-0.448999999999955,-0.219779,0.416664,1.0115146804248,0.781504092225935,0.572910051817102,3.427745
1,5.75,424.6065,0.068264192663504,6.026605,1.36561040754859,9.33478,0.3209455,1.20797,-0.744908,3.14445,-0.260508,99.0992,-0.328499999999991,-0.224196,0.423282,1.00078465970795,0.801465159131999,0.567213645540152,3.204225
1,6.25,425.724,0.0820068899544422,5.83298,1.40985943302807,10.3217,0.555899,2.488385,-0.608931,3.436715,0.06272905,99.0877,-0.227999999999952,-0.232911,0.421075,0.964230781504096,0.82469691402357,0.555717554158585,3.27487
1,6.75,426.628,0.091213968123045,6.03494,1.25033995377257,16.48395,0.6165565,3.888375,-1.07616,4.1022,0.18144,99.1115,-0.310499999999962,-0.25786,0.4500975,1.01514030092045,0.821738940522058,0.571898834671371,2.97995
1,7.25,426.0245,0.101241982517271,5.92601,1.19567067343281,16.2841,0.137499,4.336415,-1.40123,3.93222,-0.389937,99.13465,-0.509499999999974,-0.240885,0.4346465,1.00107052393357,0.814309689909967,0.613306213641941,3.076365
1,7.75,426.6635,0.122890194889584,5.866375,1.28865934704041,22.0377,0.5220555,2.811795,-1.761355,4.86606,-0.413378,99.14045,-0.680999999999955,-0.2440245,0.438309,1.01512099190446,0.820037608256999,0.602031718578552,3.183
1,8.25,427.6085,0.113137084989848,5.80515,1.47994017571713,23.0959,0.02313505,4.2478,-0.1215351,4.321665,-0.06318425,99.1429,-0.584000000000003,-0.217539,0.419826,1.01336074524327,0.812683825358915,0.590576836660565,3.1054
1,8.75,427.112,0.100995049383621,5.86114,1.52187055954178,21.1458,0.081,12.32315,1.775025,5.28145,0.713893,99.1664,-0.939999999999998,-0.2272,0.440216,1.00302459886136,0.844272703780116,0.616345222007776,3.14699
1,9.25,426.8285,0.0974853460267938,5.89615,1.69578005649318,23.0092,-0.098227,19.8638,3.56547,8.337975,0.86234,99.2039,-0.989999999999952,-0.28382,0.467851,1.04870872981968,0.904202963941172,0.620764850809064,3.0067
1,9.75,426.338,0.091104335791443,5.945475,1.60625963032133,19.99445,-0.387835,32.1921,4.593585,10.5306,1.17048,99.22235,-0.84099999999998,-0.288977,0.4761495,1.01992524277969,0.946819197931733,0.621267492673501,3.015155
1,10.25,425.614,0.0920915574448476,5.97805,1.90390913648735,21.4497,-0.329433,41.6074,5.189355,11.9078,1.381295,99.2353,-0.248499999999979,-0.285123,0.4747915,1.0756401314765,0.961637057441429,0.650685284058981,3.054305
1,10.75,425.7025,0.0824509724151861,6.06248,2.11288040963697,20.983,-0.201736,44.4007,7.17474,14.3166,1.688305,99.2789,0.136000000000024,-0.31856,0.505434,1.14392954636079,0.982839439481478,0.667789141570824,3.27639
1,11.25,424.8425,0.0814248119432891,6.06786,2.30982899799964,23.0581,-0.473839,57.8205,6.16872,15.0733,1.13876,99.2523,0.435000000000002,-0.392903,0.545178,1.18759841697436,1.01428792756298,0.70269125510426,3.16103
1,11.75,424.21,0.0825832912882503,6.112265,2.2772593176887,24.3845,-0.292464,74.2141,6.70207,18.9581,0.781557,99.2258,1.11200000000002,-0.362742,0.528529,1.13171993001802,1.07330797071484,0.695785167993685,3.44369
1,12.25,423.24,0.0761577310586391,6.19453,2.1515994050938,23.5831,-0.229251,73.3986,7.88726,17.25345,1.01203,99.19465,0.872000000000014,-0.3769265,0.551107,1.19437045712218,1.10088137266138,0.736612085264255,3.624345
1,12.75,422.5745,0.0735527021937332,6.25324,2.29199994379304,25.7595,-0.12301,93.5243,4.77548,19.92465,1.52579,99.1732,1.06600000000003,-0.414003,0.574819,1.23596925528105,1.17085011850365,0.753460682451314,3.92322
1,13.25,421.796,0.0673701760039174,6.2606,2.32878938506684,23.09385,-0.18389,83.51875,4.86278,21.6735,1.31391,99.0735,1.36500000000001,-0.394018,0.5665,1.24633061424327,1.13227205211468,0.755472699705291,3.90818
1,13.75,422.2385,0.0743928368444746,6.33494,2.30056949471212,23.8783,-0.2119975,81.5973,5.22744,21.0415,1.1171,99.0498,1.71650000000002,-0.4362795,0.584932,1.23118864423609,1.16936630314498,0.740987251888597,4.16276
1,14.25,422.349,0.0757102459353136,6.38283,2.16967479584585,25.93785,-0.148006,88.5745,3.88029,22.4682,1.25858,99.0476,2.01400000000001,-0.420354,0.585426,1.24265039331262,1.15115159731462,0.744061153400713,4.08859
1,14.75,422.1005,0.0833342066620904,6.339395,2.26726928263936,26.6424,-0.162002,70.12515,2.75828,22.227,0.021516,99.03005,1.95300000000003,-0.4005145,0.5710675,1.19760101261025,1.13673366451084,0.744495541648406,4.251545
1,15.25,422.9925,0.087120606058498,6.338575,2.2313150529111,30.9949,-0.01375,58.43035,2.06497,24.14415,0.337985,99.0478,2.01100000000002,-0.370098,0.533934,1.23110113313245,1.10969815715806,0.767445112043852,4.17526
1,15.75,421.8675,0.0859767991960622,6.36181,1.97802605889151,27.7549,0.0407845,51.7907,1.43879,17.09,0.792213,99.0652,2.0635,-0.399781,0.567364,1.24400535412997,1.06765920296443,0.726559874464334,3.941575
