DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.345926121843024,0.111562471630605,0.598290329423642,7.96176965145468,0.362006112648164,0.293154302513499,0.753606452602903,0.154625370461113,0.80150428678572,427.950354857002,5.50034066823802,434.425546515334,5.52358175560852,429.147719274041,435.37639927625,5.43037946781427,430.555282837134,436.479166917391,5.51203956907074,430.645744171465,436.569699339571,5.43077810280087,430.937319038616,4.17455925162232,3.50946134725915,0.372716679366307,3.5525,3.2325,2.4975,2.4518,2.07375,1.93385,2.0809,1.3744,98.76501,89.76,1.9673,1.94,1.9925,2.0575,1.7,-0.98,3.225,0.66,303.775,321.15,300.45,319.5,0.19,0.05,0.115,0.1375,0.3575,0.28,0.41,0.12,0.7025,1.132,2.385,3.497,4.21025,5.88825,7.47725,8.79425,11.05675,0.625,0.91025,2.76275,3.21675,3.53975,5.713,7.38075,8.492,10.71625,0.83825,1.2975,2.6455,3.2375,4.22175,5.1445,7.4255,8.599,10.673,0.8865,1.6555,3.1775,3.443,4.382,5.99525,7.2985,9.1235,10.852,1.6605,2.203,3.247,4.05275,4.84925,6.478,7.6715,9.2155,11.4,-6.7925,-7.3655,-6.601,-10.57
1,0.75,0.401511205268601,0.0850070525247087,0.53557303597311,4.25677732743965,0.48883155567065,0.288911931344851,-0.864647708843002,0.832120657058155,0.778487191607677,428.071117977465,5.36923171441547,433.933573350336,5.72982902565708,428.48129718018,435.675804067452,5.74362472579089,430.654183657032,435.182898860099,5.66168165470484,430.823728078947,435.904333951095,5.71730184236788,431.01359984,3.77438983002086,3.2064031128965,0.411440397478919,3.82,3.265,2.4025,2.37635,1.50475,2.1572,1.978,1.1451,98.759035,90.16,1.8526,1.83,2.1,2.0825,1.6,-1.12,3.125,0.6225,303.05,321.3,300.675,319.5,0.19,0.05,0.1,0.1425,0.38,0.28,0.41,0.12,0.76725,1.13825,2.314,3.49625,4.21075,5.88725,7.477,8.793,11.05475,0.6745,0.85425,2.7005,3.18625,3.531,5.71225,7.377,8.4905,10.71425,0.79125,1.27075,2.6055,3.22475,4.22525,5.143,7.4235,8.59725,10.67125,0.843,1.57425,3.12575,3.441,4.37925,5.996,7.2975,9.122,10.85,1.593,2.1475,3.20375,4.05375,4.84775,6.47675,7.6755,9.21375,11.399,-7.8125,-6.798,-6.713,-10.8825
1,1.25,0.45118250132608,0.114275621976234,0.550085726184694,2.99613634469934,0.334705586662784,0.313971615973309,-1.7731185910174,0.28103123936397,0.776876181683098,426.570914988419,5.44607551826136,433.962283074794,5.45891544088004,429.354257831683,434.219207832805,5.48063810189421,430.809202983447,435.7966100904,5.49689169505904,430.264611697452,436.366493361487,5.63893790314116,431.391208518119,3.63155148859506,2.92061733414585,0.441640694732076,3.72,3.15,2.3125,2.17745,1.55825,2.2156,2.10745,0.8916,98.74138,90.205,1.910975,1.7975,2.11,2.06,1.6,-1.0675,3.2,0.6125,301.725,321.1,299.35,319.4,0.19,0.04,0.1,0.1425,0.365,0.2725,0.41,0.12,0.80675,1.098,2.2765,3.48525,4.2145,5.88625,7.4755,8.79175,11.05375,0.6265,0.8305,2.58675,3.15275,3.5215,5.7145,7.37225,8.48825,10.713,0.78225,1.22875,2.573,3.21175,4.2295,5.14225,7.42025,8.59525,10.67025,0.78875,1.4325,3.11475,3.4275,4.38325,5.997,7.2955,9.12,10.848,1.5405,2.0915,3.19125,4.0575,4.8465,6.475,7.66825,9.212,11.39775,-9.3765,-7.59275,-6.794,-10.7425
1,1.75,0.772095833735035,0.0753666041748898,1.25034537353606,3.38311113328286,0.594510502596341,0.267449150316041,-0.331656246158387,0.745229636968621,0.742389790998721,427.816244254081,5.61443156431528,434.812233452754,5.55215297421999,429.421307136423,435.010823629231,5.64980258148088,430.512178837748,435.421431465674,5.51753493524606,430.742650926282,436.126014271778,5.62172930112492,430.957376490043,3.56916798156216,2.48190872493018,0.338436239975475,3.575,2.93,2.1625,1.8003,1.38125,1.5546,1.892475,0.8813,98.72158,89.58,1.7748,1.795,2.055,1.93,1.6,-1.03,3.325,0.6025,304.425,321.175,302.8,319.275,0.19,0.05,0.105,0.1475,0.38,0.28,0.41,0.12,0.7975,1.10025,2.24975,3.47375,4.2165,5.88525,7.473,8.78975,11.052,0.674,0.83175,2.5025,3.122,3.51275,5.715,7.3685,8.48575,10.71125,0.71625,1.2145,2.54175,3.19875,4.2335,5.14225,7.41775,8.59425,10.6685,0.731,1.391,3.11525,3.42425,4.393,5.99725,7.294,9.1185,10.8465,1.49725,2.03325,3.162,4.0615,4.84475,6.476,7.667,9.211,11.39675,-9.4155,-7.3005,-6.7325,-10.24
1,2.25,0.548108732145639,0.0957569073468764,0.662769803048403,4.35352669515775,0.807259682095245,0.278149103601493,-0.79611584579246,1.24686446625058,0.767678489477398,428.233709939244,5.30684857296826,434.14237866159,5.62090025224271,428.33152855814,434.782599003143,5.62238168734458,429.526401937296,435.532280527192,5.64959052534505,429.676803414715,435.886274564083,5.69441814243114,429.943120915026,3.722419038301,2.79215065728698,0.370378183490398,3.7775,3.16,2.355,2.073575,1.359,1.42605,1.151475,0.599575,98.74681,91.25,1.9257,1.75,1.9375,1.9,1.8,-0.985,3.25,0.6425,305.875,320.55,304.7,319,0.19,0.05,0.0975,0.1625,0.3725,0.28,0.41,0.12,0.72425,0.99,2.21725,3.46125,4.21675,5.885,7.4705,8.7885,11.05,0.58275,0.8235,2.4685,3.1165,3.50375,5.7155,7.36475,8.4825,10.71,0.66775,1.18225,2.49825,3.1855,4.236,5.14375,7.41525,8.5925,10.66725,0.69825,1.3445,3.06,3.417,4.39475,5.99625,7.292,9.117,10.8455,1.416,1.9695,3.1375,4.058,4.84225,6.47725,7.66575,9.209,11.39475,-9.695,-7.6945,-7.397,-10.37
1,2.75,0.426056605176494,0.11091895326446,0.672552529171651,6.43006506880522,0.988826644461655,0.290189694424569,-1.05814836654308,0.337731054856739,0.79929259348409,428.173670690436,5.42623467925417,434.728226515258,5.66093630441035,428.957216974359,435.545834283724,5.70063394965366,429.814038603626,436.276027531268,5.70770799766326,429.742076145299,436.595231541536,5.72310977727867,430.159462051282,3.74149995295339,2.80087298507117,0.33540178506665,3.65,3.1875,2.42,1.4975,1.47575,1.416875,1.15645,0.609275,98.7568,91.3,1.732875,1.8175,2.06,1.9825,1.6,-0.85,3.3,0.6125,305.075,321.35,305.4,319.05,0.19,0.03,0.11,0.1575,0.36,0.28,0.41,0.12,0.68175,0.9515,2.141,3.43475,4.2165,5.88425,7.468,8.7865,11.049,0.57325,0.7765,2.4145,3.10225,3.49725,5.70825,7.3615,8.48,10.70825,0.63575,1.17025,2.4595,3.1705,4.2385,5.14525,7.412,8.5905,10.6655,0.655,1.30625,3.01825,3.4095,4.3945,5.99525,7.2915,9.1155,10.8435,1.40375,1.93,3.15425,4.058,4.8375,6.47825,7.6645,9.208,11.3935,-9.44525,-7.316,-7.3915,-10.305
1,3.25,0.479086152727807,0.108931853492375,0.493698120048693,2.82741767139073,0.513862018849001,0.310148645095083,-0.474099709022371,0.725410386164187,0.770295206417284,427.626575195142,5.36081139195015,435.0392546369,5.67544436844448,429.934964637255,435.555430762003,5.75636675428728,430.217793398026,436.360723667733,5.64171262441679,431.406093597912,436.946014434391,5.67771257848247,431.154364342722,3.8957213677178,2.6489193326143,0.368288847370819,3.67,3.1475,2.43,1.15215,1.20425,1.01535,1.19255,0.495925,98.7547375,90.93,1.566325,1.705,2.0575,1.96,1.725,-0.91,3.3,0.645,302.65,321.025,304.05,319,0.19,0.0475,0.13,0.155,0.37,0.275,0.41,0.12,0.64075,0.93825,2.1,3.40625,4.21875,5.88325,7.4655,8.7855,11.048,0.5245,0.67875,2.36025,3.07425,3.49025,5.70725,7.36,8.477,10.70725,0.6075,1.16425,2.43025,3.15125,4.2395,5.14675,7.4095,8.5895,10.66425,0.69,1.25575,2.97225,3.3995,4.3935,5.99425,7.2895,9.114,10.842,1.3975,1.89525,3.13425,4.0645,4.83175,6.4795,7.6625,9.20625,11.3925,-8.938,-7.50475,-7.299,-10.59
1,3.75,0.862740538092396,0.0805050475950575,1.36775598553738,4.24171650108238,0.352504677006864,0.328898474898948,1.63044798052632,1.24808234484133,0.800148415367227,427.556386566396,5.34130228358975,434.54814514881,5.48968078355185,429.533030668148,436.581327115691,5.7152976360058,430.147083372525,436.900946764657,5.63167774671789,430.897873334437,439.022412012548,5.6129971244053,430.678749680144,3.69349252392772,1.93630296802982,0.400709421780677,3.6425,2.955,2.29,1.135375,0.78325,0.74965,1.0057,0.4762,98.725745,90.5425,1.575825,1.6975,2.09,1.92,1.6,-0.795,3.2,0.7675,302.35,321,301.65,318.725,0.19,0.04,0.115,0.1475,0.3725,0.28,0.41,0.12,0.58475,0.94,2.06475,3.376,4.22225,5.88225,7.46325,8.7845,11.04625,0.4795,0.6535,2.322,3.0505,3.4855,5.7065,7.3575,8.47425,10.70475,0.6115,1.11775,2.4045,3.1325,4.2405,5.14825,7.40775,8.5875,10.662,0.689,1.2265,2.93125,3.38375,4.39225,5.9935,7.288,9.112,10.8405,1.37,1.84625,3.11075,4.06375,4.82675,6.4805,7.66125,9.20525,11.39125,-7.862,-7.49675,-7.388,-10.71
1,4.25,0.390430317573049,0.095354325601555,0.981541580582109,2.30982964606046,0.331602563042315,0.277598254101475,-0.670020210663759,0.251703586704738,0.766250503600416,428.502324767638,5.27826891446767,435.750078110035,5.55236904812537,429.659548743506,436.717502568415,5.60203253878829,430.518972660652,437.884889874504,5.48021793866391,430.452689507989,438.707966735776,5.55139526635081,431.06858578511,3.50065014034635,1.15517686201743,0.360359227244479,3.3125,2.6275,2.02,1.003125,0.7165,0.80445,0.7479,0.252775,98.69742,90.5875,1.587275,1.66,1.8875,1.85,1.55,-0.68,3.3,0.6925,302.775,320.4,303.65,319,0.19,0.04,0.11,0.1425,0.37,0.28,0.41,0.12,0.5875,0.9515,2.01975,3.344,4.22575,5.88125,7.46075,8.7825,11.03,0.436,0.695,2.28825,3.059,3.4815,5.70575,7.35525,8.47325,10.70425,0.61575,1.0885,2.368,3.11925,4.24075,5.14975,7.417,8.6085,10.6705,0.65075,1.20425,2.8845,3.36725,4.39575,5.9925,7.287,9.111,10.839,1.3505,1.80125,3.0775,4.054,4.82325,6.4815,7.66,9.20325,11.38925,-7.4635,-7.731,-7.2815,-9.16
1,4.75,0.263737565906135,0.092316971999862,0.473665114249988,2.72423258110142,0.235171108175731,0.30636005938844,2.08588597900161,0.828510303561151,0.816101908800528,429.287861982231,5.17175325342738,435.493288442704,5.40471346059337,430.001459594943,437.167097363341,5.41957722084318,430.435077343451,437.232284794714,5.44224772118988,431.665922838235,437.747663228641,5.489127901303,431.463352320388,3.55756814244758,1.09274863798717,0.396881705268815,3.17,2.7075,2.03,0.860625,0.4225,0.66705,0.61125,0.185325,98.683415,90.815,1.55325,1.69,1.8575,1.7925,1.7,-0.7025,3.325,0.8125,302.05,319.35,300.525,318.375,0.19,0.045,0.0925,0.1475,0.3875,0.28,0.41,0.12,0.5355,0.93675,1.95625,3.309,4.2255,5.881,7.45825,8.787,11.04325,0.5135,0.6765,2.228,3.0375,3.4775,5.704,7.35275,8.47225,10.7025,0.60975,1.09725,2.32675,3.123,4.23825,5.15125,7.4155,8.5955,10.6685,0.571,1.19025,2.83625,3.34825,4.39875,5.9915,7.286,9.113,10.8375,1.3595,1.80875,3.04025,4.04025,4.819,6.48225,7.65875,9.2015,11.38825,-9.594,-7.72925,-7.37875,-11.125
