DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,6.31895246802788,-19.6054784684423,0.188983901882774,0.0454875232728302,-0.0226448563424968,0.252676955837781,-13.8196958248576,-0.847427828702725,0.572430396357297,3.53,2.785,-19.1833,-23.5925,-19.23825,-23.3089,101.985055,78.995,0.2418,-20.61,-20.17,-13.975,0.6,-1.185,1.6,-0.61,206.25,220.2,236.1,244.95,-0.02,0.58,0.58,-0.045,-0.02,-0.17,-0.25,-11.084,-10.5765,-7.4615,-8.9015,-8.03,-6.891,-5.4595,-5.0005,-11.444,-10.6505,-5.328,-4.6055,-4.457,-3,-9.7455,-9.787,-7.944,-7.5955,-5.8275,-6.887,-5.5435,-4.4145,-3.5615,-11.5,-10.9845,-9.9725,-8.862,-8.641,-7.6755,-6.1165,-5.7905,-13.363,-12.2305,-11.184,-8.208,-9.4065,-7.3215,-5.8195,-4.9195,-5.774,-2.297,-10.965,0.661682164379163,0.330619672491628,0.650877271985214,0.332804309767649,0.637839346635749,0.247694501669415,0.672500073538108,0.197327337639174,0.562857189063015,419.674587913853,428.73214066793,419.172439532883,423.280437506251,419.079778015619,428.781016624209,419.128554690802,428.535212729827,424.263074576601,2038.62255163099,2043.94179226474,2047.87157051139,2056.3730040332
1,0.75,5.831901983968,-19.524102505072,0.183390829674935,0.0625039528356248,-0.159663862450805,0.23651580509936,-10.3253103409964,-0.22981698885073,0.551636215524106,3.525,2.73,-19.46935,-23.374,-19.2932,-23.471,101.98449,79.71,0.23855,-20.48,-20.285,-13.95,0.7,-1.205,1.6,-0.585,204.4,220.25,235.5,244.9,-0.01,0.58,0.57,-0.04,-0.02,-0.17,-0.25,-11.084,-10.585,-7.465,-8.905,-8.064,-6.895,-5.4625,-5.004,-11.441,-10.6585,-5.3325,-4.608,-4.461,-3.002,-9.745,-9.805,-7.957,-7.6065,-5.833,-6.8955,-5.5485,-4.418,-3.5645,-11.498,-10.9835,-9.973,-8.865,-8.6475,-7.68,-6.119,-5.7915,-13.349,-12.221,-11.185,-8.214,-9.406,-7.285,-5.794,-4.897,-5.3415,-2.3585,-12.34,0.661356851891992,0.316582475401963,0.720701740938401,0.308794625870073,0.727500043542642,0.254351816042087,0.703440500262392,0.230440824117666,0.608035749036999,419.792343882176,427.959169104151,419.034694537686,423.548699109835,418.533262328639,427.76650103778,418.435597397379,427.911988342014,423.767687174378,2037.82494938182,2046.16433001845,2051.9590251393,2053.69233103007
1,1.25,5.84645074272418,-19.4660117029069,0.173842709827609,0.0940179877163278,-0.195013982757538,0.247805213954711,-11.2540026527495,0.237613778644332,0.544999091252042,3.585,2.915,-19.52845,-23.3765,-19.368,-24.54745,101.97972,79.48,0.23545,-20.19,-20.115,-13.905,0.65,-1.245,1.6,-0.66,204.8,221.6,236.05,244.75,-0.02,0.58,0.57,-0.04,-0.02,-0.17,-0.25,-11.0835,-10.594,-7.469,-8.9085,-8.0705,-6.899,-5.465,-5.007,-11.4425,-10.6585,-5.337,-4.6095,-4.465,-3.003,-9.743,-9.8235,-7.9705,-7.617,-5.838,-6.9005,-5.554,-4.423,-3.576,-11.495,-10.981,-9.9735,-8.867,-8.6545,-7.6845,-6.121,-5.793,-13.338,-12.217,-11.1865,-8.2205,-9.405,-7.291,-5.799,-4.899,-5.2,-2.298,-10.44,0.659626935073187,0.296859710974756,0.722807944550403,0.314653877962616,0.697894819360591,0.253100334466088,0.686000048629843,0.215351955708362,0.641039469971385,419.97537737394,428.296416634423,419.209451619079,423.472570242574,419.072652414928,428.268602006804,419.049321481743,428.196607132749,422.26334738853,2038.79026322862,2038.93073921793,2040.18917695542,2046.52702733788
1,1.75,5.04911753328319,-19.5908224368351,0.19936872528567,0.101407909921897,-0.0756465136528754,0.22101447485226,-12.9820323856943,-0.0882078464279771,0.498712309416642,3.43,2.74,-19.58545,-23.392,-19.4598,-24.1966,101.99277,79.4,0.23595,-19.98,-19.835,-13.855,0.5,-1.27,1.5,-0.63,204.75,221.55,236.55,244.5,-0.015,0.58,0.58,-0.04,-0.02,-0.17,-0.25,-11.0845,-10.603,-7.4735,-8.912,-8.077,-6.903,-5.468,-5.01,-11.45,-10.6585,-5.341,-4.6115,-4.469,-3.005,-9.7415,-9.8315,-7.984,-7.6275,-5.844,-6.9055,-5.559,-4.4055,-3.577,-11.492,-10.9805,-9.9735,-8.87,-8.6615,-7.6885,-6.123,-5.7945,-13.3355,-12.2125,-11.1855,-8.2255,-9.403,-7.297,-5.803,-4.901,-5.584,-2.397,-9.45,0.654002078454103,0.273799810206942,0.723928586841321,0.568597682475515,0.724545957430856,0.250633793240339,0.739240482030068,0.219773262230707,0.676891612246921,419.644249288501,427.786079075977,417.894903180811,423.018300050311,417.451014558548,427.995010539961,418.251860324974,427.639770583312,419.84264134644,2039.15902364118,2040.09557923297,2042.72074039219,2040.86954300458
1,2.25,5.21053608296835,-19.6019115251732,0.18846774018304,0.0434691849071614,0.0497180073712669,0.205410616179589,-6.9676929494903,-0.370237113359607,0.49368205301468,3.62,2.77,-19.469,-23.496,-19.5964,-24.27305,101.98187,79.34,0.23785,-20.06,-19.7,-13.855,0.6,-1.205,1.7,-0.61,203.85,221.1,236.3,244.35,-0.01,0.58,0.56,-0.04,-0.02,-0.17,-0.25,-11.076,-10.612,-7.4785,-8.9155,-8.0835,-6.907,-5.471,-5.0135,-11.458,-10.6595,-5.3455,-4.6135,-4.473,-3.007,-9.74,-9.8395,-7.9975,-7.6385,-5.849,-6.9105,-5.5645,-4.408,-3.579,-11.4885,-10.9805,-9.973,-8.872,-8.668,-7.6925,-6.1255,-5.7965,-13.332,-12.209,-11.183,-8.227,-9.4095,-7.302,-5.807,-4.902,-5.726,-2.407,-10.535,0.661842023313389,0.269360676502937,0.764615501326978,0.281156505293491,0.748934446424527,0.214536041359161,0.694107168081727,0.222134071573651,0.672857798317741,419.248631005225,427.963071132289,417.727507121436,423.02824653005,417.634577842309,427.239072019951,419.145967381587,427.747034259273,421.995787251613,2035.20257877839,2036.55076048268,2043.02856943808,2044.27675713791
1,2.75,5.36573989713105,-19.5166083730628,0.179864470541081,0.0415175120680906,-0.179449024650403,0.205455092026832,-7.02044035889256,-0.154124575438283,0.507266489602471,3.43,2.925,-19.5324,-23.435,-19.4447,-24.34975,101.983565,79.38,0.2359,-20.26,-20.09,-13.825,0.65,-1.22,1.7,-0.58,203.45,220.55,236.75,244.3,-0.01,0.58,0.58,-0.04,-0.02,-0.17,-0.25,-11.073,-10.6155,-7.483,-8.919,-8.0895,-6.911,-5.474,-5.0165,-11.466,-10.6605,-5.3495,-4.6155,-4.477,-3.008,-9.738,-9.843,-8.01,-7.649,-5.8545,-6.915,-5.5695,-4.4105,-3.5745,-11.4865,-10.981,-9.974,-8.875,-8.675,-7.6965,-6.1275,-5.798,-13.329,-12.214,-11.1815,-8.228,-9.4105,-7.308,-5.811,-4.904,-5.667,-2.321,-10.54,0.659999188482578,0.242250528198994,0.710178608734504,0.23008338630836,0.682678618093344,0.181213797725657,0.674370141793723,0.190885209234206,0.697316294873223,419.755746350294,427.946298169693,419.215964474258,423.183222942341,419.257944176251,427.871695166432,419.172444364245,427.988394923873,423.407232383751,2036.30079634794,2037.93304539542,2041.33457143445,2039.74118690072
1,3.25,6.07489407314982,-19.6027505218539,0.186769845956635,0.0650732164945191,-0.179383212880548,0.198058792506099,-5.56687381949323,-0.472201094306772,0.494643097086149,3.55,2.78,-19.81705,-23.5815,-19.67845,-24.3527,101.99326,79.52,0.2337,-20.97,-19.975,-13.73,0.6,-1.25,1.6,-0.595,206.55,220.4,236.8,245.4,-0.01,0.57,0.59,-0.04,-0.02,-0.17,-0.25,-11.074,-10.6225,-7.488,-8.9225,-8.096,-6.9145,-5.477,-5.02,-11.457,-10.6615,-5.3545,-4.6175,-4.481,-3.01,-9.7425,-9.8455,-8.023,-7.66,-5.86,-6.919,-5.575,-4.4135,-3.577,-11.485,-10.981,-9.974,-8.878,-8.682,-7.701,-6.13,-5.7995,-13.325,-12.2155,-11.1835,-8.2295,-9.4115,-7.315,-5.815,-4.906,-5.178,-2.3835,-10.655,0.674584335664487,0.286895088160055,0.69052636918341,0.503206302170792,0.67196341134591,0.27378756139903,0.683090969912019,0.234064488800046,0.655501105576559,420.158546190298,428.014571058382,418.985252897324,423.102351620763,418.481069390739,427.578739303654,418.674999725706,427.977691481946,423.960308088516,2040.91262224598,2042.73606843935,2041.50640180133,2045.25563951166
1,3.75,5.85819629824978,-19.7113346538687,0.16651061923917,0.0429210293672411,-0.0986413452423907,0.179470374502868,-5.7404925287866,-0.478929240509696,0.490973135847436,3.6,2.96,-19.825,-23.276,-19.8093,-24.34765,101.99439,79.75,0.2298,-20.86,-19.92,-13.67,0.6,-1.25,1.6,-0.66,205.3,221.6,237.3,246.4,-0.01,0.57,0.59,-0.04,-0.02,-0.17,-0.25,-11.053,-10.625,-7.519,-8.943,-8.111,-6.944,-5.502,-5.023,-11.504,-10.664,-5.4,-4.62,-4.485,-3.012,-9.752,-9.854,-8.228,-7.793,-5.988,-6.925,-5.62,-4.439,-3.584,-11.486,-11.007,-9.989,-8.913,-8.696,-7.745,-6.147,-5.813,-13.327,-12.229,-11.214,-8.231,-9.427,-7.3635,-5.845,-4.939,-5.69,-2.356,-9.85,0.664751980074979,0.27996892950935,0.676596570372833,0.489967893339713,0.676111172474243,0.27374190172564,0.660524575670041,0.159543844582998,0.667164889488701,420.215544324574,428.247835295556,417.624182358016,423.062295785937,416.933981950481,428.242338346598,418.122413046849,428.615254754882,420.145701676689,2038.9601268869,2038.86119946876,2043.65950039918,2045.69617172049
1,4.25,5.39444765007806,-20.0019108666139,0.165394442399573,0.0290328181327002,-0.340315162106984,0.180438245992058,-7.85540514004618,-0.664570468551052,0.538831086309428,3.53,2.97,-20.02295,-23.312,-19.8134,-24.4408,102.01416,79.37,0.2268,-20.94,-19.89,-13.67,0.65,-1.3,1.6,-0.65,206.4,221.65,237.05,245.3,-0.015,0.58,0.59,-0.04,-0.02,-0.17,-0.25,-11.081,-10.64,-7.4975,-8.9305,-8.109,-6.9225,-5.483,-5.0265,-11.424,-10.6665,-5.364,-4.622,-4.489,-3.013,-9.754,-9.857,-8.049,-7.681,-5.8705,-6.929,-5.586,-4.419,-3.5815,-11.481,-10.981,-9.9745,-8.882,-8.696,-7.709,-6.135,-5.8025,-13.316,-12.213,-11.204,-8.2315,-9.4135,-7.326,-5.824,-4.91,-5.204,-2.38,-11.38,0.67362136694292,0.292816053818489,0.720000008163346,0.493224846408693,0.692235299489516,0.258649380928219,0.665423767790851,0.183734790825911,0.675000080145585,420.197644859721,428.312544512551,418.039794489887,423.171318198241,417.874109345335,428.450857593797,418.845529087227,428.678521481834,420.228254512532,2037.50435141651,2045.61574304428,2046.39864437431,2048.5582636057
1,4.75,5.10889886246411,-20.2183271834744,0.201669000469393,0.0929146183406007,-0.33288067056543,0.176292591171488,-7.96820145098669,-1.31229605850114,0.473284969980415,3.64,2.96,-19.8215,-23.514,-19.828,-24.6026,101.9859,79.695,0.235,-20.54,-19.75,-13.61,0.6,-1.3,1.6,-0.62,205.9,223.1,237,245.9,-0.01,0.58,0.58,-0.05,-0.02,-0.17,-0.25,-11.12,-10.659,-7.481,-8.961,-8.126,-6.954,-5.509,-5.063,-11.379,-10.661,-5.323,-4.572,-4.424,-2.985,-9.743,-9.854,-7.868,-7.568,-5.754,-6.93,-5.553,-4.399,-3.581,-11.479,-10.959,-9.964,-8.856,-8.696,-7.67,-6.125,-5.792,-13.309,-12.187,-11.199,-8.228,-9.407,-7.301,-5.82,-4.91,-5.808,-2.307,-10.07,0.663864665837779,0.247224498847553,0.678772100003721,0.263255659635495,0.652000005978901,0.199686761762457,0.66105272753319,0.196752112354121,0.649300152460251,420.006020484626,427.680569647251,418.997100846003,423.08890299743,418.753388285522,427.490977551607,419.02455631646,427.728216473105,422.991194250057,2040.62740156339,2042.83921114714,2049.00106465646,2042.04699961972
