DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_3_1,RH_1_3_1,TA_1_2_1,RH_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_3_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,NEE
1,0.25,-68.83155,-37.56956,-8.81833075,-50.09732,-0.860191575,0.02954261,369.665,1.69798525,-5.15662825,87.531365,-8.68377375,25.1405,-8.84875,24.9766175,-5.1455,21.5688725,0.3761283,0,0.125600525,0,0.6885,224.2725,285.9725,-7.7867,-8.746,-1.493675,1.75615,3.303825,4.7976,5.8372375,6.012969,0.06390213
1,0.75,-68.914,-36.6221,-11.00354,-68.36149,-1.0355855,0.035066785,370.344325,1.650885,-5.39330975,87.5172325,-9.15925,25.15575,-8.6575,25.73197,-5.50325,22.6732375,0.3440227,0,0.09712055,0,0.942075,224.685,285.3175,-7.96075,-8.9085,-1.79895,1.664125,3.2698,4.8045,5.84003575,6.0153285,0.0510366125
1,1.25,-68.09625,-36.015575,-7.20994475,-54.986,-1.0005837,0.0306649,370.38855,1.5583565,-5.856784,87.51786,-9.369,26.411125,-9.197,26.558,-6.048325,22.250365,0.3551415,0,0.1454202,0,0.37505,224.055,283.65,-8.3325,-8.41375,-2.09975,1.579725,3.231775,4.804675,5.8457005,6.017698,0.02056273525
1,1.75,-68.038,-37.2992125,-8.6154625,-54.180475,-1.1355045,0.035946895,369.0742,1.643241,-5.9782125,87.52755,-9.621625,29.151125,-9.6905,27.40331,-6.177075,22.4948425,0.3610752,0,0.13354695,0,1.43015,223.815,283.205,-8.919,-8.6625,-2.295325,1.5053,3.177325,4.799175,5.862375,6.02006225,-0.0470722099999999
1,2.25,-69.424,-36.3185525,-12.09856,-58.85079,-0.9024341,0.03626405,369.81495,1.548659,-6.369907,87.5216625,-10.263,30.52675,-9.646,28.46453,-6.521575,23.3245375,0.3521016,0,0.1410972,0,0.61015,223.07,282.645,-9.3635,-9.1245,-2.50295,1.4245,3.1446,4.81545,5.859196,6.02242175,-0.141441175
1,2.75,-73.995,-35.6853825,-10.786525,-53.87786,-0.8965142,0.030709395,369.977,1.5691955,-6.6455555,87.5018625,-10.2865,31.24125,-9.741,28.71944,-6.87235,25.5768175,0.351236125,0,0.156456875,0,0.8504,222.485,281.0525,-9.671,-9.494,-2.690525,1.30925,3.094375,4.77995,5.8777,6.024786,-0.00768822999999987
1,3.25,-72.63085,-35.31866,-9.7934555,-53.35325,-1.02787655,0.0382898125,369.5048,1.52022,-7.4111695,87.4958325,-10.608875,32.074375,-10.1825,29.87182,-7.416,25.72461,0.3462464,0,0.13131935,0,0.851225,221.1075,279.3275,-10.388,-9.19,-2.898575,1.20595,3.06075,4.76355,5.8808,6.02715075,-0.0962599349999999
1,3.75,-70.029,-34.89956,-13.96666,-58.11119,-0.9494866,0.0348372375,370.0212,1.543032,-7.6898475,87.49064,-11.2735,33.318875,-10.644125,31.1770975,-7.686475,26.638105,0.352028925,0,0.12475995,0,0.813775,220.075,277.5375,-10.8435,-9.3475,-3.135025,1.112475,2.993175,4.74775,5.882025,6.029515,-0.139909275
1,4.25,-69.327,-35.735975,-13.01644,-47.5851475,-1.0282975,0.03432353,370.16905,1.331128,-7.770326,87.48061,-11.864375,35.095625,-10.97175,31.665385,-7.83395,26.9910275,0.383526,0,0.1466958,0,0.2067,218.6225,275.73,-11.198,-10.03925,-3.299675,1.009275,2.977325,4.70855,5.898475,6.03187925,-0.0606845824999998
1,4.75,-67.52125,-35.3694875,-13.2139675,-53.0974375,-1.251455,0.0388466,370.45085,1.244541,-7.673531,87.48455,-11.66425,35.689,-11.50425,32.9373175,-7.81755,29.1562,0.344596775,0,0.1234153,0,0.597875,218.86,275.2025,-11.6355,-10.11425,-3.452525,0.9397,2.9788,4.69735,5.905175,6.03423875,-0.115941625
