DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,335.0875,0.2897,-5.5965,-29.1375,-120.51,-17.3559,0.48175,0.0303,0.14135,0.18635,0.026,98.463875,33.327,-8.3365,0,-6.28125,0.058,-4.87125,-2.7177,-0.1742,187.31375,274.33625
1,0.75,330.173,0.240525,-6.14495,-29.2675,-113.681,-11.0065,0.45855,0.027,0.136275,0.170475,0.03055,98.461875,34.192625,-8.1956,0,-6.260425,0.052025,-4.6982,-3.028,-0.0520999999999999,185.2475,273.81125
1,1.25,327.49025,0.2786,-6.96565,-31.07075,-122.1985,-9.07965,0.282725,0.033525,0.129225,0.161925,0.027,98.4528,34.2299,-8.2608,0,-5.90875,0.073225,-5.0273,-2.967,-0.0162999999999999,182.5825,273.3425
1,1.75,326.88,0.225125,-6.409525,-30.91925,-123.4915,-15.0994,0.313375,0.0297,0.1352,0.1592,0.025,98.4618,34.5019,-8.17125,0,-5.9629,0.069,-5.1632,-3.165,-0.1123,180.93625,272.99
1,2.25,335.656,0.31515,-6.101875,-31.46825,-122.252,-12.669375,0.3338,0.03,0.1212,0.1772,0.0244,98.4645,36.2373,-7.931125,0,-6.2446,0.075,-5.30225,-2.9713,-0.3432,181.13,273.2025
1,2.75,314.002,0.27025,-6.26815,-31.25725,-114.619,-18.415225,0.374975,0.030425,0.119025,0.182925,0.025,98.494,37.3834,-7.97385,0,-6.476875,0.058475,-4.84455,-2.796,-0.2803,181.75375,272.87875
1,3.25,325.349,0.1246,-6.50305,-30.702,-110.225,-17.1665,0.4418,0.03435,0.1368,0.1946,0.0293,98.502,37.5666,-8.3206,0,-6.69265,0.073,-4.85055,-2.7436,0.00310000000000003,180.74375,272.86125
1,3.75,324.79,0.440375,-6.14415,-29.87175,-101.775,-24.757725,0.33495,0.032,0.1246,0.1838,0.0192,98.527,37.9579,-9.131,0,-7.103375,0.0663,-5.14095,-2.7982,-0.1351,180.98625,271.13875
1,4.25,318.76975,0.4612,-6.369075,-29.45675,-105.3875,-56.17535,0.451375,0.028,0.145,0.169,0.022,98.5051,38.5512,-8.7164,0,-7.339,0.08325,-5.0571,-2.8764,-0.1375,180.8525,270.96375
1,4.75,316.52,0.4355,-7.0595,-29.65425,-110.59275,-18.105,0.3823,0.03805,0.1253,0.1873,0.0246,98.505,37.5268,-8.3258,0,-7.0678,0.0761,-4.43995,-3.0984,-0.0943999999999999,181.29,272.26625
1,5.25,311.572,0.373625,-10.01275,-28.3835,-125.66075,-17.19105,0.39205,0.036,0.1256,0.1865,0.0229,98.4956,37.1039,-8.6106,0,-7.18695,0.076,-4.61795,-2.739,-0.0705,181.98125,271.42
1,5.75,320.286,0.36575,-8.9474,-28.39325,-123.578,-17.607675,0.363,0.0296,0.134025,0.186825,0.024275,98.5377,37.6246,-8.6324,0,-7.601375,0.062275,-4.6192,-3.182,-0.0161,180.49375,271.78875
1,6.25,328.24,0.5369,-6.536875,-28.12125,-102.97375,-15.9705,0.3596,0.0352,0.1169,0.1684,0.0202,98.576,38.062,-8.957,0,-7.94315,0.0585,-4.5019,-3.4033,-0.00669999999999999,180.12625,271.65625
1,6.75,326.35225,0.2132,-11.7512,-29.8625,-104.8185,-14.6886,0.292175,0.029,0.12975,0.1805,0.02325,98.616,38.9823,-8.93925,0,-8.27315,0.0625,-4.47815,-2.8991,0.00210000000000001,179.72625,270.9475
1,7.25,321.795,0.20125,-7.08185,-31.56325,-106.55,-18.43335,0.304,0.0248,0.1329,0.1435,0.0186,98.619,40.52615,-9.2382,0,-7.914325,0.0579,-1.07635,-0.721,0.0596000000000001,179.2275,270.2925
1,7.75,335.48,0.427125,-9.9426,-31.39775,-105.913,-21.275,0.28255,0.0326,0.1108,0.1686,0.02905,98.5168,40.0429,-9.18225,0,-8.1014,0.05865,3.3389,3.6218,0.6351,178.88,271.11625
1,8.25,335.79,0.42305,-13.7719,-31.02175,-105.5885,-26.0649,0.3533,0.0345,0.131625,0.173,0.04975,98.6002,38.5206,-7.946375,0,-7.804,0.0735,12.991,8.822,1.869,179.76125,275.30125
1,8.75,335.09775,0.3815,-6.48415,-29.0335,-87.583825,-10.6207,0.4196,0.041,0.1713,0.22135,0.0767,98.6662,35.395825,-7.1125,0,-6.8986,0.0893,23.863,19.0855,3.2674,181.11375,282.4975
1,9.25,333.27275,0.56375,-14.5698,-23.43525,-65.35485,-0.133,0.5236,0.0627,0.239,0.2537,0.119,98.7141,32.684675,-6.024625,0,-5.578825,0.0921,40.21675,22.5396,4.1586,183.22875,288.17125
1,9.75,331.9375,0.459025,-6.4124,-17.51075,-39.111075,-0.276,0.67325,0.075425,0.3549,0.3425,0.17335,98.7293,30.3524,-6.103625,0,-5.2158,0.1099,50.1045,30.1396,7.13025,186.0725,295.0725
1,10.25,329.746,0.299,-7.1836,-13.9669,-52.6736,1.090975,0.7825,0.05675,0.428125,0.475375,0.173875,98.79,27.927875,-5.4365,0,-6.01435,0.086875,65.5987,39.2374,7.22825,189.7525,302.67125
1,10.75,330.818,0.26025,-7.891775,-10.43245,-26.916475,1.64640000000001,0.6815,0.089,0.488,0.4478,0.1828,98.634725,27.0625,-5.0462,0,-5.247225,0.092,64.26605,41.8076,9.5553,192.87125,305.925
1,11.25,333.4035,0.2861,-7.504775,-8.259575,-52.96825,-19.744075,0.809175,0.0971,0.52715,0.4219,0.18525,98.52425,25.941375,-4.7425,0,-4.70595,0.111,74.91,41.4205,6.46225,194.02,312.9075
1,11.75,313.4505,0.252,-9.0505,-9.8673,-63.4534,-3.80474999999999,0.8517,0.0971,0.403525,0.48795,0.175125,98.44395,24.39335,-4.940875,0,-4.393725,0.14285,83.1803,51.6415,9.249375,195.46,308.107
1,12.25,314.79,0.258,-7.0334,-8.3077,-28.55125,-1.563,0.9464,0.0998,0.492,0.571,0.214,98.3986,21.8245,-4.2971,0,-3.56105,0.1275,69.9803,47.210625,8.5365,196.658,312.465
1,12.75,305.66125,0.2441,-10.832625,-8.5238,-24.153175,-44.97475,1.0376,0.096,0.41285,0.618725,0.23,98.345,20.5379,-3.7297,0,-3.354,0.10595,82.142075,51.14225,8.06145,197.923,312.64
1,13.25,303.37825,0.2366,-6.489375,-9.30605,-22.50265,1.328,1.0215,0.102625,0.4405,0.619,0.218,98.307375,20.06725,-3.4014,0,-2.753575,0.0855,86.419875,42.4708,7.726875,193.07125,312.2875
