DOY2,HR2,CO2,H2O,WS,USTAR,TAU,W_SIGMA,U_SIGMA,PA,TA,T_SONIC,VPD,RH,TS,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,LE,H,FCH4,CH4,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,V_SIGMA
1,0.25,352.5081,0.29301018085,0,0.02479,-0.537377208,0.03361625,0.3052955,90.48508125,-36.18,-31.55217576,0.0778530317675,42.722659744,-10.854,-56.333422664,-0.1582509652,-5.249098375,-2.489117054375,149.867993345,185.00283001,-3.75430575,-36.03436199075,-106.7681834955,-15.825,1630.7255184,-5.90848776499996,-4.51976708249998,-2.63586595,-1.64404046749996,-6.77641231499997,-2.21899641749999,-1.27280708999996,0.370604430538007
1,0.75,352.539,0.3178320835,0,0.0363,-0.270738948,0.04318375,0.271214,90.46073375,-36.505,-31.625628585,0.066291108431,41.36434,-10.86025,-59.73593533,-0.1623496688,-5.75209653345,-2.603149267,154.192825,184.3901850225,-1.8551525,-19.73834576,-100.49875943025,-22.1975,1628.4314726,-5.89297224999998,-4.515354615,-2.638332135,-1.64757499999999,-6.76408462999997,-2.22137613499998,-1.27474252999999,0.328371787300914
1,1.25,351.94625,0.29070054175,0,0.03556,-0.4556377721,0.03807475,0.236495,90.435365,-36.18,-32.1190525225,0.074365135176,41.51190016525,-10.842,-64.698634002,-0.1690753746,-5.523320125,-2.510141958,155.166368355,183.378208355,-3.933147,-17.046063,-89.3582975,-12.4875,1658.2536344,-5.86882564999999,-4.50690329249999,-2.63620835749996,-1.64664553249998,-6.73898202499999,-2.220246635,-1.27432254999998,0.418548167146168
1,1.75,352.442725,0.2906090608,0,0.04601225,-0.45001851245,0.056547,0.2634605,90.42351,-36.5675,-32.221444205,0.063374465655,38.11617719275,-10.7935,-59.077662666,-0.164897494,-5.631394458,-2.412217041875,155.462708355,183.589908355,-3.933955,-19.983025,-90.39743696,-17.76,1648.051535,-5.84701662499999,-4.49920495,-2.6362915,-1.64825846749998,-6.71675630749998,-2.22126755999998,-1.2748474175,0.375782774471147
1,2.25,352.479,0.2372190375,0,0.0494,-0.54017085975,0.0425245,0.243557,90.3994115,-36.752,-31.87558597,0.0656451195,41.895097334,-10.8245,-58.52207841925,-0.1607355435,-5.975541183,-2.34305123355,143.2483733,181.66492001,-6.63717325,-21.309769745,-86.79506,-19.14,1660.6338222,-5.82951581499997,-4.492444,-2.638613635,-1.65154743,-6.70095191999995,-2.22451936499998,-1.27683713499996,0.312210205554479
1,2.75,352.364375,0.253931251375,0,0.03428725,-0.31071525,0.0428595,0.248161,90.37987075,-36.81325,-32.0862,0.07097395,41.60729976125,-11.1495,-54.1935358325,-0.1630143475,-5.608465567,-2.3230964669,142.213900015,181.193995015,-4.86950525,-24.66356,-72.6362325,-15.54,1659.7606332,-5.81348592249999,-4.484523795,-2.64106707249995,-1.65501539999995,-6.68965441999996,-2.22782319499999,-1.27887155499995,0.351100807175417
1,3.25,352.326375,0.2730194295,0,0.02931675,-0.2564578415,0.03736025,0.208221,90.371496,-36.8625,-31.8388621,0.080292668548,42.433306146,-11.148,-53.99095816925,-0.163077623525,-5.724105817,-2.482263233225,142.26567001,181.98433331,-3.637477,-12.63685823,-66.121782407,-16.045,1668.3282912,-5.82038603499996,-4.47387163499995,-2.63851446499999,-1.65432952999996,-6.65972203499999,-2.2269293,-1.27822552999999,0.443373560153873
1,3.75,352.479425,0.317729087,0,0.02228,-0.2805685,0.043206,0.28887525,90.39699,-36.94075,-32.46598427,0.082754255967,42.18100341525,-11.12075,-52.434438,-0.1624920968,-5.30087668355,-2.53292643355,144.8045274775,180.8200949775,-1.441156,-13.22702,-69.25875,-18.445,1660.380715,-5.8594240075,-4.50013703249997,-2.63605891749999,-1.6536624175,-7.03138510749996,-2.22613669999998,-1.27759821749998,0.314054317092099
1,4.25,352.55585,0.31690127,0,0.03291,-0.313257075,0.0479085,0.217144,90.4201725,-36.699,-32.33436344,0.08278205828075,42.7271295825,-11.094,-51.0246741675,-0.1612419363,-5.6521197331,-2.4924605668,145.536889985,179.706285,-3.90645,-13.07483297925,-119.591438725,-18.64,1662.79197155,-5.8118196025,-4.4530758525,-2.64079744499995,-1.65968647499999,-6.66685164749999,-2.23157149749997,-1.28143739499997,0.406411396388411
1,4.75,352.490375,0.34132859455,0,0.04638,-0.304953825,0.067919,0.30224575,90.325641,-37.10675,-31.73543838,0.07522485586275,41.021120777,-11.0725,-48.41297866575,-0.163251698425,-4.93187105015,-2.487898242,148.754325,181.749175,-3.201908,-16.8883075,-76.435828479,-16.66,1621.6265449,-5.79654983999996,-4.44139849999999,-2.64308902999999,-1.66328629999999,-6.68974816999999,-2.23522439999998,-1.2837089,0.246806791678112
1,5.25,352.433,0.3279697492,0,0.03462125,-0.28279275,0.05051,0.189378056690714,90.2509801785,-36.68,-30.0556777375,0.0867065858995,43.3844449975,-11.051,-46.8865884155,-0.154484567,-5.0974194666,-2.3891801998,154.6018891725,184.2131133275,-5.73658,-7.892395,-73.26112,-15.275,1610.059971025,-5.78461679499996,-4.43103649999997,-2.64784659499999,-1.66912999499997,-6.56192343999997,-2.24074080000001,-1.28723703999997,0.207083802732074
1,5.75,352.411875,0.331091573,0,0.019041,-0.39188787445,0.039325,0.3242135,90.28112,-36.6225,-28.52644585,0.08079788717275,42.0801050025,-11.03,-46.40417525,-0.158417138325,-5.0066786002,-2.448959733,156.7466941725,183.0595433275,-1.95812273325,-20.8607143055,-77.6922,-15.9975,1635.472423,-5.77008189499998,-4.4187057,-2.647480055,-1.67078109499998,-6.54495530499996,-2.24222010999998,-1.28833850499998,0.22828602744787
1,6.25,351.92835,0.319894574,0,0.0299605,-0.2656484525,0.0397242487696998,0.26540125,90.2370055,-36.396,-28.4848059,0.0831021360935,42.002189982,-11.0105,-45.75390374875,-0.1712907858,-4.720884092,-2.50278550855,155.676460005,185.050715005,-3.309707469325,-8.192923,-86.0745125,-8.802,1621.35406045,-5.75928757499997,-4.41791627749997,-2.65009484999996,-1.674638895,-6.53270120499996,-2.24553779999998,-1.29060945,0.234713338311402
1,6.75,351.6092,0.336344695175,0,0.033556,-0.56425084875,0.04919275,0.23654725,90.2050735,-36.93225,-28.5491278625,0.07927215684525,38.30609323,-10.99575,-48.49263375125,-0.16189075965,-5.311503383275,-2.637512375,155.00010331,184.787819995,-1.95528867415,-20.7061075,-93.3091325,-34.775,1633.54229425,-5.74683652249998,-4.42156822999998,-2.64952142249997,-1.67632405,-6.51711369499999,-2.24714114499996,-1.29156604999999,0.191950694030347
1,7.25,352.03175,0.33568063625,0,0.0337105,-0.440816093,0.0436975,0.235671608705024,90.1986,-36.6575,-28.472828235,0.0676893420905,39.2572733315,-10.99525,-45.5882716675,-0.16280858285,-5.45276829995,-2.80297965,160.2015033,184.3884,-5.8760585,-31.3537375,-84.72597721475,-20.85,1643.208361925,-5.73524399749998,-4.41675041999999,-2.64893939499996,-1.67796377749998,-6.50269357249995,-2.24852449999996,-1.29265607749997,0.186775711549737
1,7.75,351.2315,0.303048053,0,0.04809,-0.27664912945,0.0495885,0.2257475,90.1676645,-36.49875,-28.519661,0.0689496769025,42.221355,-11.0015,-43.4776666655,-0.161977806,-5.425750008,-2.684570949725,160.6065991725,183.3229583275,-5.404935,-17.97646,-67.71487019,-23.43,1653.5772648,-5.71820144999996,-4.40900759999999,-2.647959205,-1.67734580999996,-6.48126969999995,-2.24793230999998,-1.29229150499997,0.32498827198516
1,8.25,351.634325,0.28361407205,0,0.036693,-0.3994733908,0.044262,0.17131575,90.1302985,-36.68,-28.37681632,0.067670287021,42.88963775,-11.03625,-47.6299795,-0.16562548125,-5.045857883,-2.548306458275,151.7912492,180.4550799725,-3.13033391945,-10.5921005,-71.2715874845,-31.745,1629.2337057,-5.70611925499998,-4.401756605,-2.65017130499998,-1.67906074999996,-6.46602339499996,-2.24932429999995,-1.29321080499998,0.255867822455266
1,8.75,352.207,0.2563379841,0,0.04079,-0.2926014744,0.053842,0.23198725,90.11594475,-36.18,-28.63621034,0.06783982436825,39.30704058575,-11.05675,-48.7409075,-0.15936663475,-5.106945242225,-2.480861041725,152.047081645,179.8380250275,-4.1854245,-15.8824325,-78.84814436275,-20.22,1640.73114025,-5.69480989499998,-4.394755305,-2.652289995,-1.68089860499996,-6.45066650999998,-2.25093644999997,-1.29423649999998,0.239007219178515
1,9.25,351.77925,0.259090884775,0,0.02905975,-0.5349560094,0.044235,0.2748015,90.14353925,-35.68,-28.8390383,0.066514616914,39.195545855,-11.09625,-46.50210700225,-0.135779357,-4.988523467,-2.691171533,150.46434,178.92554664,-6.1161745,-10.35498248,-67.3898125,-26.08,1649.502122275,-5.67669746249999,-4.3861852375,-2.65247524999998,-1.6804331,-6.4254437375,-2.250603725,-1.29419291249997,0.333519341196396
1,9.75,351.816325,0.1998594513,0,0.0310125,-0.3842426872,0.0397283626918663,0.22281,90.156274,-35.643,-28.7612020825,0.061775783608,39.397742545,-11.13525,-45.54116605,0,-4.7078618666,-2.2441782264,150.9368742,180.2902516925,-6.67592,-13.5356,-90.306365,-29.9,1641.8134728,-5.66625536249999,-4.37944809999998,-2.65479208749997,-1.68242127499996,-6.41165709999996,-2.25253958749997,-1.29557063749998,0.205275313488408
1,10.25,352.2085,0.249393556,0,0.04053,-0.515483112375,0.05414125,0.2491375,90.165476,-35.857,-28.7855973625,0.066373271989,39.1262960875,-11.1405,-44.8169465,0,-1.3122997064,-0.627305932,149.85406,179.87969336,-2.479701,-22.8325375,-81.14963037125,-29.945,1677.46459835,-5.66548189499999,-4.37540938999997,-2.65977049999998,-1.68636919499997,-6.41289085499998,-2.25599849999995,-1.29817874999996,0.389017212402749
1,10.75,353.405425,0.270100697475,0,0.041391,-0.486774938125,0.0634075,0.21678375,90.1765365,-35.87,-28.9158431375,0.069774272946,36.239724666,-11.17525,-50.5447741675,0,0,0,153.1665599725,179.5262325275,-2.6152055,-14.9346,-90.12331961325,-39.28,1659.144965725,-5.66578520249997,-4.37275637749995,-2.66441905499997,-1.69060254999999,-6.41199630499996,-2.25965410499998,-1.30072372249997,0.264957416854058
1,11.25,353.303925,0.2748302871,0,0.02636875,-0.31776774075,0.05649475,0.207487856344567,90.181904,-35.7995,-28.91268728,0.07117924781125,35.76872650275,-11.357,-43.11099166875,0,2.84793605,2.548964075,154.8481625,181.3386800275,-2.5213275,-31.13504436745,-105.728763954,-21.62,1625.9503463,-5.65738457,-4.36703292249996,-2.66667652749996,-1.69223142249997,-6.39842420249996,-2.26116924749999,-1.30205724999996,0.319694412376296
1,11.75,352.8297,0.303992018775,0,0.03569,-0.423182106325,0.0483774648206184,0.265498,90.170235,-35.4495,-28.621034085,0.075191050008,33.5179171655,-11.3565,-44.92668391925,8.7,6.498197375,6.178925583125,156.960145825,181.0157833125,-1.09994,-20.6925,-86.03362155,-35.63,1604.7102243,-5.59794689999997,-4.34296501999996,-2.65815694999999,-1.68272419999998,-6.81381594999995,-2.25402814999998,-1.29613219999999,0.333792766559818
1,12.25,352.81435,0.308343551625,0,0.0393315,-0.3284484,0.0495390182982004,0.237794,90.16148125,-35.287,-28.42220602,0.08714283806375,32.16166067475,-11.307,-41.44622,14.3585,9.64378605,8.06444045,158.9088875,183.7195808525,-2.578602,-21.5978325,-70.7342862235,-40.935,1600.74536,-6.05596073999997,-4.52619879,-2.66483602999999,-1.68897366999998,-7.08153200999999,-2.25919602999997,-1.30018766999996,0.39519164113857
1,12.75,352.888225,0.3383154762,0,0.02201475,-0.449991234,0.0447703598423705,0.2849425,90.189166,-35.171875,-28.2170485,0.10627379989,28.655325488,-11.246,-48.41,20.13425,13.763485,11.318656665,164.64951665,182.11065,-3.458311,-19.52279754775,-87.6676225,-26.5875,1607.989602975,-6.06307679999998,-4.53157963999996,-2.62307566999997,-1.62085993999996,-7.06264216999997,-2.22887332999998,-1.26248835999997,0.166057201975302
1,13.25,352.69985,0.329149116275,0,0.030172,-0.4141194762,0.0496795,0.20604975,90.1958,-35.38225,-30.1919960175,0.114174839745,27.98668427,-11.29475,-42.96814,19.9475,13.717932,10.97603575,163.6324108475,181.9317641475,-4.20182,-11.05229225,-76.8603777415,-13.46,1596.8233756,-8.41279999999997,-6.27049999999999,-2.96714999999998,-1.61894479999998,-7.03297571499999,-2.22755778499998,-1.26158252999997,0.277741509804366
