DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,WS,USTAR,PA,G,TS_1_1_1
1,0.25,1.515,18.6525,12.12,0,9.3325,97.895,1.91,0,0.0774999999999992,0,6.162,0.51375,98.5465,3.47499999999999,6.755
1,0.75,1.08000000000001,10.575,17.76,0,9.5,97.6625,0.552499999999991,0,0,0,6.076,0.5515,98.5055,3.83749999999998,6.6775
1,1.25,3.34,11.99,13.875,0,9.3775,97.575,0.862499999999987,0,0,0,6.108,0.4845,98.4755,3.43749999999998,6.6775
1,1.75,2.03,12.33,13.78,0,9.2775,97.265,0.574999999999992,0,0,0,6.226,0.53225,98.46,4.20249999999997,6.6
1,2.25,1.4825,15.78,16.0625,0,9.6875,97.4275,0.909999999999997,0,0,0,6.566,0.51675,98.4455,3.02749999999998,6.6
1,2.75,0.8,12.685,21.9575,0,9.92999999999999,95.9,0.842499999999994,0,0,0,6.478,0.51,98.41775,3.57499999999999,6.5775
1,3.25,2.23,15.995,17.22,0,9.8,96.12,0.12999999999999,0,0,0,6.654,0.5125,98.4055,5.90499999999998,6.5775
1,3.75,2.28499999999993,11.92,19.0975,0,9.7325,96.4175,-0.890000000000003,0,0,0,6.314,0.513,98.39775,6.31249999999997,6.5775
1,4.25,3.90499999999999,10.275,15.07,0,9.5,96.75,-0.957500000000006,0,0,0,6.008,0.495,98.38775,5.18999999999997,6.5775
1,4.75,1.15499999999999,10.7325,21.3375,0,8.84249999999999,97.2175,-1.045,0,0,0,6.418,0.53,98.38875,3.90499999999998,6.5775
1,5.25,1.04749999999992,11.7625,22.96,0,8.37499999999999,97.44,-0.822500000000001,0,0,0,6.302,0.53025,98.3965,4.80499999999998,6.5325
1,5.75,1.58999999999999,8.05,18.995,0,8.34249999999999,97.505,0.374999999999991,0,0,0,6.352,0.531,98.392,3.355,6.4875
1,6.25,1.235,5.89,19.935,0,7.61999999999999,96.2525,0.00999999999999659,0,0,0,6.916,0.54075,98.4155,4.7875,6.4875
1,6.75,2.14,12.5,25.1275,0,7.39749999999999,96.5975,-0.322500000000001,0,0,0,6.582,0.5435,98.4555,3.24999999999998,6.4875
1,7.25,1.375,13.325,26.09,0,7.34249999999999,97.1425,-0.0250000000000085,1.5875,0.377499999999999,0.9,6.936,0.58225,98.47875,2.54749999999998,6.51
1,7.75,1.53,17.8499999999999,21.695,0,7.2775,97.0775,3.06249999999999,28.35,12.355,37.025,7.232,0.6165,98.49425,2.75749999999997,6.5325
1,8.25,1.55,25.14,23.255,0,7.4775,97.1875,27.8825,124.7975,49.08,154.225,6.716,0.567,98.53425,3.42499999999997,6.555
1,8.75,1.6475,57.0775,31.39,-0.012,7.9875,97.11,79.8625,217.255,82.8349999999998,353.1675,7.25,0.56,98.572,2.91,6.5775
1,9.25,1.985,113.14,39.705,-0.024,8.81999999999999,96.14,149.6575,330.46,111.455,571.2125,7.936,0.58,98.6385,7.42749999999998,6.6
1,9.75,2.475,130.6,66.575,-0.0138000000000001,10.41,96.04,194.2275,396.46,152.04,701.79,8.162,0.654,98.66625,12.6775,6.6775
1,10.25,2.4875,151.845,53.7,-0.0138000000000001,12.285,96.4275,237.44,474.6575,167.0425,848.915,8.244,0.667,98.714,17.9975,6.6775
1,10.75,2.87,170.185,58.41,-0.012,13.1775,96.5825,286.7525,539.405,174.715,988.325,8.2715,0.657,98.7285,25.69,6.755
1,11.25,2.7775,199.4375,63.6399999999999,-0.027,13.965,96.715,325.6075,591.5175,196.9775,1078.2925,8.1025,0.6275,98.72075,32.1525,6.8325
1,11.75,3.6,219.095,61.75,-0.036,15.2775,96.87,351.88,634.7725,221.13,1156.44,9.08275,0.6465,98.67075,38.685,6.9875
1,12.25,3.35,236.625,61.39,-0.024,16.41,96.8475,367.0675,657.2575,237.62,1190.4225,9.10125,0.71875,98.644,45.275,7.14249999999999
1,12.75,3.6625,230.85,58.825,-0.036,16.9,96.88,385.9825,674.1125,184.86,1234.315,9.012,0.7,98.60625,51.8525,7.3325
1,13.25,3.08999999999999,241.0875,58.3225,-0.0135,17.3325,96.5724999999999,357.6525,640.6525,169.04,1181.0125,9.335,0.7,98.5795,56.1574999999999,7.5
1,13.75,3.23999999999999,221.605,58.74,-0.0255,18.4875,96.3449999999999,334.685,617.0775,151.52,1123.9075,9.1375,0.6675,98.556,54.6025,7.7775
1,14.25,3.64249999999999,197.39,53.4925,-0.0252000000000001,18.8325,96.7024999999999,322.265,579.1725,154.9525,1050.8825,8.98499999999999,0.649,98.51375,52.61,7.9
1,14.75,2.74,169.09,48.03,-0.024,19.255,96.7124999999999,258.9675,508.5775,178.304999999999,930.8,8.4375,0.66625,98.50275,49.0049999999999,7.9775
1,15.25,2.6925,132.98,42.3,-0.024,19.3775,96.5449999999999,202.3075,434.255,151.574999999999,771.44,8.06775,0.63925,98.48625,42.4374999999999,8.1325
1,15.75,2.49999999999999,124.0375,37.67,-0.012,19.4975,96.8025,153.8925,358.58,124.3725,630.2925,8.1665,0.62,98.47975,33.2425,8.1875
1,16.25,2.2775,75.8475,35.47,-0.00209999999999997,18.465,96.8925,88.69,266.705,92.8749999999998,448.88,7.368,0.6,98.47325,24.5,8.165
1,16.75,1.365,41.9625,28.9824999999999,0,17.9075,96.6924999999999,29.735,173.895,62.0325,267.75,7.616,0.55925,98.49875,17.6775,8.14249999999999
1,17.25,0.7,15.49,23.465,0,15.755,96.4474999999999,5.86499999999999,74.5475,28.755,97.92,6.578,0.52,98.56425,9.755,8.04249999999999
1,17.75,0.5,14.8775,17.805,0,13.93,96.6725,0.619999999999993,9.955,4.0325,14.81,6.7,0.562,98.6175,5.32999999999999,7.86499999999999
1,18.25,0.744999999999999,6.03249999999998,14.4675,0,12.6775,96.7625,0.0499999999999829,0.2,0,0,6.63125,0.614,98.66525,1.0325,7.66499999999999
1,18.75,0.452499999999999,10.05,17.0125,0,11.7325,96.4724999999999,0.107499999999989,0,0,0,6.4265,0.59125,98.6665,-0.722500000000001,7.46499999999999
1,19.25,1.98999999999999,3.95,14.7649999999999,0,10.11,95.8975,0.127499999999982,0,0,0,5.9215,0.529999999999999,98.6955,-0.0675000000000026,7.2875
1,19.75,1.2925,9.91999999999998,13.0675,0,9.9775,95.71,-0.0275000000000162,0,0,0,6.363,0.5825,98.701,-0.602500000000008,7.1875
1,20.25,0.8,8.37999999999998,16.51,0,9.4775,96.2325,0.397499999999992,0,0,0,6.019,0.54125,98.7065,0.752499999999991,7.16499999999999
1,20.75,0.922499999999998,11.435,17.1,0,8.81,96.85,0.284999999999988,0,0,0,6.14875,0.5825,98.69325,0.994999999999985,7.065
1,21.25,1.3,10.925,11.51,0,8.9325,97.1775,-0.0475000000000094,0,0,0,5.71825,0.531,98.69875,-0.812500000000004,7.065
1,21.75,0.725,14.4125,9.87999999999997,0,9.34249999999999,97.8425,-0.015000000000012,0,0,0,5.86725,0.562,98.7055,0.339999999999986,6.96499999999999
1,22.25,1.38999999999998,8.375,15.735,0,9.31999999999999,98.21,1.06499999999999,0,0,0,5.97175,0.535,98.691,2.26499999999999,6.96499999999999
1,22.75,1.6375,10.0625,15.2,0,9.65249999999999,98.02,1.21999999999999,0,0.0774999999999992,0,5.74,0.50025,98.661,1.94249999999999,6.8875
1,23.25,1.09,12.43,18.2,0,9.61999999999999,97.625,2.4875,0,0,0,5.92425,0.54,98.6165,1.05249999999999,6.81
1,23.75,2.0625,12.0575,14.1,0,9.41,97.77,1.49749999999999,0,0,0,5.823,0.50225,98.58525,1.855,6.755
2,0.25,7.24999999999996,4.7825,24.02,0,10.965,97.63,-0.580000000000007,0,0,0,7.0695,0.605,98.28075,4.74249999999999,7.5875
2,0.75,0.905,3.8475,23.5275,0,10.765,97.9075,-0.102500000000008,0,0,0,7.449,0.58,98.293,5.26249999999999,7.51
2,1.25,1.0225,10.83,24.915,0,10.7325,97.76,-0.445000000000002,0,0,0,6.7345,0.561,98.2985,3.9325,7.41
2,1.75,1.13249999999999,11.44,19.5,0,10.465,97.77,-0.835000000000005,0,0,0,7.2485,0.56,98.3085,5.09249999999998,7.3325
2,2.25,7.7375,7.885,33.885,0,10.2075,97.6375,0.749999999999983,0,0,0,7.2755,0.6215,98.3285,5.28249999999998,7.155
2,2.75,1.49499999999998,9.07250000000002,22.75,0,10.1875,97.1525,-0.0700000000000102,0,0,0,7.0025,0.59,98.2875,5.26499999999996,7.0775
2,3.25,1.8975,13.2574999999999,23.5125,0,10.2,96.5875,-0.0675000000000026,0,0,0,7.17,0.6,98.281,7.11499999999994,6.9775
2,3.75,2.55999999999999,15.3375,22.44,0,10.2775,96.61,-1.345,0,0,0,7.1105,0.635999999999999,98.27875,8.41999999999993,6.9
2,4.25,1.3,10.88,29.4125,0,10.51,97.11,-0.822500000000001,0,0,0,6.527,0.74,98.27325,8.65499999999993,6.855
2,4.75,2.0875,11.4925,19.645,0,10.5425,98.375,-0.8,0,0,0,6.701,0.5725,98.27775,8.14499999999997,6.8325
2,5.25,1.11,13.705,19.9325,0,10.675,97.1775,-0.112500000000004,0,0,0,7.7045,0.57225,98.281,7.08499999999995,6.755
2,5.75,1.0225,13.5525,26.28,0,10.5975,97.11,-0.422500000000001,0,0,0,7.622,0.563,98.292,6.94499999999997,6.755
2,6.25,1.24,9.97499999999997,21.88,0,10.42,97.455,-0.402500000000008,0,0,0,7.542,0.556499999999999,98.26875,5.52749999999998,6.755
2,6.75,2.2375,10.03,20.76,0,10.375,97.755,0.142499999999994,1.3325,0.4,2.01999999999999,7.248,0.58,98.27775,4.69749999999999,6.6775
2,7.25,2.63500000000001,17.9,20.84,0,10.5625,97.3,3.10749999999999,36.745,13.48,42.3824999999999,7.663,0.5845,98.3055,5.87999999999997,6.6
2,7.75,1.115,19.875,22.42,0,10.605,97.2775,41.8024999999999,139.8325,54.13,201.8875,7.706,0.60375,98.3055,7.33749999999998,6.5775
2,8.25,2.91749999999999,53.2625,32.6799999999999,0,10.785,97.265,92.7075,246.8975,82.4925,407.7025,8.4265,0.658,98.30775,9.97749999999997,6.6775
2,8.75,0.909999999999999,72.8325,41.72,-0.000599999999999966,11.21,96.02,154.53,346.9325,139.735,557.165,8.721,0.6595,98.36875,10.385,6.7
2,9.25,1.66,112.33,63.1875,-0.012,11.9875,96.21,223.2125,450.3075,204.8925,788.73,8.924,0.665,98.41875,14.3775,6.8
2,9.75,1.1,145.05,82.805,-0.012,13.595,96.11,289.7575,546.66,262.8675,953.1975,9.214,0.7385,98.4255,26.5775,6.8775
2,10.25,2.51,196.15,90.53,-0.012,14.6275,94.7775,342.9175,618.68,309.4825,1121.1275,9.582,0.73,98.4355,40.4449999999999,7.055
2,10.75,1.395,212.79,99.34,-0.0012000000000001,15.75,94.455,394.785,687.835,346.5775,1252.13,9.375,0.719,98.45,42.3025,7.2875
2,11.25,3.2825,226.925,117.5475,-0.012,16.9775,94.7325,451.67,746.1975,386.62,1376.87,9.362,0.737,98.4655,52.4675,7.46499999999999
2,11.75,6.5125,273.705,114.85,-0.00180000000000007,17.755,94.7325,473.3275,796.11,443,1443.3025,9.7535,0.771,98.44775,63.7,7.765
2,12.25,2.4,268.665,120.51,-0.012,18.355,93.4075,487.875,818.7975,454.52,1465.3675,9.17275,0.7525,98.42,69.82,8.04249999999999
2,12.75,3.885,274.675,137.0625,-0.012,19.255,92.22,492.84,820.405,427.76,1472.5025,9.39475,0.69875,98.4255,75.7725,8.39749999999999
2,13.25,3.425,281.7725,116.86,-0.0141,19.8325,92.5825,482.4625,804.47,399.48,1446.3875,9.838,0.70475,98.39775,79.275,8.71999999999999
2,13.75,1.785,266.8275,115.4725,-0.024,19.4875,92.335,456.55,747.0925,367.42,1395.6775,9.807,0.6785,98.37875,74.35,9.09749999999999
2,14.25,3.01999999999999,225.8725,115.95,-0.024,19.785,92.125,425.41,704.09,309.92,1318.6475,9.98025,0.725,98.34325,69.605,9.45249999999999
2,14.75,1.79,210.755,124.025,-0.012,20.24,91.01,369.5775,637.6875,277.76,1167.2725,9.693,0.7375,98.31775,60.5275,9.65249999999999
2,15.25,1.8975,194.23,95.7,-0.0129,20.13,92.055,315.3775,564.125,260.7,1024.3875,9.37475,0.7185,98.30775,54.8049999999999,9.75249999999999
2,15.75,2.1125,141.0275,108.105,-0.012,19.5075,92.8425,247.1325,488.735,208.84,855.6875,9.73825,0.68,98.3,42.3225,9.77499999999999
2,16.25,1.8,119.17,67.02,-0.012,18.9425,92.9875,187.3575,397.4075,165.54,692.11,9.0895,0.677,98.30325,33.3975,9.69749999999999
2,16.75,1.585,72.8275,59.675,-0.012,18.6975,93.1425,108.195,278.015,114.52,474.5275,8.62375,0.63825,98.29325,29.8824999999999,9.54249999999999
2,17.25,2.0375,28.925,48.45,-0.00180000000000007,18.2425,93.4875,48.855,191.21,64.5,295.685,7.916,0.5985,98.28325,20.615,9.2875
2,17.75,1.74,15.395,36.925,0,16.7075,93.655,3.955,75.435,27.26,108.3075,8.25,0.61875,98.2655,15.2775,9.0325
2,18.25,2.90499999999999,4.125,32.275,0,15.15,94.775,-1.03500000000001,9.8,3.66,15.9275,8.67425,0.6205,98.26875,10.2875,8.755
2,18.75,5.6,5.76749999999999,36.8,0,14.0075,96.575,-2.3675,0.2,0,0,7.522,0.622,98.261,8.28249999999998,8.3775
2,19.25,1.1,3.655,31.3125,0,12.555,97.1525,-2.45750000000001,0,0,0,7.676,0.63125,98.27325,10.055,8.1
2,19.75,1.47499999999999,4.44,31.4,0,12.4775,97.2875,-2.0125,0,0,0,7.878,0.648,98.24775,9.94999999999998,7.8775
2,20.25,1.0225,9.14999999999999,30.065,0,12.31,97.8425,-1.5,0,0,0,8.009,0.64875,98.2655,8.37249999999998,7.6775
2,20.75,3.87,3.54,24.18,0,12,98.575,-1.345,0,0,0,7.7275,0.616,98.2755,8.98749999999996,7.655
2,21.25,1.67999999999999,6.925,24.415,0,11.675,98.865,-1.2225,0,0,0,7.502,0.56,98.29775,7.33499999999994,7.6325
2,21.75,2.58999999999998,5.725,23.31,0,11.575,98.465,-1.1125,0,0,0,7.646,0.582,98.29,7.61,7.61
2,22.25,3.09,4.185,23.4825,0,11.255,98.1775,-0.980000000000007,0,0,0,8.025,0.621,98.2955,6.66499999999999,7.61
2,22.75,1.7125,8.05999999999998,22.0075,0,11.31,98.155,-0.567500000000003,0,0,0,7.4625,0.60025,98.25775,6.50999999999996,7.5325
2,23.25,1.53,5.27,25.04,0,11.3325,98.255,-0.912500000000004,0,0,0,8.048,0.6205,98.25875,4.53999999999999,7.5325
2,23.75,1.88750000000001,3.3975,20.4675,0,11.0325,98.1525,-0.180000000000007,0,0,0,8.42849999999999,0.60525,98.28075,5.42749999999998,7.51
3,0.25,9.93250000000001,5.65499999999997,43.45,0,17.0525,96.9,-2.6225,0,0,0,8.2985,0.663249999999999,98.48775,9.47249999999998,13.2775
3,0.75,7.02500000000002,23.2625,45.0175000000001,0,17.33,96.8425,-2.2225,0,0,0,7.5695,0.58,98.49325,9.8875,13.355
3,1.25,2.25,9.10999999999999,32.84,0,17.23,96.8775,-2.3675,0,0,0,7.6705,0.581999999999999,98.49875,11.5325,13.3325
3,1.75,2.4,11.955,38.8599999999999,0,17.0525,97.155,-2.0675,0,0,0,7.569,0.5795,98.543,10.9975,13.31
3,2.25,8.11250000000001,8.62999999999996,34.875,0,17.0975,97.675,-1.8225,0,0,0,8.22949999999999,0.58,98.5585,11.1425,13.31
3,2.75,2.2,10.36,33.8399999999999,0,17.02,98.3625,-1.5225,0,0,0,8.529,0.59,98.5695,11.2775,13.265
3,3.25,4.01250000000002,11.675,42.9199999999998,0,16.765,98.7875,-1.33500000000001,0,0,0,8.9125,0.63,98.555,12.16,13.265
3,3.75,3.975,11.195,68.2575,0,16.4875,98.9775,-1.3,0,0,0,8.50449999999999,0.627,98.5505,10.43,13.2425
3,4.25,2.4975,8.37999999999998,37.825,0,16.31,98.91,-0.980000000000007,0,0,0,8.338,0.6015,98.5485,11.0925,13.2425
3,4.75,7.25999999999995,9.15000000000001,42.6699999999999,0,16.41,99.1775,-1.0225,0,0,0,8.5875,0.6215,98.5565,10.9825,13.32
3,5.25,4.51999999999999,12.4875,35.4249999999998,0,16.355,99.3325,-1.9225,0,0,0,8.494,0.59975,98.5745,9.99499999999995,13.32
3,5.75,3.575,11.635,43.16,0,16.2,99.555,-0.857500000000006,0.0774999999999992,0,0,8.1175,0.61,98.59025,9.41749999999995,13.2975
3,6.25,2.60250000000003,8.3,42.75,0,16.0525,99.6,-0.812500000000004,8.12749999999998,2.5325,9.20749999999999,7.582,0.60025,98.60275,8.07499999999999,13.275
3,6.75,7.65000000000001,11.29,39.13,0,16.165,99.61,6.2325,74.665,23.66,98.9649999999998,7.77,0.6,98.6185,11.805,13.2525
3,7.25,3.2,19.03,49.5249999999998,-0.0012000000000001,16.41,99.5425,64.4274999999999,189.1175,45.5675,287.61,8.1195,0.618,98.62875,13.9875,13.275
3,7.75,4.85999999999999,59.76,61.6499999999999,-0.012,16.6325,99.6975,132.8375,297.115,70.2075,492.7075,8.392,0.671,98.6555,16.355,13.3525
3,8.25,4.62999999999999,102.875,75.8375,-0.0258000000000001,17.4425,98.6,209.9925,408.92,92.655,729.095,8.592,0.72,98.711,18.8725,13.33
3,8.75,2.05,154.92,77.4699999999999,-0.036,17.9525,98.155,287.83,517.5375,113.3775,934.0925,8.9485,0.7285,98.7465,26.24,13.4075
3,9.25,2.87999999999999,205.595,89.6575,-0.036,18.11,96.7775,361.12,613.205,132.3025,1099.82,9.1895,0.7655,98.7265,34.1975,13.43
3,9.75,1.585,241.9,100.475,-0.048,18.4,96.21,435.4375,715.2175,147.1375,1281.9875,9.589,0.8125,98.681,44.0775,13.63
3,10.25,3.88999999999998,270.58,122.08,-0.024,19.1325,95.8875,498.495,795.4375,160.0175,1437.66,9.387,0.75875,98.6455,58.19,13.7525
3,10.75,5.05500000000001,305.525,132.695,-0.0369,19.81,95.1775,554.6575,867.035,171.4475,1571.135,9.128,0.75925,98.5855,68.1,13.8525
3,11.25,11.4,315.27,123.8275,-0.0249,20.0775,95.4525,584.86,900.7925,274.48,1645.815,9.177,0.7785,98.52775,77.6,14.0975
3,11.75,3.96499999999999,332.985,128.055,-0.048,21.42,95.1975,614.19,923.9975,274.72,1702.415,9.5875,0.75925,98.5065,88.085,14.3425
3,12.25,4.4,339.3,139.52,-0.0369,22.0325,95.7425,633.71,951.695,191.2325,1765.87,9.82625,0.7585,98.54275,99.7875,14.5325
3,12.75,6.18,354.8675,148.8425,-0.0378000000000001,22.2775,96.1875,635.9175,972.9575,187.62,1740.9,9.84775,0.7185,98.53025,102.4725,14.8325
3,13.25,2.70999999999999,347.095,129.3125,-0.0372000000000001,22.7775,96.42,605.2125,914.6275,184.1,1706.5875,9.6205,0.709,98.51225,103.7175,15.0875
3,13.75,2,335.7025,171.3,-0.036,23.1325,94.9425,591.0325,906.49,184.24,1661.315,9.30425,0.698,98.46675,99.1725,15.2325
3,14.25,2.1,309.7,141.3325,-0.036,23.3775,94.3975,547.5625,853.3975,170.1425,1561.2975,9.17825,0.6785,98.42125,92.255,15.455
3,14.75,1.8,296.9175,121.655,-0.024,23.81,94.1975,493.325,787.62,160.63,1434.3525,9.556,0.73125,98.38575,84.3775,15.5775
