DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1
1,0.25,0.390731,1.982,2.89316,0.7407917778,0.775608,0.022635416675,-13.5433,11.3912,0.1234394679,-0.553250344,0.338,0.129,0.188,83.220930637,86.3561,408.7296911925,-19.6028145,0.644,0,0.801,289.05,316.75,6.3771075545,0.0139828,1.18469605105,1.0027808736,0.437252929725,1.767,0.6341623014,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.1,0.1,1,2.675,4.7,8.3
1,0.75,0.392358,1.9345,3.025445,0.84719944445,0.84324375,0.0305222222,-13.716325,11.38355,0.077333299,-0.287276616,0.333,0.138,0.188,83.8390450485,86.3335,408.6678365775,-19.493845,0.68975,0,0.8165,293.5,316.55,6.27641355945,0.0206816,1.168361666475,0.9641182635,0.420470274925,1.746,0.6748147894,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.1,0.1,1,2.675,4.7,8.3
1,1.25,0.4081095,1.873,2.819105,0.8699368889,0.854158,0.025283333325,-12.273625,11.5883,0.0847888482,-0.207963714125,0.33,0.15575,0.194,84.1864728205,86.326,409.013325075,-15.3985,0.6565,0,0.8125,297.15,317.1,6.2044747932,0.0262261,1.137939731425,1.0106492251,0.437571446625,1.76125,0.647636249575,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.1,0.1,1,2.6,4.7,8.3
1,1.75,0.410539,1.7925,2.94823,0.85083994445,0.85985675,0.02838680555,-12.655725,13.2229,0.0864437975,-1.00054351,0.33025,0.144,0.19,83.4623894755,86.3159,408.21983803,-16.185,0.66525,0,0.9202765,297.7,316.75,6.2825805976,0.014974175,1.120620910525,0.9825207721,0.468728452425,1.61375,0.6390312981,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.1,0.1,1,2.6,4.7,8.3
1,2.25,0.398098,1.831,3.066405,0.86132002775,0.84194475,0.0349638889,-10.179875,14.049825,0.13001556085,-0.799018887,0.3305,0.14875,0.199,83.694260537,86.3002,408.85904564,-16.6315,0.69175,0,0.7985,293.6,316.482,6.27407899325,0.0143078,1.15018854885,0.97356703115,0.4702051287,1.7015,0.6587806919,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.1,0.1,1,2.6,4.7,8.3
1,2.75,0.397492658225,1.9535,2.87295,0.93371683335,0.937042,0.0381527778,-12.34555,12.1293314325,0.127854922425,-0.51777366325,0.27175,0.11525,0.182,83.736944112,86.327775,409.22060072,-18.001,0.7245,0,0.8805,293.95,316.07175,6.183986977625,0.024413175,1.19091639055,0.97489661735,0.4471083054,1.612,0.6540477096,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.15,0.1,1,2.6,4.7,8.3
1,3.25,0.4129125,1.9825,2.84077866515,0.791666805525,0.8267525,0.0265361111,-10.3626728075,14.411025,0.1085465126,-0.479742002,0.2885,0.11875,0.176,84.0108286675,86.32255,408.287416095,-17.4905,0.72,0,0.838,294.75,316.2,6.31079189705,0.0140711,1.102505798875,0.919629335425,0.430317598875,1.9141395,0.6316333973,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.15,0.1,1,2.6,4.7,8.25
1,3.75,0.4228375,2.0135,2.9734425,0.94083355555,0.9256385,0.02366041665,-13.576,12.494725,0.0887915202,-0.28081907275,0.3105,0.1115,0.174,83.4626670375,86.3169,408.37019031,-15.3885,0.70475,0,0.858,295.6155,316.5681,6.282828573275,0.024144775,1.1705041649,1.0209652296,0.4544348138,1.793,0.66155644355,-0.1,-0.1,0.7,2.5,4.2,7.75,-0.15,0.1,1.05,2.6,4.7,8.25
1,4.25,0.39173375,2.04925,2.80165,0.7317745556,0.750568,0.02824444445,-9.94113,13.109575,0.134300555225,-0.598698218,0.302,0.129,0.17175,83.139076392,86.3087,408.730271955,-14.80175,0.701,0,0.77375,298.625,316.375,6.1589036276,0.012016,1.1831567943,1.0201127389,0.4573182699,1.8114915,0.640771209675,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.15,0.1,1,2.6,4.7,8.2
1,4.75,0.38998625,1.8545,2.95261,0.870001138925,0.8616955,0.02505555555,-11.1300331425,13.302175,0.1160446705,-0.455835619,0.299,0.1095,0.16575,83.33953699625,86.3067,408.490271205,-13.96425,0.673,0,0.81117925,294.575,316.275,6.18598823055,0.017,1.2590274024,1.059542354,0.4666658333,1.8285,0.6418761563,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.2,0.1,1,2.6,4.7,8.25
1,5.25,0.40013175,1.8055,2.75149,0.9151858889,0.900722,0.021638888875,-11.384875,10.8215,0.13736958335,-0.7743851535,0.2805,0.101,0.16425,83.32795394175,86.299275,407.780191665,-16.351,0.67225,0,0.782,293.3,316.05,6.065754924725,0.0161939891,1.26384046405,1.005408854925,0.434814568675,1.845,0.68447207995,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.2,0.1,1.05,2.6,4.65,8.25
1,5.75,0.413836,1.74525,2.81896,0.86567494445,0.85137075,0.02724791665,-11.56575,11.80125,0.10184519065,-0.6169101825,0.275,0.11,0.1615,83.49967166275,86.2988,407.487501225,-12.93075,0.68775,0,0.77456275,290.875,316.65415,6.1478137377,0.0181743,1.18436704385,1.006640048,0.4471463338,1.98875,0.673713589,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.2,0.1,1.05,2.6,4.7,8.25
1,6.25,0.42487,1.69425,3.1498,0.86439194445,0.888124,0.023062500025,-13.5196,13.2447,0.11516282505,-0.865166667,0.2595,0.101,0.15525,84.3857522795,86.279525,407.3680376125,-15.22925,0.6635,0,0.81675,292.2,316.491,6.169731834,0.00853188,1.317405568125,1.054826468925,0.51144635285,1.597,0.6743389356,-0.1,-0.1,0.7,2.5,4.2,7.8,-0.15,0.1,1,2.6,4.7,8.3
1,6.75,0.423233,1.71575,3.37468,0.959340055575,0.954298,0.0333694444,-12.573425,12.4158,0.107206550525,-0.749963297,0.2755,0.09725,0.16475,83.81869980925,86.2793,406.9536444575,-19.88450475,0.67,0,0.80025,286.5,316.675,6.3074516528,0.007028255,1.31934841445,1.10165011485,0.5358301071,1.578,0.7016402212,-0.1,-0.1,0.725,2.5,4.2,7.75,-0.1875,0.1,1.05,2.6,4.6,8.25
1,7.25,0.43006375,1.544,3.3144777221,0.86283166665,0.85062925,0.026849305575,-13.63795,12.9174,0.13517966505,-0.53488863925,0.261,0.084,0.1455,82.715474077,86.2926,408.355303405,-16.164,0.668,0,0.823,291.3,315.2,6.3029722885,0.0164649,1.302785230425,1.04300708935,0.53224956595,1.167,0.6736178442,-0.1,-0.1,0.725,2.5,4.125,7.7625,-0.2,0.1,1,2.6,4.6125,8.2
1,7.75,0.40546775,1.43925,3.113305,0.637355805575,0.6476305,0.029041666675,-11.248825,13.96605,0.142384530475,-0.819582801,0.25025,0.0945,0.1395,85.20554073725,86.3009,408.29143698,-14.389,1.06425,0,0.93575,292.15,315.102675,6.3363525634,0.0098449933,1.2802187313,1.1002227047,0.5058487916,1.053,0.67069710945,-0.1,-0.1,0.7,2.5,4.1,7.725,-0.2,0.1,1,2.6,4.6,8.2
1,8.25,0.4058673339,1.342,3.03804,0.6581864444,0.6951825,0.0186208333,-11.691,14.17295,0.0726588792,-0.719250749,0.2415,0.083,0.1295,85.1991457935,86.30655,406.960991145,-12.5138785,14.91,4.946239,2.73,294.65,315.6,6.266481687,0.01494355,1.27798861005,1.081104292975,0.474435845475,1.017,0.6809693102,-0.1,-0.1,0.7,2.5,4.15,7.725,-0.2,0.1,1,2.6,4.6,8.2
1,8.75,0.375802,1.7935,2.8740291137,0.567322,0.567837,0.0186777778,-9.71511,15.5588,0.144813655675,0.7195048911,0.259,0.067,0.135,84.4300778665,86.324625,407.0013674225,-1.62938125,67.84,26.2175,10.6125,295.875,316.55,6.3257534059,0.0088637703,1.196318379175,1.08732460745,0.4776939168,1.5735,0.5947722052,-0.15,-0.1,0.7,2.5,4.1,7.7,-0.175,0.1,1,2.6,4.6,8.2
1,9.25,0.3814905,1.941,3.154620173675,0.4026201111,0.43464725,0.01321111115,-5.0819325,18.27175,0.37434601725,2.5826190128,0.2305,0.0265,0.109,82.117685813,86.3632,407.65013832,16.96,203.375,90.35,28.47091,295.25,318.5,6.3231908839,-0.001381875,1.27865945315,1.092570902925,0.473068355625,2.0501825,0.529172982375,-0.15,-0.1,0.7,2.5,4.15,7.8,-0.2,0.1,1,2.6,4.6,8.2
