DOY2,HR2,USTAR_1_2_1,WS_1_2_1,FC_1_2_1,H_1_2_1,LE_1_2_1,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,SH_1_1_1,SLE_1_1_1,SC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,TA_1_1_1,PA_1_1_1,RH_1_1_1,VPD_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_SIGMA_1_1_1,H2O_SIGMA_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1
1,0.25,0.022825,0.500275,-0.411425,-63.94095,-2.730575,-0.9408188,-62.01706,-8.168242,-12.8735725,-33.09614,-47.478775,-2.01668025,0.5206208,0.03425902,-4.946182,-5.245506,99.00908,45.94891,0,339.683625,3.26939675,0.2176662,0.1772038,0.04495902,0.05488766,0.0093580825,0.00914957415,1.0988344,0.02975784
1,0.75,0.04,0.4942,-2.18765,-67.18805,-7.3958,-1.0759375,-58.8761875,-8.33118349999999,-22.7953025,-23.85614,-29.32695,-5.226963,0.37159275,0.03956075,-5.2823175,-5.60494375,99.0204875,46.809445,0,339.911575,3.2793735,0.174923625,0.155278125,0.042064375,0.0413235,0.0111951925,0.009683488,1.0988344,0.031769004375
1,1.25,0.0288,0.466,-0.6822,-71.905,-7.1866,-1.1041075,-62.5996625,-24.88763,-6.62119475,-23.1508125,-60.89201,-2.518996,0.491048875,0.03399845,-5.35385625,-5.64661,99.0312,46.38677,0,339.6182,3.309395,0.17164275,0.12240125,0.044324325,0.045869875,0.0103522575,0.0103044346,1.0988344,0.021828650625
1,1.75,0.0252,0.4122,-1.0896,-73.0032,-7.8998,-0.937526875,-57.306375,-27.54546,-5.16931125,-28.0639875,-76.4063375,-6.7181545,0.607402175,0.03714005,-5.570478,-5.87516425,98.9910025,49.1108675,0,338.33885,3.28515725,0.165610425,0.144028875,0.04062168,0.04480076,0.0093032805,0.01014448655,1.0988344,0.054042631875
1,2.25,0.02825,0.45725,-0.638,-64.55325,-12.17225,-0.76213445,-59.16358,-10.9502125,-11.75722,-19.1362325,-29.285385,-5.7803345,0.48478035,0.02320877,-5.89770975,-6.20404925,98.958605,45.903745,0,336.1264,3.253948,0.168348075,0.1700348,0.0347285575,0.0416844675,0.01090408,0.011681169825,1.0988344,0.043461495
1,2.75,0.031,0.4382,-0.7528,-50.1316,-4.652,-0.881471,-69.66594,-3.87224325,-11.41651125,-24.39368,-26.359605,-6.57617925,0.6161142,0.0360895,-6.060516,-6.380482,99.00746,44.168355,0,340.626725,3.10822225,0.203683,0.1594354,0.04081524,0.04529896,0.009000038,0.01189696865,1.0988344,0.0457126
1,3.25,0.0338,0.552625,-0.72365,-60.4009,-5.584175,-0.8749066,-58.05688,-25.8999625,-17.52409,-36.1071525,-19.8704125,-3.65584875,0.5068032,0.0311961,-6.201374,-6.51778,99.00236,51.8457875,0,339.3049,3.21303625,0.1873202,0.1487302,0.0346159,0.04301934,0.0083043965,0.011087717375,1.0988344,0.03660195525
1,3.75,0.051575,0.5455,-0.81515,-67.736775,-11.87485,-0.871005,-69.04445,-7.81008225,-21.61725,-26.32994,-22.4851925,-4.1423805,0.562280625,0.0346635875,-6.0581325,-6.36567375,99.0364125,53.96715,0,336.976,3.16589175,0.175699875,0.176869375,0.033920575,0.0442907125,0.009216165,0.010326888225,1.0988344,0.059300349
1,4.25,0.0453,0.5008,-0.8544,-59.6923,-8.73525,-0.926808,-71.89784,-9.73432825,-9.7881405,-15.66946,-20.00842,-5.45258,0.5995656,0.02956794,-6.139214,-6.431346,99.03842,53.8423775,0,323.234625,3.11591075,0.1606132,0.1750852,0.03928216,0.05053192,0.0088776415,0.0124069017,1.0988344,0.063524808125
1,4.75,0.0287,0.4774,-0.8179,-52.6678,-7.9301,-0.765514,-57.5672,-19.17902,-12.0197625,-31.1041925,-30.88302,-3.600496,0.5414524,0.03056402,-6.228554,-6.52434,99.01594,53.60912,0,329.596625,3.081224,0.1736148,0.1600458,0.03429648,0.04287468,0.00979259375,0.0131681483,1.0988344,0.076106816875
