DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
3,1.25,75,-21.6275,3.028,0.5125,205.375,212.4,0.0068561445,0.040698585
3,1.75,75.1,-22.105,3.028,0.57125,204.25,210.35,3.804875e-05,0.0373134025
3,2.25,74.575,-22.4375,3.028,0.504,204,213.25,4.6775e-05,0.03046116375
3,2.75,74.75,-22.215,3.028,0.536,206.1,215.35,0.01862522,0.01356963
3,3.25,74.4,-22.2275,3.028,0.4915,204.75,211.975,0.006782386,0.02033788
3,3.75,74.275,-22.96,3.028,0.4755,208.725,208.7,-0.0016869718,0.308289655
3,4.25,74.125,-22.3775,3.028,0.502,211.1,206.275,0.00507254625,1.1707594725
3,4.75,74.1,-21.975,3.028,0.38,211.55,206.6,-4.7075e-05,4.28777004
3,5.25,74.075,-22.285,3.028,0.4505,210.475,205.95,0.01696057775,0.0237524125
3,5.75,74.2,-22.8275,3.028,0.495,209.775,205.425,0.0136212275,0.04077657
3,6.25,74.225,-22.7275,3.028,0.536,211.275,205.875,0.099981985,0.32539825
3,6.75,74.3,-23.0775,3.028,1.45,211.075,206.3,2.11964475,4.37168
3,7.25,73.975,-22.8475,14.525,7.9995,210.1,205.975,14.40983,16.9470975
3,7.75,74.525,-23.115,41.735,24.3475,209.125,206.825,45.7897475,44.1184225
3,8.25,74.7,-22.895,71.2625,51.545,209.8,207.95,105.478175,101.8638125
3,8.75,75.925,-21.6325,116.8,91.34,208.8,209.2,180.95955,169.221875
3,9.25,75.475,-21.3625,162.05,124.825,212.025,213.5,261.133525,243.84465
3,9.75,74.825,-21.085,209.7,177.525,211.75,216.775,348.48025,331.710475
3,10.25,74.775,-21.16,241.025,210.875,206.85,216.9,436.926125,422.18025
3,10.75,75.625,-21.375,271.125,242.6,206.675,222.85,527.813375,512.854475
3,11.25,76.1,-20.8125,282.775,264.2,210.35,226.125,585.3788,568.3016
3,11.75,74.075,-20.8825,309.075,296.425,201.9,220.225,648.363575,628.664875
3,12.25,77.075,-20.4475,329.8,318.35,208.75,220.65,704.08465,682.876025
3,12.75,76.675,-20.0575,356.875,334.8,201.8,222.2,758.55,741.3742
3,13.25,74.375,-20.2025,374.625,346.475,205.4,219.275,777.77605,754.862475
3,13.75,73.225,-19.96,328.275,349.95,208.25,219.475,786.461725,761.5976
3,14.25,73.6,-20.7825,300.15,349.1,205.475,220.725,775.0194,746.439925
3,14.75,76.075,-21.3025,261.625,335.575,203.6,223.425,756.676175,730.04945
3,15.25,76.225,-19.9075,239.75,324.25,200.55,222.225,706.62195,679.867325
3,15.75,75.375,-19.5625,237.45,304.05,201.4,221.375,653.98435,630.011875
3,16.25,75.125,-18.4925,232.375,270.15,202.8,221.85,588.834525,569.157775
3,16.75,74.925,-17.9925,209.475,236.725,203.075,224.725,513.060225,496.376475
3,17.25,74.4,-19.705,180.425,203.425,200.6,220.075,428.7994,414.3947
3,17.75,74.075,-18.925,145.55,167.575,197.7,220.05,345.336675,333.00685
3,18.25,73.3,-20.7025,114.2,121.425,193.6,216.225,254.8736,243.914175
3,18.75,73.225,-20.4775,74.32,87.375,189.85,213.725,158.37865,150.7041
3,19.25,74.725,-19.8475,39.97,47.5225,188.85,212.6,77.8051875,75.3761125
3,19.75,75.2,-19.87,28.31,17.1975,189,212.825,34.20098,32.9118525
3,20.25,77.1,-20.01,10.6925,4.22575,192.525,213.825,9.32758825,9.41853
3,20.75,77.45,-19.505,1.58625,0.851,188.675,214.8,1.004915975,1.93109275
3,21.25,76.825,-20.2,1.58625,0.455,193.725,217.525,0.03743035,0.1837099
3,21.75,76.45,-20.885,1.58625,0.568,193.825,213.925,0.005053685,0.03387715
3,22.25,77.1,-21.105,1.58625,0.5345,194,213.3,0.00681905875,5.56146395
3,22.75,76.85,-21.59,1.58625,0.5455,193.3,213.75,0.011864238,1.49935911
3,23.25,76.6,-21.7375,1.58625,0.62625,192.05,211.175,0.0186649175,0.408918795
3,23.75,75.925,-22.265,1.58625,0.622,197.85,211.6,0.0067494745,0.1815579875
4,0.25,85.375,-3.679,2.4805,0.917,250.35,284.375,0.0525354525,0.0830943875
4,0.75,86.85,-3.1305,2.4805,0.825,248.475,283.225,0.01185909075,0.0474503125
4,1.25,87.25,-3.71275,2.4805,0.654,246.1,286.7,0.0322459975,0.03392794
4,1.75,86.575,-4.10475,2.4805,0.5955,243.325,283.625,0.0322264725,0.03394644
4,2.25,87.275,-4.33775,2.4805,0.684,247.925,287.275,0.0339330275,0.03387209
4,2.75,87.275,-4.523,2.4805,0.537,252.125,289.275,0.0339787025,0.072890305
4,3.25,87.3,-4.34275,2.4805,0.63375,255.95,291.425,0.0728262775,0.1016341
4,3.75,87.8,-4.37125,2.4805,0.8085,256.3,290.25,0.211805875,0.5827755
4,4.25,86.975,-4.755,2.4805,1.07225,255.35,288.15,1.511211,2.307642
4,4.75,87.2,-5.10425,8.63,2.94375,253.25,286.675,7.0651485,8.54159
4,5.25,87.325,-5.68325,11.1725,9.6525,253.225,281.175,21.725695,21.81076
4,5.75,87.55,-6.17175,21.6525,21.7825,250.125,278.7,48.7779575,46.933625
4,6.25,87.8,-5.942,43.625,49.5175,249.9,281.05,101.1262975,95.9074675
4,6.75,87.025,-6.52025,85.925,74.025,250.05,278.125,161.95375,165.318775
4,7.25,86.5,-5.98925,132.75,111.65,248.925,280.65,246.392225,232.749025
4,7.75,85.35,-5.83125,184.65,143.1,251.175,277.125,333.308325,324.6769
4,8.25,85.65,-6.0185,237.05,177.5,255,275.025,432.70605,418.543125
4,8.75,82.4,-6.01775,279.7,232.375,254.175,275.25,527.22315,531.451025
4,9.25,81.55,-5.34675,357.7,270.6,258.5,278.75,645.220975,640.346375
4,9.75,80.975,-5.588,369.375,289.375,264,281.45,717.69575,724.016925
4,10.25,80.6,-4.749,404.175,321.75,269.525,284.475,805.024375,795.26075
4,10.75,80.475,-3.408,456.525,361.925,274.275,288.775,891.8284,884.0313
4,11.25,78.1,-2.1125,499.525,393.525,261.225,294.125,979.3511,972.758725
4,11.75,78.65,-2.15275,519.075,417.475,257.525,296.275,1034.53275,1019.2035
4,12.25,76.975,-1.4825,554.875,442.675,252.125,300.075,1111.296,1087.9475
4,12.75,75.4,-0.5355,577.825,461.775,245.025,304.125,1159.305,1122.38675
4,13.25,75.175,-0.496,585.85,467.875,252.9,306.875,1171.69825,1127.134
4,13.75,75.925,-0.36475,592.55,466.375,254.125,308.15,1175.80375,1123.78775
4,14.25,74.6,0.164,583.4,460.575,258.75,309.3,1152.1105,1110.845
4,14.75,77.15,-0.041,574.3,460.575,243.65,309.35,1143.241,1101.9645
4,15.25,77.475,0.48325,548,440.125,243.975,311.2,1084.37875,1048.2225
4,15.75,76.55,-0.03275,519.55,423.575,240.85,308.925,1038.344,1008.03775
4,16.25,76.775,-0.1245,482.8,384.675,244.725,307.975,954.52725,932.341575
4,16.75,77.5,-0.17825,438.35,350.675,244.15,307.225,873.47125,839.797525
4,17.25,77.9,-0.18325,372.25,307.25,240.55,306.05,750.574425,719.905
4,17.75,76.3,0.01625,341.225,280.2,240.2,305.8,674.33315,657.698575
4,18.25,77.5,-0.14175,294.7,239.95,247.875,305.4,577.38735,564.814625
4,18.75,78.075,-0.098,235.05,204.725,249.6,304.85,468.0937,449.964875
4,19.25,79.025,-0.162,183.7,162.15,250.125,304.45,361.11445,348.86105
4,19.75,80.55,-0.245,140.55,130.4,246.475,300.35,268.36065,259.59525
4,20.25,80.975,-0.2105,94.5,90.075,251.9,300,184.969175,179.0692
4,20.75,83.9,-0.799,55.2825,55.315,250.6,302.875,104.040175,100.356515
4,21.25,85.375,-1.43775,33.985,28.5775,250.5,305.725,65.4244625,62.68175
4,21.75,85.5,-1.89375,19.975,11.81,244.325,303.25,27.0208025,25.8739875
4,22.25,87.225,-2.40475,7.81825,4.465,247.05,298.325,10.3115965,11.088985
4,22.75,87.75,-2.89125,2.493,1.441,246.125,296.025,2.5444725,2.9716595
4,23.25,87.15,-2.95025,2.493,0.846,244.4,297.475,0.4567028,0.790791175
4,23.75,85.725,-2.3245,2.493,0.87225,252.625,298.175,0.127152725,0.3055497
5,0.25,96.725,3.2,14.875,10.565,304.1,318.45,27.995275,20.383565
5,0.75,97,2.811,10.64,7.636,304.325,317.4,20.303105,15.216155
5,1.25,97.2,2.417,8.8,7.1345,306.075,316.825,17.442,12.386695
5,1.75,97.35,1.97,9.2775,6.68925,303.2,317.5,16.495675,12.29532
5,2.25,97.4,1.817,10.53,7.5235,304.175,316.975,19.162195,13.825405
5,2.75,97.3,2.058,14.02,9.325,303.375,316.9,26.524845,20.14254
5,3.25,97.15,2.205,21.82,13.235,302.775,317.55,37.210215,30.95099
5,3.75,97.075,2.441,28.935,19.52,302.0171225,317.125,55.68653,43.62434
5,4.25,96.7,2.748,39.905,30.07,302.825,317.5,83.04155,65.91266
5,4.75,96.75,2.426,72.25,43.995,303.3,317.625,129.2451,100.374405
5,5.25,96.5,1.826,99.7,61.21,304.425,319.025,184.9872,142.464
5,5.75,96.65,2.245,136.5,81.25,307.55,320.45,261.83115,199.1563
5,6.25,96.7,2.68925,182.25,114.1,305.425,321.325,336.9713,274.7201
5,6.75,96.85,3.32025,219.25,135.9,307.838625,323.847495,422.8948,340.2084
5,7.25,96.7,3.0805,272.2,165.3,308.0883325,324.775,511.9917,389.52285
5,7.75,96.425,3.772,324.25,201.3,306.7646625,325.875,615.2896,483.18645
5,8.25,95.55,4.12875,374.9,233.6,307.3,326.9,715.04455,586.495
5,8.75,94.925,4.38175,423.15,274.3,308.0845925,330.775,809.77625,702.2715
5,9.25,94.725,4.69075,471.7,305.3,307.2,330.3,912.23605,775.7312
5,9.75,94.2,4.9035,520.15,335.45,308.585595,333.575,1003.016,855.20705
5,10.25,93.575,5.36075,564.5,364.55,308.891785,340.075,1087.174,948.0495
5,10.75,93.25,5.60475,592.2,390.1,309.302275,342.225,1150.647,1010.021
5,11.25,92.25,5.786,631.975,420.975,309.7,340.2,1233.31225,1101.831
5,11.75,91,6.36025,660.3,442.4,311.3,339.1,1278.345,1151.442
5,12.25,89.55,6.822,688,451.075,309.8,343.9,1327.41625,1180.26275
5,12.75,87.575,6.9225,702.6,466.4,311.85,344.15,1351.909,1206.322
5,13.25,86.375,7.213,709.75,468.075,311.25,344.95,1369.0565,1206.182
5,13.75,86.3,7.553,708.8,473,306.65,343.15,1370.4785,1224.1695
5,14.25,85.15,8.185,708,469.475,309.5,344.9,1349.08175,1189.22525
5,14.75,86.25,7.6375,693.2,459.5,310.6,352.05,1336.817,1182.879
5,15.25,86.45,8.1775,674.6,447.5,310.2,353.2,1300.674,1150.16
5,15.75,86.25,8.14,651.5,439.2,308.7,352.52671,1256.414,1097.326
5,16.25,87.05,8.09,612.375,391.75,311.5,356.90857,1184.79475,1001.1574
5,16.75,88.275,7.9225,580.725,372.8,310.375,354.23884,1115.1885,967.848775
5,17.25,88.6,8.0455,536.5,333.275,310.35,352.25,1031.39125,865.45645
5,17.75,88.4,7.558,489.65,304.1,309.55,350.1004425,948.797675,777.753425
5,18.25,89.8,7.389,441.225,259.225,309.6,348.4315025,858.785525,670.12755
5,18.75,90.65,7.1115,392.425,235.25,309.85,345.7020875,757.537575,567.731575
5,19.25,90.85,6.964,337.3,200.725,308.85,344.72355,642.159225,477.604375
5,19.75,91,6.207,284.75,172.775,309.325,341.37869,549.885325,416.2877
5,20.25,91.35,5.894,235.225,135.525,307.85,337.6792325,458.703475,322.20835
5,20.75,92.6,5.4895,188.575,105.675,307.4,334.9,359.177875,253.1524
5,21.25,94.2,4.9125,145.45,79.8,307.55,331.975,282.401375,192.5997
5,21.75,94.7,4.4935,112.325,64.05,306.825,330.875,223.737125,145.945575
5,22.25,95.8,4.1485,77.5225,48.6325,305.5,327.025,153.3801,105.261475
5,22.75,96.15,3.4575,52.5425,31.1975,304.875,325.025,94.75888,70.5761475
5,23.25,96.55,3.2285,32.89,22.32,303.525,322.3,63.4569025,44.757325
5,23.75,96.5,3.049,23.39,14.8375,304.3,320.025,42.5438725,28.887455
6,0.25,93.95,10.1575,31.79,14.125,331,357.9,55.97811,6.4878155
6,0.75,95.1,9.6625,25.64,11.575,329,354.7,44.10606,5.097075
6,1.25,96,9.2375,20.945,9.695,330,351.9,38.291915,4.2083115
6,1.75,96.8,8.84,21.04,9.085,327.6,350.2,38.034125,4.073952
6,2.25,96.95,8.7125,23.27,7.7,327,349.5,40.747645,4.5699
6,2.75,97.175,8.445,28.125,9.48,329.1,349.6,45.448995,5.6726705
6,3.25,97.375,7.97375,34.185,12.28,329.7,348.7,53.443905,7.7596355
6,3.75,97.4,8.2,41.385,17.005,330.2,349.5,84.204175,10.443255
6,4.25,97.4,8.3025,51.975,22.02,329.8,351.9,129.28355,14.758625
6,4.75,97.325,8.6375,72.045,27.51,328.9,353.7,178.1715,20.028975
6,5.25,97.1,9.015,118.7,31.68,328.7,357.5,228.81595,26.1113
6,5.75,96.7,9.6975,162.35,37.83,329.5,361.98572,301.8969,33.005345
6,6.25,96.025,10.1925,189.75,44.805,330.7,365.5,370.0331,39.66853
6,6.75,96,10.9275,228.05,53.38,331.8,371.76755,452.4296,48.077475
6,7.25,95.6,11.4675,286.35,62.455,330.5,378.4,549.18625,56.46286
6,7.75,95.05,11.9825,330.45,68.3,332.4,384.6,631.70365,65.150155
6,8.25,94.625,12.345,380.8,73.57,333.7,390.6,738.5894,73.81118
6,8.75,93.6,12.725,432,81.15,334.9,394.7,840.5393,82.01932
6,9.25,92.875,13.1575,476.4,88.3,335.8,400.1,923.43305,89.369995
6,9.75,92.4,13.8075,514.05,95,334.8,406.6,1002.5905,94.351975
6,10.25,91.15,14.2775,552.4,100.975,335.870195,411.75,1073.566,100.2802
6,10.75,89.6,14.76,595.6,106.9,337.4,417.7,1145.43025,106.96555
6,11.25,87.25,15.39,628.5,112.35,337.725,422.525,1207.2275,112.16825
6,11.75,86.125,15.62,653.35,116.75,339.25,423.075,1240.916,116.36005
6,12.25,82.625,16.1475,673.45,121.6,339.95,427.825,1283.349,118.859
6,12.75,81.075,16.415,692,125.2,339.1,428.887945,1316.365,121.5111
6,13.25,77.625,16.5325,698.4,127.5,338.7,428.625,1327.578,120.1497
6,13.75,76.9,16.79,704.85,129.375,341.9672,430.35,1339.47625,118.7616
6,14.25,75.9,17.01,703.45,130.6,342,430.5,1320.5825,117.1372
6,14.75,75.575,17.12,695.4,129.55,341.3,431.1,1303.838,113.503825
6,15.25,74.75,17.16,677.475,126.55,339.9,430.5,1281.277,108.5105
6,15.75,73.975,17.51,655.85,122.4,341.025,429.3,1244.579,104.877225
6,16.25,73.375,17.4,623.65,116.875,341.3,426.6,1170.23025,99.924155
6,16.75,72.5,17.335,588.45,110.55,342.05,421.8,1096.665,95.559065
6,17.25,72.5,17.3825,548.75,103.65,342.35,419.275,1028.561,89.740655
6,17.75,73.675,17.3125,507.7,97,343.25,416.182485,964.996575,83.6506775
6,18.25,75.1,16.9425,457.8,88.7,344.25,411.65,859.0358,76.150885
6,18.75,75,16.44,411,80.6,343.55,405.9,762.76365,69.72389
6,19.25,76.25,15.7725,363.2,72.91,343.9,402.7839,676.772125,62.755395
6,19.75,77.175,15.46,316.1,66.01,341.50308,397.39731,585.280375,54.85623
6,20.25,79.8,15.0275,269.7,59.24,342,392.05,500.122925,47.86208
6,20.75,81.9,14.8375,227.7,52.79,340.55,389.35,416.9025,41.395835
6,21.25,82.7,14.39,184.9,45.79,339.15,383.7,340.62015,34.4121225
6,21.75,84.2,13.7875,148.1,40.54,337.1,380.45,272.64715,28.53296
6,22.25,85.65,13.15,112.9,33.75,336.55,376.45,209.508975,22.0234525
6,22.75,88.575,12.49,81.9,27.44,334.55,371.6,153.563875,16.70255
6,23.25,90.575,11.85,61.47,22.685,334.2,367.05,111.76025,12.46594
6,23.75,92.45,11.04,43.19,16.96,333,362.7,77.9700075,8.64747875
7,0.25,94.025,12.415,18.765,7.168,353.075,369.3,35.917025,2.8714795
7,0.75,94.875,12.07,14.66,5.7345,352.35,366.575,27.3915525,2.1683935
7,1.25,95.475,11.645,12.6,5.1425,351.775,364.4,22.1751175,1.80978075
7,1.75,95.925,11.405,11.71,4.673,350.4,363.4,21.113095,1.694601
7,2.25,96.2,11.1175,12.36,4.8385,350.225,363.3,23.5106875,1.916046
7,2.75,96.25,11.0425,15.13,5.445,350.4003675,362.425,27.904085,2.406464
7,3.25,96.5,10.9075,19.5,6.8845,350.35,362.325,36.7490875,3.1097165
7,3.75,96.575,10.7625,25.44,9.3175,351.1,362.52244,52.51328,4.4970675
7,4.25,96.5,10.6425,34.85,12.2225,353.35,364.05,76.2827925,6.051842
7,4.75,96.4,10.98,52.96,16.3425,353.075,364.85,104.838575,8.627767
7,5.25,96.4,11.27,76.23,22.7175,353.3,366.875,145.513075,12.76855
7,5.75,96.3,11.6425,109.05,30.0425,352.725,370.75,208.60725,18.1122025
7,6.25,96.275,12.085,137.225,37.62,355.45,374.7,278.686425,24.35111
7,6.75,96.15,12.83,155.625,42.835,355.125,379.3,342.249275,29.2644325
7,7.25,95.75,13.3625,217.025,50.9875,355.725,383.375,416.972025,35.6068875
7,7.75,95.4,13.9375,265.65,57.4825,356.325,389.475,502.264925,42.94567
7,8.25,94.725,14.425,314.575,64.81,357.325,395.475,591.45625,51.0645
7,8.75,93.15,15.2075,360.125,70.7525,357.9,400.525,688.149925,60.1025925
7,9.25,92,15.575,414.8,78.64,358.075,406.6601575,788.994,65.09233
7,9.75,89.8,16.07,443.3,84.25,358.575,411.175,852.6718,70.038055
7,10.25,89.275,16.45,505.8,92.8,357.75,416.775,964.16585,78.35673
7,10.75,87.6,16.75,536.6,98.3,358.05,422.3,1020.6665,84.53249
7,11.25,86.9,17.0225,573.725,104.6,359.075,427.3,1068.50375,87.72209
7,11.75,84.975,17.385,612.6,110.95,359.5,431,1137.1195,92.615875
7,12.25,84.275,17.95,632.45,115.4,360.8,433.8,1179.5355,93.242895
7,12.75,81.9,18.1125,642.7,116.875,361.425,434.8,1181.9595,93.962615
7,13.25,80.7,18.4975,654.8,119.15,362.9,436.975,1201.362,92.9274075
7,13.75,78.85,18.75,659.1,121.1,364.1,439.9,1211.7735,90.705055
7,14.25,77.575,18.95,639.325,118.925,365.0401825,438.55,1178.53525,87.90363
7,14.75,77.2,19.0125,645.425,120.275,363.975,439.5089925,1178.623,86.329355
7,15.25,75.125,19.1225,623.75,117.875,362.575,440.525,1144.67725,81.378895
7,15.75,75.125,19.325,599.9,114.425,363.1,437.55,1090.74925,77.5252075
7,16.25,74.675,19.2625,576.675,110.35,363.575,436.225,1047.06675,75.857005
7,16.75,74.475,19.13,542.2,105.7,365.681425,432.3789325,992.97675,72.491435
7,17.25,75.925,19.0725,492.625,95.525,364.2856625,430.125,910.606275,67.6749875
