DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1
1,0.25,0.230769,-0.543,1.4669,0.4687385556,0.451484,0.0001138889,-25.43185,4.0196,0.0020643884,-2.884258232,-0.186,-0.2,-0.14,76.002271622,85.9432,398.31169599,-47.32,0.0645,0,0.468,259.5,303.8,4.9449165619,-0.01359715,0.6709418753,0.609353756,0.2474633306,-0.966,0.4242805675,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,8
1,0.75,0.2199914839,-0.7045,1.5095,0.44421005555,0.424349,0.00689027775,-25.6162,3.69629,-0.057146018,-3.8331093675,-0.2,-0.2,-0.179,74.890208987,85.94826,398.500968,-47.382,0.113,0,0.399164,258.45,303.3,5.06392435445,-0.009506575,0.6940439467,0.5869156669,0.2370109702,-1.179,0.42157443,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,8
1,1.25,0.229528,-0.7435,1.53473,0.4960333333,0.4899015,0.0036444444,-23.31215,3.81393,-0.042773334,-4.328328451,-0.202,-0.23,-0.169,75.8860164595,85.9377,398.61834901,-46.1565,0.054,0,0.3535,256.31435,303.4,5.0352386238,-0.00705986,0.7017984041,0.5829888507,0.2519446368,-1.196,0.4202415972,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.95
1,1.75,0.215398,-0.948,1.51025,0.5207714444,0.499685,0.00415694445,-23.0912319,4.46937,-0.025493013,-5.099286608,-0.2155,-0.296,-0.189,76.306178963,85.9437,398.62276048,-44.414,0.0655,0,0.46,258.3,303.6,4.91602331105,-0.0162813,0.72596677815,0.62659939535,0.2538172265,-1.31,0.4132045498,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.9
1,2.25,0.236811,-0.984,1.51816,0.4605858889,0.4521905,0.0012527778,-23.19215,4.279315,-0.047334819,-3.274196487,-0.2,-0.293,-0.191,77.292996243,85.9405,398.56738686,-45.199,0.0675,0,0.456,257.2,303.4,4.8925633297,-0.01020275,0.67394765005,0.61814197715,0.25511097735,-1.147,0.4111459595,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.95
1,2.75,0.231368,-1.0625,1.527525,0.5189903333,0.5090455,0.0096805556,-24.98225,3.48311,-0.026316317,-4.732839415,-0.231,-0.323,-0.196,77.351647962,85.9599,398.30397975,-43.4755,0.086,0,0.45,258.85,302.25525,4.7936015533,-0.0139584,0.63614992285,0.62636915535,0.26306275025,-1.395,0.4132239102,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.9
1,3.25,0.2209555,-0.9995,1.44898,0.3435541111,0.3807495,0.00683383795,-24.0049,3.30486,-0.009249443,-3.7689650805,-0.25,-0.373,-0.211,76.98532343,85.9596,398.17568658,-42.651,0.031,0,0.523,261.45,300.65,4.7904669944,-0.0153745,0.6728417347,0.6548274582,0.2547100312,-1.38879,0.4167745194,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.9
1,3.75,0.219208,-1.0665,1.51648,0.49931555555,0.4587985,0.00392916665,-23.32135,3.07283,-0.010493212,-4.2681494275,-0.293,-0.378,-0.209,76.159091932,85.9282,398.10151687,-47.8215,0.053,0,0.472,257.45,300.9,4.80758380865,-0.0125021,0.70735117165,0.6249390111,0.25530085065,-1.523553,0.418739776,-0.4,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.85
1,4.25,0.225331,-1.229,1.46717,0.5000659444,0.496927,0.0018222222,-23.9423,3.09277,-0.0176997945,-4.225613546,-0.2885,-0.3905,-0.227,75.605320631,85.9351,398.42136584,-43.855,0.069,0,0.438,258.9,301.6818,4.7288165168,-0.0108945,0.6810764763,0.62428036005,0.23905393485,-1.47,0.4007542888,-0.45,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.95
1,4.75,0.225527,-1.267,1.4569,0.48850272225,0.476671,0.0006833333,-21.22665,3.64872,-0.0195106675,-4.513456683,-0.3,-0.401,-0.267,75.876489771,85.92315,398.31850609,-42.833,0.079,0,0.401,263.8,301,4.7474316008,-0.0152131,0.70593157435,0.65838616635,0.25281228555,-1.575663,0.4304546296,-0.5,-0.4,0.5,2.2,4,7.45,-0.2,-0.2,0.6,2.3,4.4,7.85
1,5.25,0.240175,-1.41,1.456015,0.4753656111,0.495478,0,-24.03585,3.9593,-0.044921232,-4.12943414,-0.323,-0.4,-0.296,75.79944624,85.9597,397.934137,-44.487,0.075,0,0.436,262.0143,301.2654,4.75586413955,-0.00910354,0.7033704572,0.6214579632,0.2428701299,-1.758901,0.4179537638,-0.5,-0.4,0.5,2.2,4,7.5,-0.2,-0.2,0.6,2.3,4.4,7.85
1,5.75,0.246605,-1.427,1.44325,0.47885238885,0.481521,0.0055805556,-23.82705,4.39751,-0.014735284,-4.079963229,-0.355,-0.4355,-0.324,75.677586621,85.9347,398.32587234,-44.521,0.046,0,0.444,260.1225,300.5,4.786709634,-0.0144557,0.7116731187,0.64335244505,0.2786200899,-1.9225,0.4317534018,-0.5,-0.4,0.5,2.2,4,7.475,-0.2,-0.2,0.6,2.3,4.4,7.85
1,6.25,0.24170179255,-1.349,1.54852,0.48729933335,0.502557,0.0013666667,-26.48929783,3.67222,-0.024781766,-5.144523919,-0.324,-0.437,-0.362,75.617750462,85.9495,398.3797251,-50.297,0.088,0,0.472,262.7,300.7,4.80762768815,-0.0164989,0.7052093596,0.64691093835,0.26702896485,-1.962,0.4309735445,-0.5,-0.4,0.5,2.2,4,7.5,-0.275,-0.2,0.6,2.3,4.4,7.8
1,6.75,0.2692765,-1.406,1.65632,0.5532265556,0.5704685,0.0064916667,-26.32205,4.58796,-0.037834156,-4.7676031315,-0.361,-0.45,-0.401,74.975798066,85.9615,398.096571755,-52.418,0.06,0,0.461,256.4,300.8,4.7732557771,-0.0245842,0.7187634806,0.6467303974,0.2736293629,-1.802,0.42536951915,-0.5,-0.4,0.5,2.2,4,7.45,-0.3,-0.2,0.6,2.3,4.4,7.8
1,7.25,0.234889,-1.4045,1.42862,0.60078816665,0.546559,0.0052388889,-24.7936,4.17868,-0.015425585,-5.085452237,-0.3925,-0.453,-0.435,75.3859636805,85.983145,398.28408368,-44.122,0.057,0,0.4355,253.7,300.25,4.83048464525,-0.0149136,0.6997449535,0.6248079705,0.263413743,-1.852,0.4280922798,-0.5,-0.4,0.5,2.2,4,7.5,-0.3,-0.2,0.6,2.3,4.4,7.8
1,7.75,0.22864,-1.403,1.39621,0.41739894445,0.4126535,0.0003416667,-24.28745,4.267465,-0.016972842,-5.025722318,-0.384,-0.467,-0.407,75.454315927,85.9705,398.574553875,-47.89,0.422,0,0.511,251.8,299.8,4.8065307969,-0.01528405,0.7158666077,0.6557392775,0.2573668588,-1.823,0.4217531583,-0.5,-0.4,0.5,2.2,4,7.475,-0.3,-0.2,0.6,2.3,4.4,7.8
1,8.25,0.225686,-1.3545,1.45208,0.4155667778,0.431856,0.0017652778,-23.21215,4.75133,-0.029823882,-3.950585153,-0.4,-0.479,-0.413,75.399439814,85.9748,398.43852672,-38.8593375,11.225,2.469284,1.8084675,254.45,300.15,4.8130172087,-0.01980705,0.7391226366,0.68331283375,0.27560123735,-1.8519275,0.4066621323,-0.5,-0.4,0.5,2.2,4,7.475,-0.3,-0.2,0.6,2.3,4.4,7.8
1,8.75,0.202245,-1.287,1.4650946577,0.2246267222,0.2437275,-0.007288889,-20.6187,6.06035,0.02111017745,-3.565250718,-0.3385,-0.47,-0.435,75.392114585,85.975,397.78634149,-22.317,53.49,19.2,5.837,258.7,302.1,4.89297278005,-0.0222505,0.68940290695,0.6783388802,0.2555243467,-1.73,0.3929414715,-0.5,-0.4,0.5,2.2,4,7.425,-0.3,-0.2,0.6,2.3,4.4,7.8
1,9.25,0.2247915,-0.81,1.329685,0.0870696278,0.149303,-0.017425,-16.9677,10.27345,0.1368169164,-2.3219202985,-0.3715,-0.5,-0.416,72.861695118,86.0031,398.181309825,3.31,167,69.59,17.21,255.4,304.7,4.9242146578,-0.0319511,0.77714855605,0.64689821585,0.26079534645,-1.148,0.3768408149,-0.5,-0.4,0.5,2.2,4,7.475,-0.3,-0.2,0.6,2.3,4.4,7.8
1,9.75,0.205439,0.151,1.27823,-0.2335852775,-0.2000695,-0.025283333,3.994505,13.8244,0.16081800825,-0.3214990845,-0.3405,-0.5185,-0.468,71.236000206,86.0156,398.42195689,35.08,277.5,116.4,28.15,251.8,309.4,5.1040885258,-0.0301494,0.7251234378,0.662738259,0.2541910699,-0.449,0.30410105595,-0.5,-0.4,0.5,2.2,4,7.45,-0.3,-0.2,0.6,2.3,4.4,7.8
1,10.25,0.21439,0.587,1.484695,-0.276258222,-0.250846,-0.012926389,14.89935,17.45825,0.1120655177,3.28781657075,-0.252,-0.491,-0.3515,69.8178833835,86.0248,398.3842736,66.4,415.5,178.45,36.255,252.13785,314.1,5.0233541806,-0.0385036,0.84057897105,0.71384386525,0.26482631005,0.035,0.30991278905,-0.5,-0.4,0.5,2.2,4,7.45,-0.35,-0.2,0.6,2.3,4.4,7.8
1,10.75,0.242852,0.765,1.8054,-0.388392667,-0.383881,-0.010933333,25.0373,19.478090708,0.1409389595,5.8509871258,-0.233,-0.43,-0.2695,69.1321488445,86.0131,398.88751512,94.785,524.6,222.7,44.255,250.65,316.9,5.2325837526,-0.0448942,0.900865971,0.7652602948,0.297546534,0.231,0.34567825105,-0.5,-0.4,0.5,2.2,4,7.475,-0.3,-0.2,0.6,2.3,4.4,7.8
1,11.25,0.244705,0.985,1.70178,-0.646133611,-0.6022305,-0.019816667,31.946455486,22.4005,0.10400956425,6.56899286495,-0.2,-0.357,-0.144,67.6293552055,86.0216,398.61366851,130.083365,684.8,283.05,51.845,251.7,319.3,5.2374448075,-0.0664671,0.918295704,0.7668011476,0.2874573012,0.633,0.3849690634,-0.5,-0.4,0.5,2.2,4,7.45,-0.3,-0.2,0.6,2.3,4.4,7.8
