DOY2,HR2,CO2,H2O,FC,SC,NEE,G_1_1_1,G_1_2_1,G_1_3_1,H,LE,SH,SLE_1_1_1,SLE_2_1_1,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,SW_IN_1_1_1,SW_IN_2_1_1,SW_OUT,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,367.163275675,0.36426545,-0.6440484,-0.405026,-0.6155066,-6.8797,-7.77,-5.618315,-50.38361525,-4.99244825,-3.66250575,-1.34989,-1.116734625,98.90664805,57.74669645,-27.5744014,0.0542467,-29.85955005,0.373866475,135.6042422,185.00614425,0,0,0,0,0,-0.2437363,0.14516025,0.14422025,0.022761,0.03196255,0.19806005,-7.45905,-6.55887,-5.30675,-2.945875,0.2469,1.1891,2.38312,5.386075,7.0209575,-1.0387,-0.3024,0.2164,0.9104,2.0108,3.168015,4.13095,6.3563175,7.182245,-8.91605,-7.8247825,-6.01638,-2.6492825,0.92449425,-4.806435,-2.2948275,-0.380656,1.1192125,2.19054
1,0.75,368.0182448,0.356737175,-0.4900477,-0.3117896,-0.62663425,-6.9098525,-7.77,-5.624435,-44.63188915,-3.88395825,-3.5536113,-0.9735079,-1.120783925,98.91010395,57.593551,-27.923379075,0.0618922,-30.11095005,0.364041525,135.343073525,183.4197168,0,0,0,0,0,-0.272310275,0.14125,0.143088,0.02209,0.023488,0.2,-7.6365,-6.538415,-5.40825,-3.11815,0.311785,1.189555,2.371,5.3983125,7.035325,-1.0151,-0.2643,0.1945,0.8987,2.0303,3.14538,4.1442,6.327425,7.175015,-9.102105,-7.82354,-6.12975,-2.86797,0.9190745,-4.833695,-2.31611,-0.401986,1.138325,2.1937225
1,1.25,367.897256,0.351601,-0.65477845,-0.242443,-0.727636,-6.8964,-7.77,-5.51181,-41.9586121,-3.587771175,-3.2208839,-1.02216625,-0.95685155,98.898352825,59.708271975,-27.980999775,0.052784475,-30.135874825,0.35893205,133.4763298,180.5810658,0,0,0,0,0,-0.25620745,0.145139825,0.141032625,0.02709,0.02912235,0.1995179,-7.6565,-6.50087,-5.30165,-3.019,0.27776225,1.160175,2.38447,5.38665,7.0106975,-0.984175,-0.2813,0.192,0.8648,2.00035,3.1551325,4.1341225,6.35425,7.1577375,-9.256705,-7.81651,-6.1283675,-2.902195,0.90513125,-4.7373075,-2.36385,-0.3873875,1.12015,2.12736
1,1.75,367.1691667,0.333865725,-0.66831175,-0.2696225,-0.60298405,-6.901,-7.714645,-5.4811,-46.07597825,-4.21394,-3.4516166,-1.18149,-0.9528324,98.8818487,59.100674825,-28.01275525,0.050504425,-30.56905065,0.3414124,133.41323415,179.2702936,0,0,0,0,0,-0.24102325,0.142099775,0.160869,0.026,0.0304947,0.2,-7.8195,-6.7360925,-5.33985,-3.02926,0.281,1.156345,2.379975,5.393835,7.01347,-1.00695,-0.315125,0.22795,0.84985,1.982575,3.162925,4.1647,6.32075,7.160525,-9.221335,-7.77038,-6.0349525,-2.935995,0.90421025,-4.6883,-2.36351,-0.374936,1.0929775,2.14655
1,2.25,367.2052232,0.3295184,-0.825837025,-0.2589678,-0.843879225,-6.86251,-7.77,-5.47175,-48.0815985,-4.8502735,-3.80538345,-1.12141875,-1.10831815,98.892574525,58.92834835,-28.157074475,0.0502174,-30.8885,0.33730615,133.2580725,180.1232536,0,0,0,0,0,-0.27776785,0.15472415,0.15125715,0.0244333,0.0324886,0.1996148,-7.8495,-6.740255,-5.466275,-3.115025,0.2807915,1.19535,2.357225,5.4202975,7.0395125,-1.063775,-0.347775,0.2074,0.8405,1.971,3.17006,4.143875,6.30895,7.158685,-9.19545,-7.74463,-6.0166875,-2.86748,0.919918,-4.63242,-2.3850125,-0.397744,1.133215,2.173375
1,2.75,362.95001535,0.33331425,-0.7622022,-0.293263425,-0.7301219,-6.8722825,-7.77,-5.47188,-46.967088225,-4.32437275,-3.61093305,-1.3981845,-1.0504252,98.876377175,59.283051475,-28.2318024,0.055121,-30.461799175,0.3440274,133.5677089,178.41778645,0,0,0,0,0,-0.286881225,0.1424149,0.148010575,0.024006,0.02893375,0.19078115,-7.9195,-6.723025,-5.50085,-3.105875,0.277611,1.165875,2.344875,5.39504,7.0126825,-1.09945,-0.3104,0.238575,0.8472,2.004275,3.15638,4.1435,6.3045,7.158475,-9.1288,-7.712595,-6.0064125,-2.8274675,0.9216015,-4.5729975,-2.35853,-0.3936575,1.1369825,2.18179
1,3.25,367.6604803,0.345341175,-0.7543903,-0.3101584,-0.78322465,-6.9641025,-7.768495,-5.4894625,-48.699152125,-5.36624,-3.155368225,-1.137152,-1.086225425,98.86252465,60.0655686,-28.3401992,0.0504641,-30.038474,0.35102545,133.67794005,178.64284045,0,0,0,0,0,-0.305268625,0.140880725,0.14205,0.02465775,0.029969,0.191742,-7.963,-6.7208,-5.5727275,-3.154375,0.28525075,1.1692275,2.388375,5.424515,7.00964,-1.10665,-0.301775,0.2056,0.9066,2.0617,3.145155,4.1683375,6.33135,7.163125,-9.161505,-7.672215,-6.0072575,-2.4254,0.91473575,-4.47965,-2.3314525,-0.4078525,1.149,2.169175
1,3.75,341.145077125,0.3436972,-0.649257625,-0.31950825,-0.64967925,-6.91235,-7.73571,-5.4890625,-43.658445625,-3.2625218,-3.247577925,-0.9826895,-1.04219195,98.75132305,60.003974,-28.7284,0.05098575,-29.592125,0.350499925,133.599059,178.5229986,0,0,0,0,0,-0.2641647,0.1494827,0.1433802,0.025961375,0.02967265,0.2,-7.996,-6.81555,-5.617925,-3.18385,0.28211925,1.1501,2.36125,5.434345,7.034085,-1.0967,-0.294175,0.20765,0.8544,2.0245925,3.16275,4.1354375,6.3118,7.1710375,-9.133495,-7.68688,-5.992815,-2.3651725,0.92212875,-4.60962,-2.3030725,-0.4303335,1.136265,2.162665
1,4.25,337.2656555,0.338839325,-0.523787075,-0.3394215,-0.5766998,-6.863765,-7.72961,-5.5222375,-43.9118005,-5.939834375,-3.399657925,-0.84264265,-0.9200698,98.718577125,59.525650825,-28.6112009,0.05081,-30.224024,0.344386225,133.05676165,177.5352793,0,0,0,0,0,-0.27481515,0.1483768,0.1400706,0.025275475,0.0271122,0.2,-8.10725,-6.87315,-5.6492,-3.2009,0.28010525,1.16905,2.3439,5.427275,7.0185825,-1.0673,-0.30195,0.215,0.885375,2.0148175,3.162105,4.138275,6.30814,7.164285,-9.34632,-7.890015,-5.9596625,-2.352405,0.92576625,-4.796165,-2.24697,-0.4363195,1.144225,2.174105
1,4.75,350.5306001,0.32532725,-0.5159572,-0.277495225,-0.5451418,-6.8642975,-7.7333275,-5.57295,-47.107394,-3.780254575,-3.62793905,-0.7787956,-0.953442025,98.700697875,59.418891025,-28.2813241,0.0528061,-30.665676,0.33444655,132.85913855,177.6492748,0,0,0,0,0,-0.29018355,0.136330875,0.146767325,0.02263275,0.02762355,0.2,-8.213,-6.98865,-5.61825,-3.27215,0.289715,1.162925,2.3780475,5.371575,7.020925,-1.084575,-0.30335,0.236575,0.803,1.994825,3.16105,4.1364,6.33022,7.175565,-9.56639,-7.991525,-5.92436,-2.3689025,0.925713,-5.0022675,-2.210935,-0.4389015,1.141005,2.177375
