DOY2,HR2,USTAR,H,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.771319019,-14.1720825279357,1.25390340983333,427.596414193536,7.2288304113737,427.0186564,8.169533791,430.203887345774,6.62280338894136,426.247174842713,7.28536561675,429.78392538479,7.06977095635641,427.5668733,8.450696906,428.866637486665,7.24411415871278,427.2600666,8.318129163,428.070537972811,7.30093916968494,428.39140275,9.096310996,432.424425602484,7.46428232043388,429.5402835,7.9372400145,4.42300079885235,5.0072123845,0.2587326238873,4.31,3.4925,1.995,1.37,0.5975,4.7527,5.01525,5.034625,5.2667,5.01795,5.466025,5.2968,98.2429275,78.9075,3.2604,5.3575,5.21,4.3675,4.985,6.105,1.9,-0.81,3.3,-0.67,0.9,312.9,337.55,332.05,341.125,0.0875,-0.01,-0.05,0.08,0.09,0.17,-0.03,0.05,0.1,0.13,4.88725,5.0825,5.5585,5.941,6.93625,8.11725,9.306,10.174,10.85475,5.1925,5.2205,5.92,6.1465,7.3185,8.3135,9.298,9.58825,11.143,4.9795,5.12175,5.827,6.26175,7.038,8.097,9.204,10.0045,10.734,4.30775,4.57075,5.112,5.325,6.23075,7.3725,8.764,10.206,10.95825,5.311,5.2305,5.676,6.3905,7.15825,8.7585,10.6905,11.65325,11.9325,-2.124,-2.583,-2.8965,-15.89
1,0.75,0.7076226275,-18.4899834052828,1.26809216326873,428.81127252196,7.2294351904819,426.3037655,8.08632783625,432.501349597901,7.17076856032199,426.412482997735,8.17077826975,429.515805502904,7.40613733635726,427.732194185394,8.56796648425,428.821561766193,7.466626182,426.571810225,8.000201253,429.686447980705,7.368364954,426.695851661392,7.980969352,432.612146899951,7.51077749607088,430.5783397075,8.01509888225,4.413096024,5.12317408715589,0.249402753,3.85,3.27,1.83,1.34,0.59,4.78675,4.93775,4.961175,5.13885,4.8349,5.436575,4.5238,98.240755,78.6425,3.1211,5.19,5.0375,4.3775,5.0775,5.875,1.9,-0.805,3.3,-0.6475,0.8675,313.05,336.85,329.525,340.3,0.08,-0.02,-0.06,0.09,0.1,0.17,-0.03,0.05,0.1,0.1175,4.83575,5.02425,5.51575,5.926,6.9345,8.117,9.30375,10.172,10.85375,5.254,5.1845,5.947,6.1445,7.328,8.3155,9.2965,9.58575,11.142,4.95,5.10125,5.836,6.2605,7.029,8.098,9.203,10.00275,10.7325,4.4465,4.56425,5.0815,5.306,6.22325,7.37225,8.76275,10.205,10.95775,5.27575,5.211,5.65175,6.3545,7.1585,8.75575,10.68925,11.652,11.93175,-1.697,-2.97,-2.79,-14.7
1,1.25,0.679411918991924,-14.7586779894546,1.2445242699926,429.662201251748,7.18591932767383,426.39841675173,8.03757211075,432.482493475754,6.32008259983136,425.757888405851,6.915571614,428.312964087651,7.26101519408471,426.462931825415,6.518766813,429.455221780799,7.25811526529334,426.186148182203,8.250302293,429.342071826544,7.24686803199672,426.959241325,8.552509634,433.440746876759,7.3016627526184,427.9452553,8.6996703965,4.28773568975,5.05826373783608,0.244809882761937,3.9475,3.36,1.805,1.305,0.56,4.6917,4.82375,4.8214,4.943,4.666425,5.069175,4.211475,98.22545,77.87,3.061,5.0175,5.015,4.3275,5.0375,5.835,1.9,-0.82,3.3,-0.6775,0.8675,312,336,330.475,339.525,0.08,-0.02,-0.06,0.08,0.09,0.17,-0.03,0.05,0.1,0.12,4.7655,5.05625,5.48425,5.8995,6.92775,8.11525,9.30225,10.18075,10.8525,5.223,5.186,5.8925,6.1225,7.3345,8.3175,9.292,9.584,11.14025,4.92325,5.124,5.8485,6.2595,7.0275,8.10925,9.202,10.001,10.73075,4.434,4.55025,5.04075,5.292,6.218,7.37275,8.76075,10.19775,10.95675,5.2365,5.167,5.66225,6.323,7.15825,8.753,10.688,11.64925,11.9315,-2.64325,-2.93525,-2.9085,-14.88
1,1.75,0.669626997,-11.5540343831444,1.27562727830784,428.547057246127,7.644523955,426.68163025,8.52833402975,431.651138811259,7.14025803108264,426.913697378328,8.1325061265,429.997234896467,7.33220994648317,426.55982035,10.12352789,429.938961820591,7.51117524370034,426.3450581,8.61236949,430.544059307472,7.74470636454675,427.41556631779,8.2617628155,432.408296463185,7.634027016,431.086349150024,7.94615242975,4.32052404075884,5.32720451772103,0.219219879148113,3.9625,3.43,1.905,1.35,0.585,4.45395,4.831,5.0862,5.24475,5.0258,5.1262,4.43565,98.2260675,78.375,3.0247,4.9825,4.9125,4.2325,4.8575,5.945,1.9,-0.7,3.3,-0.64,0.87,311.8,336.45,329.65,339.525,0.09,-0.02,-0.06,0.0875,0.1,0.17,-0.03,0.0475,0.1025,0.1175,4.78,4.98325,5.4275,5.87575,6.92175,8.11375,9.3,10.1795,10.85175,5.2155,5.231,5.8405,6.1175,7.3405,8.3195,9.2915,9.582,11.139,5.04975,5.133,5.84225,6.25575,7.035,8.099,9.201,10.001,10.7305,4.40125,4.548,4.99375,5.268,6.215,7.37025,8.7595,10.197,10.95575,5.23175,5.17975,5.6785,6.29075,7.1595,8.7495,10.687,11.64675,11.9315,-2.581,-3.12825,-3.033,-14.9
1,2.25,0.73879099625,-13.607658240792,1.361549476,426.605169029153,7.152525421,426.893611946667,8.59406234,428.164734066044,6.97006261711715,427.212704357547,7.4883004075,426.208661339182,7.163218423,429.099944920607,7.942960334,426.737370468077,7.224713913,427.2162897,8.1212615305,426.795123392642,7.316524945,427.20082,10.12969955,428.042526239969,7.402457963,429.693735287522,9.2790494965,4.60480678167704,5.001452634,0.27410715575,3.8325,3.3,1.7875,1.35,0.58,4.64685,4.997,4.9122,5.03025,4.9956,5.18115,4.107675,98.2413,79.8625,3.03915,4.8525,4.3775,3.795,4.41,5.9075,1.9,-0.8375,3.3,-0.6775,0.8975,313.325,336.825,327.35,336.9,0.08,-0.02,-0.06,0.0875,0.0975,0.17,-0.03,0.05,0.1,0.1175,4.80325,4.955,5.41675,5.85425,6.9175,8.113,9.299,10.17925,10.8505,5.1825,5.266,5.825,6.1205,7.338,8.3185,9.2895,9.5795,11.138,4.97425,5.149,5.8355,6.248,7.0445,8.099,9.201,10,10.72875,4.34975,4.55875,4.977,5.23975,6.2115,7.37075,8.7575,10.196,10.95475,5.22375,5.17075,5.6655,6.28875,7.1605,8.74675,10.68525,11.644,11.93175,-2.66275,-3.3685,-3.695,-17.235
1,2.75,0.79911152275,-15.5207254869782,1.40495230798158,427.416262740832,6.99053852846538,426.641518941875,8.12449848625,431.632398377455,6.65254116766624,426.140191411364,9.157862796,427.150199837729,6.98556040268871,426.587911833716,10.32072915,427.423856974661,7.03692951712586,426.233440725,8.31983382875,428.416254375878,7.17007984361301,427.703987619025,8.02756751675,431.05314292787,7.30917214246376,432.39438583022,7.940136325,4.68832419988374,4.65632425380243,0.307892737,3.805,3.13,1.7075,1.4,0.5775,4.69455,4.9405,4.7788,4.88365,4.738925,5.18735,4.761025,98.24557,78.125,3.0419,4.8575,4.2425,3.7725,4.445,5.7375,1.9,-0.825,3.3,-0.6875,0.88,313.85,336.575,327.3,336.4,0.09,-0.02,-0.0525,0.08,0.09,0.18,-0.03,0.0475,0.1,0.12,4.83575,4.9855,5.40325,5.829,6.91625,8.11175,9.297,10.17775,10.85,5.0325,5.177,5.813,6.1015,7.3335,8.3175,9.287,9.57675,11.137,4.87275,5.094,5.82075,6.226,7.053,8.1,9.2,9.999,10.729,4.2585,4.52775,4.89,5.215,6.2085,7.3705,8.76,10.19575,10.958,5.145,5.09975,5.599,6.29925,7.1625,8.74425,10.68425,11.64175,11.93125,-2.1525,-3.114,-3.35775,-13.935
1,3.25,0.713673669744492,-19.3337673372769,1.298589284,427.501578059711,7.381459981,426.4837607,8.118623405,431.197938735851,7.00000689034799,426.248297812929,7.8735463375,426.911365320062,7.424770596,426.814027625,8.12178997725,427.388543967649,7.476358808,425.929664012924,8.6913621725,428.664986229625,7.460686732,426.141277513534,9.35760222575,432.789862193806,7.44756814573469,427.63383345,10.2219958375,4.28192584171425,4.5815719095,0.26691403225,3.7925,3.23,1.7425,1.295,0.56,4.6912,5,4.9046,5.1893,4.771,5.19945,4.36735,98.23703,78.93,2.92165,4.72,4.17,3.72,4.39,5.8075,1.9,-0.6675,3.3,-0.66,0.875,311.825,336.75,325.175,336.275,0.09,-0.02,-0.05,0.0875,0.09,0.17,-0.03,0.04,0.1,0.1175,4.76975,5.02875,5.34525,5.8055,6.914,8.11175,9.29575,10.17675,10.84875,4.9735,5.1645,5.7765,6.093,7.329,8.316,9.285,9.57425,11.136,4.82425,5.03825,5.80475,6.19825,7.06,8.092,9.199,9.998,10.728,4.2385,4.51475,4.892,5.1955,6.204,7.36975,8.759,10.19525,10.95325,5.06425,5.0175,5.575,6.30075,7.165,8.7415,10.68225,11.64,11.93025,-2.236,-3.15725,-3.0105,-11.38
1,3.75,0.719127281062422,-15.0059469659825,1.304565312,427.970581765141,6.94020110917146,426.64141335,7.258407745,431.46900953171,6.73915195155219,425.396192580745,7.3718297555,427.731208432496,7.28039005724553,425.180988532532,6.512647692,428.816267175548,7.33174043103204,425.178094152941,7.93865148575,429.556188364294,7.41110321428935,428.690424196875,7.677279577,432.67716522021,7.44084533572943,430.174605906132,7.72155015175,4.308112709,4.71551075836572,0.299836988,3.66,3.06,1.655,1.2,0.53,4.66825,4.864,4.7246,4.7763,4.6616,5.01425,3.8978,98.2293375,78.8575,3.0002,4.545,4.015,3.5275,4.125,5.92,1.8,-0.79,3.2,-0.6475,0.86,309.775,336.675,325.15,334.8,0.09,-0.02,-0.05,0.0875,0.1,0.1775,-0.03,0.05,0.1,0.12,4.7115,4.99575,5.32075,5.7805,6.911,8.11125,9.295,10.17575,10.84775,5.013,5.149,5.765,6.1015,7.3245,8.315,9.2835,9.57225,11.135,4.844,5.07575,5.749,6.195,7.064,8.089,9.198,9.998,10.727,4.1135,4.4245,4.8985,5.19175,6.19975,7.368,8.757,10.19425,10.9515,4.99025,4.973,5.55125,6.28875,7.159,8.739,10.6805,11.642,11.93025,-1.728,-2.623,-3.23875,-11.0625
1,4.25,0.704026386,-16.2345247889487,1.2951845755,427.585204589766,6.67108379806969,426.5408343,7.990847526,431.70165777228,5.79579610144999,428.511734037149,7.146286217,427.614262312098,6.40207881481454,428.063190432944,7.6403432595,427.852877782975,6.86941373115026,426.4493507,7.9484688825,427.909581928627,7.01592859176534,426.6131837,9.341886978,433.024753450324,6.86801556631387,427.668267120174,9.37071442925,3.92250240923356,5.0133136006262,0.299790065203912,3.6875,2.99,1.7,1.25,0.5475,4.65285,4.9335,4.7436,4.828525,4.544875,5.115225,3.98895,98.22504,77.75,2.837375,4.56,4.095,3.6675,4.185,5.7375,1.8,-0.52,3.3,-0.6075,0.9025,313.35,336.175,325.675,334.575,0.09,-0.02,-0.05,0.0875,0.1,0.17,-0.03,0.0475,0.1,0.11,4.61,4.94975,5.3065,5.7595,6.90775,8.11025,9.293,10.1755,10.84725,5.0115,5.1615,5.7545,6.1185,7.3205,8.314,9.281,9.57025,11.134,4.8145,5.06025,5.70275,6.182,7.076,8.095,9.197,9.997,10.726,4.10125,4.364,4.893,5.19325,6.1965,7.3655,8.767,10.19425,10.94975,4.933,4.9525,5.52975,6.2765,7.1495,8.7355,10.681,11.643,11.92925,-2.343,-3.687,-3.9955,-9.17
1,4.75,0.72679094375,-11.7942384081217,1.34397720910659,428.451058228065,7.13779055548623,426.507843419835,8.472960186,432.355315586161,6.37928200169245,424.95837696467,8.000537864,427.716201860364,7.26648486357318,426.155274095436,10.5298201925,428.161513011322,7.30990692003683,426.9993945,8.32615737825,428.537331389967,7.45956760230813,428.561347152122,8.24687278525,433.563107122518,7.57287698228449,429.800696,7.59187470525,4.01889431278052,4.86938750717666,0.289403379,3.8125,3.11,1.72,1.33,0.54,4.39165,4.6095,4.4879,4.61375,4.447,4.8229,3.9557,98.1981525,77.1825,2.7991,4.475,3.935,3.5475,4.0675,5.8425,1.9,-0.63,3.3,-0.6175,0.8975,310.7,335,325.675,334.5,0.09,-0.02,-0.0525,0.08,0.1,0.18,-0.03,0.05,0.1,0.1175,4.563,4.9,5.295,5.73875,6.9055,8.11,9.29325,10.17425,10.84625,4.97,5.125,5.748,6.095,7.315,8.3125,9.2775,9.56825,11.133,4.7485,5.034,5.653,6.1785,7.069,8.1,9.196,9.995,10.7245,4.02825,4.2645,4.876,5.1915,6.19375,7.363,8.7775,10.1935,10.94875,4.8885,4.92325,5.53775,6.2445,7.13825,8.73275,10.679,11.646,11.92925,-2.7005,-2.95225,-3.895,-11.2425
