DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,-0.07985,-34.5035,-1.05125,3.4485,1.02733,0.0893,20.48055,18.88105,99.8707,72.8719,1.78437,401.481,16.7421,0.317995,0.3007655,0.1091275,0.245395,0.002268582,0.107753184,0
1,0.75,-0.078225,-32.7595,-1.15775,3.93,1.023275,0.089425,20.17985,18.675,99.849,74.868175,1.3988725,405.855,16.573425,0.350844,0.30722475,0.1131615,0.2340775,0.0021728,0.094780336,0
1,1.25,-0.0876,-33.872,-1.551,3.5265,1.03289,0.0956,19.84995,18.3012,99.82835,77.2863,1.33137,402.42725,16.482325,0.348703,0.3065925,0.1114465,0.237387,0.00237881275,0.08971732,0
1,1.75,-0.081175,-30.74625,-2.285,3.43775,1.0518,0.092075,19.674925,18.000275,99.81635,77.304475,1.27214,392.82275,16.40895,0.3356265,0.321575,0.122433,0.21276025,0.00207872,0.080600408,0
1,2.25,-0.093775,-34.0815,-1.193,3.888,1.13481,0.0967,19.423875,17.89485,99.811125,78.13195,1.16145,397.17375,16.4414,0.35882075,0.28936175,0.1266315,0.226198,0.00189896,0.089095664,0
1,2.75,-0.0796,-33.376,-2.685,3.868,1.15432,0.0859,19.0093,17.6387,99.7899,79.1034,0.971782,406.0655,16.187025,0.33736,0.306682,0.112135,0.212846,0.0019229745,0.08823892,0
1,3.25,-0.075525,-31.60325,-2.221,3.74575,1.15731,0.1044335,18.594675,17.03215,99.7784,82.1065,0.694782,395.7865,16.1838,0.35682975,0.3087545,0.12241075,0.1960345,0.0019992,0.077926688,0
1,3.75,-0.082725,-29.251,-2.467,3.792,1.0818075,0.08895,18.41695,16.94725,99.7944,83.18315,0.379376,405.477,15.9629,0.35263725,0.32284575,0.122897,0.197898,0.0021219095,0.074580352,0
1,4.25,-0.074425,-26.64325,-2.94675,3.821,1.133765,0.099525,17.94505,16.493525,99.79795,84.824625,0.305039,397.552,15.792275,0.346144,0.31689825,0.13242325,0.1916455,0.002131976,0.07116116,0
1,4.75,-0.0719,-27.724,-4.395,3.861,1.08594,0.108056,17.8461,16.3464,99.8119,85.30185,0.2673185,399.94625,15.56445,0.358347,0.311555,0.140738,0.1885,0.00188482525,0.072669296,0
1,5.25,-0.0813,-28.673,-5.25925,4.141,1.12967,0.0951,17.678,16.2191,99.8386,84.896825,0.233573,400.9945,15.617,0.349727,0.30845,0.137128,0.189507,0.00196896,0.06847036,0
1,5.75,-0.068725,-25.5155,-4.25525,3.4535,1.015525,0.093175,17.383225,15.76325,99.84995,86.31315,0.13982025,403.799,15.7665,0.347378,0.30455875,0.12641875,0.19571175,0.001932,0.076245736,0
1,6.25,-0.0745,-24.151,-3.456,3.37175,1.03457,0.0959,17.2359,15.7327,99.857,85.9319,0.159971,403.9135,15.8065,0.344038,0.296335,0.128731,0.167394,0.001932,0.0747264,0
1,6.75,-0.085,-19.883,1.4125,0.64475,1.08608,0.101505,17.4149,15.9547,99.8799,86.08665,0,403.06025,16.071925,0.352811,0.313711,0.127497,0.153908,0.001637654,0.119893928,0
1,7.25,-0.11912875,-11.65,19.924,-3.7415,1.2671825,0.128291,18.248825,16.613425,99.897725,83.3498,0.0858,396.9935,16.3883,0.46184575,0.35387,0.17929725,0.19122075,0.002063121,0.189457408,0
1,7.75,-0.146906,-3.99775,42.18425,-7.622,1.672315,0.18287325,19.232025,17.717775,99.9255,79.56595,0.605532,385.535,16.386,0.552783,0.4836,0.23268125,0.21615975,0.00195552,0.24815,22.75
1,8.25,-0.179192,2.74575,66.996,-12.104,1.9928,0.211203,20.3431,18.6334,99.904375,74.121,1.43133,366.1795,16.4988,0.6511635,0.58556725,0.28286675,0.20756425,0.00207312,0.3066,98.75
1,8.75,-0.214975,11.5385,78.4955,-15.27875,2.1563875,0.23660725,21.1764,19.5541,99.92985,69.165625,2.3905375,347.22275,16.23565,0.67451925,0.66910875,0.2948615,0.2344295,0.002252376,0.3454276,166
1,9.25,-0.239991,19.25975,102.739,-18.5755,2.2448175,0.25843275,21.847775,20.17575,99.963525,65.314875,3.3545,333.014,16.35525,0.7328295,0.71310825,0.31759025,0.28379225,0.00256368,0.39163824,281
1,9.75,-0.25349,30.94,127.799,-22.28825,2.34114,0.271398,22.6032,20.99,99.9179,63.780325,4.37699,324.7875,17.10265,0.785205,0.783482,0.339125,0.355548,0.0025515055,0.43067024,576.75
1,10.25,-0.249034,37.197,132.36975,-23.815,2.30014,0.271055,22.8432,21.1495,99.9071,59.10905,5.2517925,310.4265,16.58955,0.806843,0.821415,0.34387,0.330826,0.002607702,0.47592104,751.35
1,10.75,-0.26558025,52.73125,165.005,-26.066,2.2665175,0.26776975,23.68815,22.125225,99.900275,55.7924,6.22029,311.8475,16.6201,0.84450975,0.8618825,0.354273,0.40311525,0.0028989075,0.52770368,809.5
