DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,9.25,-2.8685,-12.69226,-65.50205984675,-21.799118,-17.0091725,-4.00005875,382.020925,2.6225,88.04298,-12.448,0.0631875,-6.41372075,-13.314,-12.32905,54.88675,53.048,23.27275,0.659,207.43,262.5598335,0.333914465200001,-4.91075,-3.43385,-2.5235,-0.491125,0.8775,1.813,0.04,0.14,0.14425,0.06,0.097625
1,9.75,-4.711,-10.54808634675,-45.13625,-11.59289,-14.673931,-4.000738,379.675065,2.636068,88.010575,-10.63635925,0.078,-5.55801825,-12.08925,-10.10275,48.3593365,63.1189975,27.738275,2.487325,208.8366665,268.0685015,16.715285,-3.7205,-2.57145,-1.74875,-0.3965,1.0884,2.5977,0.0406013145,0.173224,0.168,0.081024,0.161
1,10.25,-5.49,-8.65692925,-56.072245,-8.9558,-10.533462,-4,377.6846,2.82130475,88.006255,-9.728682,0.08252125,-5.161081,-11.4125,-8.64,42.173335,66.191334,42.448,4.036,211.85741675,275.6075,23.43383325,-2.8633,-2.0273,-1.745875,-0.2785,1.36985,2.8609,0.07,0.227648,0.21225,0.11095625,0.224
1,10.75,-4.43975,-6.74621625,-51.3945895,-8.253273,-9.218289,-4,376.470745,2.7145125,88.0175325,-8.9922625,0.10855625,-4.578103,-10.6575,-8.179975,35.6796,72.43,51.148,4.14747175,215.5,281.0925,24.575,-2.0539,-1.5683,-1.372,-0.273,1.4835,3.07515,0.068,0.26,0.2501875,0.1404875,0.272275
1,11.25,-4.548186875,-4.33103975,-29.9593615,-7.04567,-8.38436875,-4,378.9320875,2.781425,87.967521,-7.944565,0.117235,-3.783101,-10.030175,-7.0735,32.9144,75.2373315,52.7066535,5.2025,220.035,282.76,28.818638388,-1.76875,-1.295,-1.0234,-0.18875,1.470625,3.15,0.079272,0.26,0.32,0.17555,0.2624
1,11.75,-4.4518,-10.63887275,-55.763365177,-5.84549,-8.544142,-4,378.31,2.6365535,87.908574,-7.2205,0.0985475776,-3.1967905,-9.367536,-6.53885,30.522,84.786,58.341475,5.40125,221.9938975,287.7625,32.68249875,-1.3818,-1.062,-0.724475,-0.03,1.6173,3.312,0.08915,0.31977075,0.2886175,0.1865,0.2315
1,12.25,-3.771,-4.579962,-40.3746730625,-5.50242875,-8.22462275,-4,379.03384,2.37388,87.911798,-7.04,0.089073,-3.219102,-8.956,-6.441,30.0035,108.19483425,53.725625,5.3392,217.3455,286.19775,40.6665,-1.081625,-0.845925,-0.546,0.08925,1.6685,3.310675,0.08761375,0.3372200002,0.298341,0.1754865,0.39447889085
1,12.75,-3.7645739,-6.232090487,-41.288594,-5.15091975,-8.453667,-4,376.068275,2.320936,87.90479,-6.989,0.1004975,-3.26053,-8.32175,-6.2234,28.1625,102.2386,50.1042,4.175125,217.4775,287.57825,28.89,-1.15515,-0.84865,-0.546,0.02075,1.5015,3.38015,0.09,0.317877,0.32,0.196135,0.28075
1,13.25,-4.003,-8.08754,-41.499545,-4.700305,-10.56705,-4,375.5071875,2.34517725,87.90532,-6.247,0.09111975,-2.62614,-7.6565,-5.6979,24.50525,98.173334,49.1724,3.2028,215.68341925,290.34,29.46,-0.976925,-0.683475,-0.46275,0.13825,1.5595,3.40875,0.08536,0.31,0.3134337104,0.169786,0.333
1,13.75,-3.5974,-14.025794,-43.3307,-5.7039985,-10.9874845,-3.9901,375.664145,2.27193425,87.8660025,-5.579,0.080951,-2.58831675,-7.65925,-5.2385,23.3635,91.50736,42.37736,3.84463175,214.30825,290.75,25.972,-0.7187,-0.5965,-0.48005,0.132,1.561,3.4601,0.093039926775,0.308573,0.280373,0.1633109344,0.281928910725
1,14.25,-3.194,-5.128525,-57.1404,-5.232872,-12.025374,-3.95671,375.4779775,2.4090857097,87.859295,-5.38375,0.070243,-2.751415,-7.315,-5.175,22.5575,85.3538,38.75397575,3.435,214.6074975,289.5785,20.748,-0.7592,-0.49,-0.33075,0.19,1.73555,3.4848,0.103358,0.33746875015,0.290705,0.17007125,0.361962414
1,14.75,-3.04825,-5.2321915,-75.476164,-4.72964,-11.785102,-3.812658,374.0345,2.497522,87.9176575,-5.08375,0.06125,-2.4424915,-7.364,-5.0516,22.99,57.1575,26.029175,0.812375,214.535,289.065,16.1508575,-0.6956,-0.322,-0.14075,0.2705,1.77955,3.51905,0.096568,0.2855625,0.2765579293,0.14650375,0.3585
1,15.25,-2.7478,-4.681,-66.5816695,-5.94901775,-14.2356185,-3.300107,373.793375,2.349389,87.93493925,-5.74725,0.04817425,-2.6187155,-6.9266995,-5.3722,23.766331,40.86607025,22.161659,1.4973875,211.03333125,283.295,0.43842208445,-0.68925,-0.347075,-0.1615,0.26975,1.736075,3.5,0.08,0.27008,0.236683646875,0.106442168875,0.27895
1,15.75,-2.2405,-11.4460085,-86.37967025,-7.70088925,-12.9261385,-3.0039465,374.728985,2.325,87.947184,-5.60025,0.06,-2.06213,-7.15875,-5.3088,23.5795875,28.87895,12.356875,0.81375,211.98,279.7705,-34.1905,-0.937975,-0.37325,-0.144,0.27,1.724225,3.5091,0.04766300895,0.2200875,0.22,0.070116608825,0.2905
1,16.25,-1.9299,-10.218,-78.66282875,-7.87177375,-15.17327825,-3.0039685,376.15728,2.4,87.9795,-7.558,0.059396,-3.115035,-7.9787835,-5.4139,23.9449,14.701,0.5115,0,211.185,275.43325,-67.30241825,-0.969175,-0.3977,-0.14,0.2865,1.724025,3.51165,0.035725,0.178,0.1658920422,0.043237872,0.280125
1,16.75,-1.268075,-7.4626225539,-97.04808375,-10.14486125,-19.38563625,-3.0032225,376.63886,2.30149,87.9765,-8.645,0.067262788,-3.780225,-9.077,-6.36025,27.348695,4.0316,0,0,209.82750225,274.24,-89.8693541395,-1.0005,-0.37175,-0.115,0.27625,1.738875,3.525375,0.03253,0.1831797415,0.15,0.03993,0.25518106745
1,17.25,-1.07845,-6.3118215,-91.10505425,-12.579205,-21.7517725,-3.003795,379.3692125,2.57717,88.0005,-9.248,0.066412,-4.461044,-9.739,-7.96225,32.60501,0,0,0,208.22975275,271.782,-87.112,-1.2355,-0.372,-0.13625,0.255,1.7565,3.508,0.03,0.17604,0.150212334,0.0409,0.3040697798
1,17.75,-0.864425,-4.408937,-111.9080447,-12.757721,-23.405928,-3.0041465,379.82191,2.5652575,88.05175,-9.564,0.06333375,-5.589152,-10.0075,-9.2665,37.43075,0,0,0,208.9,267.4,-86.09583325,-1.4088,-0.456,-0.16775,0.25,1.7318,3.5021,0.0322635,0.160315,0.14,0.0450095,0.433418952
1,18.25,-0.728,-7.404954488,-120.3848145,-14.15639,-24.16638,-3.00463,380.29388,2.42,88.043978,-9.663,0.05958025,-6.553308,-10.03275,-9.487,43.193335,-0.00034999999999998,0,0,212.9568335,263.72925,-87.07900325,-1.58,-0.5,-0.18,0.24,1.70525,3.4875,0.03,0.17,0.1616165,0.04960675,0.37725
1,18.75,-0.7616,-4.83609925,-107.98849,-15.9125105,-26.74671275,-3.0041335,380.2725,2.6276675,88.002,-10.086,0.05,-7.490547,-10.4185,-9.648,48.419,-0.000433328500000001,0,0,213.6805,264.68291375,-83.61708625,-1.852,-0.5337,-0.19,0.23,1.6878,3.456425,0.028462,0.16761625,0.16156,0.040908,0.37
1,19.25,-1.072075,-5.20275,-104.9866815,-18.1126975,-32.8141625,-3.00415,380.83785,2.353361,87.961325,-10.024,0.05,-8.2243025,-11.21305,-10.0305,49.71933,-0.00285827500000001,0,0,214.4475,262.31749925,-84.89999925,-2.086,-0.6635,-0.2025,0.22,1.66,3.437,0.0293979392,0.135,0.14,0.040957,0.42
1,19.75,-0.84125,-10.931333,-107.6406525,-20.7577755,-35.081568,-3.004178,381.2631,2.24300125,87.99125,-10.475,0.038125,-8.8643345,-11.153,-10.4775,52.427336,0,0,0,212.80625125,261.0116645,-81.06795,-1.98765,-0.80785,-0.19,0.22,1.668,3.464,0.0266701934,0.147267273775,0.1530625,0.04,0.3709696828
1,20.25,-0.831075,-7.658045,-100.74533825,-21.841308,-34.154936,-3.004838,381.48225,1.67447325,87.93169575,-10.729565,0.0415,-9.3200715,-11.19275,-10.589,52.2005,-0.0104333575,0,0,211.70225,261.853332,-78.7,-2.175,-0.817,-0.19,0.22,1.647,3.47,0.02945,0.153166,0.158079,0.0383935,0.34735
1,20.75,-0.746075,-9.3885,-104.923375,-29.147216,-33.595914,-3.005377,381.256875,2.3952825,87.939158,-10.82716825,0.03141025,-9.62838825,-11.314,-10.6075,54.083,0,0,0,210.118335,261.22491825,-79.87183175,-2.4092,-0.9722,-0.205275,0.21,1.6365,3.43095,0.02702375,0.14963575,0.15015175,0.0309755,0.33
1,21.25,0,-9.5325,-112.076,-29.601038,-33.260867,-3.005508,381.534,2.014116,87.94943275,-10.67875,0.04333,-10.10665325,-11.62075,-10.7125,56.67075,0,0,0,210.438,258.8775,-77.70575,-2.655,-0.894,-0.2,0.2155,1.651,3.41865,0.028848,0.144131,0.14925,0.03811775,0.271325
1,21.75,0.01218,-11.82475,-112.17726975,-30.781935,-35.6609145,-3.004905,381.8925,2.412286,88.028867,-11.00188,0.048,-10.40878375,-11.8065,-11.162125,53.86122775,0,0,0,210.3924975,257.55091575,-83.4102515,-2.78945,-0.9767,-0.2165,0.22,1.649,3.4142,0.021183,0.152944,0.154358,0.04,0.3638368804
1,22.25,0.01825,-13.42225,-101.52680025,-30.8802,-36.65774,-3.0049375,381.6515,2.48608225,88.066902,-11.33972975,0.04493,-10.1776775,-12.34275,-11.86035,54.553999,0,0,0,209.683,257.52041375,-78.814333,-2.97,-1.032,-0.209625,0.2025,1.6425,3.42475,0.020975,0.16,0.1653125,0.03892,0.30774820555
1,22.75,0,-4.2145945,-99.1331325325,-31.44501675,-34.603105,-3.0051645,381.64395,2.316322,88.0991465,-11.463208,0.0518,-9.88378625,-12.594,-12.09975,53.8671,-0.0022916875,0,0,210.1718335,257.937,-78.275,-3.282175,-1.323575,-0.239,0.20175,1.65,3.4431,0.0294,0.164039,0.162216,0.037415224,0.327
1,23.25,0.015175,-12.403,-98.81054425,-35.761919,-39.0022635,-3.900504,381.2058,2.501748,88.00963875,-11.531266,0.05253,-10.3818915,-12.954,-12.2355,51.74855,0,0,0,209.9418335,256.204,-79.267,-3.3638,-1.23895,-0.22075,0.2,1.631,3.4026,0.0250125,0.14772,0.14,0.0383425,0.235
1,23.75,0.007,-12.18,-103.330938,-37.274418,-39.436552,-3.950245,381.233325,2.141496,87.97063125,-11.970991,0.06045,-10.449682,-13.1108,-12.755625,50.640625,0,0,0,208.27,254.2765,-80.9618335,-3.46,-1.2236,-0.22225,0.2005,1.6407,3.41245,0.0204,0.16,0.15195,0.037095,0.2854
2,0.25,0.03455159,-8.9245,-93.466552,-34.0984405,-46.64093,-4.007885,361.5368425,1.8799355,88.084245,-13.068709363,0.04275,-12.2703975,-13.14358575,-12.355025,42.47075,0,0,0,204.71080075,254.4335,-87.8281635,-3.24705,-1.0138,0.2734,0.7693,1.6395,2.755,0.0282205,0.13784675,0.1362445,0.038808,0.3165900582
2,0.75,0.05805,-16.817825,-94.454344,-35.1442365,-46.031421,-4.009703,361.6409125,1.889819,88.0235425,-13.35175378375,0.03,-12.4472975,-13.1735,-12.61325,45.898725,-0.000766669999999997,0,0,203.5499975,255.1816635,-87.7831635,-3.3922,-1.08755,0.2634,0.7533,1.639,2.7845,0.022616,0.13394,0.1407725,0.0325775,0.318075
2,1.25,0.020075,-13.392977954,-87.006264,-35.1603735,-44.86555825,-4.00985425,361.8224,1.9210325,88.00684,-13.698485981,0.031306,-12.041956,-13.40266425,-13.02375,47.41749725,0,0,0,205.95,258.7316635,-86.975,-3.420125,-1.187125,0.254475,0.7474,1.63925,2.754,0.021343,0.14251075,0.152847,0.0323098659,0.37722542735
2,1.75,0.04,-9.6396,-91.3842025,-35.165964,-43.888329,-4.634354,361.839115,1.97259375,87.9809675,-13.20924675,0.0311825,-12.0884525,-13.47758575,-12.973325,47.08999725,0,0,0,205.00541625,260.6333335,-83.6933335,-3.55,-1.25445,0.24085,0.73665,1.6295,2.7735,0.02467425,0.151239,0.15,0.038706,0.346110669025
2,2.25,0.03,-21.042,-94.232098,-35.7582115,-42.752728,-5,361.9508,1.965935,87.972325,-12.98382825,0.026026,-12.3930775,-13.1125,-12.7884,47.648664,0,0,0,204.9933305,260.42075,-83.35266675,-3.6369,-1.27275,0.23025,0.730925,1.6385,2.77025,0.025686,0.1551625,0.136345,0.03,0.281899821
2,2.75,0.028,-11.0769,-95.5960125,-36.21569,-41.45634625,-4.9825,364.070925,1.99822875,87.9015625,-13.062121,0.0296005,-12.6028725,-13.0765,-12.75675,47.4347515,0,0,0,205.5425025,260.15833,-83.8383135,-3.7892,-1.3643,0.2258,0.71895,1.60825,2.7655,0.02,0.15,0.148436,0.035205,0.268
2,3.25,0.0326475,-15.30845,-86.103204,-36.21758625,-42.7043025,-5,365.31546,2.1119864375,87.9032175,-13.34812,0.02693125,-12.65080525,-13.3668,-13.0066,47.4916645,0,0,0,203.5491775,258.7874975,-82.90875,-3.846875,-1.465,0.219025,0.710225,1.621,2.7375,0.022513,0.1340775,0.15,0.0337525,0.301675
2,3.75,0.03,-16.986125,-92.397,-36.286967,-40.402845,-5,365.39564,1.989565,87.85852,-13.4788035,0.03739,-12.84419525,-13.315997,-12.9589,44.3178345,0,0,0,201.7641775,258.386669,-80.8505005,-3.954,-1.4892,0.227,0.714,1.628,2.752,0.02252,0.137603,0.14,0.03,0.1868
2,4.25,-0.646075,-11.9758625,-102.58,-36.2828305,-39.9081315,-5,364.5920525,1.95123225,87.859025,-13.48207075,0.028714,-13.30052975,-13.448925,-13.116075,44.792,0,0,0,200.595,258.78080525,-80.85025,-4.095,-1.5305,0.20545,0.725,1.6175,2.75,0.019895,0.131,0.13,0.035836,0.1777
2,4.75,-0.631775,-20.774,-85.773,-36.2372815,-38.9477495,-5,365.8639725,1.962155,87.8235675,-13.8037515,0.0265895,-13.569341,-13.393825,-13.10855,46.7887625,0,0,0,204.37249775,258.70474725,-81.4496725,-4.2175,-1.51755,0.1937,0.7175,1.61,2.745,0.022467,0.1423415,0.1368425,0.0334995,0.2499724552
2,5.25,-0.5094,-11.89315,-89.5598195,-36.218025,-39.05188375,-5,365.5897875,2.0155945,87.740825,-13.849293,0.021147,-13.62756425,-13.346925,-13.0431,47.35166875,0,0,0,205.04917,258.46499725,-83.558666,-4.184,-1.57225,0.184725,0.71945,1.61,2.74425,0.02,0.1479575,0.126673,0.035725,0.1715
2,5.75,-1.19255,-14.2815,-100.2786175,-36.2027265,-38.11084975,-5,363.8195675,1.960195,87.74332,-13.84084937225,0.02717,-13.60456,-13.4984835,-13.187,49.166648,0,0,0,204.7166895,257.280664,-85.020002,-4.30795,-1.574175,0.17125,0.7174,1.61725,2.73525,0.02,0.1405305,0.1403,0.0364085,0.302
2,6.25,-2.308,-8.6970875,-91.0190895,-36.0926875,-37.195591,-5,364.69923,1.861164,87.76,-13.69345325,0.02928,-12.50565725,-13.4296835,-13.212,49.51933,0,0,0,203.7466805,258.38,-84.474,-4.3497,-1.6134,0.16845,0.70925,1.6075,2.73,0.02761,0.141232,0.14008,0.036589,0.203994838
2,6.75,-1.7317,-15.9951,-87.7809,-35.896832,-35.549597,-5,366.3468,1.872484,87.746,-13.0728765,0.02016,-11.80642025,-13.383165,-12.936,50.79,0,0,0,204.5283345,257.313334,-84.286664,-4.45055,-1.65215,0.170625,0.71015,1.59725,2.728,0.0210875,0.1514725,0.122,0.04,0.254375
2,7.25,-2.17975,-7.839613,-97.862296,-33.9788355,-31.838185,-5,365.07676,1.995024,87.748,-13.0593525,0.0296,-11.62297425,-13.3324365,-12.927,50.316,0,0,0,203.3545,258.073336,-81.031087492,-4.451,-1.6251,0.1585,0.699575,1.59,2.7335,0.0247900075,0.14163,0.16,0.04,0.275
2,7.75,-1.699025,-7.498037970725,-87.13952,-30.69728975,-29.91234575,-5,364.338345,2.202432,87.78675,-12.801586,0.04,-10.667516,-13.2667335,-12.40975,52.09668,4.3319665,0,0,201.3458125,259.873336,-64.481727198,-4.3921,-1.9556,-0.000249999999999983,0.6045,1.41425,2.35,0.020341,0.1182185,0.12025,0.044331,0.21753229945
2,8.25,-2.5002,-7.82875,-75.8275,-25.941676,-24.5071815,-5.006105,364.69977,2.3141625,87.85275,-12.0538775,0.0381,-10.58272375,-12.764365,-11.4096425,48.3004,15.0145,4.24995,0.139026,202.2675,264.45,-38.210868512,-4.38345,-2.36045,-0.231775,0.5135,1.268,2.26175,0.030575,0.15,0.14,0.049012,0.17915
2,8.75,-3.37961275,-5.86885,-49.33403,-22.867512,-18.6373075,-5.004005,363.626725,2.206756,87.8855,-11.0518109135,0.06022225,-9.4697435,-11.71583,-9.761645,47.5025,35.1996856825,17.937125,2.4428,204.81666975,269.74583375,-19.4862475,-4.048625,-2.075125,-0.2464,0.36225,1.1525,2.008,0.0314,0.15116425,0.16,0.06,0.105075
2,9.25,-3.91723,-9.947187130825,-54.9632,-17.0858725,-13.133876,-5,362.120755,2.176098,87.92,-10.39673625,0.07197,-8.52514475,-11.45483425,-8.4467,40.03650275,45.76558425,29.29033575,4.2468,207.92425,271.61917,-4.95412825,-3.218825,-2.09515,-0.3862,0.36385,1.2295,2.238,0.040775,0.1852,0.1788575,0.08411,0.206
2,9.75,-4.150104,-5.8505895,-38.69756257975,-12.57,-9.917802,-5,361.30291,2.16761625,87.934,-10.035368,0.098002,-7.80725475,-10.63972275,-8.1326075,35.28658375,68.25550225,38.039125,6.87743,208.7983335,274.96583025,5.3930275,-2.315,-1.402625,-0.10375,0.457,1.39,2.38,0.06,0.238124,0.23432225,0.1075835,0.184
2,10.25,-4.5,-0.91489,-21.23789625,-10.3825,-9.70827,-4.40331,360.46112,2.205978,87.948,-9.445418,0.084915,-7.16048375,-10.004678,-7.12672,32.27549675,87.299998,51.821332,7.6275,214.19,281.19025,21.8384061305,-1.4079,-0.9948,-0.052,0.492775,1.439075,2.483,0.06944909445,0.279599,0.24139225,0.134258,0.2673
2,10.75,-4.674,0.255027051500001,-18.71344237275,-9.165,-8.2,-4.0031535,360.19298,2.206566,87.97425,-8.387557,0.09,-6.6591905,-8.9688,-6.27668,28.74783325,102.66,61.379332,8.744397,214.338331,286.6980775,30.70625,-1.004,-0.8105,-0.0212,0.4041,1.38525,2.412,0.08,0.33217025,0.29222575,0.1923375,0.27
2,11.25,-4.836106,3.13625,-6.3005725,-7.44,-7.26,-4.0014595,360.44337,2.18779375,87.9615,-7.883863245925,0.104,-5.63876725,-8.734,-5.821195,27.05,134,81.644,9.459331,216.435,288.58,38.71864,-0.679175,-0.4864,0.079425,0.532,1.452,2.5382,0.0919475,0.374,0.342404,0.194,0.28545
2,11.75,-4.2571985,0.702000000000001,-9.6605,-7.54656,-5.08452,-4.0009955,359.88315,1.92791575,87.985,-7.47296396305,0.09662857155,-4.96728,-8.6169025,-5.4615,25.357,118.11141525,88.7794025,11.435,220.48,290.83425,37.305,-0.490825,-0.29995,0.18025,0.532,1.511,2.565,0.09281525,0.3144285,0.29737550745,0.18,0.187
2,12.25,-4.843731,-0.0524599999999998,-9.949806,-4.62575,-3.913075,-4.00053,359.17623,1.87921,88.01,-7.246761961375,0.11387,-4.3209025,-8.30658525,-5.65578,23.11475325,115.29725,84.61625,13.68,221.853306,291.7349425,31.3156844475,-0.282925,-0.171125,0.22015,0.6672,1.593,2.615,0.09985275,0.354922,0.3845,0.2189715,0.238
2,12.75,-5.123,0.788012,-7.01215,-4.25576,-3.07617,-4.0003705,358.82544,2.095117,88.00771975,-6.45870188095,0.1082175,-4.1143275,-7.88834825,-5.58675,23.75523025,139.47010237,75.4182675,14.85,224.21667,291.63747675,33.38999325,-0.2228,-0.0702,0.194875,0.5566,1.504,2.758,0.1098335,0.43132730645,0.37929275,0.2175275,0.543
2,13.25,-4.518175,-3.18672205155,-8.45465,-3.197491,-3.076289,-4.00033975,358.7243825,2.0379775,87.98586,-6.093929771175,0.10331075,-3.6553255,-7.6375135,-5.832875,21.33267,120.098485,72.060815,14.0981,223.79916925,293.5925,23.4300025,-0.179175,-9.99999999999873e-05,0.25,0.609,1.6345,2.77025,0.10095,0.394,0.3910285,0.21933875,0.419675
2,13.75,-4.679267,-2.209834112825,-22.899,-3.192,-10.66835175,-4.0001485,359.2508,2.126805,87.98050075,-6.0998278562,0.1097,-4.14058975,-7.5512,-5.78634,20.1,102.5135,56.621685,9.478,222.99525275,292.0675,34.0325,-0.1667,0.00587500000000004,0.26065,0.7459,1.5825,2.829,0.12,0.403,0.37075,0.21884,0.3851227792
