DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.33,2.1225,15.9875,17.9525,72.015,-0.4275,0.3375,-37.32,0.6425,-4.49,9.91,1.795,11.8325
1,0.75,0.32,2.045,16.0275,17.94,75.865,-0.4675,0.3875,-36.3575,0.9375,-4.5,8.61,1.64,11.7875
1,1.25,0.3225,1.9375,16.1175,17.88,74.29,-0.3875,0.3175,-36.1425,0.93,-3.5625,8.505,1.605,11.775
1,1.75,0.33,2.0675,16.045,17.785,74.215,-0.2,0.3875,-36.2525,-2.6375,-3.3125,8.84,1.71,11.745
1,2.25,0.31,2.025,16.0175,17.765,74.3,-0.2425,0.485,-35.6625,-1.8775,-3.6775,8.49,1.53,11.68
1,2.75,0.32,2,15.9575,17.705,73.165,-0.1975,0.28,-36.1325,0.42,-3.9075,8.925,1.7225,11.6
1,3.25,0.36,2.1125,15.76,17.95,73.485,-0.5175,0.285,-35.2875,0.19,-3.9375,8.4075,1.56,11.56
1,3.75,0.3375,2.235,15.985,17.8725,73.66,-0.39,0.3275,-35.6975,-1.92,-3.01,9.52,1.66,11.54
1,4.25,0.34,2.17,16.045,17.805,72.635,-0.455,0.435,-32.3325,1.4,-3.39,11.8575,1.805,11.49
1,4.75,0.39,2.305,15.885,17.795,72.93,-0.325,0.5225,-35.44,0.03,-4.12,10.765,1.73,11.45
1,5.25,0.4075,2.19,15.875,17.655,73.355,-0.395,0.2675,-35.02,-3.35,-4.52,10.69,1.69,11.43
1,5.75,0.37,2.27,15.7875,17.5775,75.57,-0.2975,0.2375,-36.21,-0.22,-4.26,11.46,1.7575,11.42
1,6.25,0.33,2.32,15.635,17.54,75.64,-0.3275,0.335,-35.5875,0.19,-4.66,11.54,1.75,11.38
1,6.75,0.35,2.435,15.65,17.58,73.485,1.71,0.765,-32.7775,1.04,-4.95,12.87,1.65,11.31
1,7.25,0.38,2.4275,15.51,17.5675,73.12,35.55,22.08,-20.27,-2.69,-4.46,17.5075,1.11,11.29
1,7.75,0.4,2.485,16.2775,17.9,70.425,118.6125,47.645,13.825,-3.99,2.7275,32.18,0.35,11.28
1,8.25,0.43,2.535,17,18.515,70.165,213.56,56.54,72.5925,-3.41,29.35,53.325,-0.49,11.3
1,8.75,0.44,2.62,17.895,19.2625,67.895,311.98,63.26,151.315,-1.25,70.675,72.55,-0.89,11.36
1,9.25,0.47,2.66,18.4325,19.73,65.21,401.485,68.7025,221.88,19.32,110.38,84.8925,-1.3675,11.44
1,9.75,0.46,2.75,18.935,20.11,64.465,479.85,72.0875,286.7725,35.98,150.27,92.48,-1.41,11.6
1,10.25,0.47,2.7775,19.315,20.5725,61.775,546.47,76.655,345.0875,61.37,185.5675,101.2675,-1.215,11.79
1,10.75,0.52,2.965,19.445,20.61,59.405,596.7725,79.2575,385.0075,65.57,216.57,102.3775,-1.5,11.99
1,11.25,0.505,2.85,19.78,20.78,58.675,630.4375,79.9,421.1825,69.13,216.5475,101.35,-1.26,12.18
1,11.75,0.49,2.685,19.76,21.005,56.06,649.7225,80.3725,433.795,73.81,214.585,105.1,-1.0425,12.56
1,12.25,0.51,2.76,20.145,21.14,56.125,652,78.375,436.43,71.34,208.6925,96.56,-1.045,12.79
1,12.75,0.5175,2.7375,20.0825,21.0175,56.395,635.645,74.64,422.18,74.8025,201.53,99.7175,-0.8575,13.04
1,13.25,0.48,2.695,20.215,21.18,54.56,600.5075,68.89,395.3575,135.18,172.71,95.68,-0.86,13.24
1,13.75,0.48,2.73,20.1275,21.1225,55.79,556.8725,63.82,355.0375,154.9,149.42,87.3975,-0.705,13.35
1,14.25,0.48,2.715,20.11,20.915,56.975,494.345,56.13,305.525,70.65,119.045,76.93,-0.7,13.41
1,14.75,0.45,2.585,19.8025,20.73,57.69,415.5475,45.79,245.635,78.64,78.2575,60.08,-0.155,13.39
1,15.25,0.44,2.6,19.3825,20.585,60.91,328.5975,34,181.53,67.08,44.78,43.635,0.33,13.39
1,15.75,0.4125,2.5,18.7075,20.2,63.945,183.1325,13.4,116.77,40.98,7.79,30.76,0.86,13.36
1,16.25,0.37,2.4275,18.02,19.81,67.365,50.6075,3.96,32.685,34.4,-3.4525,17.0825,1.3875,13.29
1,16.75,0.35,2.41,17.4875,19.455,70.475,22.545,1.86,-23.215,31.25,-4.9525,11.475,1.7,13.22
1,17.25,0.335,2.365,17.0775,19.18,73.925,2.56,0,-42.035,37.66,-6.135,9.37,2.08,13.14
1,17.75,0.305,2.315,16.8075,18.76,76.825,-1.0125,-0.1,-42.835,23.84,-5.7175,7.035,2.01,13.02
1,18.25,0.3,2.23,16.425,18.585,79.51,-0.74,0.08,-41.1625,17.01,-4.215,7.71,1.875,12.96
1,18.75,0.31,2.075,16.2125,18.4525,79.96,-0.5825,0.18,-40.5675,11.32,-3.9825,7.895,2.005,12.89
1,19.25,0.33,2.245,16.275,18.365,80.995,-0.405,0.44,-39.05,9.81,-2.74,11.05,1.97,12.77
