DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.603602126,3.000105,-2.90973,0,-10.92,-3.704,77.02,0.2176175,90.9,0.28175,-4.773,0.57676,0.62674,-2.949,4.0335,-4.429,-3.208,-3.592,-3.902,-3.777,-2.741,416
1,0.75,0.6105919275,3.33687240725,-1.8668775,0,-10.64,-3.736,77.11,0.19875975,90.85,0.17625,-4.347,0,0.23992925,-2.9535,3.9995,-4.392,-3.1975,-3.537,-3.885,-3.752,-2.688,416.375
1,1.25,0.59322940725,3.599635,-1.82657510575,0,-10.6725,-3.73975,77.305,0.21233925,90.8,0.1905,-4.946,0,0.2479895,-3.0195,3.932,-4.46325,-3.234375,-3.616,-3.97,-3.771,-2.687,415.7
1,1.75,0.556381408,3.34998,-1.88893,0,-10.405,-3.7545,77.08,0.216908032,90.8,0.176,-4.564,0,0.247465,-3.066,4.002,-4.59675,-3.247375,-3.65525,-4.0095,-3.7785,-2.69625,415.8
1,2.25,0.624191838,3.146075903,-0.88911009125,0,-10.4325,-3.75675,76.7175,0.2058415,90.8,0.2145,-5.7905,0,0.245198,-3.021,3.969,-4.626,-3.24575,-3.69825,-4.0125,-3.79475,-2.71775,415.725
1,2.75,0.55639899125,2.6832,-1.935504971,0,-10.4175,-3.793,76.6975,0.200258,90.8,0.2385,-4.972,0,0.25504475,-3.037,4.139,-4.600625,-3.278,-3.70825,-4.02375,-3.7945,-2.70375,416.1
1,3.25,0.5697408385,3.0679581835,-2.05062,0,-10.1175,-3.789,77.045,0.200689,90.8,0.1885,-5.54925,0,0.25291875,-3.01,3.9835,-4.575375,-3.29075,-3.69525,-4.03825,-3.7975,-2.7085,415.8
1,3.75,0.523064,3.049205,-1.19649,0,-10.1575,-3.80625,76.8475,0.198522,90.8,0.1975,-4.479,0,0.248718,-3.017,3.8695,-4.562375,-3.30275,-3.71,-4.037,-3.79425,-2.7305,415.8
1,4.25,0.61218821975,4.12167529525,-1.32789200825,0,-10.2,-3.82275,77.135,0.212610509,90.8,0.2035,-4.261,0,0.23032775,-3.043,4.1225,-4.55825,-3.30175,-3.73,-4.05275,-3.8205,-2.72325,416.5
1,4.75,0.50352027775,3.9829525,-0.600086,0,-10.5,-3.8595,77.5575,0.20878,90.8,0.206,-4.182,0,0.23768675,-3.0615,4.0905,-4.586625,-3.304125,-3.713,-4.0365,-3.802,-2.72,416.35
1,5.25,0.5525795,4.45095,-2.4315,0,-10.89,-3.83,77.4625,0.210534,90.8,0.1765,-4.62975,0,0.2423065,-3.051,4.01,-4.51525,-3.26625,-3.6965,-3.996,-3.78575,-2.724,416.2
1,5.75,0.6189880295,3.466785,-1.7509512715,0,-10.8075,-3.83025,77.4075,0.197609,90.8,0.1965,-5.7725,0,0.237355,-3.0465,4.012,-4.503625,-3.239125,-3.6885,-3.99175,-3.775,-2.72775,415.925
1,6.25,0.58,3.18323044025,-1.95539,0,-10.7325,-3.859,77.3875,0.20343125,90.8,0.234,-5.779,0,0.26120775,-3.087,3.984,-4.48,-3.223375,-3.72025,-4.02575,-3.754,-2.7505,416.2
1,6.75,0.69090312625,3.68982,-1.65017,0,-10.91,-3.8515,77.575,0.2148505,90.8,0.176,-6.097,0,0.252596,-3.12875,4.17175,-4.492625,-3.227375,-3.687,-3.98675,-3.78525,-2.76475,416.675
1,7.25,0.61125689425,3.98051,-2.1569525,0,-11.245,-3.87925,77.1425,0.215772,90.8,0.218,-5.616,0,0.2645765,-3.034,4.106,-4.47225,-3.2175,-3.672,-4.032,-3.763,-2.7825,415.95
1,7.75,0.631541893,3.513795,-2.9719858585,0,-10.89,-3.8345,77.475,0.217778,90.8,0.20075,-5.62625,0,0.250699,-3.02925,4.096,-4.49825,-3.197375,-3.66425,-4.0025,-3.74275,-2.788,416
1,8.25,0.636837306,4.2916,-2.1691,0,-10.595,-3.8685,77.3,0.2137085,90.8,0.21975,-5.555,0,0.239638,-3.04175,4.06,-4.518,-3.2305,-3.655,-4.028,-3.736,-2.7875,415.7
1,8.75,0.6745430235,3.1181129175,-2.3191725,0,-10.94,-3.8355,77.225,0.199964089,90.8,0.2175,-6.37,0,0.250308,-3.0275,4.035,-4.51925,-3.24675,-3.6585,-4.029,-3.7305,-2.778,415.825
1,9.25,0.612222547,3.15531049975,-1.40536,0,-10.955,-3.825,77.025,0.218522,90.8,0.21475,-5.79,0.038962025,0.257476,-3.06525,4.043,-4.524,-3.28625,-3.6705,-4.0495,-3.756,-2.78,415.775
1,9.75,0.647274844,3.1837213185,-1.00670775,0,-10.775,-3.8725,77.065,0.2012325,90.8,0.3855,-4.93,0.3831465,0.427433,-3.117,4.2,-4.483,-3.259,-3.67,-4.0635,-3.7615,-2.7755,415.9
1,10.25,0.580910882,3.36197,-2.253925,0.48275,-10.9475,-3.8365,77.3925,0.20554,90.8,1.0215,-5.48325,1.71366,1.67192,-3.13275,3.9455,-4.4705,-3.2935,-3.65,-4.052,-3.7505,-2.752,416.25
1,10.75,0.559025944,3.247405,-2.2994,2.0435,-10.8575,-3.816,77.2525,0.20375884325,90.8,2.763,-5.814,5.8192025,5.9428425,-3.0645,3.914,-4.452875,-3.23725,-3.6725,-4.03,-3.77325,-2.75375,416.35
1,11.25,0.708372985,4.07232,-1.7057,4.98925,-10.8425,-3.8465,77.725,0.207826,90.8,5.6755,-8.1,13.05285,12.473175,-3.145,3.979,-4.421875,-3.2075,-3.68425,-4.03675,-3.7845,-2.74975,416.45
1,11.75,0.61431623,2.51582,-2.25933,8.845,-10.715,-3.891,77.235,0.1966325,90.875,9.355,-7.275,20.474025,21.2091,-3.137,3.953,-4.438,-3.203125,-3.68875,-4.015,-3.801,-2.76,416.625
1,12.25,0.569006813,3.158505,-1.22828,11.7675,-10.3725,-3.8745,77.5525,0.22494962275,90.8,12.475,-7.402,28.18065,29.06685,-3.1125,3.78075,-4.499,-3.1835,-3.637,-4.002,-3.7825,-2.744,415.9
1,12.75,0.660046185,3.13242,-1.2320675,14.72,-10.7225,-3.899,77.05,0.2138775,90.8,14.81,-7.325,31.1577,34.1047,-3.129,3.7745,-4.474125,-3.207625,-3.681,-3.99,-3.798,-2.725,416.1
1,13.25,0.617397,2.3774049915,-1.60738,15.89,-10.6875,-3.924,77.295,0.213971066,90.8,15.5,-8.11,33.148,36.63025,-3.13225,4.039,-4.4735,-3.211375,-3.6545,-3.99775,-3.79925,-2.71525,416.2
1,13.75,0.6275895,2.61226687,-0.89106,13.3975,-10.72,-3.885,77.04,0.21485325,90.8,14.03,-8.105,28.5778,33.103125,-3.13975,3.947,-4.45225,-3.212875,-3.654,-4.0135,-3.80275,-2.71525,416.2
1,14.25,0.693621006,2.50851,-1.719105,9.0825,-10.9575,-3.867,77.1725,0.20965775,90.8,10.44,-6.524,20.6345,26.2112,-3.10625,4.023,-4.4335,-3.217625,-3.6145,-4.0055,-3.81075,-2.70625,416.1
1,14.75,0.6208130195,3.03552,-3.3832075,5.7035,-10.985,-3.795,76.435,0.21012225,90.8,6.951,-7.1095,12.96245,17.8936,-3.10875,4.074,-4.419625,-3.246,-3.605,-4.01325,-3.82675,-2.69375,416
1,15.25,0.64857483675,2.74271,-2.18186,2.57,-10.31,-3.65525,77.135,0.2134525,90.8,3.893,-7.086,7.75281,10.112,-2.936,4.11525,-4.4175,-3.264,-3.571,-3.966,-3.739,-2.663,415.85
1,15.75,0.59516395725,3.11436671325,-1.908572544,0.6035,-10.465,-3.6375,77.56,0.21729,90.8,1.6975,-7.552,3.0963625,4.296,-2.93475,4.043,-4.3975,-3.26475,-3.5225,-3.9675,-3.7565,-2.665,416
1,16.25,0.578507428,3.0240025,-3.50015,0,-10.73,-3.555,77.345,0.2032995,90.8,0.645,-7.685,1.9104,1.9967,-2.8575,4.0705,-4.36875,-3.24375,-3.5065,-3.962,-3.771,-2.6685,416.1
1,16.75,0.580183,4.0859025,-2.321322693,0,-10.565,-3.578,77.22,0.20683,90.8,0.41075,-6.5615,1.7667275,1.8638,-2.76,3.9065,-4.34275,-3.219,-3.5045,-3.959,-3.7725,-2.6625,416.1
1,17.25,0.58914529475,3.15416,-2.9219078205,0,-10.53,-3.568,77.26,0.2047,90.8,0.368,-6.607,1.74167,1.8466,-2.78425,4.03375,-4.35125,-3.223,-3.458,-3.93,-3.725,-2.6385,415.8
1,17.75,0.695354,3.19452,-1.81402953775,0,-10.37,-3.5495,77.68,0.203586,90.8,0.37975,-6.9775,1.74139,1.8441,-2.829,4.058,-4.3725,-3.219,-3.4415,-3.9325,-3.747,-2.6505,415.95
1,18.25,0.632765226,3.18101211025,-2.50389693575,0,-10.47,-3.535,77.61,0.213091909,90.8,0.36075,-6.398,1.7290575,1.84585,-2.81025,4.044,-4.37825,-3.2055,-3.4215,-3.97525,-3.7435,-2.65175,416.125
1,18.75,0.6151281085,3.0741,-1.526935,0,-10.31,-3.536,77.35,0.214905,90.775,0.349,-6.191,1.7401425,1.8425,-2.7685,4.07225,-4.3705,-3.2055,-3.5665,-3.9895,-3.7095,-2.644,416.25
1,19.25,0.615091144,2.695482585,-0.638864,0,-10.31,-3.531,77.05,0.223298,90.8,0.31425,-6.507,1.751575,1.84595,-2.7415,3.949,-4.3645,-3.1755,-3.621,-3.993,-3.67,-2.617,415.95
1,19.75,0.6837155915,2.71419,-1.842383505,0,-10.6,-3.507,76.91,0.21845249475,90.8,0.3525,-6.8855,1.7687425,1.84154,-2.76475,3.891,-4.3645,-3.163,-3.582,-4.008,-3.67,-2.616,416
1,20.25,0.58197279575,3.410815,-1.7462075,0,-10.805,-3.5045,76.645,0.21559,90.8,0.317,-4.844,1.7506175,1.84496,-2.744,3.981,-4.37475,-3.181,-3.606,-4.021,-3.702,-2.621,416.6
1,20.75,0.560212752,2.9172325,-0.7956772905,0,-10.765,-3.5335,76.655,0.215882,90.8,0.342,-5.789,1.727455,1.8430025,-2.7335,3.803,-4.385875,-3.202625,-3.599,-4.04525,-3.73275,-2.64275,416.6
1,21.25,0.557367289,2.9807770665,-1.0585979355,0,-10.625,-3.605,76.84,0.21398,90.8,0.17725,-4.611,0.0725406,0.25267,-2.87125,3.992,-4.4015,-3.2345,-3.61075,-4.0425,-3.74675,-2.6655,416.6
1,21.75,0.6039078835,2.620423203,-0.909131371,0,-10.52,-3.6485,76.725,0.199255336,90.8,0.2075,-4.9995,0.0089109,0.254925,-2.97175,3.968,-4.42675,-3.263,-3.664,-4.0065,-3.7485,-2.6685,416.4
1,22.25,0.62430883025,3.797044904,-3.96026,0,-10.7225,-3.7385,76.785,0.2116385,90.8,0.198,-5.52825,0,0.26225175,-3.069,3.88725,-4.40575,-3.24875,-3.6865,-4.042,-3.7485,-2.692,416.075
1,22.75,0.659987476,3.5372325,1.0466,0,-10.69,-3.80675,76.6475,0.205005,90.8,0.216,-4.02725,0,0.2464905,-3.088,3.822,-4.407625,-3.22425,-3.69275,-4.0235,-3.77025,-2.69175,415.85
1,23.25,0.683284372,2.8824425,-2.887975,0,-10.56,-3.903,77.01,0.218161865,90.8,0.191,-5.20375,0,0.24978,-3.13275,3.991,-4.409,-3.21075,-3.698,-3.9925,-3.7905,-2.70025,415.8
1,23.75,0.6561797765,2.67181,-1.2324615,0,-10.765,-3.7975,77.235,0.20469,90.8,0.197,-4.026,0,0.250432,-3.126,4.0585,-4.398,-3.196,-3.688,-3.999,-3.796,-2.692,415.9
2,0.25,0.454183069,2.0722,-0.943445,0,-9.91,-5.982,78.09,0.21228425,90.7,0.2785,-6.49225,0.5777725,0.6216,-5.877,4.257,-2.97925,-2.2485,-2.432,-2.8765,-2.7615,-1.8235,417.4
2,0.75,0.494881881,1.892426662,-1.7479425,0,-9.66,-6.029,78.04,0.21414675,90.7,0.23,-5.4375,0,0.229512,-5.8515,4.26,-2.876,-2.22475,-2.424,-2.882,-2.735,-1.799,416.9
2,1.25,0.4919066195,2.32751,-0.9947748785,0,-9.925,-6.0045,78.115,0.205405,90.7,0.225,-6.615,0,0.24479275,-5.8695,4.15,-2.959125,-2.236625,-2.5245,-3.008,-2.7845,-1.8325,417.4
2,1.75,0.478057697,1.720355,-1.87598,0,-9.97,-6.008,78.475,0.20603827975,90.7,0.212,-7.2555,0,0.2288295,-5.889,4.324,-3.044625,-2.266,-2.579,-3.037,-2.8275,-1.8295,417.5
2,2.25,0.531161894,1.6962975,-2.7907025,0,-10.03,-5.9775,78.205,0.20738682325,90.7,0.17,-6.43275,0,0.2376,-5.888,4.156,-3.101375,-2.2865,-2.589,-3.058,-2.8455,-1.8355,417.4
2,2.75,0.428208175,2.106695336,-2.38359,0,-9.965,-6,77.945,0.20921925,90.7,0.204,-6.7495,0,0.23538325,-5.8815,4.349,-3.124,-2.289375,-2.6085,-3.0785,-2.8665,-1.8435,417
2,3.25,0.44739013275,1.9648258225,-2.7997,0,-10.13,-6.0245,77.935,0.198255,90.7,0.2025,-5.7265,0,0.2388695,-5.872,4.115,-3.13425,-2.300625,-2.5955,-3.1005,-2.868,-1.8395,417.3
2,3.75,0.5799708715,2.22435,-2.28104782025,0,-10.01,-5.9895,77.66,0.1992535,90.7,0.2165,-7.046,0,0.23469175,-5.855,4.248,-3.16475,-2.3035,-2.583,-3.1045,-2.863,-1.8275,417.3
2,4.25,0.527791815,2.1443575,-2.621090567,0,-10.09,-5.932,77.495,0.21035,90.7,0.26,-6.15275,0,0.23745075,-5.8785,4.483,-3.158,-2.301875,-2.584,-3.0975,-2.8875,-1.827,417.5
2,4.75,0.544197672,2.2181175,-1.9707131305,0,-9.91,-5.977,77.88,0.2049475,90.7,0.2155,-7.511,0,0.2315705,-5.941,4.408,-3.131625,-2.292625,-2.5645,-3.08,-2.878,-1.826,417.4
2,5.25,0.55066,2.03619,-2.2966075,0,-9.755,-6.024,78.035,0.2082425,90.7,0.176,-7.7915,0,0.23711425,-5.93,4.231,-3.14725,-2.318625,-2.569,-3.0955,-2.859,-1.8315,417.6
2,5.75,0.5314436035,1.9979825,-3.0926,0,-9.725,-6.0615,77.915,0.202524199,90.7,0.21,-7.9025,0,0.244138,-5.92,3.89675,-3.16,-2.31325,-2.565,-3.091,-2.877,-1.85,417.35
2,6.25,0.492052184,1.456075,-2.4562175,0,-9.695,-6.0775,77.505,0.20053,90.7,0.2065,-7.835,0,0.2185285,-5.953,4.102,-3.170875,-2.31225,-2.584,-3.1045,-2.881,-1.853,417.6
2,6.75,0.542600876,1.5139637855,-3.0534970435,0,-9.615,-6.0575,77.7125,0.2074725,90.7,0.19,-7.7855,0,0.231086,-5.913,4.0985,-3.146,-2.311625,-2.5995,-3.108,-2.9,-1.859,417.85
2,7.25,0.515972,1.597492826,-2.5009,0,-9.925,-6.024,77.9,0.2072635,90.7,0.2205,-7.836,0,0.226473,-5.86,4.246,-3.14625,-2.30825,-2.6285,-3.113,-2.8665,-1.8565,416.975
2,7.75,0.590985258,1.74359,-3.061419842,0,-10.075,-6.0025,77.69,0.200948,90.7,0.324,-8.3,0.15321225,0.3598305,-5.907,4.082,-3.144875,-2.313125,-2.6365,-3.1185,-2.8705,-1.846,417.1
2,8.25,0.495456431,1.8615817085,-2.622459074,0.36825,-10.22,-5.9855,77.815,0.20331521525,90.7,0.9005,-7.984,1.770745,1.71703,-5.9305,4.138,-3.137375,-2.3025,-2.627,-3.1255,-2.833,-1.8545,417.25
2,8.75,0.529980131,1.3143875,-2.3501825,3.548,-10.265,-5.978,78.015,0.20678335325,90.7,4.416,-8.395,11.50335,10.3761,-5.943,4.115,-3.126375,-2.30975,-2.607,-3.1485,-2.8175,-1.834,417.45
2,9.25,0.54727036425,1.62508,-1.7181825,13.315,-10.18,-5.988,77.825,0.19981,90.7,12.49,-7.6945,33.43,31.48955,-5.9655,4.326,-3.124875,-2.31675,-2.6165,-3.161,-2.819,-1.837,417.3
2,9.75,0.5170178745,2.179,-1.653475,33.52,-10.275,-6.0425,78.055,0.208305,90.7,27.255,-7.753,65.2427,63.6137,-5.9915,4.284,-3.140875,-2.314125,-2.5825,-3.1795,-2.8115,-1.8325,417.675
2,10.25,0.43488332,2.242405,-2.1408275,57.905,-9.975,-6.1225,77.955,0.217366,90.7,48.365,-7.49075,109.72375,113.11725,-6.08,4.399,-3.136875,-2.304875,-2.5635,-3.199,-2.8095,-1.8335,417.8
2,10.75,0.450969702,2.2408,-2.6457,92.825,-9.86,-6.144,77.805,0.2198035,90.7,73.03,-6.935,160.962,164.39325,-6.0125,4.47,-3.141,-2.322,-2.5585,-3.208,-2.8265,-1.829,417.5
2,11.25,0.46103679825,2.079348571,-1.70995646575,113.075,-9.8925,-6.15275,77.7775,0.2117965,90.7,89.475,-5.99875,207.59,209.14,-6.04075,4.301,-3.12775,-2.321,-2.605,-3.21375,-2.79575,-1.85025,418.1
2,11.75,0.47996652825,2.2657449345,-2.127062938,132.25,-9.5725,-6.17475,77.0925,0.21797,90.7,107.275,-5.8105,237.668,245.91875,-6.13025,4.264,-3.1555,-2.3315,-2.627,-3.233,-2.775,-1.851,417.975
2,12.25,0.4422310635,3.0688875,-1.9147425,143.3,-9.375,-6.177,77.4,0.21441,90.7,120.25,-5.93725,262.825,274.809,-6.1115,4.32575,-3.14625,-2.327,-2.607,-3.225,-2.776,-1.85725,417.5
2,12.75,0.470191659,3.68345894225,-1.588861225,150.1,-9.2075,-6.156,76.985,0.220416,90.8,125.05,-6.61,282.214,289.442,-6.077,4.4735,-3.16375,-2.323625,-2.50825,-3.215,-2.75025,-1.85475,417.5
