DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,G,SG
1,0.25,-37.7465,63.74115,1.801575,99.27,-0.342275,-0.172225,-38.8785,-3.2876275,-0.41146725,149.587,169.2325,0.087149775,-37.2154,-4.027195,-3.7648,-3.402675,-2.60645,-4.7680875,-0.2875465
1,0.75,-37.778375,64.504875,1.75415,99.37,-0.327875,-0.124125,-50.07405,-3.6127325,-0.181868,150.10625,168.90175,0.08462965,-37.28895,-4.022825,-3.7618725,-3.401355,-2.6036775,-4.771905,-0.29062925
1,1.25,-38.356125,62.94455,1.741025,99.37,-0.3681,-0.20105,-46.689425,-3.7608125,-0.8767985,148.8875,168.1275,0.083481225,-37.572675,-4.018475,-3.75835,-3.3997025,-2.602345,-4.77596,-0.2945855
1,1.75,-38.366375,63.2473,1.3211,99.37,-0.31425,-0.2159,-44.723875,-3.51869,-1.390455,146.64775,167.63475,0.082547375,-37.738825,-4.01335,-3.7546975,-3.397855,-2.600775,-4.770565,-0.2635135
1,2.25,-38.572875,63.49075,1.229525,99.37,-0.3288,-0.301125,-45.4258,-3.2080325,-2.21976,144.2795,169.79775,0.08049265,-37.651,-4.008495,-3.7506775,-3.3957725,-2.5995475,-4.7781275,-0.290919
1,2.75,-38.7595,63.7653,1.041,99.45,-0.2856,-0.2416,-44.8895,-3.3913,-1.41004,142.625,171.41,0.0783066,-37.8835,-3.997,-3.74239,-3.39182,-2.59769,-4.76088,-0.30719
1,3.25,-38.637,63.198,1.138,99.45,-0.3734,-0.2812,-39.9292,-3.7422025,-1.296245,142.92725,172.11975,0.0803182,-37.791475,-3.9917,-3.73802,-3.38931,-2.60089,-4.7637,-0.260873
1,3.75,-38.507,63.7691,1.2801,99.45,-0.3726,-0.1562,-39.240625,-3.829565,-1.3080555,144.4235,171.85325,0.0800044,-37.536175,-3.98668,-3.7343,-3.38722,-2.604,-4.76862,-0.283154
1,4.25,-38.6125,63.5455,0.8929,99.38,-0.3183,-0.2075,-35.49425,-3.79969,-1.5464425,146.746,171.15275,0.0796449,-37.49875,-3.98208,-3.7304,-3.38471,-2.60678,-4.76584,-0.291358
1,4.75,-38.4225,63.888,1.1603,99.38,-0.3181,-0.2204,-35.222575,-3.7692925,-1.5652875,145.4165,171.24175,0.0804498,-37.51415,-3.9776,-3.72671,-3.38239,-2.6098,-4.77251,-0.278906
1,5.25,-39.0685,62.7666,1.661,99.38,-0.3333,-0.212,-37.02385,-3.7796,-2.041165,147.1745,171.82525,0.0775066,-37.028925,-3.97319,-3.7229,-3.37991,-2.6123,-4.76973,-0.245633
1,5.75,-39.053,63.1682,1.2162,99.31,-0.3612,-0.1552,-32.671,-3.8274,-2.72055,147.685,169.935,0.0768618,-37.119,-3.9689,-3.71912,-3.3774,-2.61499,-4.7686,-0.266156
1,6.25,-39.2035,63.1581,1.2559,99.31,-0.3534,-0.1976,-33.9415,-3.82685,-2.247,147.345,166.645,0.0756572,-37.994,-3.9651,-3.71578,-3.3749,-2.6167,-4.76585,-0.230394
