DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_1_2_1,TS_2_2_1,TS_3_2_1,TS_1_3_1,TS_2_3_1,TS_3_3_1,TS_1_4_1,TS_2_4_1,TS_3_4_1,TS_1_5_1,TS_2_5_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,512.32075,9.42407,2517.955,2.23072,31.447625,-0.614037,5.330645,1.94101,0.230636,-8.1655525e-05,0.567045,0.29717,13.492,0.52890025,102.332,95.9,8.84,1.8565,9.605,9.325,9.155,9.675,9.32,9.28,9.805,9.585,9.53,10.025,9.885,9.77,10.315,10.16,10.13,-3.1502,-2.2168,-3.310945,-13.185,0,0,0,-0.11905,-1.156765,1.54671,337.015,347.11
1,0.75,511.9615,9.544235,2547.22,1.936465,23.55005,0.684444,9.538225,2.07186,0.216573,0.0001783,0.582038,0.279111,13.5255,0.545959,102.335,95.8053,8.725,1.76875,9.57,9.275,9.1,9.675,9.305,9.235,9.805,9.525,9.53,10.025,9.885,9.775,10.33,10.17,10.175,-3.38232,-2.2168,-3.31908,-14.5675,0,0,0,-0.11905,-1.082135,1.51074,337.775,348.615
1,1.25,511.23125,9.3392775,2629.465,1.47885,19.9494,-0.8947455,8.25903,1.87447,0.211308,-0.0005059745,0.590732,0.266282,13.5281,0.49925,102.334,95.953525,8.675,1.602,9.55,9.265,9.075,9.67,9.285,9.18,9.8,9.51,9.53,10.025,9.88,9.78,10.34,10.17,10.185,-3.38232,-2.5265,-3.44924,-13.78,0,0,0,-0.11905,-1.11945,1.47477,335.44,348.73
1,1.75,510.633,9.51316,2606.04,1.41926,17.714575,1.436475,6.80866,2.0133,0.218682,-0.00071923175,0.52931,0.285677,13.4178,0.5433965,102.3385,96.4094,8.47,1.572,9.53,9.28,9.065,9.66,9.29,9.155,9.805,9.495,9.525,10.015,9.88,9.785,10.345,10.17,10.18,-3.54812,-2.771,-3.603805,-16.755,0,0,0,-0.11905,-1.26871,1.33089,332.425,347.495
1,2.25,498.297,9.42983,2575.47,1.4860375,21.24825,-1.05835,6.50744,1.92018,0.233809,-0.00104506,0.566216,0.285507,13.5401,0.5642475,102.3465,96.725,8.54,1.461,9.515,9.255,9.035,9.65,9.28,9.135,9.8,9.48,9.505,10.01,9.88,9.77,10.35,10.17,10.17,-3.86314,-2.9666,-4.059365,-14.8825,0,0,0,-0.11905,-1.04482,1.51074,330.6525,346.785
1,2.75,497.7345,9.3965675,2674.055,1.64347,19.0591,-0.262657,8.52971,1.99421,0.215793,-0.00016833315,0.569305,0.272173,13.4243,0.578642,102.344,96.725,8.555,1.3085,9.515,9.245,9.01,9.625,9.295,9.115,9.79,9.455,9.445,10.005,9.875,9.755,10.35,10.175,10.15,-4.00407,-3.26815,-4.417305,-12.86,0,0,0,-0.11905,-1.007505,1.4388,331.8325,346.35
1,3.25,497.815,9.32753,2660.47,1.4469,16.9438,0.28195635,8.14034,2.20926,0.236283,-0.00050841675,0.560674,0.284991,13.2869,0.5666235,102.3325,96.8,8.455,1.38425,9.52,9.265,9,9.595,9.315,9.12,9.78,9.44,9.45,10.005,9.86,9.75,10.355,10.18,10.135,-4.16987,-3.15405,-4.3929,-12.3125,0,0,0,-0.11905,-1.082135,1.47477,332.8925,345.495
1,3.75,496.55725,9.25423,2694.8925,1.56576,16.20055,-0.4837,7.979925,2.04862,0.199749,-0.001335365,0.600069,0.296344,13.263,0.55074775,102.3165,96.969975,8.28,1.22625,9.525,9.18,8.97,9.595,9.275,9.11,9.775,9.445,9.455,10.01,9.85,9.735,10.355,10.175,10.15,-4.40199,-3.18665,-4.42544,-13.13,0,0,0,-0.11905,-1.156765,1.4388,330.84,345.16
1,4.25,497.28125,9.23454,2714.12,1.586055,16.507075,-0.3723445,9.373645,2.2372475,0.26030025,0.000140028,0.5570785,0.31819125,13.345975,0.4915205,102.308,97.058225,7.962,1.372,9.53,9.185,8.94,9.6,9.235,9.095,9.77,9.445,9.45,10.01,9.85,9.725,10.365,10.18,10.155,-4.50976,-3.08885,-4.89727,-13.58,0,0,0,-0.11905,-1.231395,1.29492,329.76,344.34
1,4.75,491.48475,9.0234575,2752.58,1.77887,19.16375,0.26475275,9.31989,2.090985,0.24040875,-0.0007128345,0.59131975,0.28291325,13.041775,0.5568225,102.325,97.2329,8.075,1.222,9.54,9.185,8.935,9.6,9.2,9.1,9.765,9.45,9.47,10,9.845,9.71,10.37,10.185,10.15,-4.18645,-3.3252,-5.07624,-10.62,0,0,0,-0.11905,-1.11945,1.29492,331.05,344.705
1,5.25,489.198,9.3065825,2778.255,1.31392,15.00975,-0.0914016,12.51705,1.9346875,0.20631425,-0.00080133,0.52000375,0.2585775,12.563125,0.561923,102.339,97.43175,8.1,1.18375,9.54,9.2,8.895,9.605,9.23,9.085,9.75,9.455,9.485,9.99,9.84,9.695,10.375,10.195,10.14,-3.67247,-3.13775,-5.247075,-9.61,0,0,0,-0.11905,-1.11945,1.40283,332.99,345.84
1,5.75,482.4755,9.60696,2769.3775,1.811135,22.027275,-0.396875,14.6396,2.08614,0.224056,-0.001126322,0.556315,0.281181,12.4072,0.5696815,102.3535,97.5223,7.943,1.245,9.54,9.17,8.86,9.605,9.215,9.055,9.745,9.455,9.495,9.98,9.83,9.68,10.37,10.19,10.135,-3.53983,-3.0481,-4.99489,-9.7,0,0,0,-0.11905,-1.156765,1.54671,331.93,345.985
1,6.25,478.324,9.822005,2742.32,1.2994975,15.3848,-1.2959,14.1564,2.042955,0.22211975,-0.000149882,0.54777,0.27262875,12.4958,0.578299,102.385,97.77585,7.8255,1.244,9.5175,9.0775,8.845,9.5525,9.08,9.0225,9.7475,9.4275,9.4275,9.985,9.82,9.6775,10.365,10.2175,10.1375,-3.44864,-2.905475,-5.43418,-9.785,0,0,0,-0.11905,-1.11945,1.51074,330.065,345.435
1,6.75,480.29725,9.76926,2737.65,1.6156475,18.3358,-0.6164695,18.706025,2.010005,0.2282165,-0.0008185295,0.59313175,0.253515,12.5607,0.587551,102.4025,98.175,7.98925,1.24375,9.5225,9.0925,8.845,9.54,9.1225,8.9925,9.7475,9.425,9.415,9.975,9.825,9.6775,10.365,10.2075,10.1325,-3.38232,-3.0318,-5.263345,-7.6325,0.37174,0.178575,0.12346,0,-0.82093,1.4388,332.4775,345.5625
1,7.25,479.63725,9.7843875,2733.5475,1.2924375,13.86005,-0.606732,16.3783,1.9696925,0.20847225,3.48436e-05,0.573046,0.263314,12.5869,0.54760925,102.4225,98.25,7.97175,1.236,9.485,9.06,8.8575,9.52,9.1525,8.98,9.74,9.41,9.3975,9.965,9.8225,9.6625,10.3575,10.1975,10.0975,-3.45693,-2.771,-5.458585,-5.0225,10.68755,12.6788,0.74076,10.2978,2.9852,2.23014,337.4325,345.7275
1,7.75,489.2295,10.00224,2790.18,1.247005,14.5886,1.384005,15.7867,1.86387,0.243129,-0.000704099,0.5735875,0.2919685,12.21095,0.6429665,102.44075,98.35,8.17,1.405,9.465,9.0575,8.875,9.5,9.105,8.9825,9.7175,9.4,9.3825,9.955,9.82,9.625,10.345,10.19,10.08,-3.63931,-2.771,-5.5318,12.64,76.87045,85.0612,4.81494,63.51315,40.85995,6.708405,337.22,346.76
1,8.25,498.508,9.8797425,2810.55,1.282355,23.286675,4.962545,27.821,2.0887125,0.26419175,-0.0107735,0.58170875,0.33312975,12.52385,0.734536,102.47725,98.35,8.455,1.6335,9.435,9.0225,8.8925,9.4925,9.0525,8.9725,9.7025,9.3875,9.325,9.9225,9.79,9.6175,10.31,10.175,10.0375,-3.602005,-2.771,-5.43418,59.32,223.137,240.0645,13.64235,123.455,109.29525,14.24415,340.21,349.27
1,8.75,491.1025,9.99339,2776.885,0.8913695,16.9873,17.688,49.725225,2.38918,0.310326,-0.0196578,0.6145175,0.373465,13.2534,0.659042,102.49325,97.4681,8.93,1.8145,9.4075,8.955,8.905,9.495,9.0125,8.94,9.7,9.3575,9.305,9.8725,9.755,9.6075,10.305,10.1525,9.9875,-3.469365,-2.771,-5.1616575,105.12,394.88075,443.997,25.12415,172.8605,190.43725,23.200625,341.13,353.625
1,9.25,469.411,10.041725,2728.905,0.5924745,20.17345,37.782925,68.1092,2.693965,0.35828725,-0.0292644,0.69800425,0.44813025,14.2698,0.5011065,102.513,96.8,9.89,2.178,9.375,8.95,8.915,9.4975,9.02,8.95,9.685,9.35,9.3025,9.8725,9.74,9.5925,10.3025,10.17,9.95,-3.419625,-2.771,-5.035565,165.21,555.958,608.167,37.50095,217.564,272.79125,31.95935,343.905,359.2925
1,9.75,469.35925,10.1229,2588.18,0.3931235,21.2988,65.595825,73.1615,2.918325,0.35878875,-0.035818225,0.7516315,0.44245225,14.736425,0.5234225,102.52,95.8,10.74,2.95525,9.3575,8.985,8.9325,9.4925,9.04,8.9625,9.6725,9.36,9.3,9.8775,9.735,9.5875,10.32,10.185,9.9675,-3.39061,-2.22495,-4.645085,224.2425,698.499,768.944,53.6125,235.8385,356.15275,42.048925,344.885,364.9
1,10.25,469.77725,10.18575,2604.9525,0.478158,23.062775,93.9036,82.354,3.0816325,0.38675025,-0.0487426,0.7860655,0.47140625,15.426025,0.5544855,102.51325,93.805325,11.5,3.71475,9.3675,8.97,8.945,9.4875,9.0275,8.975,9.645,9.375,9.3175,9.885,9.7375,9.6075,10.32,10.1875,9.965,-3.38232,-2.22495,-4.3156175,284.4325,831.611,900.791925,54.3224,284.41,425.93175,52.354375,345.9875,371.2025
1,10.75,462.383,10.5518,2576.77,0.36948475,25.686825,123.9175,89.740675,3.03671,0.4219775,-0.05361255,0.8614585,0.5092545,15.974825,0.597296,102.5005,91.21365,12.28,4.167,9.4775,9.11,9.115,9.5475,9.16,9.1375,9.705,9.4125,9.3725,9.8775,9.7775,9.625,10.3225,10.1825,9.9675,-3.38232,-1.780775,-3.3394175,333.2275,957.027,1016.68875,61.081875,275.303,488.248,62.371975,345.7425,377.0725
1,11.25,457.70575,10.632325,2548.3625,0.432973,32.96695,141.15025,83.776775,3.62232,0.442376,-0.047651125,0.948972,0.525881,16.6388,0.616065,102.48,87.8,12.825,4.984,9.455,9.225,9.125,9.54,9.17,9.135,9.68,9.425,9.39,9.885,9.78,9.635,10.315,10.165,9.98,-3.37403,-1.6626,-2.285935,373.975,1048.31,1105.971125,66.4832,277.7735,533.978,68.59475,342.02,384.32
1,11.75,450.415,10.676475,2464.6875,0.02691515,24.8422,160.097,82.03685,3.4492775,0.44996175,-0.05854085,0.91918725,0.55118325,17.233225,0.680485,102.452,84.05,13.555,5.785,9.4925,9.355,9.315,9.5425,9.335,9.2025,9.71,9.455,9.425,9.8875,9.7925,9.6275,10.315,10.1825,9.9775,-2.31291,-1.128775,-2.21272,390.965,1089.095,1151.21,68.11905,306.85175,556.12425,71.886025,340.9175,389.4525
