DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.17499925,-3.68575,1.82789,0.332426,0.3658615,-0.0268333335,-40.782225,-4.42658,-0.2526549225,-1.806346357,-0.315,-0.252,-0.373,62.77598409825,80.70255,387.38706796,-67.240006175,0,0,0.64575,230.075,283.125,3.78489209895,-0.221859,0.5899957627,0.5599508907,0.2002003996,-3.25275,0.168132989275,-0.274,0.431,1.77725,2.93725,3.82,4.56675,4.9875
1,0.75,0.184298,-3.81825,2.08582,0.283035750025,0.287536,-0.033638889,-40.5385,-3.522665,-0.354322509,-1.7965132925,-0.315,-0.255,-0.371,62.1379540695,80.7001,386.605398225,-66.772504625,0,0,0.68025,222.075,281.25891,3.713358679525,-0.2137365,0.64820500695,0.562225276575,0.230586444575,-3.421,0.1778308185,-0.274,0.431,1.77725,2.93725,3.82,4.56675,4.9875
1,1.25,0.18917675,-3.93525,2.05916,0.2626992222,0.3719455,-0.0301388885,-41.9075,-4.684475,-0.21642260575,-2.0933869095,-0.323,-0.256,-0.372,62.6421961305,80.6664,386.96269158,-67.239310075,0,0,0.7745,219.075,281.725,3.6369632572,-0.212661,0.614506654475,0.5684323589,0.221396819,-3.449,0.165831541,-0.2785,0.43475,1.78425,2.944,3.821375,4.567875,4.99125
1,1.75,0.19461425,-3.99,1.88981,0.42147227775,0.4392715,-0.03368749975,-45.0285,-4.34716,-0.203157907,-2.078841997,-0.333,-0.256,-0.374,63.067185891,80.673,385.79828573,-69.2500303,0,0,0.77025,222.925,280.975,3.828777290475,-0.208441,0.661863996475,0.59942389565,0.252279965475,-3.427364,0.1799741648,-0.283,0.4385,1.79125,2.95075,3.82275,4.569,4.995
1,2.25,0.1923465,-4.134,1.95303,0.3432411944,0.38692675,-0.04287500025,-43.117,-4.75501,-0.351134199,-1.795012883,-0.335,-0.255,-0.376,62.07409995125,80.6919,387.1255773,-68.75925,0,0,0.70169095,219.075,280.33062,3.8030308993,-0.2016445,0.582777653775,0.564554346925,0.2508502708,-3.773,0.1816006608,-0.294125,0.442125,1.803125,2.95275,3.819875,4.563375,4.989375
1,2.75,0.1950975,-4.32625,1.8499491486,0.30511427805,0.30018025,-0.038402778,-42.1312,-3.4531275,-0.329291996,-1.8610089825,-0.338,-0.255,-0.375,61.6771390325,80.7025,387.242894685,-65.44565635,0,0,0.56983815,222.775,280.1943275,3.831181960825,-0.23229675,0.6081660957,0.5338314341,0.2377534437,-4.1425,0.1740379269,-0.30525,0.44575,1.815,2.95475,3.817,4.55775,4.98375
1,3.25,0.193893,-4.443,1.877175,0.3162833333,0.324446,-0.02537500025,-41.755075,-3.9636175,-0.3264264315,-1.644300399,-0.3455,-0.25925,-0.37725,63.6358684265,80.7256,386.93176575,-69.31183885,0,0,0.6157255,219.75,279.606305,3.86856096575,-0.2272425,0.5703417435,0.568480194875,0.246668998775,-4.102,0.163165588425,-0.299375,0.441375,1.8035,2.948,3.81325,4.55675,4.981625
1,3.75,0.187534,-4.5845,1.87362,0.36719372225,0.347393,-0.0315,-42.11375,-4.8517075,-0.28268139775,-1.6550153105,-0.348,-0.2595,-0.3785,63.995987295,80.721225,387.73468854,-68.459,0,0,0.5825,221.6,280.65,3.7408296805,-0.241533,0.6076355816,0.5732285757,0.2197976342,-4.3005,0.1625772922,-0.2935,0.437,1.792,2.94125,3.8095,4.55575,4.9795
1,4.25,0.18785325,-4.6795,1.8366275,0.356127888925,0.3796505,-0.034611111,-42.1515,-5.76648,-0.3205921175,-2.277182351,-0.35025,-0.26025,-0.381,65.047438326,80.7269,386.7132879875,-65.9365,0,0,0.7155,224.2645,281,3.71660071955,-0.198847,0.6373770558,0.5366424127,0.2646307188,-4.44975,0.176635355325,-0.2945,0.4385,1.78825,2.946125,3.80575,4.556375,4.9795
1,4.75,0.189022,-4.7735,1.7970975,0.371750638875,0.39585225,-0.0330555555,-38.6807,-5.11218,-0.268978491,-2.275849168,-0.35275,-0.25925,-0.38225,66.2330501015,80.737875,387.01813353,-66.5619092,0,0,0.745,221.35,280.95,3.76743105455,-0.220197,0.5805988288,0.5553890528,0.2529025504,-4.399,0.1632543852,-0.2955,0.44,1.7845,2.951,3.802,4.557,4.9795
1,5.25,0.1945255,-4.934,2.0506675,0.490425694425,0.48365875,-0.038888889,-46.095325,-5.43975,-0.5193142435,-2.0263486475,-0.355,-0.25875,-0.3825,64.9611062355,80.718975,387.30616398,-69.491,0,0,0.6425,221.65,281.75,3.7530973768,-0.232156,0.6199604826,0.5521358528,0.2461068873,-4.468,0.156569788325,-0.29475,0.441375,1.7845,2.954875,3.8,4.558125,4.973625
1,5.75,0.199815,-5.0135,1.74352,0.4456035,0.442396,-0.0265416665,-41.6417,-5.06518,-0.345221854,-2.05526534125,-0.35675,-0.25825,-0.383,65.596812029,80.647225,386.80135688,-71.3895,0,0,0.5896998,220.75,280.36453,3.7145682222,-0.223017,0.6300318527,0.562447217275,0.24165292885,-4.812,0.157539474775,-0.294,0.44275,1.7845,2.95875,3.798,4.55925,4.96775
1,6.25,0.183588,-4.752,1.7422675,0.5000898889,0.47794625,-0.0312083335,-44.224425,-6.54708,-0.2619627815,-1.75703311875,-0.35825,-0.258,-0.3835,64.441221594,80.6347,386.9954341475,-70.43113655,0,0,0.58,219.65,278.35,3.741216361,-0.202302,0.613456896425,0.57534584375,0.239745814225,-4.437,0.160191860775,-0.295875,0.441625,1.777625,2.94225,3.7965,4.556375,4.97025
1,6.75,0.183182,-4.7005,1.744215,0.485464138875,0.469898,-0.037284722,-44.688725,-5.89176,-0.303069612,-1.760470748,-0.36,-0.25675,-0.3845,64.9734687565,80.646,386.566884425,-69.635526,0,0,0.6181161,223.55,277.973405,3.77436981805,-0.19957975,0.67399152425,0.58674694295,0.2541218084,-4.309,0.154046372625,-0.29775,0.4405,1.77075,2.92575,3.795,4.5535,4.97275
1,7.25,0.19828725,-4.763,1.75473,0.428852277775,0.49486875,-0.04992361125,-40.21405,-5.8634,-0.223154733,-1.599674602,-0.36175,-0.25625,-0.385,64.7791327485,80.6718,387.2528134875,-70.4175,0,0,0.621,222.25,281.65,3.7857909827,-0.189808,0.6640980212,0.63435430125,0.2556174191,-4.43475,0.16290529035,-0.299125,0.4365,1.762625,2.924125,3.79675,4.552,4.961125
1,7.75,0.180034,-4.6715,1.854945,0.441512305525,0.44147925,-0.03164583325,-40.7411,-5.27426,-0.225692612,-1.5988907025,-0.3625,-0.25575,-0.3855,63.666306033,80.660575,387.7711256875,-68.786,0.052,0,0.6895,224.6,281.5,3.81602180195,-0.187002,0.679424168,0.57147966685,0.26310829975,-4.459,0.149322061125,-0.3005,0.4325,1.7545,2.9225,3.7985,4.5505,4.9495
1,8.25,0.1988415,-4.617,1.96899,0.4375725556,0.401937,-0.03276388925,-39.5236,-6.4783114665,-0.362499475,-1.657590538,-0.3625,-0.25425,-0.38675,64.9502303715,80.67945,388.4835768075,-68.155,7.073,1.999,2.6275474,223,281.3,3.8003999863,-0.18262025,0.6520854212,0.6066161825,0.26610529515,-4.4055,0.1709314969,-0.29425,0.4385,1.76625,2.926625,3.8095,4.548625,4.955875
1,8.75,0.2155675,-4.603,2.05805,0.45602030555,0.49332625,-0.056777778,-44.8266,-4.4975775,-0.2830025165,-1.649665387,-0.363,-0.25375,-0.387,65.1226697455,80.68665,388.51206885,-60.72722,43.07,15.25939,9.705398,220.8,280.662885,3.674085604175,-0.2180085,0.6056425469,0.543659281025,0.2601188424,-4.12425,0.1728421923,-0.288,0.4445,1.778,2.93075,3.8205,4.54675,4.96225
1,9.25,0.2012525,-4.632,2.15992,0.448753,0.454061,-0.06334027775,-40.62225,-3.60283,-0.282964983,-1.5814,-0.36325,-0.2525,-0.3875,63.5513958595,80.6889,388.58395108,-56.8486245,84.3,28.22,20.422874,219.1,281.892495,3.7176587764,-0.24414075,0.6508978414,0.5892376431,0.2704440792,-4.3395,0.16358869285,-0.280625,0.445625,1.8025,2.942625,3.82325,4.554375,4.977875
1,9.75,0.2181272466,-4.36425,2.004415,0.29100580555,0.318821,-0.056777778,-34.1003,-3.4336025,-0.21460216375,-1.55425503825,-0.37,-0.254,-0.392,63.44822992825,80.7063,389.35441696,-32.2621785,118.675,46.365,26.4522745,218.125,283.6,3.6696768441,-0.25061,0.71571603575,0.612152541575,0.2740237605,-4.187,0.134898595325,-0.27325,0.44675,1.827,2.9545,3.826,4.562,4.9935
1,10.25,0.22895475,-3.706,1.81313,0.2332914481,0.2858385,-0.071263889,-31.97265,0.19748625,-0.2308774635,-1.4767253445,-0.36275,-0.25075,-0.3885,60.1704743175,80.708,388.6592586475,4.16,243.3,107.6464,47.427166,218.9,285.4,3.794242152075,-0.25865525,0.71402535745,0.6460829028,0.2949662216,-3.849716,0.1428401204,-0.283625,0.45775,1.855375,2.986375,3.858125,4.573875,5.00575
1,10.75,0.251156,-3.3355,1.93370580805,0.241848611075,0.2894795,-0.070777778,-27.15015,2.30534,-0.244560478,-1.466350075,-0.3625,-0.25025,-0.388,59.1181289415,80.7201,388.300946465,33.825617,355.175,161.041165,71.921443,217.65,287,3.8426953868,-0.275167,0.728702110875,0.64074383715,0.29516787595,-3.643,0.1383350524,-0.294,0.46875,1.88375,3.01825,3.89025,4.58575,5.018
1,11.25,0.239231,-2.97325,1.78167,-0.0205568665,0.055794275,-0.0614444445,-20.26785,3.34443,-0.25905829725,-1.500571001,-0.363,-0.24975,-0.38825,58.036839154,80.70065,387.985578,48.845,402.025,183.8,93.517885,214.55,287.175,3.9113876814,-0.28535,0.68035632135,0.6512299924,0.2918347934,-3.86745225,0.1462135425,-0.293375,0.474125,1.88225,3.038375,3.903375,4.604875,5.029875
1,11.75,0.241721,-2.75875,1.84831708645,-0.041410256,-0.0314704,-0.06475,-19.26265,7.431945,-0.2614436965,-1.5138555845,-0.3625,-0.24925,-0.389,56.7157459275,80.6717475,388.5626048,54.9,464.05,206.45,96.992945,222.675,289.45,4.025673919225,-0.2876935,0.74081440915,0.64665582035,0.2787239371,-3.032,0.146775387125,-0.29275,0.4795,1.88075,3.0585,3.9165,4.624,5.04175
1,12.25,0.22525275,-2.5785,1.464145,-0.0939680475,-0.0963958,-0.063388889,-17.6287,4.11478,-0.21281063225,-1.6112194335,-0.362,-0.2485,-0.3885,56.8745254975,80.66215,387.92870589,61.1,553.05,248.9,106.85,222.25,291.9,4.0656169066,-0.2795305,0.7910050569,0.6365885641,0.272572926,-3.1205,0.1409841928,-0.259125,0.477625,1.881125,3.0595,3.92175,4.634,5.0475
1,12.75,0.2149838134,-2.58825,1.57991,-0.1743662865,-0.145595,-0.068638889,-17.4901,7.53293,-0.24426706275,-1.6451629075,-0.36075,-0.2465,-0.38725,58.928327106,80.6263,387.8596901475,53.125,567.8,255.35,109.982735,223.159125,293.625,3.9690222485,-0.29505575,0.7500250956,0.67981437395,0.27013032765,-2.942,0.1321862323,-0.2255,0.47575,1.8815,3.0605,3.927,4.644,5.05325
1,13.25,0.2208765,-2.65025,1.4177275,-0.06228537,-0.049482925,-0.05483333375,-17.6893,8.3444775,-0.23327346475,-2.44011003025,-0.3595,-0.2455,-0.3855,59.07368206575,80.6197,387.98705175,47.15,534.3,223.125,102.1434,222.813475,294.325,4.136141670625,-0.2855785,0.7464325802,0.6253093031,0.26422791775,-2.95,0.139404990175,-0.21375,0.486875,1.891625,3.0595,3.926875,4.64375,5.0565
1,13.75,0.232473,-2.47425,1.4103975,-0.09626315025,-0.0991797,-0.0522083335,-17.0103,6.63278,-0.2327167525,-2.43758551225,-0.358,-0.2445,-0.38575,59.099583096,80.613,388.019121,45.15,470.7,209.15,95.05652,222.025,295.325,4.1854314164,-0.265766,0.76338913815,0.66359963445,0.28052855525,-2.942,0.1394338926,-0.202,0.498,1.90175,3.0585,3.92675,4.6435,5.05975
1,14.25,0.225683,-2.55475,1.53609,-0.1275471305,-0.0943491,-0.059844552,-18.0495,6.516405,-0.26917146625,-2.95580004575,-0.35725,-0.2425,-0.38625,60.23613068225,80.5647,388.46622384,32.6738465,433.2,190.15,95.025,219.3,295.6644525,4.247040303825,-0.33345375,0.7157800943,0.6903250788,0.269917635475,-2.80575,0.1338118081,-0.19125,0.4925,1.873625,3.0485,3.924625,4.6445,5.059125
1,14.75,0.210746,-2.2305,1.454965,0.0935201111,0.0743678,-0.033395833,-19.302875,5.8187475,-0.305940059,-2.92571762825,-0.355,-0.2415,-0.38625,61.09379713975,80.5858425,387.85271199,28.775,362.9,167.95,78.62,221.8,294.975,4.3194536572,-0.26400425,0.7051992018,0.58430329115,0.24509732745,-2.747,0.1304591651,-0.1805,0.487,1.8455,3.0385,3.9225,4.6455,5.0585
1,15.25,0.204984,-2.21,1.32259,0.0916824167,0.08727975,-0.029215278,-21.5978,1.1964,-0.422519754,-3.2658383565,-0.3525,-0.24,-0.386,61.92510911025,80.61865,388.60671351,20.1,306.3,139.159615,65.465,220.8,293.475,4.208360067,-0.2531235,0.7129726502,0.6350188974,0.2354731407,-2.861,0.1394220419,-0.1985,0.475,1.849,3.026125,3.912375,4.653125,5.0375
1,15.75,0.19342,-2.80575,1.38276,0.2910702222,0.301894,-0.02970138925,-31.1286,1.55992,-0.362697881,-3.24967592825,-0.35025,-0.23825,-0.38425,62.3733440485,80.624025,388.76430974,-6.0825,208.775,83.725,41.2065295,218.325,289,4.25900331585,-0.238125,0.6368442781,0.59891894455,0.2086223451,-2.942,0.146889370075,-0.2165,0.463,1.8525,3.01375,3.90225,4.66075,5.0165
1,16.25,0.178546,-2.9085,1.450015,0.266098166675,0.2484129749,-0.0238194445,-32.761875,-2.50646,-0.43149658675,-2.085359821,-0.34775,-0.23725,-0.3825,64.89645578875,80.64735,388.198049625,-48.14007825,122.25,46.51,26.2375,219.575,287.225,4.2114500104,-0.22358725,0.646777648775,0.598484444325,0.22554874955,-3.006,0.1458149937,-0.2215,0.456875,1.83875,3.005375,3.88125,4.63275,4.99825
