DOY2,HR2,CO2,FC,CH4,FCH4,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,RH_1_1_1,RH_1_2_1,RH_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TAU,T_SONIC,USTAR,WS,VPD,U_SIGMA,V_SIGMA,W_SIGMA,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,TS_1_1_1,TS_1_3_1,PPFD_IN,NEE,SC,SH,SLE
1,0.25,431.754,2.11175,2067.13,1.29,-0.9976635,11.5869,28.7537,348.039161666666,372.527373333333,-18.0763033333334,102.6055,95.78135925,83.0209168675,94.5581076666667,13.4618428333333,15.11497635,13.0768713333333,-0.008605,15.11497635,0.286906,2.71136,5.0247675,0.812788703014812,0.66558008250465,0.358492682092086,1.43734719166667,0,2.6361135,0,12.9715953333334,12.5658425,0,1.85988,0.1074235,0.24025175,0.40417567225
1,0.75,431.7095,1.85454,2077.51,0.6175,-1.3125875,11.7482,26.393203865,350.72784,372.479663333333,-16.3760883333333,102.562,96.1291193333333,82.64615,94.7517306666666,13.3086823333333,14.98848525,13.3241413333333,-0.0089475,14.98848525,0.2866945,2.727752608,5.0230525,0.858123960616001,0.658806164806509,0.348326917114981,1.36268518916667,0,2.60337524166667,0,12.8988719166667,12.613016,0,1.617645787,0.0934,0.334498,0.2782005
1,1.25,431.78375,1.883195,2080.77,0.7145,-0.89449175,11.60875,26.1972,352.45154,373.340326666667,-18.0859316666666,102.5395,96.2122586666667,83.29675,94.991158,13.5012586666667,14.8455,13.1533176666667,-0.0088875,14.8455,0.29737225,2.66141766375,5.07758,0.832765088640555,0.667806755210365,0.346153941109469,1.44027784083333,0,2.584478975,0,12.9421171666667,12.6193795833334,0,1.550756635,0.1726385,0.3434685,0.337471
1,1.75,431.7885,2.2097633205,2084.645,0.309,-0.979428,11.99405,23.3418,350.741213333333,374.92252,-18.1713066666667,102.5450556,96.4822533333333,83.68875,94.9382516666667,13.272763,15.07884935,13.004389,-0.0112,15.07884935,0.308785393,2.703903791,4.95286,0.858418261269913,0.683195469563218,0.358186008096801,1.38136516833333,0,2.53237215,0,12.9886243333333,12.6231784166667,0,1.91978706925,0.156089373,0.137385183,0.33613983575
1,2.25,431.13925,1.991175,2081.625,1.23,-1.5834325,11.59435,22.0489,350.662083333333,375.39128,-17.7859625,102.5474465,96.6076273333333,83.294225,95.154182,12.662055,15.17375,12.43499,-0.01195,15.17375,0.308148,2.75341,4.93162,0.86360548233771,0.698283004248306,0.351383808303453,1.39481520583333,0,2.61416230833333,0,13.0121563333333,12.62094625,0,1.8726525,0.110291,0.08175,0.30259275
1,2.75,433.85125,1.93433,2086.405,1.9875,-0.99677692825,11.457475,24.394012715,356.14259,373.712316666667,-16.4597633333334,102.55225,96.3131816666667,83.07085,95.3521433333333,12.7592913333333,15.195,12.7234823333333,-0.01355,15.195,0.29152625,2.6883975,4.876565,0.851789431171245,0.682373013084717,0.363382649142529,1.40700347333333,0,2.60872653333334,0,12.972454,12.5983916666667,0,1.70873,0.106169831,0.212404,0.371398
1,3.25,431.4617027,1.85041,2087.355,0.778,-1.5439475,11.4635,24.0677,348.603036666667,374.019843333333,-15.7953033333333,102.5455,96.3864823333333,83.1795,95.24387,13.1212356666667,14.9115,13.1537706666667,-0.01365,14.9115,0.305349613,2.7506862845,4.85811,0.863328245484487,0.706746562246843,0.36573756429732,1.56311500333333,0,2.75117989166666,0,12.9039870833333,12.5990375833333,0,1.6261825,0.11982107925,0.182966,0.342807
1,3.75,432.4522478,2.073978463,2093.2175,0.656,-1.00797352975,11.527125,25.0115,353.344409999999,372.485395,-15.2090183333334,102.5435,96.2668540833333,82.966075,95.2104747499999,13.3829031666667,14.77,13.0135485833333,-0.0142,14.77,0.305548,2.822718358,4.85319,0.892776279628023,0.723885278231806,0.379767530060768,1.44669391666667,0,2.658895675,0,12.891975,12.6112776666667,0,1.6685825,0.07505,0.219215,0.346635
1,4.25,431.6645,1.88928,2091.4,1.64,-1.215685,11.259,24.48965,351.157433333333,372.8234225,-17.119735,102.538857425,96.3840061666667,82.700925,95.3701190833333,13.0549130833333,14.90325,12.815305,-0.0125,14.90325,0.3061605,2.8452025,4.67086,0.885594161128882,0.73445816414886,0.374413347860245,1.46079537916667,0,2.63489614166667,0,12.852504,12.5943843333333,0,1.7108469415,0.15407725,0.055675,0.363686373
1,4.75,431.671,1.904528906,2091.6175,1.027,-1.3227225,11.0279,22.016,350.46361,373.1074125,-15.4212387250001,102.55303365,96.2599994166667,81.5479,95.4080585833333,13.1827374166667,14.9445,12.92286925,-0.0149,14.9445,0.304331872,2.8376,4.83199,0.856613419783235,0.727269159336277,0.368262751675552,1.53386411833334,0,2.72248470833333,0,12.8025136666667,12.5766995833333,0,1.592148967,0.0869,0.173632,0.155095
