DOY2,HR2,USTAR,H,LE,NEE,FC,SC,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,SW_IN_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,PPFD_OUT,T_CANOPY_1_1_1,T_CANOPY_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_2,TS_2_2_2,TS_2_3_2,TS_2_4_2,TS_2_5_2,TS_2_6_2,TS_2_7_2,TS_2_8_2,TS_2_9_2,T_CANOPY_2_1_2,T_CANOPY_3_1_2
1,0.25,0.0284358086,-77.953989626,-4.34747178795,-0.5561492808,-0.7669778856,-0.156394043375,0.1651977,0.1687951,0.0610488,0.0642823,370.16354082,0.52083875,-32.262675,-33.451225,40.9994,44.5304,92.396177,-7.881483825,-12.6110166,0,0,0,0,145.97669135,182.0448724275,-95.28020914,-63.69250153075,0,0,-38.02398844,-39.82095266,-7.23263935,-4.9024083,-7.4742,-6.383,-5.394175,-3.158935075,-2.754268425,-1.44385955,-0.5496623025,-0.0772049025,0.3549386425,0.5031357225,0.4454963375,0.714644635,-32.86114175,-34.52161125
1,0.75,0.0398374218,-75.8776755245,-4.9403697721,-0.6921133211,-0.9604939084,-0.126419426,0.1713786,0.1816232,0.0592064,0.0685772,369.28092548,0.5279768,-32.4528225,-33.4841375,41.3145,44.692075,92.372006,-7.9060751,-12.5660541,0,0,0,0,148.6575734075,181.59679544,-98.0102664175,-63.48333503875,0,0,-36.8025,-39.40002922,-7.237307675,-4.9397202,-7.4715,-6.3853,-5.387525,-3.163485175,-2.754268425,-1.4398488,-0.550011965,-0.0772049025,0.3585431,0.5031357225,0.4454963375,0.714644635,-33.06654875,-34.40573225
1,1.25,0.03675737375,-76.6527220375,-4.0522244786,-0.5279612398,-0.764644957,-0.16524559975,0.17598215,0.1840412,0.05538655,0.06428445,369.697781125,0.430446625,-32.4784225,-33.2583775,40.23825,44.432725,92.3393366,-7.876182,-12.5298225,0,0,0,0,148.616497605,180.97030006,-100.37318746,-64.5351226145,0,0,-37.162095375,-39.50332919675,-7.2475292,-4.89020545,-7.319175,-6.378825,-5.379225,-3.1704913,-2.767029875,-1.432962725,-0.5499828425,-0.0772049025,0.3539629175,0.5031357225,0.4454963375,0.714644635,-33.321266,-34.50364075
1,1.75,0.0307618602,-88.81726052075,-4.6189162204,-0.430293858275,-0.6594787444,-0.2709478708,0.1695338,0.1717094,0.061599,0.068897,369.962218425,0.384232,-32.5769275,-33.5370575,39.3575,43.36955,92.31239,-7.799151,-12.5261601,0,0,0,0,145.87565422,182.808956275,-98.1252186925,-65.09290177,0,0,-36.654219655,-39.96124926875,-7.2371961,-4.948628,-7.4491,-6.396625,-5.3948,-3.175607425,-2.767905325,-1.430340825,-0.5496914525,-0.0772049025,0.3522246,0.5031357225,0.4454963375,0.714644635,-33.479147,-34.7840925
1,2.25,0.0329145988,-77.4571028205,-3.4226153258,-0.32378550025,-0.54788093595,-0.1514678405,0.1804702,0.1751226,0.0531292,0.0695756,369.271205065,0.4354025,-32.33965,-33.9050625,38.50925,43.4725,92.275886,-7.776905525,-12.509425875,0,0,0,0,145.3551366925,183.580686745,-97.2955081825,-66.28866326,0,0,-37.277023125,-40.066024252,-7.219663325,-4.8799328,-7.468375,-6.3818,-5.3943,-3.1849277,-2.77640645,-1.4288244,-0.5522054025,-0.078051311,0.3523792425,0.5031357225,0.4454963375,0.714644635,-33.1671325,-35.098403
1,2.75,0.0350178476,-89.5784502625,-4.522749279525,-0.4369852875,-0.61017431025,-0.1083417536,0.1817502,0.1530916,0.0629272,0.0690964,369.6784099175,0.51171,-32.5514325,-33.8837875,38.5385,43.43105,92.263142,-7.7475751,-12.5151075,0,0,0,0,145.048862,182.3912859625,-93.654049225,-66.006482948,0,0,-38.421141615,-39.02200468,-7.23672525,-4.885185225,-7.41347,-6.390175,-5.4208,-3.1907959,-2.780964525,-1.4272138,-0.550857025,-0.07820520675,0.3504463925,0.5031357225,0.4454963375,0.714644635,-33.3370655,-35.16812075
1,3.25,0.0321560872,-81.59407091,-4.8388778992,-0.7911523926,-1.3606287664,-0.10755408525,0.2009755,0.1895857,0.0612189,0.0716138,369.44050355,0.561511,-32.75321,-33.6959125,39.43625,44.22245,92.2513124,-7.75272635,-12.509098875,0,0,0,0,145.22820806,183.382367285,-95.704228975,-66.096910406,0,0,-36.8587030385,-40.15467563,-7.22228025,-4.9037757,-7.41288,-6.3824,-5.40405,-3.19512665,-2.79007995,-1.426518875,-0.557686435,-0.0781282625,0.3507209525,0.5031357225,0.4445684825,0.714644635,-34.0066485,-35.53316575
1,3.75,0.0382080998,-74.9302140745,-6.105788704925,-0.40679204385,-0.720831246,-0.1044945188,0.208594,0.1696478,0.0654797,0.0647328,369.28951523,0.56575965,-32.35117,-33.53931,39.126,44.29725,92.2579652,-7.75643525,-12.4725975,0,0,0,0,145.99119846,181.4045733725,-97.8998174275,-66.602840656,0,0,-36.742369943,-40.6515488,-7.2210878,-4.9294019,-7.541525,-6.367,-5.41615,-3.1965389,-2.791980375,-1.42582395,-0.5633952375,-0.07989803825,0.349595895,0.5031357225,0.444723125,0.714644635,-33.57277575,-35.8765235
1,4.25,0.0375777684,-91.0015613515,-5.18443176415,-0.257983035,-0.490899213625,-0.166508459625,0.1707666,0.16214845,0.05653115,0.06269515,369.81126415,0.57617375,-32.6588375,-33.7082925,39.72875,44.65925,92.2587638,-7.813566575,-12.46646625,0,0,0,0,146.378738405,181.0944673275,-97.88816419,-64.796814288,0,0,-36.46769581175,-40.4676928675,-7.2528501,-4.93173025,-7.38665,-6.3768,-5.37925,-3.189409375,-2.798584,-1.431320175,-0.5642111475,-0.0855920795,0.3504463925,0.5031357225,0.44348613,0.714644635,-33.17797375,-36.0467595
1,4.75,0.0293990123,-77.611774376,-4.947766398,-0.34446250465,-0.8462851238,-0.140434884825,0.1802459,0.1644991,0.0563821,0.07473795,369.96632768,0.39363045,-32.620205,-33.5535525,40.3675,45.605775,92.2511816,-7.8413754,-12.456697125,0,0,0,0,146.2478094475,181.10704095,-97.7287716025,-64.18509418525,0,0,-36.5617991325,-39.0527213625,-7.219920375,-4.902224625,-7.4144,-6.372625,-5.418,-3.1918236,-2.8020303,-1.43956415,-0.563723695,-0.0845917825,0.34951861,0.5031357225,0.4436407725,0.714644635,-32.64610825,-35.8396445
