DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1
1,0.25,0.69789103727923,-33.235384705046,0.0766531391617323,-0.261740483970571,-4.83569088639336,0.0470484122661232,-73.632394036974,-13.5667599733532,0.181088558697111,0.548,0.4275,-31.5136025,-36.2803,-32.192705,-31.811325,88.775692,22.34375,0.1027625,-35.5605,-20.773,-24.1595,0,-5.09975,0.1,-1.54275,-2.478,141.8725,174.2725,196.9675,209.27,-0.24,-0.26,-0.51,-0.43,-0.32,0.0065,-0.12,-0.394,-4.523,-3.8628,-2.907875,-5.6604,-4.830825,-4.0154,-3.7453,-3.53765,-3.38985,-2.537275,-9.601175,-7.821925,-5.6148,-4.84525,-4.3618,-2.963125,-2.4452,-8.8728,-7.7282,-7.0906,-6.1714,-5.968925,-5.5376,-12.192375,-11.66115,-8.35895,-11.4415,-6.01275,-78.974,0.046735278414629,0.0837910398493452,0.070849214222488,0.0855774787157898,0.0586180233366267,0.0822149710718435,0.0373770892314875,0.0528812971317726,0.0471147888277423,415.846870626703
1,0.75,0.627735652501639,-33.2468806842968,0.10696007721306,-0.18017464251217,-7.25474990156089,0.0428630360342411,-83.3002669781825,-11.4219152999225,0.212051974942731,0.6845,0.482,-31.0983725,-36.4568,-31.23235,-30.495,88.797834,23.493,0.127485,-35.6025,-20.745,-24.15775,0,-5.3845,0.0550000000000001,-1.563,-2.4245,141.575,174.175,198.8725,210.9175,-0.24,-0.2645,-0.51,-0.42,-0.32,-0.002,-0.12,-0.4,-4.514,-3.8578,-2.9128,-5.6714,-4.8496,-4.0224,-3.7574,-3.5478,-3.38965,-2.545,-9.610225,-7.838375,-5.622925,-4.852,-4.368375,-2.96475,-2.4487,-8.8862,-7.739,-7.0988,-6.1788,-5.9828,-5.5438,-12.2064,-11.6712,-8.3584,-11.3824,-5.9672,-76.9125,0.0313507957139208,0.0814341978403581,0.064381525585564,0.0849092328301161,0.0502362595260231,0.0786613826557944,0.0103165314968437,0.0577982734892228,0.107507679122029,415.384872699508
1,1.25,0.651461988076988,-33.8552808320992,0.0788503783499932,-0.625551639908802,-6.6682146738824,0.0461047617154359,-37.1916147893788,-18.2245960302388,0.194186453125891,0.555,0.44575,-28.8544,-36.46955,-29.98485,-30.2324,88.821442,22.03,0.1420075,-36.0285,-20.6465,-24.05675,0,-5.296,0.2,-1.5235,-2.2525,141.465,173.675,200.1375,212.0875,-0.24,-0.26,-0.5,-0.43,-0.317,-0.002,-0.12,-0.402,-4.5068,-3.8536,-2.9146,-5.6808,-4.8574,-4.0284,-3.7634,-3.553,-3.39365,-2.5488,-9.61715,-7.8536,-5.628425,-4.855225,-4.3725,-2.96625,-2.4506,-8.8986,-7.749,-7.108,-6.186,-5.9898,-5.549,-12.2062,-11.6734,-8.3391,-11.369025,-5.969625,-77.5855,0.0112305990307181,0.0826382695560525,0.0992852924258142,0.0858657944919866,0.101500031430929,0.0835700185062794,0.0975982634033226,0.0610429289147683,0.109053699600727,415.378489749782
1,1.75,0.849540498393845,-34.5421414503624,0.0740636216077399,-0.129323333109749,-4.21560349229147,0.0526495611469109,-41.5212384569497,-15.2081293551486,0.189813321184825,0.525,0.48,-28.825,-36.3343,-30.1834425,-29.6486175,88.834976,22.63125,0.13791,-36.281,-20.5285,-23.933,0,-5.2545,0.1,-1.4745,-2.2145,141.55,173.805,199.3525,210.925,-0.24,-0.26,-0.51,-0.43,-0.327,0,-0.12,-0.404,-4.4996,-3.8494,-2.9166,-5.6896,-4.8654,-4.0346,-3.7686,-3.5572,-3.3986,-2.5512,-9.62485,-7.867825,-5.6347,-4.859475,-4.37685,-2.9674,-2.451725,-8.9112,-7.759,-7.117,-6.194,-5.9962,-5.5544,-12.2068,-11.6758,-8.0063,-10.9892,-5.954275,-77.5075,0.0151315536172823,0.0720498424489707,0.101752976510447,0.0657787931767665,0.102235191382425,0.0677667376224718,0.0901494499995422,0.0600646936242333,0.145201824702141,415.462685219088
1,2.25,1.01482681643418,-34.9819021963521,0.0814306826511071,-0.0663248478201426,-3.99716585796453,0.0469898523202236,-79.8916895649039,-10.9811879282063,0.157689878765783,0.5725,0.7075,-29.10274,-36.35455,-30.25151,-29.9696,88.85059475,22.28,0.1340525,-36.148,-20.42,-23.846,0,-5.35,0.1,-1.55,-1.9,141.455,173.9,199.265,211.1175,-0.24,-0.27,-0.51,-0.4245,-0.32,0.008,-0.12,-0.392,-4.4914,-3.8446,-2.9184,-5.6988,-4.8742,-4.0416,-3.7738,-3.5622,-3.40355,-2.5552,-9.6341,-7.8835,-5.637575,-4.864725,-4.380975,-2.96875,-2.453075,-8.9236,-7.7698,-7.126,-6.2014,-6.0034,-5.5604,-12.2126,-11.6788,-8.228,-11.34575,-6.012625,-76.511,0.00996693318104792,0.063198835683502,0.106498905817272,0.0702734914058013,0.0996571029704223,0.0640214726059754,0.083956054570283,0.0543180470613379,0.140739509051052,415.348917300361
1,2.75,0.667782958982228,-35.3859913210038,0.0747099636068873,-0.0902498564030337,-1.51482623450516,0.0317724995075013,-100.641648883121,-11.2911739821349,0.146352153476154,0.51,0.594,-30.28751,-36.4644,-30.5455425,-30.47199,88.8484175,21.6,0.1234275,-36.271,-20.3035,-23.81525,0,-5.5935,0.0550000000000001,-1.612,-2.119,141.255,173.225,198.215,210.26,-0.24,-0.2645,-0.51,-0.4245,-0.327,0,-0.13,-0.402,-4.4842,-3.8404,-2.9196,-5.7072,-4.8822,-4.0478,-3.779,-3.5666,-3.4085,-2.5586,-9.641575,-7.896175,-5.63285,-4.8695,-4.384325,-2.96955,-2.4542,-8.9354,-7.7798,-7.135,-6.2094,-6.0096,-5.5658,-12.224,-11.6818,-8.257375,-11.1013,-6.05865,-76.2475,0.0224865665605994,0.0717484165334181,0.0857094871287667,0.0770375278301079,0.0854569219416321,0.0663434917668424,0.0968137134931288,0.064357685269785,0.115087584036589,415.635188409005
1,3.25,0.678459326519389,-35.4126559365725,0.06517320824763,-0.0173214626641607,-4.26019382797157,0.0481485501901399,-57.9992676932942,-6.41410356994464,0.14827405112251,0.5175,0.564,-31.0773525,-36.665,-31.58268,-31.255295,88.83356,22.563,0.1161,-36.8885,-20.1805,-23.796,0,-5.5105,0.1,-1.55,-2.024,140.585,173.51,197.175,209.6275,-0.24,-0.26,-0.51,-0.43,-0.327,0.01,-0.13,-0.402,-4.477,-3.8354,-2.9206,-5.716,-4.89,-4.0538,-3.785,-3.5716,-3.4134,-2.5618,-9.6516,-7.909625,-5.629125,-4.871,-4.3915,-2.972,-2.45555,-8.9472,-7.7906,-7.1432,-6.2166,-6.016,-5.5712,-12.2356,-11.6856,-8.263,-11.12665,-6.06885,-76.9385,0.00507304832017908,0.0756071045566911,0.0955695122313117,0.0801563356430988,0.204051726016486,0.0759037862794108,0.161528660075784,0.0782301066792446,0.10501112427243,416.484878388616
1,3.75,0.543063027285614,-35.4579261007438,0.0943181185652978,-0.141136346622067,-8.80379427791533,0.0335987683120538,-38.2289234060596,-8.73723624287106,0.195349169365477,0.5225,0.339,-31.013995,-36.87035,-31.70236,-30.916325,88.8226535,21.03925,0.12145,-37.4345,-20.028,-23.7405,0,-5.4215,0.155,-1.528,-2.0815,140.755,172.825,197,209.1,-0.24,-0.27,-0.51,-0.42,-0.33,-0.012,-0.12,-0.412,-4.4706,-3.8312,-2.9216,-5.7246,-4.8988,-4.0608,-3.7902,-3.576,-3.4174,-2.565,-9.663875,-7.9232,-5.625175,-4.8755,-4.3918,-2.97225,-2.456675,-8.9598,-7.8006,-7.1532,-6.2248,-6.023,-5.5774,-12.2468,-11.6894,-7.9962,-11.1398,-6.001,-76.7765,0.0131332972564526,0.0788735723821323,0.224876571141549,0.0798761351580195,0.182448720406181,0.0771574044998355,0.158363154563921,0.0656498712913497,0.102245642934266,416.33353742704
1,4.25,0.634820730931777,-35.3312986453169,0.0644079764547583,-0.109527284172943,-6.47597384414044,0.0434981753582729,-57.131112946625,-11.5567686659589,0.221994772205307,0.515,0.42375,-30.749435,-36.75925,-31.44532,-30.8391075,88.81946,21.95525,0.1272025,-37.073,-20.005,-23.608,0,-5.5445,0.1,-1.6,-2.3245,140.015,172.955,196.515,209.985,-0.24,-0.26,-0.51,-0.42,-0.32,-0.094,-0.12,-0.41,-4.4648,-3.8272,-2.9226,-5.733,-4.9066,-4.067,-3.7954,-3.581,-3.42235,-2.5682,-9.67965,-7.937675,-5.626875,-4.879,-4.39515,-2.97305,-2.458025,-8.9724,-7.8106,-7.1614,-6.2322,-6.0294,-5.5828,-12.258,-11.6924,-8.258875,-11.2929,-6.0115,-79.7695,0.0262587483825163,0.085026096733768,0.182553613728879,0.0871386642664774,0.1630163013311,0.0826060284636617,0.15186846938325,0.0744147795199974,0.159276354377691,415.461535375256
1,4.75,0.741870395046336,-35.1883670678986,0.0638513869040604,-0.0622329056415867,-2.19464045801361,0.0440052489399421,-51.7803027696108,-8.09972711822759,0.175690862636867,0.5575,0.56,-30.861595,-36.85375,-31.02368,-30.7591325,88.7925975,21.97275,0.12694,-36.9115,-19.9815,-23.31125,0,-5.498,0.2,-1.53,-2.5315,140.17,172.29,195.285,209.4475,-0.23,-0.26,-0.51,-0.43,-0.32,-0.018,-0.12475,-0.412,-4.4592,-3.8238,-2.9238,-5.7412,-4.9146,-4.0738,-3.8014,-3.5862,-3.4273,-2.5722,-9.6851,-7.953725,-5.640975,-4.8835,-4.39795,-2.973625,-2.459925,-8.9848,-7.8206,-7.1704,-6.2402,-6.0356,-5.5888,-12.2692,-11.6952,-8.2015,-11.1234,-6.015,-80.897,0.0310192872986184,0.0847309154686623,0.246138534922225,0.0824894234362763,0.196541711780348,0.0839102055461254,0.205862114008245,0.0829389202331128,0.167548979353901,415.521129929578
