DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS_1_1_1,NEE
1,0.25,1999.52505493164,453.324005126953,0.501249015331268,2.41446995735169,2.76889991760254,0.194838251918554,0.397227510809898,4.59586000442505,1.37741500139236,1.11797749996186,0.208804994821549,94.6868705749512,89.2809505462646,-10.8029940128326,0.361780986189842,262.122009277344,272.048263549805,-0.830987319350242,0.00796180032193661,4.52910137176514,0.875994011759758,-0.023437075316906,0.900001063942909,0.372479744255543,0.735316812992096,0.438982032239437,3.806327521801,0.45741231739521
1,0.75,2001.31500244141,450.610992431641,0.691749274730682,3.42695999145508,2.59917998313904,0.297901004552842,0.399530977010727,4.90197479724884,2.55391001701355,1.30323994159698,0.269075006246567,94.6270542144775,89.2119750976562,-11.3755092620849,0.337349027395248,261.238494873047,267.774490356446,-6.81315040588379,0.00793508510105312,4.78989744186402,0.598312020301819,-0.0250813253223896,1.00208783149719,0.386967986822128,0.751692116260529,0.489893853664398,4.11204266548157,0.795279800891876
1,1.25,1996.67999267578,456.421997070313,0.456592008471489,4.18971753120423,2.56154990196228,0.13858900219202,0.310073509812355,4.96453499794007,2.40016007423401,0.590801000595093,0.134114995598793,94.6383762359619,89.2059020996094,-11.5265026092529,0.3308290168643,261.533004760743,266.024261474609,-11.183779001236,0.00776058249175548,4.74868583679199,0.878565728664399,-0.026214275509119,0.904033869504929,0.387706011533737,0.760269492864609,0.456048853695393,3.85273575782776,0.497727453708648
1,1.75,1992.27001953126,464.243011474609,0.598518490791321,4.61178243160248,2.59330010414124,0.254382014274597,0.344953984022141,2.18047004938125,2.51407492160797,0.414403989911079,0.141117498278618,94.656478881836,88.9482784271241,-11.5679912567139,0.319783002138138,258.535491943359,262.045013427734,-5.97502899169922,0.00765612511895597,4.90866923332215,0.876582026481628,-0.0291513502597809,0.945303499698639,0.366645738482475,0.762492507696152,0.475154519081116,4.02194356918335,0.573558628559113
1,2.25,1999.62991333008,473.256988525391,0.676651999354363,3.05736243724823,2.64432001113892,0.284593999385834,0.41948875784874,3.26618003845215,1.68596005439758,0.498215481638908,0.198888003826141,94.6708202362061,89.0354919433594,-11.2844982147217,0.323830008506775,259.812004089355,264.498001098632,-5.72044956684113,0.00773695250973105,4.8278501033783,1.17858254909516,-0.0182287502102554,1.01837122440338,0.394472002983093,0.80670690536499,0.458130985498428,4.34184753894806,0.731921315193176
1,2.75,1995.96997070313,465.842491149903,0.713773995637893,2.89260244369507,2.71541494131088,0.364015996456146,0.266455482691527,-4.31678009033203,1.79125246405602,0.761897027492523,0.280719012022018,94.6960639953613,89.3529491424561,-11.2469997406006,0.319197997450828,259.725006103516,265.069999694825,-3.14829540252685,0.0071156001649797,4.92797899246216,1.12659502029419,-0.0235303994268179,0.961811676621437,0.354428507387638,0.745027348399163,0.451939798891544,4.1814900636673,1.00796100497246
1,3.25,1984.45495605469,490.134002685547,0.726002499461174,3.16403508186341,2.73322504758835,0.490482501685619,0.357281491160393,6.53241014480591,2.10372996330261,0.945062488317491,0.315541997551918,94.7471008300782,89.2976722717286,-11.4008312225342,0.326664261519909,259.227493286133,265.246505737304,-4.50122213363647,0.00687913747970015,4.78981077671052,1.23833000659943,-0.00875075999647379,1.00699055194855,0.392857998609543,0.734211802482605,0.459832578897476,4.03397494554519,0.891173675656318
1,3.75,1984.98999023438,482.934745788574,0.399276755750179,2.87769496440887,2.74152004718781,0.426870740950108,0.296692490577698,3.57042241096496,1.19925251603127,0.631229996681213,0.263864744454622,94.750846862793,89.2073669433593,-11.5744194984436,0.319132015109063,259.471496582031,265.467002868652,-5.09171640872955,0.00800451496616006,4.86967015266418,1.29396578669548,-0.0224749254994094,0.950065016746521,0.376118510961532,0.719720482826233,0.451702013611794,3.60487502813339,0.754343032836914
1,4.25,1989.26000976563,497.009002685547,0.474021010100842,2.65774011611938,2.68914997577667,0.355994999408722,0.234816242009402,3.13827741146088,1.49733251333237,0.483651503920555,0.186044000089168,94.7533226013184,89.0598239898682,-11.3476703166962,0.322029508650303,261.240005493165,266.198989868164,-4.65510034561157,0.0070859850384295,4.88681983947754,0.856361985206604,-0.0291786007583141,0.973055422306062,0.338593490421772,0.67382824420929,0.401338510215282,3.64247995615005,0.678632542490959
1,4.75,1985.16003417969,498.585998535156,0.389076247811317,2.04134500026703,2.71323502063751,0.305079504847527,0.235057253390551,2.88521242141723,0.78744101524353,0.990866005420685,0.16329799592495,94.7334976196289,88.7437744140625,-11.6382312774658,0.314619988203049,262.131500244141,269.774002075195,-4.20657956600189,0.00707489997148514,5.00137734413147,0.563084483146667,-0.0286964997649193,1.02036839723587,0.361054003238678,0.768525958061218,0.42639671266079,3.47495502233506,0.399089932441712
1,5.25,1983.89990234375,498.309005737304,0.366959497332573,3.37124502658844,2.66440999507904,0.374121010303497,0.162101998925209,7.90314745903015,0.913155019283295,0.80348950624466,0.180636994540691,94.729721069336,89.4234352111817,-11.7593047618866,0.322023987770081,261.564010620118,269.873992919922,-3.77697968482971,0.0069885898847133,4.83487105369568,1.13137799501419,-0.0446090009063482,1.03349632024765,0.392231993377208,0.762991860508919,0.436616972088814,3.44336503744125,0.506982505321503
1,5.75,1980.31500244141,499.245498657227,0.323904000222683,5.53695988655091,2.67366003990174,0.383433014154434,0.25052398443222,9.33086037635804,1.46386250853539,1.09145504236221,0.146177999675274,94.7000980377197,89.4987773895264,-11.4674026966095,0.325675994157791,263.013504028321,268.839492797852,-3.6641948223114,0.00746674975380301,4.67368817329407,1.41879498958587,-0.0340474005788565,0.996283516287803,0.40522800385952,0.775563433766365,0.431796818971634,3.84238493442536,0.442865997552872
1,6.25,1981.0924987793,503.940994262695,0.443763993680477,2.6364951133728,2.69084501266479,0.327504009008408,0.432429999113083,3.86073499917984,1.07288201153279,1.05311504006386,0.13994549959898,94.6750507354736,89.2808647155762,-11.3299961090088,0.334072500467301,260.864501953125,268.393005371094,-2.91496229171753,0.00810984498821198,4.61539816856384,0.956911504268646,-0.034799749031663,0.977099969983101,0.40217998623848,0.761955946683884,0.462733924388885,3.70429003238678,0.466555297374725
1,6.75,1984.26000976563,505.942489624024,2.22636497020721,7.67131996154785,2.50305259227753,0.540930986404419,0.459651976823807,13.4596748352051,0.890604496002197,0.828368008136749,0.166540995240211,94.6900253295899,89.1979179382324,-11.3366730213165,0.331651255488396,264.462997436524,267.454254150391,-2.43424254655839,0.00733408005908132,5.28478693962098,0.73574198782444,-0.0465574003756047,1.00439968705177,0.433531753718853,0.742094755172729,0.45644211024046,3.97024500370025,0.949087023735046
