DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,-0.4661565,-2.11002425,-21.05970475,9.681,398.433019,1.80509,1879.851,0.065143,0.39362475,-19.728054,-22.0675,79.7175,95.268648,0.568,0,12.271,7.7415,1962.835,2003.2395,-2.30025
1,0.75,-0.42011,-2.19716475,-18.213483,7.37975,397.347295,1.727613,1898.098,0.0607775,0.3432,-20.2493845,-22.2925,79.7475,95.258278,0.5715,0,12.081,8.975,1988.256,2003.141,-2.09725
1,1.25,-0.517129,-1.815534,-19.3709525,6.0365,395.9651315,1.75148,1906.61075,0.0686965,0.36202,-20.0005095,-22.575,79.93,95.24129075,0.5695,0,12.8575,8.88025,1981.276,2004.802,-1.7845
1,1.75,-0.409089,-1.910789,-17.2506935,8.203,398.612767,1.83794425,1889.514,0.06761975,0.468676,-19.19655475,-22.535,79.6425,95.267894,0.56675,0,11.17225,9.51225,1992.369,2005.41925,-2.35975
1,2.25,-0.5105255,-2.079205,-16.71255225,7.30475,399.660218,1.854462,1887.5375,0.0682285,0.435318,-19.2546385,-22.7375,79.6925,95.261222,0.568,0,10.84,10.0935,1973.22,2002.1415,-1.89675
1,2.75,-0.463104,-1.62829475,-15.16346375,8.048,398.72278125,1.87293175,1886.813,0.0626535,0.375002,-19.061537,-22.47,79.5525,95.25493,0.5635,0,13.0925,10.4035,1984.106,2003.205,-1.435
1,3.25,-0.500045,-1.406922,-16.161443,7.728,398.448834,1.84174,1888.93025,0.066493,0.418938,-19.154695,-22.41,79.795,95.249852,0.5635,0,11.269,10.47725,1977.445,2004.575,-1.3585
1,3.75,-0.4572845,-2.01488075,-16.7134235,7.3765,396.130462,1.833008,1898.426,0.06334875,0.389325,-19.31039,-22.21,79.6,95.22216975,0.5635,0,12.018,9.36525,1967.781,2006.16625,-2.02575
1,4.25,-0.407962,-1.81944175,-15.51488425,8.46825,396.5855765,1.870129,1891.328,0.067056,0.4147875,-19.224219,-22.0925,80.1,95.199103,0.56325,0,11.0655,8.45775,1994.3965,2005.082,-1.4925
1,4.75,-0.46672975,-1.48286775,-13.8163935,7.1125,398.58939,1.909772,1882.328,0.069165,0.4186175,-18.8062955,-22.405,79.31,95.249775,0.5635,0,14.077,9.62125,1989.93425,2000.13425,-1.19025
1,5.25,-0.453392,-1.331561,-13.243057,8.205,398.823817,1.916577,1881.485,0.06298775,0.401062,-18.852799,-22.2425,79.5475,95.250492,0.56175,0,13.24,10.833,1990.21375,2001.018,-0.9935
1,5.75,-0.442486,-1.772932,-16.079571,8.402,398.56377825,1.9024255,1885.9095,0.06301425,0.3898975,-18.977595,-22.405,79.005,95.264489,0.56125,0,13.507,10.522,1983.4585,2003.442,-1.908
1,6.25,-0.410344,-1.915362,-14.250007,8.414,397.9796365,1.8588875,1893.2435,0.0645615,0.39787,-19.2450595,-22.4325,78.985,95.21060475,0.555,0,13.874,9.3415,1971.35825,2001.14175,-1.76625
