DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,VPD,RH,PA,TA,TS_1,TS_2,G_1,G_2,WS
1,0.25,0.0669,-13.5975,-0.365285,0.064925,0,0.02854,204.4225,214.2,-24.2505,0,0.150025,69.7615,98.3795,-22.285,-1.1989,-1.0775,-9.8369,-11.498,0.429875
1,0.75,0.15869525425,-42.57525,-3.64485,0.059625,0,0.0337265,205.4,213.8625,-24.928,0,0.16082,71.60475,98.3905,-22.24,-1.239475,-1.111725,-9.809675,-11.57125,0.407115
1,1.25,0.1506602885,-11.34125,-2.1783,0.069975,0,0,204.745,215.64,-24.827,0,0.16515,72.0275,98.397,-21.7285,-1.23265,-1.1052,-9.919025,-11.84475,0.4156325
1,1.75,0.245232665,-14.57825,-2.2251,0.0682,0,0.079789,203.625,216.1,-23.8565,0,0.160985,70.2215,98.396,-22.28625,-1.254725,-1.135575,-9.953075,-11.872,0.4210175
1,2.25,0.107889025,-23.521,-1.9390675,0.0654,0,0.09845475,203.065,212.5225,-21.8465,0,0.1447625,71.0805,98.393,-22.9425,-1.243875,-1.129875,-10.003075,-11.84375,0.4300075
1,2.75,0.1183725385,-22.388,-1.63615,0.058,0,0.0738725,202.4825,212.3725,-22.021,0,0.14137,71.888,98.3865,-23.39425,-1.303325,-1.193775,-10.029475,-11.87375,0.4050325
1,3.25,0.15096698175,-30.4665,-1.9284925,0.0568,0,0.093266,203.225,212.4225,-21.01575,0,0.1496275,70.70425,98.383,-23.33675,-1.26315,-1.157225,-10.06625,-11.887,0.47479
1,3.75,0.14702213975,-19.9395,-2.2989,0.0636,0,0.1275,201.9325,213.725,-20.328,0,0.16121,71.167,98.373,-23.1375,-1.2626,-1.172275,-10.11225,-11.984,0.4462175
1,4.25,0.2302912755,-19.1145,-1.604775,0.0511,0,0.0660985,202.64,215.535,-20.55725,0,0.15727,69.4,98.3685,-22.9665,-1.23735,-1.13625,-10.20425,-12.06275,0.42941
1,4.75,0.2737766105,-23.064,-1.1542,0.06435,0,0.1060425,203.54,216.3,-18.917,0,0.15149,69.89,98.33175,-22.519,-1.256975,-1.137825,-10.21625,-12.07425,0.3979775
1,5.25,0.253453908,-29.388,-1.141465,0.061025,0,0.1584125,203.2425,216.9275,-19.8845,0,0.15747,69.264,98.34125,-22.0155,-1.24155,-1.114175,-10.2115,-12.05775,0.4899325
1,5.75,0.216409751,-32.809,-0.03937,0.0625,0,0.0643905,203.53,216.3925,-21.706,0,0.160355,72.28925,98.36525,-22.03925,-1.248175,-1.12315,-10.24475,-11.98775,0.4169725
1,6.25,0.10637313,-16.569,-0.6918025,0.060475,0,0.1029975,202.16,221.5775,-22.046,0,0.161425,70.2325,98.39,-21.5045,-1.24865,-1.122375,-10.304,-11.97125,0.43899
1,6.75,0.1768679765,-24.64,-1.5909,0.06735,0,0.05541825,203.79,219.315,-23.251,0,0.15879,71.249,98.41575,-21.8295,-1.260675,-1.135625,-10.35475,-11.954,0.4563575
1,7.25,0.21224877475,-29.2095,-2.40615,0.07155,0,0.0231935,204.6175,218.775,-22.396,0,0.16083,71.113,98.4305,-22.07025,-1.24875,-1.120975,-10.421,-11.94725,0.4266375
1,7.75,0.172080182,-23.262,-3.0309,0.0585,0,0.0061068,203.1225,218.34,-24.417,0,0.1283025,72.8075,98.4385,-21.8905,-1.2633,-1.133,-10.4805,-11.971,0.4498325
1,8.25,0.18848939575,-14.9265,-1.86175,0.05175,0,0.09439925,204.085,216.6575,-25.468,0,0.15409,71.864,98.432,-20.9155,-1.25995,-1.1307,-10.517,-12.00575,0.44291
1,8.75,0.130652765,-29.558,-2.0308,0.0644,0,0.0853055,202.0825,216.7275,-24.409,0,0.15049,72.23475,98.42175,-21.3825,-1.270625,-1.13335,-10.51025,-12.02075,0.4597125
