DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A
1,0.25,-87.26159976,-36.1249036,0.32964108965,-7.782842801,-0.0002946062244,0.1532582,397.4638531,5.36813838,7.5692825,85.03448,5.967,40.2883,2.46,7.3675,36.417139525,2.7990968675,0,0.98932544615,247.6,329.7,2.72075,0,-0.0081500000055,6.2997607655,8.49984051,9.4,6.572125,7.6029166665,9.0133333335,9.8529166665,11.45958333,13.06625
1,0.75,-87.4,-35.92085773,0.34356095545,-8.501052439,-0.008551978026,0.1474557,397.4760533,5.363296711,7.4426965,85.02632,5.9465,40.52856938,2.507,7.118,36.69388892,2.735817647,0,0.9286094,247.3,328.6,2.515,0,-0.0057,6.089418501,8.40015949,9.4,6.3720416665,7.4279404765,9.0175,9.856904762,11.44875,13.054583335
1,1.25,-87.05107636,-34.3161365,0.3087534584,-8.311492521,-0.004877608464,0.1508884,397.51272755,5.343639039,7.553817,85.022385,5.825,40.86940653,2.47,7.1645,37.33461088,2.842695813,0,0.87205521395,246.9,328.3,2.2475,0,-0.0114,5.885,8.28,9.4,6.211880952,7.239125,9.02,9.8854166665,11.44708333,13.06083333
1,1.75,-86.5,-34.18068483,0.2191463168,-7.692069895,-0.0066503685415,0.14330325,397.3706094,5.37434495,7.4179625,85.0291,5.765,40.91104662,2.429,6.9535,37.90889572,2.678555366,0,0.8865,246.3,327.1,2.185,0,-0.01105,5.68,8.1064519935,9.399920255,6.0172916665,7.0721904765,9.0183333335,9.8945833335,11.44916667,13.04958333
1,2.25,-86,-34.65814898,0.3254482367,-8.1311443985,-0.01112015517,0.1422846,397.7403817,5.366888392,7.219079,85.02505,5.678,41.8983504,2.413,6.8425,38.42577625,2.649753344,0,0.996,245,327.2,2.065,0,-0.007750000015,5.49,8.00015949,9.395,5.869875,6.9534583335,9.021130952,9.9004166665,11.44833333,13.050833335
1,2.75,-85.1,-33.11162995,0.3210653822,-7.49527075,-0.010583193705,0.14132235,397.6756547,5.378392785,7.1254335,85.026225,5.501,41.63887081,2.42,6.7945,39.08887357,2.6344560885,0,0.989,244,326.2008448,1.934,0,-0.0114,5.3,7.84,9.36,5.7345,6.8330714285,9.027083333,9.9166666665,11.44875,13.048333335
1,3.25,-85,-32.51559451,0.2053600783,-7.726809349,-0.01208428035,0.14816105,397.7892516,5.403175256,7.017468,85.021904,5.41,42.3277206,2.375,6.707,39.322219715,2.661987331,0,1.0458074545,244,325.5896224,1.733,0,-0.01104999999,5.2,7.699681021,9.3,5.6300416665,6.71425,9.01625,9.9191666665,11.449166665,13.04458333
1,3.75,-84.8,-32.751468,0.2357637192,-7.054183542,-0.01532250865,0.1482557,397.8727397,5.357966148,6.82775305,85.00909,5.14,42.2892,2.442,6.513,39.328784055,2.736856964,0,0.929,243.6,325.2,1.487,0,-0.010999999985,5.023545375,7.522026954,9.3,5.451166667,6.575892857,9.019583333,9.9283333335,11.44625,13.0425
1,4.25,-84.2,-31.86603355,0.24329928285,-8.1164443885,-0.01398587444,0.14431405,397.58135275,5.3272672145,6.747077,84.99979,4.99,43.26292584,2.3475,6.327,39.858504485,2.644591588,0,0.812,243.3,323.5,1.327,0,-0.0057,4.9,7.4,9.3,5.30025,6.442583333,9.01375,9.92875,11.447916665,13.040833335
1,4.75,-84.1,-31.29457903,0.2148025787,-7.377234637,-0.01152390421,0.1450844,397.44764925,5.368754269,6.519546,84.99962,4.881,41.89004289,2.344,6.281,38.972881485,2.604901921,0,0.99678055,243,322.6,1.171,0,-0.011399999995,4.799601276,7.25,9.28,5.1615416665,6.342595238,8.999583333,9.929583333,11.449583335,13.032916665
1,5.25,-83.2,-30.61232753,0.2291039813,-6.674508887,-0.01079362212,0.138389,397.536869,5.356832753,6.3744785,85.00743,4.743,43.018,2.346,6.025,40.02712422,2.5496694275,0,0.858,242.6,321.2329988,1.045,0,-0.010800499995,4.60015949,7.12,9.20015949,5.017375,6.234125,8.98625,9.9370833335,11.444583335,13.03
1,5.75,-83.5,-30.20370438,0.26116054515,-6.7210028875,-0.0115080834,0.14122215,397.5142431,5.279846288,6.298641,85.02377,4.615,43.24040448,2.322,5.99994385,40.44562642,2.4820477085,0,0.942,243.1,321.6,0.906,0,-0.0057,4.4,7,9.2,4.871827381,6.117875,8.98,9.9254166665,11.45125,13.0275
1,6.25,-83.6,-30.27139011,0.1868646703,-6.674165486,-0.0075754095855,0.1415315,397.4708788,5.285056067,6.3990507,85.03523,4.722,43.70727006,2.365,6.0035,39.72613298,2.547097209,0,0.93341926465,242.2,321.4,0.839,0,-0.014249999965,4.2997607655,6.9,9.12492823,4.7407916665,5.9854583335,8.9579166665,9.9358333335,11.454166665,13.020833335
1,6.75,-83.2,-30.0147426,0.2278389367,-6.948308289,-0.01299161464,0.1426382,397.6984154,5.252442794,6.262704,85.0471,4.629,43.3575,2.445,5.89950315,40.248763625,2.611973215,0,0.9728089013,242.2,320.9,0.695,0,-0.0056999999945,4.125,6.80015949,9.1,4.626416667,5.863,8.9325,9.9225,11.43833333,13.02166667
1,7.25,-79.51951376,-29.8194,0.2461427195,-7.663414704,-0.01147334647,0.1471307,397.5451769,5.288602603,6.257991,85.05927,4.6125,43.44032806,2.39,5.999,41.017946045,2.61777766,1.014,1.7805,241.3,321,0.677,1.535865,8.5568,4,6.7,9.1,4.496,5.73575,8.918333333,9.910714286,11.45166667,13.02333333
1,7.75,-48.99,-27.33887869,0.8231286709,-6.682894158,-0.006396289152,0.1597602,398.50291215,5.329490129,6.3618745,85.067445,5.284,42.0403567,2.278,6.29334005,38.44637951,2.5746507725,52.30613939,20.185,245.4,327.3,1.665,17.25985,96.16,3.9002392345,6.6,9,4.415666667,5.623416667,8.8925,9.92,11.4525,13.01583333
1,8.25,5.28,-18.63990724,4.813212076,-0.5705927115,0.01647492133,0.16819005,398.5467145,5.4108012355,6.7583564,85.0713,6.503499997,39.68703218,1.939,7.0895,37.1778918,2.320767265,139.2,38.105,248.9026606,337.5,3.564,46.65389997,286.2983,3.925079745,6.52,9,4.4055,5.5160833335,8.8725,9.93,11.44791667,13.00625
1,8.75,72.43,-6.622549956,11.167509185,21.49026416,0.029435498735,0.1965102,399.3704638,5.534409961,7.525604,85.07802,7.604,35.49887524,2.233,8.05,35.354559285,2.495416835,239.3,53.12,251,349.0913777,5.883,74.7207,482.847165,4,6.42,8.9,4.4077083335,5.416333333,8.851666667,9.932380952,11.457083335,12.99791667
1,9.25,148.1,8.927389782,14.91858171,51.29177592,0.034012169575,0.22907735,399.2675881,5.498870826,8.4586195,85.09254,8.63,32.89158479,2.884,8.9,32.43202992,3.0869855475,337.7371856,66.545,255.1,359.0943557,8.39,98.871,678.9832,4.3,6.4,8.89984051,4.537916667,5.3804166665,8.8183333335,9.934166667,11.450833335,12.995
1,9.75,216,31.38481476,17.93633539,79.49353517,0.08981303798,0.2657091,399.1088481,5.4106,9.1868525,85.10185,9.48,30.43689413,3.507,9.44,30.64654592,3.710865124,427.95,79.41,256.85,369.6,10.62999999,118.9965,855.2,4.7,6.4,8.810079745,4.745916667,5.4097083335,8.77875,9.924583333,11.45125,12.995416665
1,10.25,274.75,55.374454935,19.52567249,107.5486743,0.1065572515,0.2950847,399.02845255,5.308942265,9.7460665,85.109005,10.21,29.1410411,3.807,10.125,29.44131469,4.0744503305,507.8,91.3,256.4,379.3,12.865,136.75,1011.408,5.2575,6.4,8.78,5.179666667,5.51875,8.7458333335,9.9158333335,11.452916665,12.99375
1,10.75,323.4190909,76.25411888,21.49274982,133.44333715,0.1310394023,0.30345,398.8094507,5.248630116,10.312705,85.094695,10.8,27.95102554,3.992,10.74,28.65512969,4.1934116185,572.2,100.2,258.7,388,14.91,149.992,1138.38,5.910956938,6.5,8.7,5.686625,5.7124583335,8.6970833335,9.905,11.45625,12.995416665
1,11.25,358.5,93.68251317,21.69911258,152.0774227,0.17734476415,0.3122596,398.8601224,5.221612481,10.6084,85.071165,11.2375,26.458616215,4.143,11.04,27.27532659,4.408179036,621.2892157,109.8,260.7,397.8,16.655,160.589,1236.632,6.71,6.6,8.670111643,6.3114583335,6.00975,8.656666667,9.906666667,11.454166665,12.989583335
1,11.75,380.4,108.7987278,22.547578715,165.02749385,0.2091508189,0.3188985,398.8714841,5.132936303,11.138685,85.034965,11.865,25.661237365,4.145,11.53,26.16390196,4.2680741465,654.2,112.69127045,262.5,404.9,18.51,166.879,1292.88,7.6,6.8,8.6,6.8964583335,6.3387083335,8.6170833335,9.89375,11.457916665,12.977083335
1,12.25,388.2,116.95231525,22.74700312,171.7054257,0.2115430947,0.32217265,398.6556661,5.0872558745,11.57385,84.98362,12.35,24.42022848,4.156,12.03,24.73844144,4.297777927,669.5,115,264.2731078,410.2,19.885,169.495,1320.19,8.4023923445,7.09,8.59984051,7.440291667,6.741005952,8.5945833335,9.88875,11.44583333,12.98625
