DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,TS_1,TS_2,TS_3,G_1,G_2,WS
1,0.25,0.186948502,-18.178,-2.39225,0.055825,0,0.27925,-33.11,0,0,0.17229,68.98925,98.1,-23.4905,-1.0425,-4.69175,-5.02875,-9.144,-5.735125,0.340675
1,0.75,0.1316674975,-23.371,-1.786125,0.046075,0,0.299,-28.705,0,0,0.1747125,70.115,98.125,-24.16275,-1.02875,-4.6585,-4.98675,-9.173625,-5.718125,0.338185
1,1.25,0.212127788,-23.27775,-1.1966,0.061675,0,0.30125,-27.275,0,0,0.165695,70.49375,98.125,-24.2705,-1.0285,-4.65475,-4.9585,-9.165375,-5.73775,0.3596075
1,1.75,0.279144496,-25.163,-1.1869,0.047,0,0.25125,-26.4625,0,0,0.1711675,72.34,98.125,-24.4595,-1.04,-4.69025,-4.9275,-9.226125,-5.732375,0.33819
1,2.25,0.295641775,-21.772,-1.8855,0.041425,0,0.24775,-27.0775,0,0,0.1684,70.48225,98.125,-24.80875,-1.052,-4.702,-4.8995,-9.306625,-5.748125,0.3683225
1,2.75,0.191078973,-20.082,-1.4109,0.044375,0,0.22075,-25.83,0,0,0.1620075,71.03825,98.125,-24.88725,-1.06475,-4.6985,-4.86575,-9.39125,-5.746875,0.35415
1,3.25,0.27514582475,-23.685,-0.4464225,0.047675,0,0.2175,-26.22,0,0,0.165005,71.0355,98.125,-24.645,-1.061,-4.7175,-4.84075,-9.492375,-5.738625,0.31739
1,3.75,0.1607660655,-18.04075,-0.40561,0.0437,0,0.2315,-25.96,0,0,0.1689725,70.9015,98.125,-24.51325,-1.05,-4.726,-4.8145,-9.59975,-5.722375,0.340555
1,4.25,0.236802378,-22.32675,-0.0246275,0.0502,0,0.28,-24.64,0,0,0.1665325,70.21825,98.125,-25.11,-1.0555,-4.71675,-4.78225,-9.70325,-5.699375,0.340805
1,4.75,0.1775067435,-19.293,-0.57638,0.03765,0,0.18775,-23.54,0,0,0.1665075,71.40975,98.1,-24.545,-1.0525,-4.74125,-4.7645,-9.735,-5.67525,0.294045
1,5.25,0.119505038,-27.543,0.0384275,0.04195,0,0.25275,-23.12,0,0,0.1797025,71.6305,98.1,-24.63775,-1.075,-4.76125,-4.75625,-9.659125,-5.651375,0.324625
1,5.75,0.1666929925,-21.975,-0.2283425,0.042075,0,0.2335,-24.99,0,0,0.16784,71.1305,98.1,-24.77825,-1.04725,-4.7265,-4.74975,-9.600625,-5.638375,0.31957
1,6.25,0.11265774675,-18.743,-0.82718,0.0515,0,0.122,-27.36,0,0,0.1770325,70.55875,98.025,-23.81125,-1.03875,-4.7145,-4.7535,-9.58175,-5.626625,0.33477
1,6.75,0.124218929,-13.67975,-0.332205,0.0351,0,0.10275,-26.555,0,0,0.1811275,70.48,98.1,-23.1115,-1.049,-4.71825,-4.7665,-9.547125,-5.624875,0.325445
1,7.25,0.21050138875,-15.547,-0.34284,0.04565,0,0.398,-27,0,0,0.1724125,70.6015,98.1,-23.24075,-1.06125,-4.715,-4.7645,-9.506125,-5.60425,0.326065
1,7.75,0.2014983515,-14.428,-0.8861825,0.04625,0,0.19,-26.19,0,0,0.1824325,71.2625,98.1,-23.35075,-1.0535,-4.71075,-4.76375,-9.482,-5.58075,0.304285
1,8.25,0.3767684055,-27.807,-1.3998925,0.05245,0,0.14325,-25.54,0,0,0.1796875,70.4075,98.025,-22.9685,-1.037,-4.7155,-4.76625,-9.491625,-5.5765,0.31692
1,8.75,0.2089154605,-21.611,-0.592725,0.049275,0,0.22025,-24.97,0,0,0.17242,70.1935,98.05,-23.088,-1.03925,-4.73475,-4.771,-9.518875,-5.586375,0.34539
1,9.25,0.278029679,-21.172,-0.63709,0.0438,0,0.2185,-25.03,0.0019187,0,0.1592125,70.11925,98.05,-23.16775,-1.05975,-4.761,-4.78075,-9.57425,-5.60225,0.322175
1,9.75,0.27905551175,-22.1475,-0.7988075,0.0503,0,0.4725,-25.225,0.334855,0.0908585,0.17324,69.7145,98.05,-23.026,-1.08,-4.803,-4.80275,-9.63525,-5.62025,0.323715
1,10.25,0.249655287,-27.932,-0.14122,0.03885,0.958905,1.0505,-23.4075,2.610525,1.409975,0.1748225,68.855,98.05,-23.00025,-1.063,-4.81375,-4.81125,-9.712,-5.629625,0.34094
1,10.75,0.199120384,-9.46955,-0.08193,0.05095,3.4399,2.12575,-21.3725,8.00305,4.64335,0.189195,69.7455,98.05,-21.96875,-1.08675,-4.84775,-4.82525,-9.7975,-5.632625,0.305665
1,11.25,0.1907879345,-9.301875,0.751965,0.04195,8.025725,4.575,-22.655,17.1765,9.868425,0.20028,68.322,98.025,-22.07125,-1.0675,-4.85775,-4.836,-9.881375,-5.637875,0.3474425
1,11.75,0.139357541,-9.8884,0.97883,0.05325,14.88,7.9895,-20.3225,29.19575,17.42525,0.200055,68.195,98.025,-21.939,-1.05525,-4.85975,-4.85625,-9.9475,-5.645375,0.4035475
1,12.25,0.126455345,-16.028,1.1107,0.06375,21.91,9.8225,-17.57,34.3355,21.25975,0.2201575,67.84975,98.025,-20,-1.03925,-4.8695,-4.8755,-9.981125,-5.64925,0.389885
1,12.75,0.063125,-8.37155,1.159975,0.0507,25.63225,11.3325,-17.0275,43.22925,23.69725,0.2371575,67.03375,98.025,-18.19,-1.0445,-4.88575,-4.89725,-9.85725,-5.656125,0.360085
1,13.25,0.0838788425,-7.464,0.7168675,0.0617,25.09475,12.1225,-17.9575,47.39175,23.269,0.2375875,66.48225,98.025,-16.97675,-1.0305,-4.89625,-4.908,-9.744,-5.667125,0.4466775
1,13.75,0.0976,-6.6399,0.273295,0.0457,22.78325,11.8725,-18.455,39.557,21.3605,0.232965,65.71025,98.025,-17.11925,-1.01975,-4.893,-4.918,-9.63275,-5.677875,0.401525
1,14.25,0.218456642,-14.841,0.048525,0.0558,16.27,7.80625,-19.6525,30.31375,16.14725,0.23117,66.32275,98,-17.206,-1.00875,-4.87775,-4.9345,-9.5275,-5.68875,0.4268725
1,14.75,0.0958,-18.984,-0.3367275,0.0452,8.4495,4.737,-23.715,20.477,10.29125,0.225815,66.10925,98,-17.4325,-0.9975,-4.85175,-4.96125,-9.425375,-5.698125,0.4071
1,15.25,0.14078315725,-19.36825,-0.4495525,0.0428,3.65425,2.445,-24.7425,9.7361,4.796,0.2257225,66.1715,98,-18.05775,-1.00325,-4.825,-4.99325,-9.328,-5.707875,0.35706
1,15.75,0.10871277425,-18.5495,-0.757815,0.058775,0.861125,1.1485,-26.5125,2.77635,1.3752,0.2098575,68.83675,98.025,-19.2865,-1.01025,-4.8095,-5.0165,-9.2615,-5.71375,0.330075
1,16.25,0.110414819,-16.199,-1.01235,0.052575,0,0.82475,-27.365,0.43236,0.016337,0.2060175,68.76875,98.025,-20.24375,-1.01025,-4.8295,-5.038,-9.234,-5.72625,0.308245
1,16.75,0.116738269,-22.05975,-0.30324,0.051925,0,0.3085,-27.24,0.014639,0,0.2032325,69.38725,98.025,-21.26,-1.01,-4.82075,-5.0615,-9.195875,-5.732875,0.3293
1,17.25,0.23341062,-19.561,-1.6393,0.051,0,0.20275,-27.585,0,0,0.1982175,68.99625,98.025,-22.015,-1.007,-4.82,-5.085,-9.1445,-5.741875,0.3436425
1,17.75,0.173500984,-22.8235,-0.9938075,0.0522,0,0.248,-25.715,0,0,0.1979425,69.9905,98.025,-22.235,-1.01425,-4.8325,-5.10675,-9.077875,-5.74975,0.29218
1,18.25,0.0775,-26.351,-0.28683,0.03965,0,0.27425,-25.495,0,0,0.1882,68.575,98.025,-21.822,-1.02525,-4.84425,-5.125,-8.993375,-5.754,0.350745
1,18.75,0.369928037,-25.21,-0.63062,0.041175,0,0.19575,-26.455,0,0,0.1922225,67.34275,98.1,-22.2925,-1.044,-4.8555,-5.141,-8.913625,-5.760875,0.3468475
1,19.25,0.314595616,-24.4675,-2.073,0.053375,0,0.2665,-26.5675,0,0,0.19086,67.6875,98.1,-22.6175,-1.05925,-4.83325,-5.15575,-8.968375,-5.7695,0.331405
1,19.75,0.16115319525,-16.5255,-0.6462,0.04055,0,0.2535,-25.3375,0,0,0.189305,67.3885,98.025,-22.244,-1.07125,-4.83225,-5.1685,-9.0165,-5.775,0.2735225
1,20.25,0.187221572,-19.281,-1.3354725,0.05695,0,0.329,-24.895,0,0,0.1882725,68.822,98.025,-22.6935,-1.0815,-4.83275,-5.18325,-9.0125,-5.783125,0.32796
1,20.75,0.152431571,-24.873,-1.21065,0.056225,0,0.2715,-24.925,0,0,0.18531,68.582,98.025,-22.84425,-1.05675,-4.8055,-5.1775,-8.97825,-5.787875,0.340345
1,21.25,0.156070145,-30.0165,-1.95805,0.052925,0,0.2165,-24.44,0,0,0.183115,69.17475,98.1,-23.1675,-1.044,-4.774,-5.16775,-8.940625,-5.793875,0.3248025
1,21.75,0.190476245,-22.552,-0.8230225,0.05055,0,0.2425,-24.39,0,0,0.1834225,69.39375,98.1,-23.405,-1.036,-4.74275,-5.1665,-8.9915,-5.795875,0.3305775
1,22.25,0.212327735,-19.4155,-1.6684,0.0571,0,0.208,-24.5325,0,0,0.1792975,68.8875,98.1,-23.2725,-1.0215,-4.71425,-5.144,-9.034875,-5.803625,0.33121
1,22.75,0.177199385,-33.102,-1.0864,0.052475,0,0.302,-27.56,0,0,0.1820775,68.927,98.1,-23.64075,-1.03325,-4.70475,-5.11375,-9.010625,-5.808375,0.313465
1,23.25,0.221276188,-29.1615,-0.45393,0.0483,0,0.2465,-32.795,0,0,0.175445,68.49825,98.1,-24.0425,-1.0345,-4.70275,-5.08125,-9.013,-5.816125,0.31287
1,23.75,0.208578209,-18.75825,-0.8148225,0.049,0,0.37225,-31.2775,0,0,0.1780125,68.20925,98.1,-24.05625,-1.03625,-4.71125,-5.0465,-9.039625,-5.812625,0.302245
2,0.25,0.302841423,-28.8355,-1.440925,0.0366,0,0.2825,-27.51,0,0,0.185275,70.476,98.5,-22.75,-4.842,-6.6175,-6.74225,-9.97875,-5.502625,0.3193425
2,0.75,0.377129178,-24.67825,-0.5743675,0.035375,0,0.31925,-27.2025,0,0,0.17239,70.494,98.425,-22.6175,-4.84325,-6.57525,-6.709,-10.016125,-5.536,0.3164775
2,1.25,0.12743309875,-18.97425,-0.801155,0.0368,0,0.27275,-28.1325,0,0,0.182055,69.8535,98.425,-23.0275,-4.85075,-6.559,-6.683,-10.06375,-5.611,0.3083375
2,1.75,0.22661750775,-20.71,-0.353875,0.03465,0,0.35475,-28.1325,0,0,0.186965,69.913,98.4,-22.725,-4.86025,-6.58125,-6.6595,-10.119,-5.677625,0.3261475
2,2.25,0.26353678975,-24.3175,-1.1398,0.03405,0,0.3905,-28.395,0,0,0.18058,70.1175,98.4,-23.4525,-4.869,-6.56625,-6.6325,-10.1135,-5.725625,0.3255675
2,2.75,0.14087325575,-29.5025,-1.2482,0.0365,0,0.31975,-29.0075,0,0,0.170295,70.58125,98.425,-22.6925,-4.88775,-6.5565,-6.6195,-10.182,-5.770375,0.297275
2,3.25,0.173469226,-19.09125,-2.0064,0.0489,0,0.38475,-27.77,0,0,0.17404,69.55475,98.5,-23.0875,-4.8875,-6.58075,-6.612,-10.31325,-5.7965,0.299875
2,3.75,0.217092741,-33.995,-1.02395,0.0339,0,0.27425,-26.9,0,0,0.1662175,69.993,98.5,-21.5,-4.876,-6.62,-6.60625,-10.4565,-5.79075,0.3027925
2,4.25,0.219633371,-24.467,-0.33662,0.04175,0,0.17025,-25.955,0,0,0.1648175,69.7575,98.5,-21.4725,-4.86825,-6.63775,-6.62475,-10.5995,-5.805875,0.2956625
2,4.75,0.109467991,-19.918,-0.690305,0.039275,0,0.1765,-26.08,0,0,0.1618675,69.6685,98.525,-22.295,-4.86875,-6.637,-6.64425,-10.729,-5.7875,0.3290975
2,5.25,0.35429537875,-25.51325,-0.683905,0.045375,0,0.13925,-26.4,0,0,0.1654575,69.5625,98.525,-23.71,-4.8665,-6.6275,-6.66325,-10.8535,-5.818,0.30686
2,5.75,0.158888628,-13.7815,-1.188875,0.04255,0,0.209,-27.2675,0,0,0.1642775,69.243,98.45,-23.12,-4.87075,-6.62,-6.68375,-10.921,-5.8695,0.31101
