DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_2_1_1,NETRAD
1,5.25,0.156044561783968,-0.0392208534518151,3.44222713893675,-0.244589128694733,0.110920208664094,-4.74581212563386,-0.340463604949568,0.496036859368328,416.578496433922,4.43704940288528,404.983746796773,3.87534253816714,416.397802069307,405.263974262668,3.78960034526261,416.476261486755,407.654640395326,3.67738231856224,416.843234492757,408.489698554299,3.62812556341482,417.843467732026,1.3176230924021,-4.38780457511223,0.388348014820283,1.51,1.34,0.65,-4.3071,-4.841,-4.6482,-5.4583,-6.3102,82.16283,81.38,0.9177,-6.025,-4.06,-4.48,0.45,-2.91,1.3,0.43,224.1,288.15,228.55,286.85,-0.025,0.005,0.07,0.085,0.12,0.04,-0.075,-0.195,-1.371,-0.412,0.5295,1.074,1.9415,4.113,5.4575,8.677,9.9355,-1.5225,-0.529,0.424,1.8225,2.674,3.6705,5.4155,8.651,9.5475,-2.0685,-0.8105,0.0545,0.9135,1.5815,3.233,4.197,7.964,8.8135,-1.819,-0.831,0.166,0.7805,1.4605,2.807,4.7165,8.06,9.543,-1.8685,-1.5255,-0.326,0.5205,0.984,3.098,4.9595,10.1295,-12.9855,-18.907,-53.42
1,5.75,0.15109789712776,-0.00786850696487161,2.58304286245922,-0.255592451257515,0.113435914708527,-12.1201546531079,0.010763020700633,0.500809045151972,416.058860009758,4.47276801326556,407.945223454534,3.69990686533835,416.460664078368,408.161344433777,3.58678068250493,416.377675816647,408.350302798767,3.4287198059349,416.555464237179,409.274568099539,3.62115546214697,417.689246707447,1.5994264714431,-4.43503738134888,0.423943673845068,1.44,1.315,0.68,-4.2206,-4.735,-4.65225,-4.9473,-6.40185,82.185565,80.64,0.8671,-6.175,-4.145,-4.54,0.4,-2.605,1.25,0.445,223.4,287,229.35,285.4,-0.035,0.005,0.065,0.16,0.13,0.04,-0.08,-0.19,-1.4625,-0.426,0.5055,1.066,1.9365,4.1115,5.461,8.749,9.933,-1.563,-0.579,0.4175,1.805,2.667,3.671,5.413,8.65,9.546,-2.1235,-0.8395,0.0515,0.9105,1.5715,3.233,4.197,7.9625,8.8125,-1.876,-0.892,0.159,0.7765,1.4595,2.808,4.7155,8.059,9.5425,-1.9925,-1.6035,-0.369,0.5175,0.986,3.098,4.957,10.1285,-13.947,-20.657,-50.87
1,6.25,0.160154723667826,0.0582285134235512,1.71347278549895,-0.233253588052514,0.113688985438075,-5.25290726198867,-0.311528051379018,0.487544277756919,415.624735584409,4.40365369314361,408.003037530273,3.57859499485859,416.924704373626,409.091378379221,3.35991149089597,416.57227710828,408.326888724064,3.66771183195742,416.936029035032,409.766008380545,3.55496537138433,418.118055942857,1.93629744952537,-4.11768985679151,0.2956995233945,1.5,1.38,0.68,-4.35375,-5.0655,-4.4556,-4.9478,-6.84135,82.206775,80.72,0.9917,-6.51,-4.195,-4.77,0.4,-2.62,1.2,0.475,223,286.05,230.35,285.1,-0.02,0.01,0.065,0.12,0.12,0.035,-0.08,-0.19,-1.603,-0.4445,0.498,1.0545,1.932,4.11,5.463,8.674,9.9855,-1.6185,-0.6325,0.3965,1.7855,2.6595,3.67,5.4115,8.6495,9.545,-2.1585,-0.8625,0.043,0.907,1.5695,3.238,4.199,7.961,8.811,-1.9525,-0.9475,0.159,0.7765,1.458,2.8095,4.715,8.057,9.5415,-2.016,-1.698,-0.4085,0.501,0.985,3.1015,4.955,10.128,-13.013,-19.7835,-50.05
1,6.75,0.157905401591434,0.0107206537342095,3.77698669484406,-0.156673477493982,0.120715316569517,-5.27578183141613,0.337143731474585,0.479793133863513,415.639300550243,4.29433681319472,407.821869210368,3.36549055483379,417.224032812749,409.120950042139,3.36308793571143,416.621584863375,408.101838239814,3.50498667818245,416.633062397554,410.777449518905,3.65054319887819,418.207396756939,1.51464660688566,-4.15092889849069,0.332816998354561,1.455,1.365,0.69,-4.38035,-5.194,-4.67935,-5.1536,-6.8257,82.21801,82.35,0.93185,-6.49,-4.155,-4.76,0.4,-2.73,1.3,0.48,222.25,285.2,231.05,284.6,-0.015,0.025,0.075,0.085,0.125,0.05,-0.07,-0.19,-1.596,-0.475,0.491,1.043,1.928,4.1085,5.4615,8.69,9.9295,-1.751,-0.6805,0.3755,1.769,2.652,3.6685,5.4105,8.648,9.543,-2.345,-0.9035,0.0215,0.9035,1.5675,3.237,4.2,7.959,8.8095,-2.0665,-0.9815,0.1525,0.766,1.456,2.81,4.7145,8.056,9.54,-2.1315,-1.8715,-0.416,0.502,0.984,3.1015,4.9525,10.1275,-13.902,-20.236,-53.25
1,7.25,0.18202667718427,0.0135847240077965,8.28732817066663,-0.117315245060421,0.121321197739993,-10.0041169058507,-0.343450769113771,0.514925733511602,415.086552592383,4.33137120573167,407.908552457994,3.48111540283463,416.876531818471,409.543422035427,3.47012519654285,416.99463567029,408.455563431763,3.37515147977361,416.905372764151,409.488502221287,3.58128045612821,418.608528800248,1.35918999385222,-4.22046783645632,0.362344089752832,1.365,1.25,0.63,-4.4117,-5.0075,-4.58395,-5.0131,-6.5502,82.23963,80.1,0.89005,-6.43,-4.305,-4.955,1.2,-1.57,2.1,0.9,231.7,286.2,235.7,284.4,1.78,1.73,1.75,1.735,0.82,1.365,1.55,1.42,-1.724,-0.5285,0.4595,1.035,1.9245,4.108,5.437,8.688,9.908,-1.93,-0.7495,0.358,1.756,2.6435,3.6695,5.409,8.648,9.5425,-2.311,-0.9165,-0.0025,0.9015,1.5655,3.2395,4.2005,7.9575,8.808,-2.1255,-1.0245,0.1305,0.765,1.454,2.811,4.7145,8.0545,9.5395,-2.144,-2.0005,-0.416,0.5015,0.983,3.104,4.9505,10.127,-13.5905,-19.368,-52.6
1,7.75,0.103336963372782,0.0321667967899706,12.7976696464892,0.0230829232730861,0.101849251452798,-6.82916907253538,0.623152585123885,0.501641206463999,415.679755698927,4.31368371589486,409.443040164227,3.46445563524661,417.094200175,409.095586113488,3.51417483076521,417.238405169187,411.659876050468,3.42597017650243,417.257182592949,411.270876654347,3.52681522349117,418.207933480892,1.3717122201706,-4.94164147744087,0.397033142452486,1.41,1.28,0.625,-4.5639,-5.186,-5.1583,-5.6743,-6.678,82.24568,79.81,0.86275,-6.04,-3.69,-4.62,11.55,14.675,14.6,6.79,233.1,287.5,234.9,285.3,33.505,32.475,32.765,31.3,11.52,26.535,29.045,28.345,-1.7875,-0.531,0.4305,1.027,1.921,4.1065,5.458,8.693,9.943,-1.9545,-0.7805,0.341,1.7415,2.637,3.6695,5.407,8.6475,9.541,-2.2645,-0.9275,-0.008,0.8985,1.564,3.242,4.2015,7.9555,8.807,-2.188,-1.054,0.1305,0.7645,1.442,2.8115,4.715,8.053,9.5375,-2.249,-2.0495,-0.42,0.499,0.9825,3.104,4.948,10.126,-14.5905,-20.795,-40.95
1,8.25,0.28830128511512,-0.0113746890331763,5.051058401209,1.24422202398889,0.108935541923845,-3.42848264949484,2.39891306251406,0.500179460782992,415.259154277178,4.40449482024876,409.110924185263,3.48885001534557,417.262920616613,410.199161846166,3.55253422986497,417.204861433915,410.036254572446,3.53597866488772,417.386008030332,411.749350018178,3.65745458111974,418.17509930363,1.44059334098343,-5.19636721192381,0.371048982188723,1.46,1.22,0.61,-4.80795,-5.1245,-5.2439,-5.5897,-5.65055,82.264545,77.15,0.9163,-4.97,-2.745,-3.69,34.8,75.6,63.7,23.88,232.55,292.65,242.9,291.25,130.335,129.68,137.475,128.7,44.305,84.79,110.395,108.485,-1.773,-0.566,0.4255,1.021,1.9165,4.104,5.469,8.674,9.942,-1.8705,-0.843,0.3265,1.704,2.63,3.668,5.4055,8.6465,9.5395,-2.153,-0.9415,-0.018,0.8915,1.5375,3.2445,4.2005,7.954,8.8055,-2.1295,-1.052,0.1285,0.7685,1.439,2.8125,4.733,8.038,9.532,-2.137,-2.058,-0.431,0.497,0.981,3.104,4.9465,10.1255,-14.808,-20.1565,-4.03
1,8.75,0.231752314298845,-0.0562576060480152,9.4968996370918,1.27239699718587,0.121118326485181,-1.22518687661275,4.0135264583905,0.460459097172627,415.297210123747,4.50370380448222,409.360665094474,3.62725639187974,417.121910911036,409.627571145386,3.71737965042366,416.890427850993,408.992454066226,3.81630191869021,417.164933218377,410.560812917206,4.02149748740789,417.703772166447,1.33674400970775,-4.47123159712692,0.350137986096761,1.405,1.235,0.68,-4.3298,-4.119,-4.4512,-4.5221,-4.2154,82.29744,75.52,1.0682,-3.435,-1.73,-1.805,59.85,136.52,103.1,44.955,238.15,300.05,244.7,300.6,262.065,263.135,274.945,269.005,86.42,184.2,215.235,209.07,-1.4545,-0.517,0.44,1.0195,1.914,4.1015,5.472,8.6775,9.991,-1.6485,-0.8105,0.316,1.6635,2.625,3.6655,5.4035,8.6455,9.538,-1.818,-0.879,-0.013,0.8915,1.528,3.246,4.2005,7.9525,8.8035,-1.79,-1.002,0.128,0.767,1.437,2.813,4.732,8.036,9.53,-1.623,-1.783,-0.4205,0.487,0.979,3.103,4.944,10.125,-15.414,-18.631,23.755
1,9.25,0.175203343482569,-0.0576084047601807,12.8898596859959,0.892136492169221,0.117236020902439,10.543678277788,4.8348400707505,0.495964904706655,414.906452029095,4.48811726530925,407.550151119452,3.80318526471005,416.407372095142,407.55629694917,3.84355240567159,416.52621602649,406.732026461921,3.96162635720024,416.794611137652,407.459645598188,4.15189935039399,416.759596212196,1.27777071340088,-4.02150641983013,0.332629807420083,1.43,1.32,0.73,-3.2355,-2.494,-3.47555,-3.5424,-2.8979,82.31169,71.51,1.4478,-1.67,0.375,0.075,89,223.48,220.6,65.1,241.4,308.2,244.55,307.35,435.16,429.65,462.455,441.455,132.85,311.85,343.125,344.69,-1.117,-0.3595,0.4825,1.0195,1.9115,4.0995,5.472,8.711,10.039,-1.2675,-0.5425,0.349,1.647,2.6195,3.665,5.401,8.6445,9.5365,-1.0525,-0.735,0.011,0.897,1.527,3.2485,4.198,7.951,8.801,-1.2425,-0.822,0.131,0.761,1.436,2.814,4.7165,8.048,9.534,-1.2175,-1.356,-0.3935,0.486,0.9755,3.101,4.942,10.1245,-13.42,-14.888,59.19
1,9.75,0.118654372666294,-0.0599136225684186,15.3500931886685,0.861180535062161,0.121251414167032,12.9213325822356,4.35096326744757,0.451141732136405,415.481933781791,4.51934780354027,408.279174856046,3.91977693602249,416.238106388704,412.610574355301,4.04061817674269,415.965394469978,412.313910366616,4.15455144416475,416.017574294752,412.15417169735,4.27353134493392,416.153030419142,1.48028618144357,-2.7294749552097,0.327076822406819,1.57,1.35,0.74,-2.41965,-2.044,-2.3663,-2.25805,-1.7417,82.32226,68.68,1.65285,-0.215,1.36,1.115,118.3,292.32,309.7,85.6,239.1,314.2,245.3,314.5,605.21,599.105,628.685,600.395,168.87,378.73,461.48,446.03,-0.5785,-0.231,0.5425,1.023,1.9095,4.097,5.4565,8.709,10.059,-0.927,-0.373,0.4055,1.66,2.6235,3.6645,5.3995,8.6445,9.5355,-0.5315,-0.4445,0.076,0.905,1.52,3.25,4.198,7.949,8.801,-0.712,-0.611,0.1375,0.762,1.4365,2.8145,4.7185,8.047,9.5325,-0.805,-0.9675,-0.3015,0.4935,0.976,3.101,4.94,10.124,-9.995,-10.382,94.54
1,10.25,0.292743881189121,-0.0336256692849479,16.6100043458809,0.0629368785181587,0.137139792231838,28.9955812650124,4.40196144126227,0.497766131676448,415.83704996629,4.480413947817,404.296706898937,3.87578941671309,415.952027876826,404.720540919879,3.93727237753012,415.604471328025,405.037795607168,3.9572656614257,415.8776977,405.267395848022,4.14960109592136,416.080722622969,1.48708229124448,-1.59023400352751,0.381243085366808,1.505,1.37,0.75,-1.5706,-0.912,-1.50155,-1.38975,-0.6061,82.355065,63.315,2.1766,1.015,2.28,1.925,113.4,369.02,383.15,98.04,234.55,319.75,240.45,320,755.03,736.04,774.375,760.91,197.295,516.785,622.855,580.685,-0.2105,-0.07,0.5985,1.0285,1.9095,4.096,5.457,8.708,10.058,-0.552,-0.2875,0.435,1.679,2.629,3.662,5.402,8.644,9.5345,-0.072,-0.249,0.0995,0.9105,1.505,3.2515,4.1965,7.948,8.7985,-0.2395,-0.3445,0.1665,0.7665,1.4365,2.8145,4.72,8.0455,9.5315,-0.3885,-0.7815,-0.2585,0.505,0.9765,3.1015,4.938,10.123,-7.463,-6.245,123.605
